season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Almeida,Sophia",Sophia,Almeida,G,715,"Almeida,Sophia","ALMEIDA,SOPHIA",Trinity,TrinTX,1323-3245,5,0,00,0,1,1,1,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,5,1.00,1.00,0.00,0.60,0.00,0.00,0.00,0.00,00,127.0,1,99
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Caceres,Jivana",Jivana,Caceres,G,715,"Caceres,Jivana","CACERES,JIVANA",Trinity,TrinTX,1323-2991,17,0,01,0,9,26,5,18,14,13,36,0,7,11,107,1,9,10,4,0,12,0,0,17,0.35,0.28,0.93,2.12,0.59,0.65,0.41,0.00,01,126.0,2,99
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Martin,Jailyn",Jailyn,Martin,G,715,"Martin,Jailyn","MARTIN,JAILYN",Trinity,TrinTX,1323-2644,27,1,02,0,13,46,0,1,23,8,34,1,30,15,256,23,32,55,40,1,19,1,0,27,0.28,0.00,0.35,1.26,2.04,0.56,1.11,0.04,02,125.0,3,99
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Minter,Kylie",Kylie,Minter,G,715,"Minter,Kylie","MINTER,KYLIE",Trinity,TrinTX,1323-2735,27,27,03,0,154,337,51,131,117,96,455,2,56,78,853,19,80,99,40,1,56,0,0,27,0.46,0.39,0.82,16.85,3.67,2.89,2.07,0.07,03,124.0,4,98
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Scott,Ivory",Ivory,Scott,G,715,"Scott,Ivory","SCOTT,IVORY",Trinity,TrinTX,1323-2734,27,27,11,0,61,144,30,73,43,36,188,0,33,75,792,30,106,136,39,1,73,0,0,27,0.42,0.41,0.84,6.96,5.04,2.78,1.22,0.00,11,123.0,5,98
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Sauvageau,Livy",Livy,Sauvageau,G,715,"Sauvageau,Livy","SAUVAGEAU,LIVY",Trinity,TrinTX,1323-2995,24,24,12,0,128,305,55,146,29,23,334,0,48,54,699,10,46,56,58,2,41,0,0,24,0.42,0.38,0.79,13.92,2.33,2.25,2.00,0.00,12,122.0,6,98
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Hackradt,Lola",Lola,Hackradt,G,715,"Hackradt,Lola","HACKRADT,LOLA",Trinity,TrinTX,1323-3247,11,0,15,0,1,7,0,1,0,0,2,0,2,1,21,0,6,6,5,0,3,0,0,11,0.14,0.00,0.00,0.18,0.55,0.09,0.18,0.00,15,121.0,7,97
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Gingrey,Dana",Dana,Gingrey,G,715,"Gingrey,Dana","GINGREY,DANA",Trinity,TrinTX,1323-3248,27,0,20,0,17,63,9,34,17,12,55,1,8,15,209,3,9,12,3,0,9,0,0,27,0.27,0.26,0.71,2.04,0.44,0.56,0.30,0.04,20,120.0,8,97
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Mueller,Maddie",Maddie,Mueller,G,715,"Mueller,Maddie","MUELLER,MADDIE",Trinity,TrinTX,1323-2645,27,3,21,0,23,96,16,78,4,4,66,0,12,17,221,3,8,11,13,0,13,0,0,27,0.24,0.21,1.00,2.44,0.41,0.63,0.44,0.00,21,119.0,9,97
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"King,Elaine",Elaine,King,F,715,"King,Elaine","KING,ELAINE",Trinity,TrinTX,1323-2643,14,0,22,0,6,10,0,0,2,1,13,6,3,9,122,9,20,29,17,0,4,0,0,14,0.60,0.00,0.50,0.93,2.07,0.64,0.21,0.43,22,118.0,10,96
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"O'Rourke,Skye",Skye,O'Rourke,G,715,"O'Rourke,Skye","O'ROURKE,SKYE",Trinity,TrinTX,1323-2647,27,23,23,0,107,211,4,19,67,30,248,2,45,32,609,55,84,139,65,0,50,1,0,27,0.51,0.21,0.45,9.19,5.15,1.19,1.67,0.07,23,117.0,11,96
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Even,Allison",Allison,Even,G,715,"Even,Allison","EVEN,ALLISON",Trinity,TrinTX,1323-3249,27,4,24,0,59,145,18,49,31,21,157,9,27,53,471,22,75,97,40,0,45,0,0,27,0.41,0.37,0.68,5.81,3.59,1.96,1.00,0.33,24,116.0,12,96
2025-26,wbball,Southern Athletic Association (SAA),saa,Trinity,"Pulley,Kate",Kate,Pulley,C,715,"Pulley,Kate","PULLEY,KATE",Trinity,TrinTX,1323-2994,7,0,25,0,4,5,0,0,2,0,8,0,0,0,16,1,2,3,4,0,3,0,0,7,0.80,0.00,0.00,1.14,0.43,0.00,0.00,0.00,25,115.0,13,95
