season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Chrisman, Tyler",Tyler,Chrisman,,805,"Chrisman, Tyler","CHRISMAN,TYLER",UW-Whitewater,UWW,1147-7815,2,2,24,0,24,0,0,3,6,6,2,2,0,0,3.00,1.50,3.00,1.000,1.000,1,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,98:00,0,.00,.00,,,,,,,,,,,,,,,,,,17.068077245728507,1,99
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Harris, Ben",Ben,Harris,,801,"Harris, Ben","HARRIS,BEN",UW-River Falls,UWRF,1138-3510,2,2,7,0,7,0,0,1,1,4,2,1,1,1,.50,.50,2.00,.500,1.000,0,0,0,0,1,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,134:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.118267789576171,2,99
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Eau Claire,"Laroi, Alek",Alek,Laroi,,793,"Laroi, Alek","LAROI,ALEK",UW-Eau Claire,UWEC,1122-5533,2,2,24,0,24,0,0,1,2,4,2,1,1,1,1.00,.50,2.00,.500,1.000,0,0,0,0,0,1,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,159:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.118267789576171,3,99
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Gaskell-Larson, Mac",Mac,Gaskell-Larson,,802,"Gaskell-Larson, Mac","GASKELL-LARSON,MAC",UW-Stevens Point,WSP,1141-7400,3,3,23,0,23,0,0,4,6,4,0,2,0,0,2.00,1.33,1.33,.667,.000,2,0,0,0,1,1,1,.333,4,0,0,0,1.33,.00,.00,.00,0,,185:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.33757120491637,4,98
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Richardson, Sorel",Sorel,Richardson,,801,"Richardson, Sorel","RICHARDSON,SOREL",UW-River Falls,UWRF,1138-3501,2,2,8,0,8,0,0,4,5,4,0,2,1,0,2.50,2.00,2.00,1.000,.000,2,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,149:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.33757120491637,5,98
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Eklund, Carter",Carter,Eklund,,801,"Eklund, Carter","EKLUND,CARTER",UW-River Falls,UWRF,1138-4019,2,2,2,0,2,0,0,3,3,4,0,2,0,0,1.50,1.50,2.00,1.000,.000,1,0,0,0,1,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,155:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.802670298046724,6,98
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Kiraly, James",James,Kiraly,,805,"Kiraly, James","KIRALY,JAMES",UW-Whitewater,UWW,1147-7586,2,0,11,0,11,0,0,3,3,4,0,2,0,0,1.50,1.50,2.00,1.000,.000,1,1,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,67:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.802670298046724,7,97
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,"Hankes, Westley",Westley,Hankes,,800,"Hankes, Westley","HANKES,WESTLEY",UW-Platteville,UWP,1132-2765,3,3,5,0,5,0,0,2,3,4,0,2,0,0,1.00,.67,1.33,.667,.000,0,0,0,0,2,0,0,.000,2,0,1,0,.67,.33,.00,.00,0,,230:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.267769391177076,8,97
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Diercks, Mason",Mason,Diercks,,805,"Diercks, Mason","DIERCKS,MASON",UW-Whitewater,UWW,1147-7302,2,2,8,0,8,0,0,2,2,3,1,1,0,0,1.00,1.00,1.50,.500,.500,1,0,0,0,1,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,142:00,0,.00,.00,,,,,,,,,,,,,,,,,,8.020465222604924,9,97
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,Wis.-Stout,"Bergien, Logan",Logan,Bergien,,803,"Bergien, Logan","BERGIEN,LOGAN",Wis.-Stout,Stout,1436-5971,2,2,5,0,5,0,0,1,2,3,1,1,0,0,1.00,.50,1.50,.500,.500,0,0,0,0,0,0,1,.500,1,0,1,0,.50,.50,.00,.00,0,,163:00,0,.00,.00,,,,,,,,,,,,,,,,,,7.485564315735277,10,96
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Voulgaris, Michael",Michael,Voulgaris,,805,"Voulgaris, Michael","VOULGARIS,MICHAEL",UW-Whitewater,UWW,1147-8050,2,2,2,0,2,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,1,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,85:00,0,.00,.00,,,,,,,,,,,,,,,,,,7.485564315735277,11,96
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Buckley, Jaxon",Jaxon,Buckley,,802,"Buckley, Jaxon","BUCKLEY,JAXON",UW-Stevens Point,WSP,1141-7389,3,3,7,0,7,0,0,5,8,2,0,1,0,0,2.67,1.67,.67,.333,.000,4,0,0,0,1,0,1,.333,5,0,0,0,1.67,.00,.00,.00,0,,162:00,0,.00,.00,,,,,,,,,,,,,,,,,,5.992464469372977,12,96
