conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Ebiringa,Worthy",Worthy,Ebiringa,0,G,8,23.0,2.875,7.0,0.88,4.0,0.5,3.0,0.38,2.0,0.25,0.0,0.0,4.0,0.5,3.0,9.0,0.33,1.0,6.0,0.17,0.0,0.0,0.0
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Anderson,Cedric",Cedric,Anderson,0,F,25,290.0,11.6,68.0,2.72,62.0,2.48,14.0,0.56,18.0,0.72,1.0,0.04,12.0,0.48,25.0,65.0,0.38,2.0,24.0,0.08,16.0,24.0,0.67
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Troutman,Kenney",Kenney,Troutman,0,G,27,727.0,26.925925925925927,426.0,15.78,41.0,1.52,39.0,1.44,34.0,1.26,0.0,0.0,39.0,1.4444444444444444,149.0,323.0,0.46,88.0,223.0,0.39,40.0,55.0,0.73
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Mattingly,Elijah",Elijah,Mattingly,0,F,26,782.0,30.076923076923077,293.0,11.27,256.0,9.85,69.0,2.65,27.0,1.04,32.0,1.23,58.0,2.230769230769231,100.0,255.0,0.39,41.0,154.0,0.27,52.0,79.0,0.66
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Laby,Axel",Axel,Laby,0,F,13,294.0,22.615384615384617,78.0,6.0,47.0,3.62,14.0,1.08,13.0,1.0,10.0,0.77,16.0,1.2307692307692308,30.0,52.0,0.58,9.0,24.0,0.38,9.0,17.0,0.53
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Davidson,Rob",Rob,Davidson,0,F,18,462.0,25.666666666666668,166.0,9.22,92.0,5.11,26.0,1.44,27.0,1.5,8.0,0.44,27.0,1.5,63.0,124.0,0.51,13.0,38.0,0.34,27.0,35.0,0.77
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Swan,Nolan",Nolan,Swan,0,G,28,797.0,28.464285714285715,362.0,12.93,100.0,3.57,82.0,2.93,31.0,1.11,3.0,0.11,39.0,1.3928571428571428,125.0,300.0,0.42,71.0,196.0,0.36,41.0,52.0,0.79
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Burns,Brevon",Brevon,Burns,0,F,16,69.0,4.3125,20.0,1.25,20.0,1.25,2.0,0.13,5.0,0.31,1.0,0.06,4.0,0.25,5.0,17.0,0.29,1.0,6.0,0.17,9.0,11.0,0.82
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Daugherty,Aden",Aden,Daugherty,0,G,8,22.0,2.75,5.0,0.63,6.0,0.75,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.125,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,Anderson,"Ferguson,DeMonte",DeMonte,Ferguson,0,F,27,627.0,23.22222222222222,225.0,8.33,134.0,4.96,35.0,1.3,24.0,0.89,19.0,0.7,35.0,1.2962962962962965,84.0,185.0,0.45,21.0,79.0,0.27,36.0,57.0,0.63
