conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,z_points_per_game,z_rebounds_per_game,z_assists_per_game,z_turnovers_per_game,z_field_goals_pct,z_steals_per_game,z_blocked_shots_per_game,composite_score,rank,rating
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn College,Gigi Parlante,0,f,12,26,25,173,328,0,6,133,88,434,31,55,70,783,90,148,238,70,1,67,1,0,0.53,0.0,0.66,16.69,9.15,2.69,2.12,1.19,2.576923076923077,2.5803716231044604,2.4036206525234167,1.5606761675657002,0.4276113946899013,1.611792871786273,1.5317803391798173,2.7074062040947813,10.832173483882793,1,99
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn State Abington,"Hackney,Amirah",0,G,5,28,25,188,493,52,193,111,62,490,22,76,57,849,45,118,163,76,2,80,0,0,0.38,0.27,0.56,17.5,5.82,2.04,2.71,0.79,2.857142857142857,2.7576621723585966,1.0685271400850431,0.9494169615866122,0.6227686501752032,0.6059268274135721,2.293499426414594,1.6027470843615967,9.344488399845158,2,95
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Gallaudet University,Natalie Greene,0,f,3,18,17,122,294,0,1,97,65,309,16,21,18,511,80,92,172,40,0,49,1,0,0.41,0.0,0.67,17.17,9.56,1.0,1.17,0.89,2.7222222222222223,2.685432689329134,2.5680015354362493,-0.028597767979928936,0.52880404568228,0.8071000362881121,0.3052835038017865,1.8789118642948932,9.156868920479287,3,93
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Cedar Crest College,"Bincarosky,Ella",0,G,24,27,27,154,363,108,268,50,40,456,2,67,43,865,26,90,116,39,0,56,0,0,0.42,0.4,0.8,16.89,4.3,1.59,2.48,0.07,2.074074074074074,2.6241470673647407,0.45911508635941894,0.5262375112933972,0.0774054554711783,0.8741577725796256,1.9965580873230708,-0.38563933115813626,8.19051184642013,4,92
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,St. Mary's (Md.),Olivia Liszt,0,*,15,26,26,146,306,43,122,50,41,376,12,55,45,746,46,78,124,58,0,27,0,0,0.48,0.35,0.82,14.46,4.77,1.73,2.12,0.46,1.0384615384615385,2.092275419602331,0.6475517082351052,0.6578933402735085,-0.6438402040529333,1.276504190328706,1.5317803391798173,0.6914033105817191,7.812240912888986,5,91
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn State Berks,"Miller,Hailey",0,G,45,26,26,139,398,18,66,116,79,375,17,58,54,787,71,156,227,33,0,93,1,0,0.35,0.27,0.68,14.42,8.73,2.08,2.23,0.65,3.576923076923077,2.0835203307502743,2.2352304797834415,0.9870329127237868,1.1240549338727437,0.40475361853903175,1.673795762223589,1.216116392454982,7.783483374196238,6,90
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Cedar Crest College,"Merchant,Samora",0,G,15,27,23,133,303,0,0,118,53,319,75,28,22,702,128,127,255,72,3,70,4,0,0.44,0.0,0.45,11.81,9.44,0.81,1.04,2.78,2.5925925925925926,1.5122507831536125,2.519890057510542,-0.20727353588150849,0.43852432764005966,1.0082732451626524,0.13744709475005612,7.098426205034191,7.483920937030863,7,89
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn College,Breana Valentine,0,g,22,26,23,113,283,15,69,87,72,313,7,70,116,816,45,103,148,31,0,87,0,0,0.4,0.22,0.83,12.04,5.69,4.46,2.69,0.27,3.3461538461538463,1.562592544052935,1.0164063723321937,3.225182005385679,0.9633371940613186,0.740042299996599,2.2676784404066357,0.16669022870845626,7.180453868877225,8,88
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,St. Mary's (Md.),Keira Mason,0,*,21,28,4,134,287,0,0,141,98,366,24,56,46,646,90,130,220,90,3,97,8,0,0.47,0.0,0.7,13.07,7.86,1.64,2.0,0.86,3.4642857142857144,1.7880360819933807,1.8864222648220648,0.5732574502148654,1.0456093703933576,1.2094464540371925,1.3768544231320659,1.7960624303149042,7.042812520945346,9,87
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Wilson College,"Laubach,Leah",0,G,5,25,24,130,321,19,72,125,78,357,9,47,58,752,73,95,168,70,0,105,1,0,0.4,0.26,0.62,14.28,6.72,2.32,1.88,0.36,4.2,2.052877519768078,1.4293632245278465,1.2127286195468345,1.557992831363592,0.740042299996599,1.2219285070843147,0.4152385306484228,6.827095289639548,10,86
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Valley Forge,"Mauerman,Lucy",0,F,24,21,21,95,318,39,138,212,134,363,16,25,33,821,11,119,130,44,0,142,0,0,0.3,0.28,0.63,17.29,6.19,1.57,1.19,0.76,6.761904761904762,2.7116979558853016,1.2168708636893069,0.50742953572481,3.3422148507939213,0.06946493708146487,0.33110448980974505,1.5198976503816077,6.460776757823848,11,86
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn State Harrisburg,"Moffatt,Lauren",0,F,32,27,27,95,259,8,36,146,119,317,15,42,42,874,64,188,252,57,0,60,0,0,0.37,0.22,0.82,11.74,9.33,1.56,1.56,0.56,2.2222222222222223,1.4969293776625143,2.475787869411977,0.4980255479405163,0.18058227609085883,0.5388690911220587,0.8087927309569781,0.9675680905150155,6.46024493987919,12,85
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Cairn University,"Sobrino,Kailee",0,G,1,21,21,111,414,49,212,56,43,314,2,72,83,806,20,71,91,56,0,142,0,0,0.27,0.23,0.77,14.95,4.33,3.95,3.43,0.1,6.761904761904762,2.199525258040018,0.47114295584084587,2.745578628386702,3.3422148507939213,-0.13170827179307512,3.2230549227011016,-0.3027898971781474,6.457149093498618,13,84
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Notre Dame of Maryland,"Watts,Amani",0,F,32,24,18,108,213,0,0,123,79,295,7,20,28,573,78,120,198,35,0,39,0,0,0.51,0.0,0.64,12.29,8.25,1.17,0.83,0.29,1.625,1.6173118493782859,2.042784568080613,0.13127002435306329,-0.2353492820322277,1.4776773992032464,-0.13367325833350863,0.2219231846951154,6.4407342602919915,14,84
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Lancaster Bible College,"Wilson,Emily",0,G,11,27,27,122,359,36,145,64,45,325,9,36,98,899,41,126,167,48,0,83,0,0,0.34,0.25,0.7,12.04,6.19,3.63,1.33,0.33,3.074074074074074,1.562592544052935,1.2168708636893069,2.4446510192893047,0.7738489946540208,0.3376958822475187,0.511851391865455,0.332389096668434,6.191865381939798,15,83
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn State Abington,"Gillis,Xenia",0,F,22,13,10,49,98,1,6,47,33,132,16,20,8,335,48,79,127,12,0,28,0,0,0.5,0.17,0.7,10.15,9.77,0.62,1.54,1.23,2.1538461538461537,1.1489145957932834,2.6521966218062367,-0.38594930378308817,0.1329622050356216,1.410619662911733,0.7829717449490196,2.8178721160681,6.101295190661396,16,83
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn State Abington,"Newman,Nia",0,G,12,28,26,118,252,30,96,62,44,310,9,60,33,811,80,121,201,57,0,53,0,0,0.47,0.31,0.71,11.07,7.18,1.18,2.14,0.32,1.8928571428571428,1.350281639390574,1.6137905565763906,0.14067401213735695,-0.04880190546539496,1.2094464540371925,1.5576013251877758,0.30477261867510436,5.845119884144654,17,82
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Cedar Crest College,"Rios,Analyse",0,G,1,27,26,121,344,16,99,113,73,331,5,67,103,751,32,96,128,68,1,124,2,0,0.35,0.16,0.65,12.26,4.74,3.81,2.48,0.19,4.592592592592593,1.610745532739244,0.6355238387536787,2.613922799406591,1.8314114060057447,0.40475361853903175,1.9965580873230708,-0.05424159523818079,5.828849096039237,18,82
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Penn State Abington,"Reid,Amina",0,G,11,28,26,111,311,28,127,55,33,283,5,97,147,878,34,77,111,81,5,122,1,0,0.36,0.22,0.6,10.11,3.96,5.25,3.46,0.18,4.357142857142857,1.140159506941227,0.3227992322365821,3.9680970403448783,1.6674339589494667,0.4718113548305452,3.261786401713039,-0.08185807323151044,5.813822478462881,19,81
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Wilson College,"Torres,Jewels",0,G,2,26,26,98,264,11,45,177,129,336,2,66,99,880,14,41,55,49,3,107,1,0,0.37,0.24,0.73,12.92,2.12,3.81,2.54,0.08,4.115384615384615,1.7552044987981696,-0.41491009595759415,2.613922799406591,1.4990629934327355,0.5388690911220587,2.0740210453469468,-0.35802285316480664,5.67232626155068,20,81
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Lancaster Bible College,"Hunter,Raven",0,F,10,24,18,101,214,0,6,78,32,234,38,23,36,640,66,106,172,56,0,47,1,0,0.47,0.0,0.41,9.75,7.17,1.5,0.96,1.58,1.9583333333333333,1.061363707272722,1.6097812667492484,0.44160162123475427,-0.003201435637946948,1.2094464540371925,0.034163150718221874,3.7844488458346373,5.6099305302585325,21,80
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbball,Gallaudet University,Kayla DeBrow,0,0,12,22,9,68,153,0,1,70,45,181,52,31,24,497,80,130,210,44,0,58,1,0,0.44,0.0,0.64,8.23,9.55,1.09,1.41,2.36,2.6363636363636362,0.7286703308945893,2.563992245609107,0.056038122078714114,0.4690083882776924,1.0082732451626524,0.615135335897289,5.938534129314347,5.572755761917425,22,80
