conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Havlovitz,Cali",0,G,02,27,5,57,132,16,49,40,27,157,3,52,45,498,36,65,101,57,0,48,0,0,0.43,0.33,0.68,5.81,3.74,1.67,1.93,0.11
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Havlovitz,Laney",0,G,03,27,26,129,271,19,69,141,97,374,2,80,107,800,37,85,122,51,0,82,0,0,0.48,0.28,0.69,13.85,4.52,3.96,2.96,0.07
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Nelson,Karsyn",0,G,04,25,24,92,237,9,30,57,41,234,8,52,50,628,33,56,89,63,0,46,2,0,0.39,0.30,0.72,9.36,3.56,2.00,2.08,0.32
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Sears,Moriah",0,G,10,22,0,15,31,3,11,17,12,45,0,6,7,105,7,10,17,7,0,20,0,0,0.48,0.27,0.71,2.05,0.77,0.32,0.27,0.00
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Rauwolf,Natalie",0,G,11,27,27,115,253,52,104,28,20,302,6,41,36,695,36,54,90,43,0,36,0,0,0.45,0.50,0.71,11.19,3.33,1.33,1.52,0.22
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Bestor,McKenzie",0,G,12,27,1,25,70,9,29,51,37,96,1,29,24,385,29,27,56,47,0,46,0,0,0.36,0.31,0.73,3.56,2.07,0.89,1.07,0.04
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Glaus,Maggie",0,F,13,18,1,14,34,0,1,10,5,33,5,2,2,115,14,18,32,20,0,15,1,0,0.41,0.00,0.50,1.83,1.78,0.11,0.11,0.28
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Trzinski,Sarah",0,G,14,14,0,1,2,0,0,4,2,4,1,1,5,52,9,3,12,4,0,4,0,0,0.50,0.00,0.50,0.29,0.86,0.36,0.07,0.07
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Johannes,Molly",0,F,15,27,1,41,87,0,1,50,24,106,11,28,14,348,43,79,122,34,0,14,0,0,0.47,0.00,0.48,3.93,4.52,0.52,1.04,0.41
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Rikkola,Naomi",0,G,20,22,0,9,25,1,4,12,7,26,0,6,4,89,4,9,13,9,0,8,0,0,0.36,0.25,0.58,1.18,0.59,0.18,0.27,0.00
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Stricker,Alex",0,F,21,24,0,9,27,0,1,13,10,28,2,10,2,98,12,20,32,19,0,10,0,0,0.33,0.00,0.77,1.17,1.33,0.08,0.42,0.08
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Buwalda,Presley",0,G,22,21,1,7,22,0,5,7,4,18,0,5,6,107,4,12,16,7,0,12,0,0,0.32,0.00,0.57,0.86,0.76,0.29,0.24,0.00
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Elmblad,Kyley",0,F,24,19,0,12,27,0,0,4,2,26,0,2,3,77,8,9,17,6,0,4,0,0,0.44,0.00,0.50,1.37,0.89,0.16,0.11,0.00
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Hoffa,Nadia",0,G,30,18,0,6,19,1,5,2,2,15,0,1,4,60,2,8,10,5,0,5,0,0,0.32,0.20,1.00,0.83,0.56,0.22,0.06,0.00
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Van Horn,Halle",0,G,31,24,23,96,193,4,23,53,44,240,25,31,42,606,60,98,158,58,0,47,3,0,0.50,0.17,0.83,10.00,6.58,1.75,1.29,1.04
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Perea,Payten",0,F,33,18,0,2,11,1,7,0,0,5,0,2,1,56,0,5,5,1,0,5,0,0,0.18,0.14,0.00,0.28,0.28,0.06,0.11,0.00
