season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Baker, Elli",Elli,Baker,,30037,"Baker, Elli","BAKER, ELLI",Trine,Trine,1091-4998,10,3,20,0,20,0,.366,71,10,36,1,1,12,0,10,7,41,0,0,56,4,22,3,0,2,1,48,0,3.60,0.10,2.20,0.30,1.00,4.80,,,,,,,12.316594617570546,1,99
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"Carens, Caroline",Caroline,Carens,,8688,"Carens, Caroline","CARENS, CAROLINE",Saint Mary's,SMC-IN,1090-358,19,5,10,0,10,0,.393,145,14,71,3,0,18,0,3,0,57,0,0,2,0,18,20,0,15,5,86.5,0,3.74,0.16,0.95,1.05,0.16,4.55,,,,,,,11.262437042399714,2,99
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Stephens, Taylor",Taylor,Stephens,,326,"Stephens, Taylor","STEPHENS, TAYLOR",Kalamazoo,KZoo,1088-1890,10,3,16,0,16,0,.162,99,17,33,1,1,19,0,4,10,41,0,0,65,2,40,7,1,6,1,41,0,3.30,0.10,4.00,0.70,0.40,4.10,,,,,,,11.132474526080436,3,99
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Dillard, Quaneice",Quaneice,Dillard,,326,"Dillard, Quaneice","DILLARD, QUANEICE",Kalamazoo,KZoo,1088-2093,10,3,10,0,10,0,.093,118,23,34,2,0,10,0,7,7,38,0,0,61,4,39,1,0,1,0,41.5,0,3.40,0.20,3.90,0.10,0.70,4.15,,,,,,,9.811223921331054,4,98
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Frank, Carly",Carly,Frank,,15,"Frank, Carly","FRANK, CARLY",Albion,Albion,1084-3481,12,3,27,0,27,0,.337,95,11,43,0,3,15,0,3,3,31,0,0,13,2,11,5,1,5,0,48.5,0,3.58,0.00,0.92,0.42,0.25,4.04,,,,,,,8.544475232548102,5,98
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Bradley, Sarah",Sarah,Bradley,,114,"Bradley, Sarah","BRADLEY, SARAH",Calvin,Calvin,1086-2831,12,3,8,0,8,0,.143,98,20,34,2,0,18,0,7,1,37,0,0,66,4,28,3,0,3,0,42.5,1,2.83,0.17,2.33,0.25,0.58,3.54,,,,,,,7.997579599540732,6,98
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Chapie, Savannah",Savannah,Chapie,,326,"Chapie, Savannah","CHAPIE, SAVANNAH",Kalamazoo,KZoo,1088-1889,10,3,9,0,9,0,.368,57,4,25,1,1,5,0,0,0,0,0,0,1,0,0,10,0,10,0,30,1,2.50,0.10,0.00,1.00,0.00,3.00,,,,,,,7.3264165069097285,7,97
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Morrison, Kiera",Kiera,Morrison,,286,"Morrison, Kiera","MORRISON, KIERA",Hope,Hope,1087-3847,10,4,18,0,18,0,.121,91,14,25,2,0,6,0,8,4,44,0,0,54,4,14,1,0,1,0,33.5,0,2.50,0.20,1.40,0.10,0.80,3.35,,,,,,,6.994997998190338,8,97
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Jones, Margaret",Margaret,Jones,,15,"Jones, Margaret","JONES, MARGARET",Albion,Albion,1084-3474,12,3,5,0,5,0,.228,57,6,19,3,0,13,0,0,2,36,0,0,8,0,16,15,0,9,6,29.5,0,1.58,0.25,1.33,1.25,0.00,2.46,,,,,,,6.9277187325105665,9,97
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Boa, Mary",Mary,Boa,,114,"Boa, Mary","BOA, MARY",Calvin,Calvin,1086-2123,12,3,20,0,20,0,.362,58,6,27,1,0,5,0,1,4,25,0,0,1,0,4,10,0,10,0,33,0,2.25,0.08,0.33,0.83,0.08,2.75,,,,,,,6.721252528029574,10,96
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Julia Hall,Julia,Hall,,525,Julia Hall,"HALL,JULIA",Olivet,OLIVET,0,21,7,05,0,05,0,.326,86,13,41,3,0,11,0,0,0,0,0,0,2,0,4,23,8,15,8,56.5,1,1.95,0.14,0.19,1.10,0.00,2.69,,,,,,,6.659131116343559,11,96
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Burbridge, Kamryn",Kamryn,Burbridge,,286,"Burbridge, Kamryn","BURBRIDGE, KAMRYN",Hope,Hope,1087-3196,10,4,6,0,6,0,.120,50,11,17,1,1,11,0,0,0,0,0,0,0,0,1,14,0,10,4,26,0,1.70,0.10,0.10,1.40,0.00,2.60,,,,,,,6.438279073433872,12,96
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Goddard, Makala",Makala,Goddard,,326,"Goddard, Makala","GODDARD, MAKALA",Kalamazoo,KZoo,1088-1909,10,3,15,0,15,0,.269,26,2,9,108,1,345,0,7,3,48,0,0,0,0,17,4,0,4,0,18,0,0.90,10.80,1.70,0.40,0.70,1.80,,,,,,,5.6798921079985965,13,95
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Whitfield, Bri",Bri,Whitfield,,15,"Whitfield, Bri","WHITFIELD, BRI",Albion,Albion,1084-3699,12,3,6,0,6,0,.167,96,13,29,0,1,12,0,3,1,48,0,0,35,4,18,3,0,3,0,33.5,0,2.42,0.00,1.50,0.25,0.25,2.79,,,,,,,5.364096036443216,14,95
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Parks, Mya",Mya,Parks,,326,"Parks, Mya","PARKS, MYA",Kalamazoo,KZoo,1088-2097,10,3,23,0,23,0,.176,51,7,16,2,2,6,0,4,5,42,0,0,0,0,6,6,0,6,0,23,1,1.60,0.20,0.60,0.60,0.40,2.30,,,,,,,5.330781915265229,15,95
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Boehmer, Lauren",Lauren,Boehmer,,4,"Boehmer, Lauren","BOEHMER, LAUREN",Adrian,ADRIAN,1083-6260,14,3,6,0,6,0,.215,79,12,29,0,0,4,0,0,0,1,0,0,1,0,6,11,0,8,3,36,0,2.07,0.00,0.43,0.79,0.00,2.57,,,,,,,5.304745268851399,16,94
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"O'Connell, Bridget",Bridget,O'Connell,,8688,"O'Connell, Bridget","O'CONNELL, BRIDGET",Saint Mary's,SMC-IN,1090-565,19,5,9,0,9,0,.374,99,10,47,0,1,9,0,0,0,0,0,0,2,0,2,9,2,7,2,52.5,0,2.47,0.00,0.11,0.47,0.00,2.76,,,,,,,5.234647453523246,17,94
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Nevadomski, Mallorie",Mallorie,Nevadomski,,21,"Nevadomski, Mallorie","NEVADOMSKI, MALLORIE",Alma,ALMA,1085-4116,15,3,8,0,8,0,.075,67,11,16,1,2,16,0,13,7,54,0,0,50,4,23,3,0,3,0,30.5,0,1.07,0.07,1.53,0.20,0.87,2.03,,,,,,,4.944932187660652,18,94
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Van Appledorn, Kate",Kate,Van Appledorn,,114,"Van Appledorn, Kate","VAN APPLEDORN, KATE",Calvin,Calvin,1086-3159,12,3,27,0,27,0,.269,52,7,21,0,0,4,0,0,0,0,0,0,1,0,3,9,1,7,2,26.5,1,1.75,0.00,0.25,0.75,0.00,2.21,,,,,,,4.667791864518612,19,94
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"VanBlack, Maddy",Maddy,VanBlack,,8688,"VanBlack, Maddy","VANBLACK, MADDY",Saint Mary's,SMC-IN,1090-566,19,5,3,0,3,0,.084,107,25,34,3,0,28,0,8,10,64,0,0,92,2,30,5,0,2,3,46,0,1.79,0.16,1.58,0.26,0.42,2.42,,,,,,,4.659492567240097,20,93
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Hehl, Brooke",Brooke,Hehl,,286,"Hehl, Brooke","HEHL, BROOKE",Hope,Hope,1087-3846,10,4,4,0,4,0,.321,28,1,10,70,2,244,0,3,4,31,0,0,1,0,26,3,0,3,0,14.5,0,1.00,7.00,2.60,0.30,0.30,1.45,,,,,,,4.589027646562073,21,93
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Schipper, Caralee",Caralee,Schipper,,114,"Schipper, Caralee","SCHIPPER, CARALEE",Calvin,Calvin,1086-2833,12,0,13,0,13,0,.162,68,12,23,1,1,8,0,0,0,0,0,0,0,0,9,8,0,8,0,27,0,1.92,0.08,0.75,0.67,0.00,2.25,,,,,,,4.528683879411125,22,93
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"Reese, Abby",Abby,Reese,,8688,"Reese, Abby","REESE, ABBY",Saint Mary's,SMC-IN,1090-362,19,4,4,0,4,0,.094,64,8,14,78,4,243,0,6,5,65,0,0,6,1,31,15,0,15,0,27.5,0,0.74,4.11,1.63,0.79,0.32,1.45,,,,,,,4.50842678699707,23,93
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Carling, Emily",Emily,Carling,,21,"Carling, Emily","CARLING, EMILY",Alma,ALMA,1085-4128,14,4,29,0,29,0,.097,103,17,27,3,0,10,0,7,5,59,0,0,100,8,21,1,0,1,0,34.5,0,1.93,0.21,1.50,0.07,0.50,2.46,,,,,,,4.4973450014163445,24,92
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Pagliarella, Emma",Emma,Pagliarella,,15,"Pagliarella, Emma","PAGLIARELLA, EMMA",Albion,Albion,1084-3702,12,3,8,0,8,0,.263,57,10,25,0,0,11,0,0,0,0,0,0,5,0,5,5,0,2,3,29,0,2.08,0.00,0.42,0.42,0.00,2.42,,,,,,,4.035427047348525,25,92
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Bush, Nevea",Nevea,Bush,,21,"Bush, Nevea","BUSH, NEVEA",Alma,ALMA,1085-3264,14,4,6,0,6,0,.211,95,15,35,1,0,4,0,0,0,1,0,0,0,0,5,4,0,3,1,37.5,0,2.50,0.07,0.36,0.29,0.00,2.68,,,,,,,4.016138026211324,26,92
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Aprati, Kendelle",Kendelle,Aprati,,21,"Aprati, Kendelle","APRATI, KENDELLE",Alma,ALMA,1085-3187,1,0,27,0,27,0,.400,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0,2.00,0.00,2.00,0.00,0.00,2.00,,,,,,,3.876406728571167,27,92
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Kilbarger, Lauren",Lauren,Kilbarger,,4,"Kilbarger, Lauren","KILBARGER, LAUREN",Adrian,ADRIAN,1083-13557,12,2,28,0,28,0,.275,40,4,15,1,1,5,0,0,2,3,0,0,2,0,2,9,0,8,1,20,0,1.25,0.08,0.17,0.75,0.00,1.67,,,,,,,3.716621164053576,28,91
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Moore, Allison",Allison,Moore,,114,"Moore, Allison","MOORE, ALLISON",Calvin,Calvin,1086-2120,12,0,14,0,14,0,.230,74,9,26,0,0,5,0,0,0,0,0,0,6,3,10,3,0,3,0,27.5,0,2.17,0.00,0.83,0.25,0.00,2.29,,,,,,,3.65032776279712,29,91
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Nightingale, Cienna",Cienna,Nightingale,,326,"Nightingale, Cienna","NIGHTINGALE, CIENNA",Kalamazoo,KZoo,1088-2231,10,3,11,0,11,0,.183,71,4,17,1,1,5,0,0,0,0,0,0,9,1,9,5,0,5,0,19.5,0,1.70,0.10,0.90,0.50,0.00,1.95,,,,,,,3.6318141669297503,30,91
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Aleah Brackett,Aleah,Brackett,,525,Aleah Brackett,"BRACKETT,ALEAH",Olivet,OLIVET,0,21,7,15,0,15,0,.218,101,10,32,61,4,196,0,2,3,48,0,0,49,5,36,6,2,6,0,37,0,1.52,2.90,1.71,0.29,0.10,1.76,,,,,,,3.58883126037154,31,91
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Weston, Kennedy",Kennedy,Weston,,21,"Weston, Kennedy","WESTON, KENNEDY",Alma,ALMA,1085-4028,14,0,3,0,3,0,.750,4,0,3,42,1,127,0,6,5,55,0,0,2,0,20,0,0,0,0,9,1,0.21,3.00,1.43,0.00,0.43,0.64,,,,,,,3.5702798630370745,32,91
2026-27,wvball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Payton Smith,Payton,Smith,,525,Payton Smith,"SMITH,PAYTON",Olivet,OLIVET,0,21,7,12,0,12,0,.054,184,40,50,2,0,7,0,2,3,10,0,0,77,4,28,2,1,2,0,53,0,2.38,0.10,1.33,0.10,0.10,2.52,,,,,,,3.4275062469271194,33,90
