season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,mvball,Empire 8 (E8),e8,Nazareth,"Murphy, Ryan",Ryan,Murphy,,461,"Murphy, Ryan","MURPHY, RYAN",Nazareth,Naz,1007-5044,93,38,11,0,11,0,.366,495,64,245,8,4,51,0,42,65,387,0,0,6,0,54,57,5,44,13,322,0,2.63,0.09,0.58,0.61,0.45,3.46,,,,,,,7.2046857257368115,1,99
2026-27,mvball,Empire 8 (E8),e8,Elmira,"Jata, Luke",Luke,Jata,,213,"Jata, Luke","JATA, LUKE",Elmira,Elmira,1004-2404,81,31,16,0,16,0,.231,666,163,317,13,7,90,0,28,73,306,0,0,375,15,96,15,0,8,7,356,2,3.91,0.16,1.19,0.19,0.35,4.40,,,,,,,6.83275475254036,2,99
2026-27,mvball,Empire 8 (E8),e8,Hartwick,Anthony Ruggiero,Anthony,Ruggiero,,273,Anthony Ruggiero,"RUGGIERO,ANTHONY",Hartwick,HARTWICK,1005-3539,86,47,4,0,4,0,.178,760,122,257,32,5,160,0,33,61,345,0,0,500,40,170,11,6,5,6,298.5,3,2.99,0.37,1.98,0.13,0.38,3.47,,,,,,,5.958684953528024,3,99
2026-27,mvball,Empire 8 (E8),e8,Elmira,"Staron, Gabriel",Gabriel,Staron,,213,"Staron, Gabriel","STARON, GABRIEL",Elmira,Elmira,1004-2406,81,32,10,0,10,0,.256,578,123,271,28,5,108,0,23,59,252,0,0,439,25,93,19,1,16,3,305,0,3.35,0.35,1.15,0.23,0.28,3.77,,,,,,,5.640983733868567,4,98
2026-27,mvball,Empire 8 (E8),e8,Houghton,"Cline, Devin",Devin,Cline,,30160,"Cline, Devin","CLINE, DEVIN",Houghton,Hough,0,99,46,7,0,7,0,.166,761,127,253,8,9,73,0,38,64,328,0,0,439,27,160,28,4,23,5,307.5,2,2.56,0.08,1.62,0.28,0.38,3.11,,,,,,,5.460377506571257,5,98
2026-27,mvball,Empire 8 (E8),e8,St. John Fisher,"Keoviengsamay, Sonepith",Sonepith,Keoviengsamay,,601,"Keoviengsamay, Sonepith","KEOVIENGSAMAY, SONEPITH",St. John Fisher,SJF,1009-6032,47,28,7,0,7,0,.247,296,36,109,5,1,41,0,14,23,182,0,0,179,8,92,15,1,13,2,131.5,0,2.32,0.11,1.96,0.32,0.30,2.80,,,,,,,5.45801528235371,6,98
2026-27,mvball,Empire 8 (E8),e8,Russell Sage,"Fox, Dylan",Dylan,Fox,,11036,"Fox, Dylan","FOX, DYLAN",Russell Sage,Sage,0,104,34,4,0,4,0,.215,775,141,308,43,5,167,0,20,84,314,0,0,152,7,158,40,3,33,7,352,0,2.96,0.41,1.52,0.38,0.19,3.38,,,,,,,5.3907188479022485,7,97
2026-27,mvball,Empire 8 (E8),e8,Elmira,"Davenport, Ethan",Ethan,Davenport,,213,"Davenport, Ethan","DAVENPORT, ETHAN",Elmira,Elmira,1004-2568,71,25,11,0,11,0,.377,252,43,138,12,3,47,0,21,74,215,0,0,9,2,41,41,0,26,15,187,1,1.94,0.17,0.58,0.58,0.30,2.63,,,,,,,4.881774531534138,8,97
2026-27,mvball,Empire 8 (E8),e8,Poly,"Baaki, Andrew",Andrew,Baaki,,9500,"Baaki, Andrew","BAAKI, ANDREW",Poly,SPI,1192-1389,96,43,19,0,19,0,.306,438,72,206,11,4,57,0,17,76,270,0,0,5,0,45,71,7,57,14,265.5,2,2.15,0.11,0.47,0.74,0.18,2.77,,,,,,,4.762950687271012,9,97
2026-27,mvball,Empire 8 (E8),e8,Poly,"Gottler, Peter",Peter,Gottler,,9500,"Gottler, Peter","GOTTLER, PETER",Poly,SPI,1192-616,89,40,3,0,3,0,.215,629,77,212,7,0,94,0,21,48,337,0,0,406,24,139,33,0,28,5,252,0,2.38,0.08,1.56,0.37,0.24,2.83,,,,,,,4.750630942316525,10,96
