season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Tori Stevenson,Tori,Stevenson,,265,Tori Stevenson,"STEVENSON,TORI",Grove City,GC,1314-4343,3,3,10,0,10,0,0,16,18,16,2,7,1,1,6.00,5.33,5.33,2.333,.667,9,1,0,0,2,2,1,.333,3,0,0,0,1.00,.00,.00,.00,0,,147:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,44.77306618009392,1,99
2026-27,wsoc,Northern Athletics Collegiate Conference (NACC),nacc,Wisconsin Lutheran,Morgan Bluhm,Morgan,Bluhm,,8911,Morgan Bluhm,"BLUHM,MORGAN",Wisconsin Lutheran,WIS. LUT,1092-3535,4,4,27,0,27,0,0,9,15,14,4,5,0,0,3.75,2.25,3.50,1.250,1.000,4,0,0,0,2,4,2,.500,0,0,0,0,.00,.00,.00,.00,0,,188:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,40.5065752563262,2,99
2026-27,wsoc,Skyline Conference,skyline_conference,Sarah Lawrence,"Beaver, Katey",Katey,Beaver,,30163,"Beaver, Katey","BEAVER,KATEY",Sarah Lawrence,SLC,1993-2292,2,2,29,0,29,0,0,8,10,14,2,6,0,0,5.00,4.00,7.00,3.000,1.000,2,0,1,0,1,2,0,.000,0,0,0,0,.00,.00,.00,.00,0,,144:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,36.96789303259713,3,99
2026-27,wsoc,Conference of New England (CCC),ccc,University of New England,"Talbot, Emily",Emily,Talbot,,1255,"Talbot, Emily","TALBOT,EMILY",University of New England,UNE,990-3160,3,3,13,0,13,0,0,6,11,11,5,3,0,0,3.67,2.00,3.67,1.000,1.667,3,1,0,0,1,1,0,.000,1,0,0,0,.33,.00,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,34.04125864889431,4,98
2026-27,wsoc,Conference of New England (CCC),ccc,University of New England,"McGee, Gillian",Gillian,McGee,,1255,"McGee, Gillian","MCGEE,GILLIAN",University of New England,UNE,990-3158,3,3,19,0,19,0,0,9,15,11,3,4,0,0,5.00,3.00,3.67,1.333,1.000,5,0,0,0,1,1,1,.333,0,0,0,0,.00,.00,.00,.00,0,,210:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,32.13697736725877,5,98
2026-27,wsoc,Northern Athletics Collegiate Conference (NACC),nacc,Wisconsin Lutheran,Ava Zarling,Ava,Zarling,,8911,Ava Zarling,"ZARLING,AVA",Wisconsin Lutheran,WIS. LUT,1092-3532,4,4,21,0,21,0,0,13,13,11,1,5,0,0,3.25,3.25,2.75,1.250,.250,8,0,0,0,1,3,1,.250,2,0,0,0,.50,.00,.00,.00,0,,191:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,30.641296321146616,6,98
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Thiel,"deBlois, Imogen",Imogen,deBlois,,707,"deBlois, Imogen","DEBLOIS,IMOGEN",Thiel,THI,1316-5644,2,2,8,0,8,0,0,8,12,12,0,6,0,0,6.00,4.00,6.00,3.000,.000,2,0,0,0,1,3,1,.500,1,0,0,0,.50,.00,.00,.00,0,,131:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,29.301439781081726,7,97
2026-27,wsoc,Upper Midwest Athletic Conference (UMAC),umac,Crown,Layla Kerr,Layla,Kerr,,30035,Layla Kerr,"KERR,LAYLA",Crown,CROWN (M,1397-1814,4,4,11,0,11,0,0,17,15,10,0,5,0,0,3.75,4.25,2.50,1.250,.000,12,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,28.442470637482437,8,97
2026-27,wsoc,Conference of New England (CCC),ccc,University of New England,"Hodgson, Jill",Jill,Hodgson,,1255,"Hodgson, Jill","HODGSON,JILL",University of New England,UNE,990-3154,3,3,24,0,24,0,0,9,14,10,2,4,0,0,4.67,3.00,3.33,1.333,.667,5,0,1,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,146:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,28.303750741501066,9,97
2026-27,wsoc,University Athletic Association (UAA),uaa,Case Western Reserve,"Probst, Izzy",Izzy,Probst,,122,"Probst, Izzy","PROBST,IZZY",Case Western Reserve,CWRU,1195-3556,3,3,35,0,35,0,0,8,13,9,3,3,0,0,4.33,2.67,3.00,1.000,1.000,5,0,0,0,1,2,2,.667,4,0,0,0,1.33,.00,.00,.00,0,,162:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,27.19200586842566,10,96
