season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,",",,,,1340,", ",", ",St. Joseph's-Long Island,SJCLI,0,1,0,3,0,3,0,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2.5,0,1.00,0.00,0.00,2.00,0.00,2.50,,,,,,,10.003121376175915,1,99
2025-26,mvball,Skyline Conference,skyline_conference,Purchase,"Williams, Channing",Channing,Williams,,30029,"Williams, Channing","WILLIAMS, CHANNING",Purchase,SUNYPC,0,119,74,12,0,12,0,.267,1149,222,529,33,6,146,0,34,39,419,0,0,369,32,249,67,17,58,9,601,2,4.45,0.28,2.09,0.56,0.29,5.05,,,,,,,9.532404967017193,2,99
2025-26,mvball,Skyline Conference,skyline_conference,NJCU,"Pardasie, Marcus",Marcus,Pardasie,,319,"Pardasie, Marcus","PARDASIE, MARCUS",NJCU,NJCU,0,103,65,10,0,10,0,.313,998,140,452,32,4,128,0,33,44,420,0,0,580,14,223,34,1,22,12,508,2,4.39,0.31,2.17,0.33,0.32,4.93,,,,,,,8.970767884954682,3,99
2025-26,mvball,Skyline Conference,skyline_conference,Sarah Lawrence,"Davis, Nate",Nate,Davis,,30163,"Davis, Nate","DAVIS, NATE",Sarah Lawrence,SLC,0,84,63,4,0,4,0,.334,805,111,380,8,4,70,0,17,34,247,0,0,422,21,163,31,3,21,10,417.5,0,4.52,0.10,1.94,0.37,0.20,4.97,,,,,,,8.612125728244608,4,98
2025-26,mvball,Skyline Conference,skyline_conference,Ramapo,"Kirchofer, Reece",Reece,Kirchofer,,564,"Kirchofer, Reece","KIRCHOFER, REECE",Ramapo,RCNJ,0,96,70,4,0,4,0,.259,975,137,390,14,2,82,0,34,78,355,0,0,585,28,174,41,9,26,15,452,1,4.06,0.15,1.81,0.43,0.35,4.71,,,,,,,8.34544632515288,5,98
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Brooklyn,"Martinez, Jeremias",Jeremias,Martinez,,30072,"Martinez, Jeremias","MARTINEZ, JEREMIAS",St. Joseph's-Brooklyn,SJCBK,0,74,24,2,0,2,0,.231,746,127,299,11,7,142,0,33,47,234,0,0,361,28,137,11,2,10,1,338,0,4.04,0.15,1.85,0.15,0.45,4.57,,,,,,,7.564621174455835,6,98
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"MacPherson, Luke",Luke,MacPherson,,1340,"MacPherson, Luke","MACPHERSON, LUKE",St. Joseph's-Long Island,SJCLI,0,78,27,7,0,7,0,.308,571,71,247,19,1,71,0,31,39,270,0,0,294,22,153,31,1,27,4,295.5,0,3.17,0.24,1.96,0.40,0.40,3.79,,,,,,,7.504866128128489,7,97
2025-26,mvball,Skyline Conference,skyline_conference,Manhattanville,"Medrano, Emil",Emil,Medrano,,382,"Medrano, Emil","MEDRANO, EMIL",Manhattanville,Manhat,0,55,35,8,0,8,0,.269,468,63,189,25,2,123,0,17,39,209,0,0,280,19,118,9,0,6,3,212,2,3.44,0.45,2.15,0.16,0.31,3.85,,,,,,,6.539242916182169,8,97
2025-26,mvball,Skyline Conference,skyline_conference,Manhattanville,"Simmons, Kyle",Kyle,Simmons,,382,"Simmons, Kyle","SIMMONS, KYLE",Manhattanville,Manhat,0,83,68,12,0,12,0,.176,714,131,257,10,3,58,0,33,65,274,0,0,110,5,128,36,9,32,4,310,2,3.10,0.12,1.54,0.43,0.40,3.73,,,,,,,6.400387214262402,9,97
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Renniesen, Jesse",Jesse,Renniesen,,1340,"Renniesen, Jesse","RENNIESEN, JESSE",St. Joseph's-Long Island,SJCLI,0,9,1,22,0,22,0,.375,48,6,24,1,1,5,0,3,3,22,0,0,1,0,9,5,0,5,0,29.5,0,2.67,0.11,1.00,0.56,0.33,3.28,,,,,,,6.323822550507995,10,96
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"O'Donoghue, Denis",Denis,O'Donoghue,,1340,"O'Donoghue, Denis","O'DONOGHUE, DENIS",St. Joseph's-Long Island,SJCLI,0,10,1,14,0,14,0,.121,58,14,21,0,1,2,0,8,7,25,0,0,22,1,15,3,0,1,2,31.5,0,2.10,0.00,1.50,0.30,0.80,3.15,,,,,,,5.923891466909242,11,96
2025-26,mvball,Skyline Conference,skyline_conference,NJCU,"Peralta, Matt",Matt,Peralta,,319,"Peralta, Matt","PERALTA, MATT",NJCU,NJCU,0,84,48,6,0,6,0,.245,554,114,250,20,1,81,0,27,72,239,0,0,352,36,151,23,0,18,5,291,0,2.98,0.24,1.80,0.27,0.32,3.46,,,,,,,5.819675530749902,12,96
2025-26,mvball,Skyline Conference,skyline_conference,Ramapo,"Tracz, Jan",Jan,Tracz,,564,"Tracz, Jan","TRACZ, JAN",Ramapo,RCNJ,0,99,70,1,0,1,0,.391,363,41,183,4,2,37,0,47,91,408,0,0,5,1,66,64,12,48,16,270,0,1.85,0.04,0.67,0.65,0.47,2.73,,,,,,,5.808939747185735,13,95
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Anderson, Tyler",Tyler,Anderson,,1340,"Anderson, Tyler","ANDERSON, TYLER",St. Joseph's-Long Island,SJCLI,0,83,30,24,0,24,0,.236,441,57,161,10,0,54,0,20,51,270,0,0,0,0,152,59,2,54,5,213,0,1.94,0.12,1.83,0.71,0.24,2.57,,,,,,,5.608855574967455,14,95
2025-26,mvball,Skyline Conference,skyline_conference,Sarah Lawrence,"Buckley, Lucas",Lucas,Buckley,,30163,"Buckley, Lucas","BUCKLEY, LUCAS",Sarah Lawrence,SLC,0,78,59,14,0,14,0,.179,435,86,164,18,0,77,0,45,64,273,0,0,396,37,119,29,7,21,8,227.5,0,2.10,0.23,1.53,0.37,0.58,2.92,,,,,,,5.4825239495404094,15,94
2025-26,mvball,Skyline Conference,skyline_conference,Old Westbury,"Eisel, Liam",Liam,Eisel,,524,"Eisel, Liam","EISEL, LIAM",Old Westbury,OW,0,78,53,12,0,12,0,.162,709,97,212,87,15,349,0,20,29,257,0,0,371,27,157,29,4,21,8,250.5,0,2.72,1.12,2.01,0.37,0.26,3.21,,,,,,,5.359749036579761,16,94
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Foglia, Hank",Hank,Foglia,,1340,"Foglia, Hank","FOGLIA, HANK",St. Joseph's-Long Island,SJCLI,0,85,30,20,0,20,0,.399,326,45,175,3,1,21,0,0,2,3,0,0,10,0,16,96,3,82,14,230,0,2.06,0.04,0.19,1.13,0.00,2.71,,,,,,,5.346809313848593,17,94
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Piscitelli, Umberto",Umberto,Piscitelli,,1340,"Piscitelli, Umberto","PISCITELLI, UMBERTO",St. Joseph's-Long Island,SJCLI,0,9,3,10,0,10,0,.259,54,7,21,2,0,10,0,4,7,33,0,0,56,5,21,0,0,0,0,25,0,2.33,0.22,2.33,0.00,0.44,2.78,,,,,,,4.956770229974735,18,94
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"Kerns, Declan",Declan,Kerns,,1340,"Kerns, Declan","KERNS, DECLAN",St. Joseph's-Long Island,SJCLI,0,13,2,13,0,13,0,.367,49,6,24,2,1,9,0,4,4,45,0,0,32,0,22,4,0,4,0,30,0,1.85,0.15,1.69,0.31,0.31,2.31,,,,,,,4.683553752590035,19,93
