season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Boyd, Kannyn",Kannyn,Boyd,,300,"Boyd, Kannyn","BOYD, KANNYN",Illinois Wesleyan,IWU,683-8113,102,0,23,0,23,0,-.308,13,4,0,112,2,383,0,23,14,307,0,0,407,31,461,0,0,0,0,23,0,0.00,1.10,4.52,0.00,0.23,0.23,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Watts, Raegan",Raegan,Watts,,300,"Watts, Raegan","WATTS, RAEGAN",Illinois Wesleyan,IWU,683-7371,44,1,1,0,1,0,.333,3,0,1,1,0,3,0,5,10,59,0,0,23,1,17,0,0,0,0,6,0,0.02,0.02,0.39,0.00,0.11,0.14,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"French, Taylor",Taylor,French,,300,"French, Taylor","FRENCH, TAYLOR",Illinois Wesleyan,IWU,683-7374,108,36,6,0,6,0,.247,1181,157,449,16,2,88,0,77,72,488,0,0,590,21,325,27,2,24,3,541,1,4.16,0.15,3.01,0.25,0.71,5.01,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Shannon, Cailin",Cailin,Shannon,,300,"Shannon, Cailin","SHANNON, CAILIN",Illinois Wesleyan,IWU,683-7797,107,5,4,0,4,0,.179,431,67,144,6,0,39,0,0,0,0,0,0,0,0,59,40,7,39,1,164.5,1,1.35,0.06,0.55,0.37,0.00,1.54,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Monahan, Mallory",Mallory,Monahan,,300,"Monahan, Mallory","MONAHAN, MALLORY",Illinois Wesleyan,IWU,683-7795,4,1,5,0,5,0,.125,24,2,5,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,5,0,1.25,0.00,0.50,0.00,0.00,1.25,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Peterson, Paige",Paige,Peterson,,300,"Peterson, Paige","PETERSON, PAIGE",Illinois Wesleyan,IWU,683-7793,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Palmer, Eleanor",Eleanor,Palmer,,300,"Palmer, Eleanor","PALMER, ELEANOR",Illinois Wesleyan,IWU,683-7794,103,33,14,0,14,0,.323,402,44,174,5,2,34,0,0,0,3,0,0,8,0,30,65,5,54,11,212,1,1.69,0.05,0.29,0.63,0.00,2.06,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Feeney, Sophia",Sophia,Feeney,,300,"Feeney, Sophia","FEENEY, SOPHIA",Illinois Wesleyan,IWU,683-7798,108,32,22,0,22,0,.219,32,2,9,629,23,1690,0,38,15,454,0,0,7,0,177,0,0,0,0,47,2,0.08,5.82,1.64,0.00,0.35,0.44,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Lawton, Alysa",Alysa,Lawton,,300,"Lawton, Alysa","LAWTON, ALYSA",Illinois Wesleyan,IWU,683-8116,56,0,2,0,2,0,.500,2,0,1,18,0,60,0,1,1,63,0,0,112,7,80,0,0,0,0,2,0,0.02,0.32,1.43,0.00,0.02,0.04,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Rak, Hailey",Hailey,Rak,,300,"Rak, Hailey","RAK, HAILEY",Illinois Wesleyan,IWU,683-8118,7,4,3,0,3,0,.429,14,1,7,0,1,1,0,0,0,0,0,0,0,0,2,8,2,8,0,11,0,1.00,0.00,0.29,1.14,0.00,1.57,,,,,,
2025-26,wvball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Stasieluk, Vanessa",Vanessa,Stasieluk,,300,"Stasieluk, Vanessa","STASIELUK, VANESSA",Illinois Wesleyan,IWU,683-8119,1,0,11,0,11,0,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
