season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,mgolf,Men,Little East Conference,lec,Rhode Island College,Rhode Island College,Jasper Bruins Slot,,,28582,356,ACTIVE,74.43,2.43,14,74.7661156207248,10,9,5,20.9887635065824,-16.3310235573907,Region I - (M) DIII,clippd_scoreboard,222,91,26.4051369368476
2025-26,mgolf,Men,Little East Conference,lec,E. Connecticut State,Eastern Connecticut State,Ethan McDaniel,,Fourth Year,36964,100000,ACTIVE,75.27,3.27,11,74.6628535688031,6,3,2,23.2849867369026,-13.1670533575474,Region I - (M) DIII,clippd_scoreboard,353,89,21.0508024742079
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Alex Grant,,Third Year,31954,479,ACTIVE,75.68,3.68,19,76.4621677902921,13,6,3,17.4790101433296,-14.0426788464392,Region I - (M) DIII,clippd_scoreboard,437,87,18.6218668678679
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Jaden Poirier,,Third Year,31956,717,ACTIVE,76.81,4.81,16,77.3675242314926,11,3,2,12.3106852403952,-13.6748542292983,Region I - (M) DIII,clippd_scoreboard,692,82,12.7816230228025
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Alex Fournier,,Third Year,31952,844,ACTIVE,77.11,5.11,18,77.8004005762767,12,2,1,10.1308621655172,-13.9396462102704,Region I - (M) DIII,clippd_scoreboard,772,81,11.4352492857715
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Quinn Dillon,,Fourth Year,5066,100000,ACTIVE,77.29,5.29,7,79.3782531379074,7,3,0,9.48491492663184,-17.933033210051,Region I - (M) DIII,clippd_scoreboard,825,80,10.4572470949101
2025-26,mgolf,Men,Little East Conference,lec,W. Connecticut State,Western Connecticut State,Brayden Kassel,,Third Year,37657,100000,ACTIVE,77.33,5.33,6,78.9162043924945,5,1,0,7.90166190950609,-15.0686279550077,Region I - (M) DIII,clippd_scoreboard,840,79,10.2040667181001
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Owen Moore,,Third Year,31962,953,ACTIVE,77.79,5.79,14,79.221333672106,10,1,1,8.45119260177936,-13.5712912692776,Region I - (M) DIII,clippd_scoreboard,938,78,8.64763355002793
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Keenan Buteau,,Second Year,5065,850,ACTIVE,77.89,5.89,19,78.4576379580822,14,3,0,10.0064865248763,-14.4868429714902,Region I - (M) DIII,clippd_scoreboard,959,77,8.38677000429722
2025-26,mgolf,Men,Little East Conference,lec,Southern Maine,University of Southern Maine,Finnegan Sharpe,,,10098,936,ACTIVE,78.2,6.2,15,79.0227398971371,11,1,1,8.67647902719911,-15.6839311392604,Region I - (M) DIII,clippd_scoreboard,1040,76,7.42734774584965
2025-26,mgolf,Men,Little East Conference,lec,VTSU Castleton,Vermont State University - Castleton,Sam Knight,,Second Year,9045,977,ACTIVE,78.86,6.86,14,79.0090560600923,10,1,0,8.16094171190593,-15.9578997418802,Region I - (M) DIII,clippd_scoreboard,1206,73,5.18023240528311
