conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Emma Lekander,,,,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,4,420:00,0,0,1.000,1,1,0,1,1,0,1.000,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Faith Bowlin,,,,11,11,0,11,0,0,0,3,30,4,4,4,0,0,0,4,1,0,0,0,0,0,0,0,0,10,41,28,5,660:00,0,0,1.000,88,104,25,68,9,59,.846,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Andraya Bates,,,,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,300:00,0,0,1.000,2,3,0,2,1,1,.667,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Lisanne Guiaux,,,,11,11,0,1,0,0,0,0,5,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,26,0,13,13,660:00,0,0,1.000,15,19,2,19,10,9,.789,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Porsha Davis,,,,11,11,0,2,0,0,0,0,10,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,11,17,25,4,660:00,0,0,1.000,31,35,9,21,11,10,.886,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Brianna Sams,,,,10,9,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10,4,10,7,540:00,0,0,1.000,5,7,0,6,3,3,.714,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Tiia Chrons,,,,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,5,3,540:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Kiahna Robertson,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Sheyla Romero,,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,11,5,600:00,0,0,1.000,3,4,0,2,1,1,.750,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Candace Johnson,,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,660:00,0,0,1.000,1,1,1,2,2,0,1.000,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Gianna Minafo,,,,11,11,0,2,0,0,0,0,4,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,8,17,24,3,660:00,0,0,1.000,16,20,4,21,13,8,.800,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Celia de Diego,,,,8,7,0,1,0,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,13,0,6,13,420:00,0,0,1.000,11,14,1,5,0,5,.786,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Da'Janaeia Johnson,,,,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,2,2,120:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Cayden Holdsworth,,,,11,11,0,1,0,0,0,2,14,2,2,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,26,11,3,660:00,0,0,1.000,44,50,5,42,10,32,.880,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Kylie McWhorter,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,39:00,42,0,1.000,0,0,0,0,0,0,.000,4,75:50,19,12,0,0,0,0,1,0,0,37,15.03,.387
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Caitlin Alperstein,,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,4,620:00,18,0,1.000,0,0,0,0,0,0,.000,11,584:10,147,90,0,6,6,0,11,3,0,298,15.10,.380
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Zariia America,,,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,240:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Bridgewater College,Reagan Sterrs,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
