conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Bella Bravo,,,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,1,936:00,0,0,1.000,17,870:00,225,169,0,,7,0,0,0,0,496,15.52,.429,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Miya Avila,,,,17,17,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,16,14,7,1023:00,55,0,1.000,,,,,,,,,,,,,,,16,25,2,9,2,7,.640
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Sydnee Hill,,,,17,17,0,4,0,0,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,4,24,4,1026:00,0,0,1.000,,,,,,,,,,,,,,,14,20,6,12,4,8,.700
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Sydney Shin,,,,17,17,0,5,0,0,0,0,18,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,30,52,34,11,999:00,150,0,1.000,,,,,,,,,,,,,,,47,60,16,41,17,24,.783
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Josie Oparanaku,,,,17,17,0,12,0,0,0,4,40,1,3,2,0,0,0,13,7,0,0,0,0,0,0,0,0,37,61,36,17,1009:00,90,0,1.000,,,,,,,,,,,,,,,72,92,28,50,7,43,.783
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Meghan Angus,,,,17,17,0,3,0,0,0,1,19,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,9,4,25,5,1024:00,38,0,1.000,,,,,,,,,,,,,,,45,54,11,44,15,29,.833
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Ellie Martinez,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,205:00,224,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Nicki-Jean Henderson,,,,17,17,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12,9,13,5,997:00,125,0,1.000,,,,,,,,,,,,,,,4,5,1,3,0,3,.800
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Miller Holland,,,,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,12,9,726:00,136,0,1.000,,,,,,,,,,,,,,,1,1,0,0,0,0,1.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Malina Diaz,,,,17,17,0,13,0,0,0,4,51,0,10,1,0,0,0,14,4,0,0,0,0,0,0,0,0,35,60,29,18,1003:00,154,0,1.000,,,,,,,,,,,,,,,107,125,29,73,11,62,.856
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Gwenyth Love,,,,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,308:00,237,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Madison Soforenko,,,,17,17,0,3,0,0,0,1,14,2,2,4,0,0,0,7,4,0,0,0,0,0,0,0,0,20,4,8,9,1000:00,20,0,1.000,,,,,,,,,,,,,,,65,77,8,51,7,44,.844
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Leila Bauwens,,,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,1,15,11,1026:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Kaitlyn Gill,,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,18,0,7,7,882:00,158,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,Shea Simpson,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,115:00,40,0,1.000,6,155:21,21,9,0,0,0,0,0,0,0,44,8.11,.300,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,California Lutheran,JJ Pimentel,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Madi Escobar,,,,17,11,0,2,0,0,0,0,24,1,6,0,0,0,0,3,2,0,0,0,0,0,0,0,0,20,26,27,12,634:00,145,0,1.000,,,,,,,,,,,,,,,61,78,9,34,3,31,.782
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Kelsey Shaffer,,,,16,3,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,19,20,7,9,159:00,49,0,1.000,,,,,,,,,,,,,,,5,5,0,5,1,4,1.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Annika Carlson,,,,14,14,0,8,0,0,0,1,18,0,5,1,0,0,0,6,2,0,0,0,0,0,0,0,0,24,31,14,14,811:00,124,0,1.000,,,,,,,,,,,,,,,51,64,17,27,4,23,.797
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Georgia Geagan,,,,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,7,2,145:00,46,0,1.000,,,,,,,,,,,,,,,2,2,0,1,0,1,1.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Tade Scheid,,,,17,15,0,5,0,0,0,0,16,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,33,33,19,15,871:00,73,0,1.000,,,,,,,,,,,,,,,43,57,10,34,13,21,.754
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Mia Gabriel,,,,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,2,7,7,540:00,0,0,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Arianna Covarrubias,,,,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,2,24,18,950:00,84,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Ada Carr,,,,16,16,0,2,0,0,0,1,10,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,15,17,7,950:00,84,0,1.000,,,,,,,,,,,,,,,42,47,8,37,14,23,.894
