season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Rowan,"Chadwick, Abigail",Abigail,Chadwick,,259,"Chadwick, Abigail","CHADWICK, ABIGAIL",Rowan,Rowan,1154-4730,14,4,7,0,7,0,.221,104,11,34,3,0,13,0,11,2,60,0,0,65,9,38,13,1,12,1,52,0,2.43,0.21,2.71,0.93,0.79,3.71,,,,,,,9.142867477457406,1,99
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Kean,"Morrison, Cayley Elena",Cayley Elena,Morrison,,329,"Morrison, Cayley Elena","MORRISON, CAYLEY ELENA",Kean,Kean,1148-6532,14,8,24,0,24,0,.387,137,14,67,0,1,7,0,0,0,0,0,0,1,0,8,10,0,9,1,72.5,0,4.79,0.00,0.57,0.71,0.00,5.18,,,,,,,8.996725210115056,2,99
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Kean,"Torok, Ashley",Ashley,Torok,,329,"Torok, Ashley","TOROK, ASHLEY",Kean,Kean,1148-7023,14,8,9,0,9,0,.167,168,35,63,6,2,16,0,8,12,61,0,0,79,3,46,1,0,1,0,71.5,0,4.50,0.43,3.29,0.07,0.57,5.11,,,,,,,8.182977614319144,3,99
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Stockton,"Palmer, Nicole",Nicole,Palmer,,681,"Palmer, Nicole","PALMER, NICOLE",Stockton,Sto,1153-2292,14,6,7,0,7,0,.199,161,27,59,4,0,15,0,6,5,41,0,0,106,4,46,0,1,0,0,65,0,4.21,0.29,3.29,0.00,0.43,4.64,,,,,,,7.172608129001442,4,98
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Rutgers-Newark,"Simba-Malasarte, Jaedyn",Jaedyn,Simba-Malasarte,,589,"Simba-Malasarte, Jaedyn","SIMBA-MALASARTE, JAEDYN",Rutgers-Newark,RUN,1161-2394,13,3,6,0,6,0,.184,98,17,35,8,0,26,0,10,7,56,0,0,45,3,44,2,0,2,0,46,0,2.69,0.62,3.38,0.15,0.77,3.54,,,,,,,6.4083703641927325,5,98
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Akar, Asya",Asya,Akar,,564,"Akar, Asya","AKAR, ASYA",Ramapo,RCNJ,1152-4383,10,3,17,0,17,0,.303,66,11,31,0,0,5,0,4,6,13,0,0,0,0,3,5,0,5,0,37.5,0,3.10,0.00,0.30,0.50,0.40,3.75,,,,,,,6.076281387667358,6,98
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Rutgers-Newark,"Foster, Bella",Bella,Foster,,589,"Foster, Bella","FOSTER, BELLA",Rutgers-Newark,RUN,1161-2392,13,3,1,0,1,0,.394,71,5,33,0,1,7,0,5,2,55,0,0,1,0,4,7,0,3,4,43.5,0,2.54,0.00,0.31,0.54,0.38,3.35,,,,,,,5.713722638734867,7,97
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Rowan,"Bivona, Abigail",Abigail,Bivona,,259,"Bivona, Abigail","BIVONA, ABIGAIL",Rowan,Rowan,1154-5028,15,4,3,0,3,0,.300,50,4,19,0,0,4,0,3,3,43,0,0,0,0,4,17,1,14,3,32,0,1.27,0.00,0.27,1.13,0.20,2.13,,,,,,,5.338871912446343,8,97
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Rowan,"Smart, Jessica",Jessica,Smart,,259,"Smart, Jessica","SMART, JESSICA",Rowan,Rowan,1154-5030,15,4,11,0,11,0,.239,134,26,58,2,0,8,0,0,0,0,0,0,13,2,19,3,1,2,1,60,0,3.87,0.13,1.27,0.20,0.00,4.00,,,,,,,5.191837240026774,9,97
2026-27,wvball,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Rolle, Jasmine",Jasmine,Rolle,,564,"Rolle, Jasmine","ROLLE, JASMINE",Ramapo,RCNJ,1152-4253,9,3,25,0,25,0,.226,31,5,12,1,0,5,0,7,1,38,0,0,0,0,8,6,0,5,1,22.5,0,1.33,0.11,0.89,0.67,0.78,2.50,,,,,,,5.172741063666918,10,96
