season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,Daniel Kane,Daniel,Kane,,399,Daniel Kane,"KANE,DANIEL",KANEDANIELMASS. MA,19,19,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,0,15,0,5,2,0,0,0,0,0,0,0,1,5,0,0,0,0,43,0,45,9,1164:00,124,0,1.000,,79,114,0,85,39,46,.693,4.47,,,,,,,,,,,,,,,,,,,19.427957654558504,1,99
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,James Sullivan,James,Sullivan,,399,James Sullivan,"SULLIVAN,JAMES",SULLIVANJAMESMASS. MA,19,19,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,3,32,1,1,2,0,0,0,0,0,0,1,4,2,0,0,0,0,43,0,41,6,1164:00,124,0,1.000,,99,134,0,81,22,59,.739,4.26,,,,,,,,,,,,,,,,,,,17.253941168107826,2,99
2026-27,mlax,Little East Conference (LEC),lec,Western Connecticut,Tristan McMahon,Tristan,McMahon,,770,Tristan McMahon,"MCMAHON,TRISTAN",MCMAHONTRISTANWESTCONN,19,18,,,Western Connecticut,WESTCONN,0,0,0,0,0,0,1,22,0,2,2,0,0,0,0,0,0,0,5,2,0,0,1,0,28,0,45,15,1061:00,43,1,1.000,,83,148,0,71,26,45,.561,3.74,,,,,,,,,,,,,,,,,,,15.805352911330433,3,99
2026-27,mlax,Little East Conference (LEC),lec,Plymouth State,Colby Walden,Colby,Walden,,548,Colby Walden,"WALDEN,COLBY",WALDENCOLBYPLYMOUTH,17,17,,,Plymouth State,PLYMOUTH,1069-7607,0,0,0,0,0,2,4,0,4,3,0,0,0,0,0,0,0,2,3,0,0,0,0,19,0,21,6,999:00,20,0,1.000,,53,86,0,62,28,34,.616,3.65,,,,,,,,,,,,,,,,,,,12.855288068995431,4,98
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,Quinn Mucha,Quinn,Mucha,,399,Quinn Mucha,"MUCHA,QUINN",MUCHAQUINNMASS. MA,19,18,,,Mass. Maritime,MASS. MA,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,3,4,0,0,0,0,30,0,25,8,1104:00,124,0,1.000,,74,124,0,56,20,36,.597,2.95,,,,,,,,,,,,,,,,,,,11.785769611271961,5,98
2026-27,mlax,Little East Conference (LEC),lec,Western Connecticut,Thomas Keegan,Thomas,Keegan,,770,Thomas Keegan,"KEEGAN,THOMAS",KEEGANTHOMASWESTCONN,19,18,,,Western Connecticut,WESTCONN,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,41,0,27,9,1076:00,43,0,1.000,,51,71,0,50,25,25,.718,2.63,,,,,,,,,,,,,,,,,,,11.43134245532637,6,98
2026-27,mlax,Little East Conference (LEC),lec,Salem State,James Tatro,James,Tatro,,621,James Tatro,"TATRO,JAMES",TATROJAMESSALEM ST,12,12,,,Salem State,SALEM ST,0,0,0,0,0,0,2,22,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,28,0,25,12,650:00,109,0,1.000,,69,121,0,55,12,43,.570,4.58,,,,,,,,,,,,,,,,,,,11.40648559049822,7,97
2026-27,mlax,Little East Conference (LEC),lec,UMass Boston,Jack Schartner,Jack,Schartner,,401,Jack Schartner,"SCHARTNER,JACK",SCHARTNERJACKUMB,19,19,,,UMass Boston,UMB,1071-5005,0,0,0,0,0,5,14,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,27,5,1135:00,76,0,1.000,,99,158,0,57,8,49,.627,3.00,,,,,,,,,,,,,,,,,,,11.328742378621104,8,97
2026-27,mlax,Little East Conference (LEC),lec,Western Connecticut,Cody Suhr,Cody,Suhr,,770,Cody Suhr,"SUHR,CODY",SUHRCODYWESTCONN,19,18,,,Western Connecticut,WESTCONN,0,0,0,0,0,0,2,4,0,2,5,0,0,0,0,0,0,0,2,1,0,0,0,0,19,0,18,5,1076:00,43,0,1.000,,91,134,0,60,6,54,.679,3.16,,,,,,,,,,,,,,,,,,,10.971370769110397,9,97
2026-27,mlax,Little East Conference (LEC),lec,Salem State,Connor Vittands,Connor,Vittands,,621,Connor Vittands,"VITTANDS,CONNOR",VITTANDSCONNORSALEM ST,14,14,,,Salem State,SALEM ST,0,0,0,0,0,0,3,13,0,3,5,0,0,0,0,0,0,0,1,2,0,0,0,0,25,0,16,2,817:00,125,0,1.000,,67,117,0,55,22,33,.573,3.93,,,,,,,,,,,,,,,,,,,10.906150714053192,10,96
2026-27,mlax,Little East Conference (LEC),lec,UMass Boston,Matt Hutchings,Matt,Hutchings,,401,Matt Hutchings,"HUTCHINGS,MATT",HUTCHINGSMATTUMB,16,16,,,UMass Boston,UMB,1071-5002,0,0,0,0,0,0,9,1,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,24,0,24,5,960:00,27,0,1.000,,77,106,0,56,13,43,.726,3.50,,,,,,,,,,,,,,,,,,,10.805190688090438,11,96
2026-27,mlax,Little East Conference (LEC),lec,Keene State,Jack Ansart,Jack,Ansart,,330,Jack Ansart,"ANSART,JACK",ANSARTJACKKSC,16,16,,,Keene State,KSC,1068-3896,0,0,0,0,0,2,9,1,3,4,0,0,0,0,0,0,0,6,3,0,0,0,0,30,0,32,9,952:00,15,0,1.000,,64,95,0,52,15,37,.674,3.25,,,,,,,,,,,,,,,,,,,10.768424770470995,12,96
2026-27,mlax,Little East Conference (LEC),lec,UMass Boston,Tyler Hilgert,Tyler,Hilgert,,401,Tyler Hilgert,"HILGERT,TYLER",HILGERTTYLERUMB,19,2,,,UMass Boston,UMB,1071-5000,0,0,0,0,0,1,14,1,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,34,0,34,4,120:00,0,0,1.000,,44,79,0,49,28,21,.557,2.58,,,,,,,,,,,,,,,,,,,10.635823204340229,13,95
2026-27,mlax,Little East Conference (LEC),lec,Salem State,Landon Rice,Landon,Rice,,621,Landon Rice,"RICE,LANDON",RICELANDONSALEM ST,15,15,,,Salem State,SALEM ST,0,0,0,0,0,0,1,17,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,32,0,24,10,877:00,125,1,1.000,,68,123,0,50,14,36,.553,3.33,,,,,,,,,,,,,,,,,,,10.483872169307734,14,95
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,Chilton Cabot,Chilton,Cabot,,399,Chilton Cabot,"CABOT,CHILTON",CABOTCHILTONMASS. MA,19,0,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,3,11,0,8,1,0,0,0,0,0,0,0,2,1,0,0,0,0,16,0,23,4,45:00,0,0,1.000,,63,107,0,50,21,29,.589,2.63,,,,,,,,,,,,,,,,,,,9.681732813194946,15,95
2026-27,mlax,Little East Conference (LEC),lec,Keene State,Ty Cougler,Ty,Cougler,,330,Ty Cougler,"COUGLER,TY",COUGLERTYKSC,14,14,,,Keene State,KSC,1068-4086,0,0,0,0,0,1,8,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,4,93,0,8,59,832:00,15,5,1.000,,12,16,0,12,4,8,.750,0.86,,,,,,,,,,,,,,,,,,,9.583010253409316,16,95
2026-27,mlax,Little East Conference (LEC),lec,Salem State,Cameron Collins,Cameron,Collins,,621,Cameron Collins,"COLLINS,CAMERON",COLLINSCAMERONSALEM ST,15,15,,,Salem State,SALEM ST,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,55,0,24,12,877:00,125,0,1.000,,34,47,0,35,20,15,.723,2.33,,,,,,,,,,,,,,,,,,,8.960433626670797,17,94
2026-27,mlax,Little East Conference (LEC),lec,Keene State,Dylan Seymour,Dylan,Seymour,,330,Dylan Seymour,"SEYMOUR,DYLAN",SEYMOURDYLANKSC,16,15,,,Keene State,KSC,1068-4106,0,0,0,0,0,3,11,0,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,28,0,25,13,892:00,15,0,1.000,,48,79,0,40,14,26,.608,2.50,,,,,,,,,,,,,,,,,,,8.61645050501785,18,94
2026-27,mlax,Little East Conference (LEC),lec,Eastern Connecticut,Landon Mabb,Landon,Mabb,,200,Landon Mabb,"MABB,LANDON",MABBLANDONEASTERN,13,13,,,Eastern Connecticut,EASTERN,1067-2027,0,0,0,0,0,2,20,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,35,4,777:00,3,0,1.000,,59,95,0,47,11,36,.621,3.62,,,,,,,,,,,,,,,,,,,8.490551377502829,19,94
2026-27,mlax,Little East Conference (LEC),lec,Plymouth State,Seamus Tattan,Seamus,Tattan,,548,Seamus Tattan,"TATTAN,SEAMUS",TATTANSEAMUSPLYMOUTH,15,15,,,Plymouth State,PLYMOUTH,1069-7606,0,0,0,0,0,1,7,0,3,1,0,0,0,0,0,0,0,8,0,0,0,0,0,34,0,31,3,879:00,20,0,1.000,,46,74,0,41,21,20,.622,2.73,,,,,,,,,,,,,,,,,,,8.486824198393743,20,94
2026-27,mlax,Little East Conference (LEC),lec,Plymouth State,Aiden Renner,Aiden,Renner,,548,Aiden Renner,"RENNER,AIDEN",RENNERAIDENPLYMOUTH,16,15,,,Plymouth State,PLYMOUTH,1069-7125,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,4,3,0,0,78,72,76,0,38,6,795:00,0,150,1.000,,55,103,0,34,8,26,.534,2.13,,,,,,,,,,,,,,,,,,,8.236054143813636,21,94
2026-27,mlax,Little East Conference (LEC),lec,Western Connecticut,Michael Zapatka,Michael,Zapatka,,770,Michael Zapatka,"ZAPATKA,MICHAEL",ZAPATKAMICHAELWESTCONN,19,15,,,Western Connecticut,WESTCONN,0,0,0,0,0,0,0,20,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,3,896:00,43,0,1.000,,44,57,0,41,16,25,.772,2.16,,,,,,,,,,,,,,,,,,,7.377634558961678,22,94
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,Ryan McDonough,Ryan,McDonough,,399,Ryan McDonough,"MCDONOUGH,RYAN",MCDONOUGHRYANMASS. MA,19,1,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,5,3,0,0,0,0,21,0,17,7,60:00,0,0,1.000,,62,96,0,38,14,24,.646,2.00,,,,,,,,,,,,,,,,,,,7.330667556214724,23,94
2026-27,mlax,Little East Conference (LEC),lec,VTSU Castleton,Liam Evarts,Liam,Evarts,,123,Liam Evarts,"EVARTS,LIAM",EVARTSLIAMVTSU,14,14,,,VTSU Castleton,VTSU,1199-4347,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,25,0,39,6,834:00,20,0,1.000,,50,84,0,36,15,21,.595,2.57,,,,,,,,,,,,,,,,,,,7.049444602352772,24,94
2026-27,mlax,Little East Conference (LEC),lec,UMass Boston,Cole Allan,Cole,Allan,,401,Cole Allan,"ALLAN,COLE",ALLANCOLEUMB,19,10,,,UMass Boston,UMB,1071-5003,0,0,0,0,0,0,10,0,2,1,0,0,0,0,0,0,0,3,3,0,0,1,0,21,0,35,1,600:00,27,1,1.000,,60,94,0,37,16,21,.638,1.95,,,,,,,,,,,,,,,,,,,6.64988831782348,25,93
2026-27,mlax,Little East Conference (LEC),lec,Western Connecticut,James Krieg,James,Krieg,,770,James Krieg,"KRIEG,JAMES",KRIEGJAMESWESTCONN,18,3,,,Western Connecticut,WESTCONN,0,0,0,0,0,0,2,23,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,24,1,180:00,0,0,1.000,,57,98,0,40,12,28,.582,2.22,,,,,,,,,,,,,,,,,,,6.524895692553528,26,93
2026-27,mlax,Little East Conference (LEC),lec,Eastern Connecticut,Warren Channing,Warren,Channing,,200,Warren Channing,"CHANNING,WARREN",CHANNINGWARRENEASTERN,13,13,,,Eastern Connecticut,EASTERN,1067-2021,0,0,0,0,0,5,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,25,3,777:00,3,0,1.000,,56,90,0,38,10,28,.622,2.92,,,,,,,,,,,,,,,,,,,6.397749994801634,27,93
2026-27,mlax,Little East Conference (LEC),lec,Southern Maine,Owen Gaulrapp,Owen,Gaulrapp,,662,Owen Gaulrapp,"GAULRAPP,OWEN",GAULRAPPOWENSOUTHERN,15,0,,,Southern Maine,SOUTHERN,1073-4998,0,0,0,0,0,1,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,27,6,00:00,0,0,1.000,,41,74,0,32,9,23,.554,2.13,,,,,,,,,,,,,,,,,,,6.1468397741467005,28,93
2026-27,mlax,Little East Conference (LEC),lec,VTSU Castleton,Carter Frankenhoff,Carter,Frankenhoff,,123,Carter Frankenhoff,"FRANKENHOFF,CARTER",FRANKENHOFFCARTERVTSU,13,2,,,VTSU Castleton,VTSU,1199-4336,0,0,0,0,0,2,25,0,3,0,0,0,0,0,0,0,1,1,2,0,0,11,22,32,0,40,7,120:00,0,33,1.000,,65,104,0,32,2,30,.625,2.46,,,,,,,,,,,,,,,,,,,5.808345677315187,29,93
2026-27,mlax,Little East Conference (LEC),lec,Western Connecticut,Sam Rosa,Sam,Rosa,,770,Sam Rosa,"ROSA,SAM",ROSASAMWESTCONN,19,18,,,Western Connecticut,WESTCONN,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,16,1,1076:00,43,0,1.000,,36,66,0,34,14,20,.545,1.79,,,,,,,,,,,,,,,,,,,5.523389239305965,30,93
2026-27,mlax,Little East Conference (LEC),lec,UMass Boston,Nolen Beauregard,Nolen,Beauregard,,401,Nolen Beauregard,"BEAUREGARD,NOLEN",BEAUREGARDNOLENUMB,17,14,,,UMass Boston,UMB,1071-4686,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,49,0,22,12,835:00,76,0,1.000,,27,47,0,22,10,12,.574,1.29,,,,,,,,,,,,,,,,,,,5.479918804574545,31,93
2026-27,mlax,Little East Conference (LEC),lec,Salem State,Jaxon Thomas,Jaxon,Thomas,,621,Jaxon Thomas,"THOMAS,JAXON",THOMASJAXONSALEM ST,15,15,,,Salem State,SALEM ST,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,48,0,12,35,827:00,133,1,1.000,,9,14,0,11,8,3,.643,0.73,,,,,,,,,,,,,,,,,,,5.422558926312732,32,93
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,Chris Sullivan,Chris,Sullivan,,399,Chris Sullivan,"SULLIVAN,CHRIS",SULLIVANCHRISMASS. MA,19,19,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,52,0,11,49,1164:00,124,0,1.000,,3,7,0,4,2,2,.429,0.21,,,,,,,,,,,,,,,,,,,5.209533268745899,33,92
2026-27,mlax,Little East Conference (LEC),lec,Plymouth State,Brady Hunt,Brady,Hunt,,548,Brady Hunt,"HUNT,BRADY",HUNTBRADYPLYMOUTH,17,17,,,Plymouth State,PLYMOUTH,1069-3260,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,14,0,24,3,984:00,20,0,1.000,,38,54,0,30,9,21,.704,1.76,,,,,,,,,,,,,,,,,,,4.7262175027407585,34,92
2026-27,mlax,Little East Conference (LEC),lec,UMass Boston,Brayden MacLean,Brayden,MacLean,,401,Brayden MacLean,"MACLEAN,BRAYDEN",MACLEANBRAYDENUMB,15,6,,,UMass Boston,UMB,1071-4859,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,13,9,360:00,0,0,1.000,,34,60,0,26,10,16,.567,1.73,,,,,,,,,,,,,,,,,,,4.510280548051373,35,92
