conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Medearis,Trent",Trent,Medearis,0,G,26,247.0,9.5,89.0,3.42,56.0,2.15,23.0,0.88,14.0,0.54,1.0,0.04,21.0,0.8076923076923077,32.0,72.0,0.44,5.0,19.0,0.26,20.0,30.0,0.67
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Bledsoe,Luke",Luke,Bledsoe,0,G,19,76.0,4.0,19.0,1.0,14.0,0.74,2.0,0.11,2.0,0.11,2.0,0.11,3.0,0.1578947368421052,6.0,27.0,0.22,3.0,20.0,0.15,4.0,9.0,0.44
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Balo,Dean",Dean,Balo,0,G,27,777.0,28.77777777777778,323.0,11.96,117.0,4.33,79.0,2.93,27.0,1.0,1.0,0.04,56.0,2.074074074074074,98.0,240.0,0.41,37.0,116.0,0.32,90.0,114.0,0.79
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Parr,Gabe",Gabe,Parr,0,F,27,306.0,11.333333333333334,137.0,5.07,76.0,2.81,24.0,0.89,15.0,0.56,11.0,0.41,37.0,1.3703703703703705,60.0,100.0,0.6,0.0,0.0,0.0,17.0,39.0,0.44
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Austin,Zach",Zach,Austin,0,G,15,50.0,3.3333333333333335,11.0,0.73,2.0,0.13,2.0,0.13,3.0,0.2,0.0,0.0,4.0,0.2666666666666666,3.0,9.0,0.33,0.0,1.0,0.0,5.0,6.0,0.83
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Dupertuis,Julian",Julian,Dupertuis,0,G,10,28.0,2.8,6.0,0.6,3.0,0.3,1.0,0.1,1.0,0.1,0.0,0.0,2.0,0.2,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Ruck,Carter",Carter,Ruck,0,G,27,327.0,12.11111111111111,90.0,3.33,32.0,1.19,35.0,1.3,15.0,0.56,1.0,0.04,13.0,0.4814814814814814,29.0,80.0,0.36,21.0,58.0,0.36,11.0,14.0,0.79
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Estis,Ben",Ben,Estis,0,G,27,656.0,24.296296296296298,222.0,8.22,59.0,2.19,48.0,1.78,12.0,0.44,3.0,0.11,30.0,1.1111111111111112,67.0,141.0,0.48,26.0,72.0,0.36,62.0,77.0,0.81
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Wagner,Benjamin",Benjamin,Wagner,0,F,27,176.0,6.518518518518518,73.0,2.7,36.0,1.33,8.0,0.3,11.0,0.41,7.0,0.26,12.0,0.4444444444444444,26.0,52.0,0.5,5.0,17.0,0.29,16.0,25.0,0.64
saa,Southern Athletic Association (SAA),2025-26,Trinity,"DeMent,Elias",Elias,DeMent,0,F,23,111.0,4.826086956521739,46.0,2.0,24.0,1.04,5.0,0.22,5.0,0.22,2.0,0.09,18.0,0.782608695652174,16.0,34.0,0.47,0.0,3.0,0.0,14.0,20.0,0.7
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Lawson,Jackson",Jackson,Lawson,0,F,27,622.0,23.03703703703704,381.0,14.11,81.0,3.0,15.0,0.56,12.0,0.44,2.0,0.07,33.0,1.2222222222222223,142.0,271.0,0.52,43.0,100.0,0.43,54.0,62.0,0.87
saa,Southern Athletic Association (SAA),2025-26,Trinity,"Sprott,Max",Max,Sprott,0,G,15,56.0,3.7333333333333334,10.0,0.67,9.0,0.6,1.0,0.07,2.0,0.13,0.0,0.0,3.0,0.2,4.0,11.0,0.36,2.0,7.0,0.29,0.0,1.0,0.0
