rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,pac,Presidents Athletic Conference (PAC),2025-26,Franciscan,"Butler,Sawyer",0,G,27,31.59259259259259,21.89,5.67,2.22,2.48,0.81,2.4814814814814814,7.90407306949926,2.8908752148422074,1.0934399425712296,0.9690125466428552,3.3260160026124708,0.9909987304265475,1.8498768364431535
2,pac,Presidents Athletic Conference (PAC),2025-26,Chatham,"Pinkett,Diaun",0,G,27,34.111111111111114,17.3,7.19,3.93,2.33,0.48,2.1481481481481484,7.788115903304132,1.9121973778226986,1.9405167939371135,2.9087498653008774,3.0283649954557292,0.21148140210811633,1.3133608907372263
3,pac,Presidents Athletic Conference (PAC),2025-26,W&J,"Plotner,Nathan",0,F,28,31.0,14.32,6.68,1.64,2.14,2.61,1.75,7.339887209165739,1.2768030522631917,1.6563002188077705,0.3110899473319467,2.6513403863905234,5.242911430345261,0.6725224000329232
4,pac,Presidents Athletic Conference (PAC),2025-26,Westminster,"Harrell,DJ",0,G,28,33.285714285714285,21.0,3.82,3.14,0.89,0.32,1.9642857142857144,6.043054162872559,2.701109795463697,0.062458248474594795,2.0126139110670542,0.17091532675100968,-0.16646639344021377,1.017425507986734
5,pac,Presidents Athletic Conference (PAC),2025-26,Grove City,"Christenson,Mike",0,G,26,31.153846153846153,19.42,6.0,2.38,1.38,0.31,2.1153846153846154,5.8960187731152365,2.3642228711737574,1.2773447853019806,1.150508436107933,1.1432419501296986,-0.19008813066198443,1.2606264174413442
6,pac,Presidents Athletic Conference (PAC),2025-26,Bethany,"Rose,Coco",0,G,24,30.208333333333332,18.67,2.58,4.17,2.0,0.33,2.6666666666666665,5.59229834347032,2.2043081919222036,-0.6285781302712575,3.180993699498494,2.3735327797108976,-0.1428446562184431,2.1479412507242244
7,pac,Presidents Athletic Conference (PAC),2025-26,Chatham,"Xavier,Lovenson",0,G,27,32.74074074074074,16.93,8.07,1.48,1.15,0.85,1.962962962962963,5.532906436213958,1.8333061360585985,2.430929707885783,0.12959405786686873,0.6868437391560283,1.0854856793136298,1.015296476456155
8,pac,Presidents Athletic Conference (PAC),2025-26,Saint Vincent,"Gales,Jaden",0,F,23,27.47826086956522,17.39,7.52,0.91,1.13,0.7,1.5217391304347827,5.433037681180495,1.931387139332885,2.124421636667864,-0.5169850483524719,0.647156938201796,0.7311596209870702,0.3051256111256032
9,pac,Presidents Athletic Conference (PAC),2025-26,Grove City,"Randle,Kyle",0,G,26,28.23076923076923,15.88,4.12,1.73,1.73,0.35,1.7692307692307692,3.977128966302719,1.6094255851064234,0.2296444691389141,0.41318138515605324,1.8377609668287627,-0.09560118177490193,0.7034752430544189
10,pac,Presidents Athletic Conference (PAC),2025-26,Saint Vincent,"Ostrowski,Dev",0,G,26,28.615384615384617,12.58,3.92,1.96,1.92,0.23,0.9615384615384616,3.7612871980775044,0.9058009963995869,0.11818698869603456,0.674081726262103,2.2147855758939685,-0.3790620284361495,-0.596544163848406
11,pac,Presidents Athletic Conference (PAC),2025-26,Franciscan,"Oliver,Zach",0,F,25,25.88,13.2,8.12,1.28,0.76,0.16,1.08,3.738025240766264,1.0379971312475378,2.4587940779965023,-0.09727580396447882,-0.08704887945149972,-0.544414188988544,-0.4058746508359916
12,pac,Presidents Athletic Conference (PAC),2025-26,Allegheny,"Lang, Ryan",0,*,26,35.69230769230769,14.81,6.73,3.58,0.88,0.12,2.923076923076923,3.407254557349035,1.3812806427075401,1.6841645889184909,2.511727607096019,0.15107192627389357,-0.6389011378756265,2.560645824344169
13,pac,Presidents Athletic Conference (PAC),2025-26,Westminster,"DePietro,Trey",0,G,27,26.77777777777778,11.93,5.52,1.89,0.52,1.33,1.4074074074074074,3.3887201242031013,0.7672082743815736,1.0098468322390697,0.5946772746211313,-0.5632904909022862,2.219329065958621,0.12110323361294185
14,pac,Presidents Athletic Conference (PAC),2025-26,Bethany,"Reasbeck,Ryan",0,G,25,29.36,13.24,5.12,1.84,1.64,0.12,1.48,3.340255029764181,1.0465259141409542,0.7869318713533112,0.5379598091632946,1.6591703625347174,-0.6389011378756265,0.23794448401112162
