conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Myskina Bolavong,,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,18,9,1083:00,199,0,1.000,18,898:14,175,136,0,8,7,0,2,0,0,392,11.69,.437,0,0,0,0,0,0,.000
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Elisabeth Vickrey,,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,28,21,14,18,966:00,113,0,1.000,,,,,,,,,,,,,,,3,4,1,1,0,1,.750
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Jaden Russell,,,,16,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,15,2,180:00,0,0,1.000,,,,,,,,,,,,,,,9,12,3,4,1,3,.750
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Dani Taraska,,,,19,19,0,10,0,0,1,3,36,2,1,2,0,0,0,5,11,0,0,0,0,0,0,0,0,55,99,53,52,1155:00,170,0,1.000,,,,,,,,,,,,,,,63,90,18,64,19,45,.700
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Morgan Barton,,,,19,17,0,7,0,0,0,3,19,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,9,0,26,4,976:00,218,0,1.000,,,,,,,,,,,,,,,50,65,16,32,3,29,.769
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Isabel Fransen,,,,17,13,0,6,0,0,1,0,15,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,15,1,26,14,795:00,170,0,1.000,,,,,,,,,,,,,,,45,53,16,29,9,20,.849
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Annakate Estock,,,,19,18,0,2,0,0,0,1,7,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,14,0,48,7,1095:00,170,0,1.000,,,,,,,,,,,,,,,33,46,6,40,20,20,.717
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Madison Drouillard,,,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,134:00,50,0,1.000,,,,,,,,,,,,,,,0,1,1,0,0,0,.000
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Caelyn Miller,,,,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,1,22,11,735:00,170,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Madeline Dahl,,,,19,19,0,1,0,0,0,2,4,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,19,131,33,18,1080:00,180,0,1.000,,,,,,,,,,,,,,,27,30,2,18,4,14,.900
