season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,University Athletic Association,uaa,Emory,Emory University,Zimo Li,,Third Year,35698,1,ACTIVE,72.32,0.32,25,69.9681547871418,10,4,1,94.0897857195972,-9.78928855660313,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Emory,Emory University,Amanda Zheng,,Second Year,9259,2,ACTIVE,72.76,0.76,25,70.4081547871418,10,3,3,87.6534507641504,-9.78928855660313,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Emory,Emory University,Carys Code,,Fourth Year,25571,4,ACTIVE,73.4,1.4,25,71.0481547871418,10,3,1,75.3556450637123,-9.78928855660313,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Carnegie Mellon,Carnegie Mellon University,Emma Wong,,Third Year,36602,5,ACTIVE,72.58,0.58,19,71.4596002064688,8,3,2,72.7464844088163,-11.2721695917708,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Carnegie Mellon,Carnegie Mellon University,Alyssa Lim,,Second Year,8302,6,ACTIVE,72.79,0.79,19,71.3427861648518,8,2,0,70.4888802694754,-10.920184347415,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Washington-St. Louis,Washington University in St. Louis,Amy Beanblossom,,Fourth Year,16705,8,ACTIVE,73.14,1.14,22,71.5521611861269,10,4,2,63.3878394837603,-11.8113252659663,Central - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Carnegie Mellon,Carnegie Mellon University,Cecilia Jia,,Third Year,36603,12,ACTIVE,74.55,2.55,22,73.1008930293469,9,3,0,53.7761400678327,-11.2784609563732,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Carnegie Mellon,Carnegie Mellon University,Samantha Wang,,Fourth Year,26380,16,ACTIVE,74.5,2.5,22,73.0554384838923,9,2,1,50.9522364094613,-11.2784609563732,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Emory,Emory University,Esther Jung,,Fourth Year,21943,29,ACTIVE,75.5,3.5,22,73.0556520646823,9,1,0,43.0736577417205,-9.61565802077395,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Washington-St. Louis,Washington University in St. Louis,Saxon Skinner,,Second Year,6117,30,ACTIVE,75.0,3.0,20,73.3302657087914,9,1,0,42.3925701135386,-11.8416872445434,Central - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Emory,Emory University,Covi Yan,,Third Year,35699,36,ACTIVE,76.09,4.09,22,73.8962103161737,9,0,0,39.5576824600388,-9.57055786653848,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,University Athletic Association,uaa,Washington-St. Louis,Washington University in St. Louis,Athena Nguyen,,,13034,46,ACTIVE,76.33,4.33,18,74.8770775354064,8,0,0,34.4833987384325,-11.8269042653621,Central - (W) DIII,clippd_scoreboard
