conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_ground_balls,z_misc_stats_caused_turnovers,z_misc_stats_turnovers,z_penalty_stats_minutes,composite_score,rank,rating
lec,Little East Conference (LEC),2025-26,mlax,Keene State,Rex Maccarini,,,,18,18,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,50.0,7.0,1082:00,41.0,0.0,1.0,,,,,,,,,,,,,,,70.0,123.0,0.0,79.0,41.0,38.0,0.569,5.1215097716485225,3.527929736364757,7.223745124554414,1.1530077897030748,0.496917897040912,4.688081924059587,0.0,11.620220084327777,1,99
lec,Little East Conference (LEC),2025-26,mlax,Western Connecticut,Julian Duque,,,,20,19,0.0,0.0,0.0,0.0,1.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,3.0,1141:00,81.0,0.0,1.0,,,,,,,,,,,,,,,104.0,133.0,0.0,78.0,20.0,58.0,0.782,5.05046012691947,5.628379418489473,3.28264021075596,1.0415677112397286,-0.1380760875608186,1.3865776967688062,0.0,11.567428217636369,2,96
lec,Little East Conference (LEC),2025-26,mlax,Mass. Maritime,Quinn Mucha,,,,14,14,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,11.0,840:00,0.0,0.0,1.0,,,,,,,,,,,,,,,64.0,97.0,0.0,62.0,23.0,39.0,0.66,3.913665811254626,3.6329522204709925,3.8456551984414538,0.5958073973863431,1.1319118816426426,1.0564272740397282,0.0,9.607731100633245,3,95
lec,Little East Conference (LEC),2025-26,mlax,UMass Boston,Matt Hutchings,,,,19,17,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,29.0,4.0,1019:00,110.0,0.0,1.0,,,,,,,,,,,,,,,92.0,140.0,0.0,66.0,16.0,50.0,0.657,4.197864390170837,4.7881995456395865,2.5319535605086356,0.6515274366180163,0.02067240858961405,2.3770289649560405,0.0,9.051639886618425,4,94
lec,Little East Conference (LEC),2025-26,mlax,Mass. Maritime,Daniel Kane,,,,16,16,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,38.0,6.0,960:00,0.0,0.0,1.0,,,,,,,,,,,,,,,71.0,102.0,0.0,61.0,31.0,30.0,0.696,3.8426161665255734,2.687749863514871,5.347028498936103,1.3201679073980943,0.33816940089047937,3.367480233143275,0.0,8.886245105822002,5,93
lec,Little East Conference (LEC),2025-26,mlax,Salem State,Grady Smith,,,,16,0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,20.0,26.0,0.0,26.0,9.0,171:00,81.0,32.0,1.0,,,,,,,,,,,,,,,72.0,110.0,0.0,60.0,23.0,37.0,0.655,3.7715665217965206,3.422907252258521,3.8456551984414538,0.7629675150813626,0.8144148893417773,2.0468785422269624,0.0,8.85631426694851,6,93
lec,Little East Conference (LEC),2025-26,mlax,Mass. Maritime,James Sullivan,,,,16,15,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,35.0,12.0,900:00,0.0,0.0,1.0,,,,,,,,,,,,,,,60.0,107.0,0.0,59.0,24.0,35.0,0.561,3.700516877067468,3.2128622840460497,4.033326861003284,0.8186875543130359,1.2906603777930752,3.037329810414197,0.0,8.51200796247276,7,92
lec,Little East Conference (LEC),2025-26,mlax,Western Connecticut,Tyler Starrett,,,,20,11,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,25.0,7.0,656:00,19.0,0.0,1.0,,,,,,,,,,,,,,,96.0,156.0,0.0,58.0,9.0,49.0,0.615,3.629467232338415,4.683177061533351,1.218251922575818,0.6515274366180163,0.496917897040912,1.9368284013172699,0.0,7.798587466938938,8,91
lec,Little East Conference (LEC),2025-26,mlax,Salem State,Fisher Gadbois,,,,16,16,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0,7.0,947:00,41.0,0.0,1.0,,,,,,,,,,,,,,,67.0,85.0,0.0,57.0,14.0,43.0,0.788,3.5584175876093624,4.053042156895936,2.1566102353849734,0.874407593544709,0.496917897040912,2.597129246775426,0.0,7.683024426361109,9,91
lec,Little East Conference (LEC),2025-26,mlax,Western Connecticut,Liam Ford,,,,19,0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,17.0,1.0,00:00,0.0,0.0,1.0,,,,,,,,,,,,,,,73.0,125.0,0.0,54.0,15.0,39.0,0.584,3.3452686534222047,3.6329522204709925,2.3442818979468045,0.09432704430128454,-0.4555730798616839,1.0564272740397282,0.0,7.361683038077751,10,90
