season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,wlax,Skyline Conference,skyline_conference,Farmingdale State,Carly Livingston,Carly,Livingston,,27892,Carly Livingston,"LIVINGSTON,CARLY",LIVINGSTONCARLYFSCW,19,19,,,Farmingdale State,FSCW,1330-3411,0,15,0,0,0,0,47,2,7,1,0,0,0,8,3,0,0,0,0,0,0,0,0,38,7,51,19,1142:00,59,0,1.000,,113,140,26,113,50,63,.807,5.95,,,,,,,,,,,,,,,,,,,20.238555776296444,1,99
2026-27,wlax,Skyline Conference,skyline_conference,Merchant Marine,Leslie Wysong,Leslie,Wysong,,724,Leslie Wysong,"WYSONG,LESLIE",WYSONGLESLIEUSMMAW,15,15,,,Merchant Marine,USMMAW,486-2305,0,3,0,0,0,0,18,0,3,1,0,0,0,11,3,0,0,0,0,0,0,0,0,54,78,42,38,900:00,34,0,1.000,,73,95,9,72,33,39,.768,4.80,,,,,,,,,,,,,,,,,,,15.494752028707616,2,99
2026-27,wlax,Skyline Conference,skyline_conference,Merchant Marine,Grace Picozzi,Grace,Picozzi,,724,Grace Picozzi,"PICOZZI,GRACE",PICOZZIGRACEUSMMAW,15,15,,,Merchant Marine,USMMAW,486-2306,0,7,0,0,0,2,26,2,5,2,0,0,0,12,3,0,0,0,0,0,0,0,0,37,74,30,25,900:00,34,0,1.000,,86,107,10,80,24,56,.804,5.33,,,,,,,,,,,,,,,,,,,14.374564592774817,3,99
2026-27,wlax,Skyline Conference,skyline_conference,Mount Saint Mary,Delisianna Naccarato,Delisianna,Naccarato,,1468,Delisianna Naccarato,"NACCARATO,DELISIANNA",NACCARATODELISIANNAMT. ST.,14,14,,,Mount Saint Mary,MT. ST.,307-2103,0,8,0,0,0,2,23,1,6,3,0,0,0,10,2,0,0,0,0,0,0,0,0,60,45,33,42,842:00,59,0,1.000,,63,76,15,57,18,39,.829,4.07,,,,,,,,,,,,,,,,,,,13.12231401795269,4,98
2026-27,wlax,Skyline Conference,skyline_conference,St. Joseph's-Long Island,Kaitlyn Ippolito,Kaitlyn,Ippolito,,1340,Kaitlyn Ippolito,"IPPOLITO,KAITLYN",IPPOLITOKAITLYNST. JOSE,16,16,,,St. Joseph's-Long Island,ST. JOSE,1327-2062,0,7,0,0,0,2,18,1,4,1,0,0,0,8,1,0,0,0,0,0,0,0,0,34,42,48,19,960:00,0,0,1.000,,55,72,15,62,22,40,.764,3.88,,,,,,,,,,,,,,,,,,,10.815838971770201,5,98
2026-27,wlax,Skyline Conference,skyline_conference,Manhattanville,Pietra Cabral,Pietra,Cabral,,382,Pietra Cabral,"CABRAL,PIETRA",CABRALPIETRAMVILLE,16,14,,,Manhattanville,MVILLE,1174-3200,0,6,0,0,0,2,18,0,7,3,0,0,0,8,6,0,0,0,0,0,0,0,0,41,33,49,13,840:00,0,0,1.000,,60,74,9,52,20,32,.811,3.25,,,,,,,,,,,,,,,,,,,9.01481475481385,6,98
2026-27,wlax,Skyline Conference,skyline_conference,Merchant Marine,Reese Ripley,Reese,Ripley,,724,Reese Ripley,"RIPLEY,REESE",RIPLEYREESEUSMMAW,14,14,,,Merchant Marine,USMMAW,486-2475,0,4,0,0,0,3,24,2,5,2,0,0,0,4,2,0,0,0,0,0,0,0,0,45,48,22,21,840:00,34,0,1.000,,72,86,11,50,5,45,.837,3.57,,,,,,,,,,,,,,,,,,,8.90725816713051,7,97
2026-27,wlax,Skyline Conference,skyline_conference,St. Joseph's-Long Island,Sabrina Doyle,Sabrina,Doyle,,1340,Sabrina Doyle,"DOYLE,SABRINA",DOYLESABRINAST. JOSE,16,16,,,St. Joseph's-Long Island,ST. JOSE,1327-2060,0,9,0,0,0,1,17,0,3,1,0,0,0,17,7,0,0,0,0,0,0,0,0,32,14,55,21,960:00,0,0,1.000,,77,101,26,51,13,38,.762,3.19,,,,,,,,,,,,,,,,,,,8.761312650983886,8,97
2026-27,wlax,Skyline Conference,skyline_conference,Mount Saint Mary,Shannon McGowan,Shannon,McGowan,,1468,Shannon McGowan,"MCGOWAN,SHANNON",MCGOWANSHANNONMT. ST.,13,13,,,Mount Saint Mary,MT. ST.,307-2014,0,2,0,0,0,1,6,0,7,1,0,0,0,7,3,0,0,0,0,0,0,0,0,23,2,32,6,782:00,59,0,1.000,,58,76,6,57,27,30,.763,4.38,,,,,,,,,,,,,,,,,,,8.602229295451151,9,97
2026-27,wlax,Skyline Conference,skyline_conference,Merchant Marine,Sarah Litz,Sarah,Litz,,724,Sarah Litz,"LITZ,SARAH",LITZSARAHUSMMAW,15,15,,,Merchant Marine,USMMAW,486-2618,0,6,0,0,0,1,16,0,6,1,0,0,0,10,1,0,0,0,0,0,0,0,0,21,13,28,16,900:00,34,0,1.000,,52,62,8,52,12,40,.839,3.47,,,,,,,,,,,,,,,,,,,7.889911719114539,10,96
