conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Ryder Casady,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09:00,49,0,1.000,3,17:25,2,4,0,0,0,0,0,0,0,9,6.89,.667,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Luke Solari,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,2,04:18,1,2,0,0,0,0,0,0,0,4,13.95,.667,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Brycen Kennedy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Nathan Tranquilli,,,,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,10,0,2,0,00:00,0,46,1.000,,,,,,,,,,,,,,,2,2,0,1,0,1,1.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Mike Stevenson,,,,5,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,60:00,0,0,1.000,,,,,,,,,,,,,,,26,47,0,13,5,8,.553
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Landon Mabb,,,,14,14,0,0,0,0,1,2,14,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,24,0,41,3,836:00,187,1,1.000,,,,,,,,,,,,,,,45,85,0,40,20,20,.529
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Erik Suzio,,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,33,0,14,11,836:00,187,2,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Dominick Hedge,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,63:00,55,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Sean Ventresca,,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,23,0,13,11,773:00,132,3,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Jacob Shook,,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,0,11,10,836:00,187,0,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Josh Grossman,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,00:00,0,0,1.000,,,,,,,,,,,,,,,3,6,0,0,0,0,.500
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Chris Ford,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Collin Falconer,,,,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,60:00,0,0,1.000,,,,,,,,,,,,,,,16,22,0,3,1,2,.727
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Devin Greene,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,00:00,0,0,1.000,,,,,,,,,,,,,,,6,10,0,2,1,1,.600
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Mike Glass,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,52:00,52,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Joseph Goldbeck,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,2,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Zack Magarelli,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,3,00:00,0,0,1.000,,,,,,,,,,,,,,,1,1,0,0,0,0,1.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Alex Caltenco,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,00:00,0,0,1.000,,,,,,,,,,,,,,,1,1,0,1,0,1,1.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Gavin DeLucia,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,18,0,5,1,45:00,0,80,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Kyle Bross,,,,13,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,9,1,15:00,0,0,1.000,,,,,,,,,,,,,,,15,21,0,11,4,7,.714
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,William McKenna,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Rick O'Neal,,,,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,147,38,0,5,3,716:00,187,236,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Liam Shanley,,,,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,17,0,4,6,153:00,55,1,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Warren Channing,,,,13,12,0,0,0,0,0,1,18,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,22,8,686:00,187,0,1.000,,,,,,,,,,,,,,,59,98,0,48,9,39,.602
lec,Little East Conference (LEC),2025-26,mlax,Eastern Connecticut,Jacob Corso,,,,13,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,5,698:00,132,0,1.000,,,,,,,,,,,,,,,1,2,0,1,0,1,.500
