season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Northwest Conference (NWC),nwc,Puget Sound,Cooper Allen,Cooper,Allen,,557,Cooper Allen,0,0PUGET SO,12,9,,,35,9,15,18,6,0,0,8,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0.489,21,47,0,.000,.429,.600,65,4,0,0,0,0,1,7,0,69,1.000,1,.000,,2,2,6,13,"6,14",0.43,6,14,"13,22",0.59,13,22,"10,16",0.63,10,16,"3,4",0.75,3,4,0,0,0,0,"0,5","7,9","22,30",72,0,0,0,5,0,0,0,4,11,0,,Puget Sound,PUGET SO,1267-3083,False,2,1,0,0,0,0,0,0,0,0,1.0,2,2,0,1,1,0,0,18.00,4,5,1,1,0,0,0,0,0,0,.500,0,1,0,"0,1","2,2",0,0,"0,1",1,99,85.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Willamette,Carter Stoltz,Carter,Stoltz,,785,Carter Stoltz,0,0WU,11,11,,,47,8,20,14,5,0,2,2,0,0,6,0,0,0,1,2,0,0,0,1,0,2,0,0.431,31,52,0,.000,.426,.660,52,12,0,1,0,18,7,0,0,64,1.000,25,.720,,0,2,12,12,"9,20",0.45,9,20,"13,26",0.50,13,26,"8,14",0.57,8,14,"3,4",0.75,3,4,0,0,0,0,"3,9","3,4","19,31",44,0,0,0,0,0,0,0,4,11,0,,Willamette,WU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99,84.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Pacific,Will Shelor,Will,Shelor,,2751,Will Shelor,0,0PU,20,19,,,82,19,38,14,6,1,1,8,1,2,5,1,5,3,2,0,0,0,0,0,0,0,0,0.522,49,94,8,.625,.463,.598,54,0,1,0,0,0,0,0,0,55,.982,0,.000,,3,6,21,17,"7,19",0.37,7,19,"15,37",0.41,15,37,"10,25",0.40,10,25,"3,5",0.60,3,5,0,0,0,0,"18,31","5,7","23,40",13,0,0,0,0,0,0,0,3,19,0,,Pacific,PU,1265-4846,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,83.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Lewis & Clark,Bret Potter,Bret,Potter,,22235,Bret Potter,0,0LEWIS &,19,19,,,79,21,32,13,3,0,2,7,0,4,10,4,7,0,0,1,0,0,0,0,0,0,0,0.473,41,91,7,1.000,.405,.519,51,2,0,0,0,0,0,1,0,53,1.000,0,.000,,0,4,25,13,"15,36",0.42,15,36,"20,45",0.44,20,45,"12,28",0.43,12,28,"1,4",0.25,1,4,0,0,0,0,"8,17","3,7","32,51",6,0,0,0,0,0,0,0,7,18,0,,Lewis & Clark,LEWIS &,1261-2462,False,4,1,0,0,0,3,0,0,0,0,5.2,2,2,1,6,2,0,0,3.18,21,24,0,2,1,0,0,0,0,3,.190,7,4,0,"0,1","0,2","0,1",0,"0,1",4,98,82.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Whitworth,Carson Coffield,Carson,Coffield,,1454,Carson Coffield,0,0WHTW,20,19,,,71,18,26,21,4,1,3,8,0,9,11,2,1,0,0,2,0,0,0,0,0,0,0,0.478,41,90,1,1.000,.366,.577,147,11,1,0,0,0,0,14,0,159,.994,0,.000,,3,4,8,25,"7,20",0.35,7,20,"17,40",0.43,17,40,"13,29",0.45,13,29,"4,13",0.31,4,13,0,0,0,0,"7,20","10,10","29,48",246,0,0,0,"1,1",1.00,1,1,4,14,0,,Whitworth,WHTW,1270-3543,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,98,81.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Puget Sound,Charlie Deggeller,Charlie,Deggeller,,557,Charlie Deggeller,0,0PUGET SO,16,16,,,61,15,24,15,5,0,1,17,0,2,6,3,3,1,0,2,0,0,0,0,1,0,0,0.524,32,82,4,.750,.393,.525,43,0,2,0,0,0,0,0,0,45,.956,0,.000,,3,1,19,11,"9,20",0.45,9,20,"15,27",0.56,15,27,"10,16",0.63,10,16,"0,1",0,0,1,0,0,0,0,"15,31","2,3","30,37",67,0,0,0,0,0,0,0,7,12,0,,Puget Sound,PUGET SO,1267-3324,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,80.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Whitman,Jonah Chang,Jonah,Chang,,780,Jonah Chang,0,0WHITMAN,16,14,,,49,12,18,13,6,0,2,8,0,5,8,3,2,0,0,3,0,0,0,0,1,2,0,0.477,30,65,2,1.000,.367,.612,18,20,5,0,0,0,0,2,0,43,.884,0,.000,,1,2,11,16,"7,17",0.41,7,17,"12,26",0.46,12,26,"5,14",0.36,5,14,"1,2",0.50,1,2,0,0,0,0,"7,15","4,5","21,32",15,0,0,0,2,0,0,0,5,14,0,,Whitman,WHITMAN,1269-3793,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,97,79.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Puget Sound,Kellen Krebs,Kellen,Krebs,,557,Kellen Krebs,0,0PUGET SO,15,15,,,55,18,20,11,7,0,3,13,0,4,14,4,2,1,0,1,0,0,0,2,0,2,0,0.507,36,73,3,.667,.364,.655,29,29,1,0,0,0,0,7,0,59,.983,0,.000,,1,0,8,13,"6,20",0.30,6,20,"9,26",0.35,9,26,"4,13",0.31,4,13,"1,3",0.33,1,3,0,0,0,0,"7,10","4,7","17,32",44,0,0,0,0,0,0,0,2,9,0,,Puget Sound,PUGET SO,1267-3089,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,78.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Pacific Lutheran,Kyle Tat,Kyle,Tat,,1297,Kyle Tat,0,0PACIFIC,14,13,,,47,11,17,11,1,1,2,9,0,4,10,3,0,1,1,1,0,0,0,0,0,1,0,0.492,26,62,1,.000,.362,.553,21,17,0,0,0,0,0,2,0,38,1.000,0,.000,,0,1,7,15,"6,13",0.46,6,13,"8,25",0.32,8,25,"6,17",0.35,6,17,"1,2",0.50,1,2,0,0,0,0,"9,16","2,7","14,29",36,0,0,0,0,0,0,0,5,8,0,,Pacific Lutheran ,PACIFIC,1266-4635,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,97,77.0,batting,,
2026-27,baseball,Northwest Conference (NWC),nwc,Lewis & Clark,Gavin Mangano,Gavin,Mangano,,22235,Gavin Mangano,0,0LEWIS &,17,17,,,67,15,26,11,5,0,2,7,0,2,4,3,3,2,0,1,0,0,0,0,0,2,0,0.455,37,77,5,.600,.388,.552,23,0,0,0,0,0,0,0,0,23,1.000,0,.000,,3,2,13,22,"10,27",0.37,10,27,"14,39",0.36,14,39,"11,28",0.39,11,28,"1,2",0.50,1,2,0,0,0,0,"1,2","4,6","23,41",13,0,0,0,0,0,0,0,5,19,0,,Lewis & Clark,LEWIS &,1261-2456,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,76.0,batting,,
