season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats,composite_score,global_rank,rating
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Ferraris, Callia",Callia,Ferraris,0,420,"Ferraris, Callia","Ferraris,Callia",FerrarisCalliaMID,26,4,10,,Middlebury,MID,1126-5881,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.000,100,14,10,4,12,,,,,,,,,,,,,,,,,,0,19,6,6,0,0.00,0,0,False,,,-0.34028020904494755,105,76
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Sullivan, Cuora",Cuora,Sullivan,0,267,"Sullivan, Cuora","Sullivan,Cuora",SullivanCuoraHAM,17,13,34,,Hamilton,HAM,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,14,7,7,18,,,,,,,,,,,,,,,,,,0,35,6,6,0,0.00,0,0,False,,,-0.34028020904494755,106,76
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Kee, Caroline",Caroline,Kee,0,764,"Kee, Caroline","Kee,Caroline",KeeCarolineWES,23,7,21,,Wesleyan,WES,1130-6393,0,,0,1,0,0,1,0,1,0,0,8,16:00,0,0,0,0,0,0,8,190,265,455,.418,1.39,11,18,-7,23,,,,,,,,,,,,,,,,,,0,61,5,1,4,0.07,0,0,False,,,-0.3829845466564822,107,76
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Brooke Eselunas,Brooke,Eselunas,0,151,Brooke Eselunas,"ESELUNAS,BROOKE",ESELUNASBROOKECOLBY,11,0,7,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,2,2,.000,0,8,1,7,0,,,,,,,,,,,,,,,,,,0,13,5,2,3,0.23,0,0,False,,,-0.48223989328342654,108,76
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Tura, Beats",Beats,Tura,0,764,"Tura, Beats","Tura,Beats",TuraBeatsWES,25,5,5,,Wesleyan,WES,1130-6681,0,,0,0,0,0,0,1,0,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,11,18,-7,37,,,,,,,,,,,,,,,,,,0,20,5,2,3,0.15,0,0,False,,,-0.48223989328342654,109,75
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Addie Paskowski,Addie,Paskowski,d,151,Addie Paskowski,"PASKOWSKI,ADDIE",PASKOWSKIADDIECOLBY,23,9,21,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,15,9,6,17,,,,,,,,,,,,,,,,,,0,55,5,3,2,0.04,0,0,False,,,-0.5814952399103709,110,75
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"DiMagno, Elena",Elena,DiMagno,0,69,"DiMagno, Elena","DiMagno,Elena",DiMagnoElenaBOW,24,7,14,,Bowdoin,BOW,1121-4166,0,,0,0,1,0,1,0,0,1,0,5,10:00,0,0,0,0,0,0,5,2,6,8,.250,3.00,9,9,0,3,,,,,,,,,,,,,,,,,,0,46,5,3,2,0.04,0,0,False,,,-0.5814952399103709,111,75
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Harris, Charlotte",Charlotte,Harris,0,163,"Harris, Charlotte","Harris,Charlotte",HarrisCharlotteCON,24,9,12,,Conn. College,CON,0,0,,0,0,0,0,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,29,26,55,.527,0.90,10,16,-6,11,,,,,,,,,,,,,,,,,,0,14,5,3,2,0.14,0,0,False,,,-0.5814952399103709,112,75
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Jung, Kimberly",Kimberly,Jung,0,764,"Jung, Kimberly","Jung,Kimberly",JungKimberlyWES,23,5,7,,Wesleyan,WES,1130-6679,0,,0,0,0,0,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,12,18,-6,22,,,,,,,,,,,,,,,,,,0,25,5,3,2,0.08,0,0,False,,,-0.5814952399103709,113,75
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Kennedy, Peyton",Peyton,Kennedy,0,420,"Kennedy, Peyton","Kennedy,Peyton",KennedyPeytonMID,22,0,8,,Middlebury,MID,1126-6549,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,1,3,4,.250,3.00,6,2,4,3,,,,,,,,,,,,,,,,,,0,22,5,3,2,0.09,0,0,False,,,-0.5814952399103709,114,74
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Lileika, Maya",Maya,Lileika,0,163,"Lileika, Maya","Lileika,Maya",LileikaMayaCON,24,0,16,,Conn. College,CON,0,0,,0,0,0,1,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,5,10,-5,6,,,,,,,,,,,,,,,,,,0,29,5,3,2,0.07,0,0,False,,,-0.5814952399103709,115,74
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Romano, Ava",Ava,Romano,0,267,"Romano, Ava","Romano,Ava",RomanoAvaHAM,21,1,19,,Hamilton,HAM,0,0,,0,0,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.000,100,11,4,7,1,,,,,,,,,,,,,,,,,,0,11,5,3,2,0.18,0,0,False,,,-0.5814952399103709,116,74
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Alejandra Ubarri,Alejandra,Ubarri,0,24,Alejandra Ubarri,"UBARRI,ALEJANDRA",UBARRIALEJANDRAAMHERST,29,2,6,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,1,0,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,12,6,6,31,,,,,,,,,,,,,,,,,,0,47,5,4,1,0.02,0,0,False,,,-0.6807505865373152,117,74
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Brook, Lily",Lily,Brook,0,713,"Brook, Lily","Brook,Lily",BrookLilyTRI,25,6,11,,Trinity,TRI,1127-5069,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,1,2,.500,1.00,11,19,-8,14,,,,,,,,,,,,,,,,,,0,49,5,4,1,0.02,0,0,False,,,-0.6807505865373152,118,74
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Diop, Noa",Noa,Diop,0,789,"Diop, Noa","Diop,Noa",DiopNoaWIL,28,0,12,,Williams,WIL,1131-5800,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,16,3,13,5,,,,,,,,,,,,,,,,,,0,17,5,4,1,0.06,0,0,False,,,-0.6807505865373152,119,73
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Yaun, Cassidy",Cassidy,Yaun,0,713,"Yaun, Cassidy","Yaun,Cassidy",YaunCassidyTRI,24,8,3,,Trinity,TRI,1127-5066,0,,1,0,0,0,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.000,100,11,15,-4,17,,,,,,,,,,,,,,,,,,0,19,5,4,1,0.05,0,0,False,,,-0.6807505865373152,120,73
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Cataldo, Molly",Molly,Cataldo,0,69,"Cataldo, Molly","Cataldo,Molly",CataldoMollyBOW,23,0,21,,Bowdoin,BOW,1121-4775,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,1,2,.500,1.00,8,7,1,3,,,,,,,,,,,,,,,,,,0,26,4,1,3,0.12,0,0,False,,,-0.9219656174027389,121,73
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Rousell, Sophie",Sophie,Rousell,0,713,"Rousell, Sophie","Rousell,Sophie",RousellSophieTRI,25,0,8,,Trinity,TRI,1127-5692,0,,0,0,0,1,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,3,4,7,.429,1.33,12,16,-4,3,,,,,,,,,,,,,,,,,,0,22,4,1,3,0.14,0,0,False,,,-0.9219656174027389,122,73
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Bussey, Georgia",Georgia,Bussey,0,713,"Bussey, Georgia","Bussey,Georgia",BusseyGeorgiaTRI,23,5,10,,Trinity,TRI,1127-5432,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,10,16,-6,16,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0,False,,,-1.021220964029683,123,72
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Carlisle Brush,Carlisle,Brush,0,24,Carlisle Brush,"BRUSH,CARLISLE",BRUSHCARLISLEAMHERST,29,1,20,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,98,133,231,.424,1.36,7,3,4,13,,,,,,,,,,,,,,,,,,0,26,4,2,2,0.08,0,0,False,,,-1.021220964029683,124,72
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Donnelly, Sofia",Sofia,Donnelly,0,163,"Donnelly, Sofia","Donnelly,Sofia",DonnellySofiaCON,24,5,14,,Conn. College,CON,0,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,10,13,-3,15,,,,,,,,,,,,,,,,,,0,27,4,2,2,0.07,0,0,False,,,-1.021220964029683,125,72
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Montembeault, Olivia",Olivia,Montembeault,0,163,"Montembeault, Olivia","Montembeault,Olivia",MontembeaultOliviaCON,24,1,13,,Conn. College,CON,0,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,1,1,.000,0,6,5,1,10,,,,,,,,,,,,,,,,,,0,21,4,2,2,0.10,0,0,False,,,-1.021220964029683,126,72
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Neyman, Rachel",Rachel,Neyman,0,420,"Neyman, Rachel","Neyman,Rachel",NeymanRachelMID,26,0,4,,Middlebury,MID,1126-5625,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,58,71,129,.450,1.22,8,4,4,11,,,,,,,,,,,,,,,,,,0,15,4,2,2,0.13,0,0,False,,,-1.021220964029683,127,72
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Sophie Melsness,Sophie,Melsness,0,151,Sophie Melsness,"MELSNESS,SOPHIE",MELSNESSSOPHIECOLBY,25,1,19,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,0,3,3,.000,0,10,12,-2,11,,,,,,,,,,,,,,,,,,0,37,4,2,2,0.05,0,0,False,,,-1.021220964029683,128,71
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Natalie Stott,Natalie,Stott,g,24,Natalie Stott,"STOTT,NATALIE",STOTTNATALIEAMHERST,28,28,1,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,28,1709:38,18,639,311823118212914,11,1,1,1,3,0,0,.973,28,0,0,0.63,0,0,2,2,0,0.00,0,0,True,,,-1.0325456560965014,129,71
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Frankenfeld, Charlee",Charlee,Frankenfeld,0,69,"Frankenfeld, Charlee","Frankenfeld,Charlee",FrankenfeldCharleeBOW,7,2,9,,Bowdoin,BOW,1121-4330,0,,0,0,0,0,0,0,1,0,0,0,00:00,0,0,0,0,0,0,0,1,0,1,1.000,100,9,7,2,5,,,,,,,,,,,,,,,,,,0,10,4,3,1,0.10,0,0,False,,,-1.1204763106566276,130,71
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Julie Jasaitis,Julie,Jasaitis,0,151,Julie Jasaitis,"JASAITIS,JULIE",JASAITISJULIECOLBY,15,0,26,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,4,3,1,2,,,,,,,,,,,,,,,,,,0,23,4,3,1,0.04,0,0,False,,,-1.1204763106566276,131,71
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"LaPrade, Kendrick",Kendrick,LaPrade,0,69,"LaPrade, Kendrick","LaPrade,Kendrick",LaPradeKendrickBOW,19,0,13,,Bowdoin,BOW,1121-4663,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,4,2,2,0,,,,,,,,,,,,,,,,,,0,9,4,3,1,0.11,0,0,False,,,-1.1204763106566276,132,71
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Moore, Skyler",Skyler,Moore,0,789,"Moore, Skyler","Moore,Skyler",MooreSkylerWIL,28,7,20,,Williams,WIL,1131-5508,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,46,55,101,.455,1.20,10,6,4,27,,,,,,,,,,,,,,,,,,0,26,4,3,1,0.04,0,0,False,,,-1.1204763106566276,133,70
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Omura, Eve",Eve,Omura,0,764,"Omura, Eve","Omura,Eve",OmuraEveWES,24,0,13,,Wesleyan,WES,1130-7199,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,8,12,-4,6,,,,,,,,,,,,,,,,,,0,29,4,3,1,0.03,0,0,False,,,-1.1204763106566276,134,70
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Ward, Carly",Carly,Ward,0,764,"Ward, Carly","Ward,Carly",WardCarlyWES,25,19,14,,Wesleyan,WES,1130-6678,0,,0,0,0,1,0,0,0,0,0,11,22:00,0,0,0,0,0,0,11,0,0,0,NaN,0,18,19,-1,43,,,,,,,,,,,,,,,,,,0,48,4,3,1,0.02,0,0,False,,,-1.1204763106566276,135,70
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Lucchese, Emma",Emma,Lucchese,0,764,"Lucchese, Emma","Lucchese,Emma",LuccheseEmmaWES,25,0,23,,Wesleyan,WES,1130-6910,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,7,6,1,11,,,,,,,,,,,,,,,,,,0,12,4,4,0,0.00,0,0,False,,,-1.219731657283572,136,70
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Murray, Mikayla",Mikayla,Murray,0,713,"Murray, Mikayla","Murray,Mikayla",MurrayMikaylaTRI,25,6,16,,Trinity,TRI,1127-5433,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,10,15,-5,9,,,,,,,,,,,,,,,,,,0,40,4,4,0,0.00,0,0,False,,,-1.219731657283572,137,70
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Polizzi, Sofia",Sofia,Polizzi,0,163,"Polizzi, Sofia","Polizzi,Sofia",PolizziSofiaCON,24,1,19,,Conn. College,CON,0,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,7,6,13,.538,0.86,10,11,-1,16,,,,,,,,,,,,,,,,,,0,39,4,4,0,0.00,0,0,False,,,-1.219731657283572,138,69
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Rodham, Sophia",Sophia,Rodham,0,267,"Rodham, Sophia","Rodham,Sophia",RodhamSophiaHAM,25,8,4,,Hamilton,HAM,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,14,19,-5,31,,,,,,,,,,,,,,,,,,0,39,4,4,0,0.00,0,0,False,,,-1.219731657283572,139,69
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Bizup, Charlotte",Charlotte,Bizup,0,713,"Bizup, Charlotte","Bizup,Charlotte",BizupCharlotteTRI,1,0,30,,Trinity,TRI,1127-5072,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,20:00,0,2,"0,0,00000000000000000000000000000000000000200000000000000000000000000",0,0,0,0,0,0,0,1.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0,True,,,-1.3614114715741366,140,69
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Eschweiler, Emma",Emma,Eschweiler,0,713,"Eschweiler, Emma","Eschweiler,Emma",EschweilerEmmaTRI,1,0,33,,Trinity,TRI,1127-5437,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,19:49,0,4,"0,0,00000000000000000000000000000000000000040000000000000000000000000",0,0,0,0,0,0,0,1.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0,True,,,-1.3614114715741366,141,69
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Gray, Bridget",Bridget,Gray,0,420,"Gray, Bridget","Gray,Bridget",GrayBridgetMID,2,0,31,,Middlebury,MID,1126-5887,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,2,18:08,0,3,"0,0,000000000000000000000000000000001000000002000000000000000000000000000000",0,0,0,0,0,0,0,1.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0,True,,,-1.3614114715741366,142,69
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Olson, Avery",Avery,Olson,0,163,"Olson, Avery","Olson,Avery",OlsonAveryCON,2,1,35,,Conn. College,CON,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,2,60:00,0,21,0000,1,1,0,0,0,0,0,1.000,1,0,0,0.00,0,0,0,0,0,0.00,0,0,True,,,-1.3614114715741366,143,68
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Healey, Isa",Isa,Healey,0,789,"Healey, Isa","Healey,Isa",HealeyIsaWIL,28,0,18,,Williams,WIL,1131-5354,0,,0,0,0,0,0,0,0,2,0,6,12:00,0,0,0,0,0,0,6,50,44,94,.532,0.88,5,0,5,3,,,,,,,,,,,,,,,,,,0,15,3,1,2,0.13,0,0,False,,,-1.4609466881489952,144,68
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Acosta, Jocelyn",Jocelyn,Acosta,0,420,"Acosta, Jocelyn","Acosta,Jocelyn",AcostaJocelynMID,7,0,27,,Middlebury,MID,1126-5882,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,3,1,2,0,,,,,,,,,,,,,,,,,,0,3,3,2,1,0.33,0,0,False,,,-1.5602020347759396,145,68
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Fagan, Olivia",Olivia,Fagan,0,163,"Fagan, Olivia","Fagan,Olivia",FaganOliviaCON,21,0,3,,Conn. College,CON,0,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,7,9,-2,2,,,,,,,,,,,,,,,,,,0,24,3,2,1,0.04,0,0,False,,,-1.5602020347759396,146,68
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Galanek, Sam",Sam,Galanek,0,764,"Galanek, Sam","Galanek,Sam",GalanekSamWES,25,1,18,,Wesleyan,WES,1130-6392,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,131,177,308,.425,1.35,6,20,-14,14,,,,,,,,,,,,,,,,,,0,34,3,2,1,0.03,0,0,False,,,-1.5602020347759396,147,68
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Imposimato, Ava",Ava,Imposimato,0,69,"Imposimato, Ava","Imposimato,Ava",ImposimatoAvaBOW,23,6,22,,Bowdoin,BOW,1121-4169,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,101,145,246,.411,1.44,6,9,-3,1,,,,,,,,,,,,,,,,,,0,42,3,2,1,0.02,0,0,False,,,-1.5602020347759396,148,67
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Mallory Farrell,Mallory,Farrell,0,151,Mallory Farrell,"FARRELL,MALLORY",FARRELLMALLORYCOLBY,15,1,15,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,2,3,-1,7,,,,,,,,,,,,,,,,,,0,21,3,2,1,0.05,0,0,False,,,-1.5602020347759396,149,67
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Martiniello, Gabby",Gabby,Martiniello,0,267,"Martiniello, Gabby","Martiniello,Gabby",MartinielloGabbyHAM,19,1,7,,Hamilton,HAM,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,13,7,6,16,,,,,,,,,,,,,,,,,,0,31,3,2,1,0.03,0,0,False,,,-1.5602020347759396,150,67
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Sims, Aiko",Aiko,Sims,0,764,"Sims, Aiko","Sims,Aiko",SimsAikoWES,25,4,24,,Wesleyan,WES,1130-6394,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,2,5,7,.286,2.50,5,14,-9,28,,,,,,,,,,,,,,,,,,0,41,3,2,1,0.02,0,0,False,,,-1.5602020347759396,151,67
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Kate Pura,Kate,Pura,0,151,Kate Pura,"PURA,KATE",PURAKATECOLBY,25,4,23,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,16,8,8,22,,,,,,,,,,,,,,,,,,0,27,3,3,0,0.00,0,0,False,,,-1.6594573814028841,152,67
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"O'Donnell, Caitlyn",Caitlyn,O'Donnell,0,163,"O'Donnell, Caitlyn","O'Donnell,Caitlyn",O'DonnellCaitlynCON,17,0,11,,Conn. College,CON,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,1,1,.000,0,7,2,5,4,,,,,,,,,,,,,,,,,,0,10,3,3,0,0.00,0,0,False,,,-1.6594573814028841,153,66
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Sobczak, Lauren",Lauren,Sobczak,0,420,"Sobczak, Lauren","Sobczak,Lauren",SobczakLaurenMID,3,3,29,,Middlebury,MID,1126-6043,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,3,161:11,1,40,"0,0,000000000000046300000000000000561000000573000000000000000000000000000000",0,1,0,0,0,0,0,.976,3,0,0,0.37,0,0,0,0,0,0.00,0,0,True,,,-1.7083266279962084,154,66
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Anthony, Sarah",Sarah,Anthony,0,420,"Anthony, Sarah","Anthony,Sarah",AnthonySarahMID,13,0,24,,Middlebury,MID,1126-6034,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,2,0,2,,,,,,,,,,,,,,,,,,0,11,2,0,2,0.18,0,0,False,,,-1.9006724122683076,155,66
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Frank, Syndey",Syndey,Frank,0,163,"Frank, Syndey","Frank,Syndey",FrankSyndeyCON,14,1,8,,Conn. College,CON,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,33,44,77,.429,1.33,4,6,-2,4,,,,,,,,,,,,,,,,,,0,21,2,0,2,0.10,0,0,False,,,-1.9006724122683076,156,66
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Hall, Adrienne",Adrienne,Hall,0,420,"Hall, Adrienne","Hall,Adrienne",HallAdrienneMID,9,0,32,,Middlebury,MID,1126-6552,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,3,1,2,0,,,,,,,,,,,,,,,,,,0,5,2,0,2,0.40,0,0,False,,,-1.9006724122683076,157,66
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Provenzo, Ava",Ava,Provenzo,0,69,"Provenzo, Ava","Provenzo,Ava",ProvenzoAvaBOW,23,2,2,,Bowdoin,BOW,1121-4537,0,,0,0,0,1,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,1,1,.000,0,7,9,-2,6,,,,,,,,,,,,,,,,,,0,21,2,0,2,0.10,0,0,False,,,-1.9006724122683076,158,65
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Cailyn Murphy,Cailyn,Murphy,0,151,Cailyn Murphy,"MURPHY,CAILYN",MURPHYCAILYNCOLBY,20,6,5,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,14,6,8,14,,,,,,,,,,,,,,,,,,0,21,2,1,1,0.05,0,0,False,,,-1.999927758895252,159,65
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Harder, Keira",Keira,Harder,0,789,"Harder, Keira","Harder,Keira",HarderKeiraWIL,26,0,15,,Williams,WIL,1131-5356,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,18,27,45,.400,1.50,4,1,3,5,,,,,,,,,,,,,,,,,,0,11,2,1,1,0.09,0,0,False,,,-1.999927758895252,160,65
