season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,Landmark Conference,landmark_conference,Wilkes,"Leon, Mia",Mia,Leon,,784,"Leon, Mia","LEON, MIA",Wilkes,Wilkes,1002-4491,17,8,11,0,11,0,.170,171,29,58,3,4,28,0,9,6,54,0,0,11,1,51,9,5,7,2,72.5,0,3.41,0.18,3.00,0.53,0.53,4.26,,,,,,,9.461171735673094,1,99
2026-27,wvball,Landmark Conference,landmark_conference,Elizabethtown,"Altland, Haydn",Haydn,Altland,,211,"Altland, Haydn","ALTLAND, HAYDN",Elizabethtown,ETOWN,993-6462,1,0,10,0,10,0,1.000,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.5,0,3.00,0.00,0.00,1.00,0.00,3.50,,,,,,,9.302491431454099,2,99
2026-27,wvball,Landmark Conference,landmark_conference,Juniata,"Hayes, Maggie",Maggie,Hayes,,325,"Hayes, Maggie","HAYES, MAGGIE",Juniata,JUN,0,7,2,20,0,20,0,.655,29,1,20,0,0,1,0,0,0,0,0,0,0,0,1,7,0,4,3,25,0,2.86,0.00,0.14,1.00,0.00,3.57,,,,,,,7.987430245033318,3,99
2026-27,wvball,Landmark Conference,landmark_conference,Juniata,"Mishinkash, Molly",Molly,Mishinkash,,325,"Mishinkash, Molly","MISHINKASH, MOLLY",Juniata,JUN,0,7,2,9,0,9,0,.500,36,4,22,0,0,1,0,0,0,0,0,0,0,0,1,7,2,0,7,29,0,3.14,0.00,0.14,1.00,0.00,4.14,,,,,,,7.9403913584596,4,98
2026-27,wvball,Landmark Conference,landmark_conference,Susquehanna,"Sallie, Isabella",Isabella,Sallie,,685,"Sallie, Isabella","SALLIE, ISABELLA",Susquehanna,SUSQ,1054-5171,4,1,10,0,10,0,.225,40,4,13,1,0,2,0,0,1,16,0,0,20,1,14,2,0,2,0,14.0,2,3.25,0.25,3.50,0.50,0.00,3.50,,,,,,,7.618079582817316,5,98
2026-27,wvball,Landmark Conference,landmark_conference,Elizabethtown,"Stanek, Lucy",Lucy,Stanek,,211,"Stanek, Lucy","STANEK, LUCY",Elizabethtown,ETOWN,993-5958,11,3,18,0,18,0,.252,107,14,41,0,0,2,0,3,4,31,0,0,53,1,21,3,1,3,0,45.5,0,3.73,0.00,1.91,0.27,0.27,4.14,,,,,,,7.508398946830515,6,98
2026-27,wvball,Landmark Conference,landmark_conference,Catholic,"Raab, Julia",Julia,Raab,,124,"Raab, Julia","RAAB, JULIA",Catholic,CATHU,1049-3190,14,4,17,0,17,0,.306,98,5,35,1,4,21,0,10,4,59,0,0,75,9,29,2,0,2,0,46,0,2.50,0.07,2.07,0.14,0.71,3.29,,,,,,,6.837570049626345,7,97
2026-27,wvball,Landmark Conference,landmark_conference,Goucher,"Carter, Caroline",Caroline,Carter,,1467,"Carter, Caroline","CARTER, CAROLINE",Goucher,F-1467,0,13,4,4,0,4,0,.271,96,17,43,1,0,10,0,3,4,54,0,0,57,6,29,0,0,0,0,46,0,3.31,0.08,2.23,0.00,0.23,3.54,,,,,,,5.864987614415036,8,97
2026-27,wvball,Landmark Conference,landmark_conference,Lycoming,"Skeith, Kamryn",Kamryn,Skeith,,373,"Skeith, Kamryn","SKEITH, KAMRYN",Lycoming,Lyc,996-9444,8,3,9,0,9,0,.267,45,6,18,14,1,64,0,4,5,23,0,0,1,0,15,2,0,2,0,23,0,2.25,1.75,1.88,0.25,0.50,2.88,,,,,,,5.783796054015919,9,97
2026-27,wvball,Landmark Conference,landmark_conference,Wilkes,"Dornblaser, Abby",Abby,Dornblaser,,784,"Dornblaser, Abby","DORNBLASER, ABBY",Wilkes,Wilkes,1002-4481,15,8,4,0,4,0,.089,123,21,32,4,1,24,0,7,7,65,0,0,88,4,46,1,1,0,1,40,0,2.13,0.27,3.07,0.07,0.47,2.67,,,,,,,4.997954236955532,10,96
