conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Caroline Brooks,,,,21,21,0,5,0,0,0,0,23,0,4,3,0,0,0,1,2,0,0,0,0,0,0,0,0,11,0,16,2,1260:00,22,0,1.000,40,52,9,41,14,27,.769,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Bridget Sheehy,,,,21,21,0,4,0,0,0,0,6,1,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,31,58,21,19,1210:00,37,0,1.000,38,59,14,55,35,20,.644,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Maddie Chase,,,,21,0,0,7,0,0,0,1,14,1,4,1,0,0,0,5,3,0,0,0,0,0,0,0,0,5,38,17,5,49:00,52,0,1.000,35,46,13,27,6,21,.761,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Sophie Davenport,,,,20,20,0,1,0,0,0,2,6,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,22,1,23,6,1193:00,22,0,1.000,28,39,6,32,15,17,.718,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Lizzie Israel,,,,7,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,00:00,0,0,1.000,3,5,4,3,1,2,.600,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Mary Daniel,,,,18,18,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,27,22,7,20,1080:00,22,0,1.000,1,1,0,2,1,1,1.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Mia Hoffman,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Jamie Epstein,,,,17,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,0,00:00,0,0,1.000,6,8,1,8,5,3,.750,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Addie Clift,,,,20,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,38,13,12,49:00,38,0,1.000,24,29,6,19,5,14,.828,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Anna Nuckols,,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,18,4,1,00:00,0,0,1.000,0,3,1,3,3,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Caitlin McLearn,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,0,2,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Tessa Espinosa,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,00:00,0,0,1.000,1,3,0,7,6,1,.333,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Maddie Van Slyke,,,,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,60:00,0,0,1.000,9,14,1,6,1,5,.643,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Anna DeVuono,,,,21,20,0,21,0,0,0,4,53,0,8,3,0,0,0,15,4,0,0,0,0,0,0,0,0,8,0,35,11,1200:00,22,0,1.000,113,149,33,89,9,80,.758,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Grace Schlossberg,,,,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,20,5,8,23,1086:00,57,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Josie Pruss,,,,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,2,3,2,2,0,2,.667,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Liz Hinton,,,,21,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,40,4,8,23,1260:00,22,0,1.000,1,2,0,1,0,1,.500,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Mairead Westover,,,,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,4,7,105:00,53,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Mary Martinson,,,,21,21,0,12,0,0,0,0,23,1,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,30,94,20,14,1210:00,44,0,1.000,74,93,18,60,7,53,.796,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Sydney Lavin,,,,21,3,0,3,0,0,0,1,9,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,22,5,12,11,180:00,0,0,1.000,24,33,6,21,5,16,.727,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Anne Slabaugh,,,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,6,2,67:00,32,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Madison Goldstein,,,,21,19,0,1,0,0,0,0,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,7,1,15,3,1140:00,22,0,1.000,26,38,8,12,2,10,.684,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Courtney Wolfington,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,MK Barnhart,,,,20,2,0,2,0,0,0,1,6,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,16,4,127:00,0,0,1.000,15,20,2,24,11,13,.750,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Hana Asghari,,,,15,0,0,2,0,0,0,0,4,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,9,3,00:00,0,0,1.000,14,17,3,10,1,9,.824,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Ellie Muldoon,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,00:00,0,0,1.000,2,2,0,0,0,0,1.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Lucy Donnelly,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Evy Palmer,,,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,4,1242:00,62,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Abbey Carr,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,00:00,0,0,1.000,3,4,1,0,0,0,.750,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Grayson O'Marra,,,,21,21,0,4,0,0,0,0,8,2,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,30,22,27,19,1210:00,30,0,1.000,37,60,11,31,15,16,.617,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Eliza Chapman,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,17:00,20,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Kaylyn Kirrane,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,46:00,2,0,1.000,0,0,0,0,0,0,.000,9,157:26,15,14,0,3,0,0,0,0,0,41,5.72,.483
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Cate Dannahey,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,22:00,47,0,1.000,0,0,0,0,0,0,.000,8,107:26,19,8,0,2,0,0,0,0,0,37,10.61,.296
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Anie Savarese,,,,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,00:00,0,0,1.000,4,6,2,4,1,3,.667,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Emersen Thompson,,,,21,0,0,6,0,0,0,1,6,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,8,4,11,5,49:00,45,0,1.000,12,18,7,15,5,10,.667,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Julianne Henigan,,,,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,4,1189:00,153,0,1.000,0,0,0,0,0,0,.000,21,995:08,160,146,0,12,5,0,9,1,0,442,9.65,.477
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Kai Coffee,,,,16,15,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,2,13,12,901:00,5,0,1.000,7,9,1,6,1,5,.778,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Quinn Tegenkamp,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,1,12,11,721:00,5,0,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Nora Friskel,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Emerson Perea,,,,14,13,0,4,0,0,0,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,6,14,4,780:00,0,0,1.000,27,39,7,22,3,19,.692,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Delana Underwood,,,,16,2,0,1,0,0,0,1,3,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,5,8,8,120:00,0,0,1.000,7,9,2,7,2,5,.778,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Caleigh Claar,,,,14,14,0,2,0,0,0,0,13,0,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,31,12,19,17,841:00,5,0,1.000,41,55,4,26,8,18,.745,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,Kate Sullivan,,,,16,16,0,5,0,0,0,0,18,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,20,65,17,13,961:00,5,0,1.000,55,83,9,45,11,34,.663,,,,,,,,,,,,,,
