conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Carly Stuckmayer,,,,41,41,120,35,52,14,3,1,0,6,0,2,14,7,21,4,3,1,0,0,0,0,0,1,0,0.465,57,132,25,.840,.433,.475,34,61,11,0,0,0,0,0,0,106,.896,0,.000,7,2,24,28,"14,31",0.45,14,31,"30,63",0.48,30,63,"21,41",0.51,21,41,"0,1",0,0,1,0,0,0,0,"18,43","6,13","44,67",17,0,0,0,2,0,0,0,13,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Karen Balabon,,,,34,29,76,20,26,14,4,1,0,20,0,0,15,9,4,0,2,0,0,0,0,0,0,0,0,0.479,32,98,4,1.000,.342,.421,34,5,1,0,0,0,0,0,0,40,.975,0,.000,3,0,25,9,"8,21",0.38,8,21,"16,45",0.36,16,45,"11,30",0.37,11,30,"1,1",1.00,1,1,0,0,0,0,"6,12","4,7","33,54",187,0,0,0,68,0,0,0,15,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Zoe Thomson,,,,43,43,124,29,50,38,8,0,1,15,0,3,17,4,1,0,0,6,0,0,0,1,0,1,0,0.459,61,148,1,1.000,.403,.492,133,7,3,0,0,14,4,3,0,143,.979,18,.778,2,2,27,34,"19,36",0.53,19,36,"33,83",0.40,33,83,"27,59",0.46,27,59,"1,2",0.50,1,2,0,0,0,0,"8,18","13,19","54,91",136,0,0,0,0,0,0,0,19,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Camille Wikstrom,,,,27,0,10,17,4,3,1,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0.571,5,14,4,1.000,.400,.500,4,1,0,0,0,0,0,0,0,5,1.000,0,.000,1,1,1,2,"2,5",0.40,2,5,"3,9",0.33,3,9,"3,8",0.38,3,8,0,0,0,0,0,0,0,0,"1,1","1,1","6,10",88,0,0,0,228,0,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Ellie Macal,,,,43,43,119,35,55,39,10,4,6,19,0,1,19,11,2,0,1,3,0,0,0,0,0,0,0,0.528,91,143,2,1.000,.462,.765,147,16,5,5,1,26,7,1,0,168,.970,33,.788,3,1,15,31,"27,53",0.51,27,53,"42,82",0.51,42,82,"23,46",0.50,23,46,"1,2",0.50,1,2,0,0,0,0,"10,18","6,12","62,95",169,0,0,0,0,0,0,0,11,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Kendallyn Kalenberg,,,,24,0,11,8,6,6,2,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0.583,10,12,2,.500,.545,.909,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,0,1,2,1,"3,4",0.75,3,4,"5,8",0.63,5,8,"2,4",0.50,2,4,0,0,0,0,0,0,0,0,"1,1","1,2","7,9",61,0,0,0,435,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Bella Garley,,,,34,22,65,8,23,18,7,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.373,39,67,0,.000,.354,.600,4,28,4,0,0,18,5,2,0,36,.889,23,.783,4,1,12,21,"10,33",0.30,10,33,"16,41",0.39,16,41,"13,30",0.43,13,30,0,0,0,0,0,0,0,0,"5,15","1,2","21,42",67,0,0,0,67,0,0,0,0,27,0,129,1,20,14,8,2,6,1,1,0,111.2,55,47,25,76,21,1,2,2.95,455,492,8,5,0,2,5,0,0,28,.284,114,131,0,"1,2","2,6","3,5",0,"0,2"
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Sophia Otto,,,,27,19,20,7,6,2,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.300,9,20,0,.000,.300,.450,31,50,2,0,0,0,0,4,0,83,.976,0,.000,2,0,4,4,"2,7",0.29,2,7,"3,17",0.18,3,17,"3,13",0.23,3,13,"0,1",0,0,1,0,0,0,0,"2,2","1,4","6,17",2,0,0,0,308,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Hanna Hovland,,,,13,6,15,4,3,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333,3,18,0,.000,.200,.200,5,1,0,0,0,0,0,0,0,6,1.000,0,.000,0,0,5,5,"2,8",0.25,2,8,"1,9",0.11,1,9,"1,8",0.13,1,8,0,0,0,0,0,0,0,0,"1,5","1,2","2,10",5,0,0,0,166,0,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,UW-Superior,Baylee O'donnell,,,,39,38,108,13,47,32,8,1,1,9,0,1,6,3,1,1,1,2,0,0,0,0,0,1,0,0.475,60,121,2,.500,.435,.556,196,6,1,0,0,0,0,8,0,203,.995,0,.000,7,8,23,28,"16,44",0.36,16,44,"29,71",0.41,29,71,"26,56",0.46,26,56,"0,2",0,0,2,0,0,0,0,"11,20","6,9","48,77",65,0,0,0,94,0,0,0,12,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
