conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Plumey, Lucas",0,,23,28,0,-1.000,4,4,0,0,0,1,0,3,6,65,0,0,3,0,5,1,0,1,0,3.5,0,0.00,0.00,0.18,0.04,0.11,0.13
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Stauffer, Conner",0,,15,104,1,.200,25,3,8,29,1,82,0,1,1,19,0,0,637,32,242,0,3,0,0,9,1,0.08,0.28,2.33,0.00,0.01,0.09
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Parks, Brayden",0,,5,54,5,.432,74,12,44,3,0,8,0,27,57,172,0,0,1,0,18,3,2,2,1,73,0,0.81,0.06,0.33,0.06,0.50,1.35
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Hamm, Jacob",0,,11,92,43,.290,372,67,175,8,3,33,0,0,0,6,0,0,0,0,27,40,6,39,1,195.5,1,1.90,0.09,0.29,0.43,0.00,2.13
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Givens, Ryan",0,,22,94,58,.429,366,38,195,3,2,28,0,32,64,234,0,0,1,1,30,75,4,59,16,272.5,0,2.07,0.03,0.32,0.80,0.34,2.90
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Kagoro, Alex",0,,4,98,59,.278,891,160,408,35,7,138,0,30,80,384,0,0,498,27,168,24,6,13,11,455.5,0,4.16,0.36,1.71,0.24,0.31,4.65
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Espenshade, Ethan",0,,7,14,2,.095,21,4,6,0,0,2,0,3,3,26,0,0,27,3,10,1,0,0,1,10,0,0.43,0.00,0.71,0.07,0.21,0.71
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Nixon, Jonathan",0,,10,19,2,.000,2,0,0,46,1,98,0,2,6,38,0,0,0,0,4,3,2,1,2,4.5,1,0.00,2.42,0.21,0.16,0.11,0.24
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Sharp, Brandon",0,,9,100,59,.478,113,5,59,1001,23,2038,0,8,19,432,0,0,11,2,183,54,9,46,8,98,1,0.59,10.01,1.83,0.54,0.08,0.98
mac,Middle Atlantic Conferences (MAC),2025-26,mvball,Messiah,"Graybill, Seth",0,,3,105,14,-.167,6,1,0,8,1,33,0,6,11,254,0,0,79,4,111,0,0,0,0,6,0,0.00,0.08,1.06,0.00,0.06,0.06
