season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,Clare Rettler,Clare,Rettler,,121,Clare Rettler,0,0CARTHAGE,39,39,,,131,59,77,18,5,5,3,14,1,2,6,1,54,5,1,0,0,0,0,0,0,0,0,0.633,101,148,59,.915,.588,.771,81,2,0,0,0,0,0,0,0,83,1.000,0,.000,,8,3,31,10,"9,21",0.43,9,21,"25,44",0.57,25,44,"17,29",0.59,17,29,"8,13",0.62,8,13,0,0,0,0,"49,72","4,6","34,47",39,0,0,0,0,0,0,0,8,17,0,,Carthage,CARTHAGE,681-5424,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.780756247373686,1,99
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,Kennedy Beck,Kennedy,Beck,,120,Kennedy Beck,0,0CARROLLW,2,0,,,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,2,0,.000,1.000,2.000,2,0,0,2,0,1,0,0,0,2,1.000,1,1.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"2,2","1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,,Carroll,CARROLLW,1094-7723,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.812100242421444,2,99
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,Aubrey Gradin,Aubrey,Gradin,,40,Aubrey Gradin,0,0AUGIE,47,47,,,153,28,54,39,9,0,14,21,0,1,25,6,0,0,0,0,0,0,0,0,0,1,0,0.434,105,175,0,.000,.353,.686,240,9,3,0,0,1,0,7,0,252,.988,1,1.000,,4,9,33,38,"19,57",0.33,19,57,"22,80",0.28,22,80,"15,52",0.29,15,52,"7,14",0.50,7,14,0,0,0,0,"15,28","5,17","37,85",50,0,0,0,1,0,0,0,4,23,0,,Augustana,AUGIE,489-5374,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32906640879271,3,99
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,Casey Wissmiller,Casey,Wissmiller,,300,Casey Wissmiller,0,0IWU,47,47,,,148,37,57,46,8,1,8,15,0,0,12,5,4,1,2,2,0,0,0,0,0,1,0,0.436,91,167,5,.800,.385,.615,53,85,11,0,0,0,0,5,0,149,.926,0,.000,,8,4,37,36,"16,48",0.33,16,48,"37,89",0.42,37,89,"25,68",0.37,25,68,"2,9",0.22,2,9,0,0,0,0,"12,25","13,21","60,95",2,0,0,0,0,0,0,0,17,23,0,,Illinois Wesleyan,IWU,683-7474,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.742738444702958,4,98
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Summer Wynn,Summer,Wynn,,424,Summer Wynn,0,0MILLIKIN,40,40,,,126,27,49,50,12,2,9,12,0,4,10,4,2,1,0,6,0,0,0,1,0,3,0,0.439,92,148,3,.667,.389,.730,56,3,0,0,0,0,0,0,0,59,1.000,0,.000,,3,5,19,49,"18,38",0.47,18,38,"34,86",0.40,34,86,"25,61",0.41,25,61,"7,18",0.39,7,18,0,0,0,0,"12,18","17,24","57,98",46,0,0,0,0,0,0,0,17,19,0,,Millikin,MILLIKIN,684-5211,True,3,1,0,0,0,0,0,0,0,0,1.1,5,5,3,1,1,0,0,26.25,7,12,1,2,0,0,0,0,0,0,.429,1,2,0,"1,1","1,3","0,1",0,"1,2",,,,11.091020967080851,5,98
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,Madi Bickell,Madi,Bickell,,40,Madi Bickell,0,0AUGIE,46,45,,,125,14,45,43,4,0,10,23,0,1,17,3,0,0,2,2,0,0,0,0,0,4,0,0.457,79,153,0,.000,.360,.632,5,0,0,0,0,0,0,0,0,5,1.000,0,.000,,2,1,41,25,"15,44",0.34,15,44,"31,77",0.40,31,77,"19,47",0.40,19,47,"2,12",0.17,2,12,0,0,0,0,"16,35","14,16","45,86",50,0,0,0,153,0,0,0,10,38,0,,Augustana,AUGIE,489-5604,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.768307838459588,6,98
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,Gwen Hendrick,Gwen,Hendrick,,121,Gwen Hendrick,0,0CARTHAGE,39,39,,,125,27,51,50,12,3,3,11,0,1,11,1,18,1,0,2,0,0,0,0,0,0,0,0.453,78,139,19,.947,.408,.624,77,3,1,0,0,0,0,0,0,81,.988,0,.000,,3,4,20,40,"15,38",0.39,15,38,"35,89",0.39,35,89,"30,75",0.40,30,75,"5,12",0.42,5,12,0,0,0,0,"7,11","20,31","54,92",60,0,0,0,0,0,0,0,18,19,0,,Carthage,CARTHAGE,681-5419,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.480153626122485,7,97
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,Alexis Duke,Alexis,Duke,,40,Alexis Duke,0,0AUGIE,47,47,,,161,31,54,35,8,1,8,11,0,1,6,1,12,0,3,2,0,0,0,0,0,0,0,0.377,88,178,12,1.000,.335,.547,82,61,7,0,0,0,0,3,0,150,.953,0,.000,,5,9,54,48,"21,51",0.41,21,51,"28,67",0.42,28,67,"17,39",0.44,17,39,"4,15",0.27,4,15,0,0,0,0,"17,51","11,19","47,76",163,0,0,0,0,0,0,0,14,20,0,,Augustana,AUGIE,489-5371,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.296522008322006,8,97
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Lorenz, Kayla",Kayla,Lorenz,,496,"Lorenz, Kayla",0,0NPU,39,39,,,128,25,46,39,7,4,5,10,1,1,5,1,4,0,0,2,0,0,0,0,0,1,0,0.404,76,141,4,1.000,.359,.594,67,91,12,0,0,0,0,6,0,170,.929,0,.000,,3,4,25,50,"20,52",0.38,20,52,"31,79",0.39,31,79,"24,55",0.44,24,55,"6,17",0.35,6,17,0,0,0,0,"3,14","10,13","48,85",27,0,0,0,0,0,0,0,14,26,0,,North Park,NPU,686-3705,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57866976260549,9,97
2026-27,softball,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Ann Marie meek,Ann Marie,meek,,424,Ann Marie meek,0,0MILLIKIN,40,40,,,106,33,43,31,14,3,3,27,0,4,13,4,0,1,1,2,0,0,0,0,1,0,0,0.532,72,140,1,.000,.406,.679,128,14,5,2,2,60,7,0,0,147,.966,67,.896,,6,3,14,35,"11,29",0.38,11,29,"32,69",0.46,32,69,"21,49",0.43,21,49,"6,17",0.35,6,17,0,0,0,0,"9,24","10,21","55,85",101,0,0,0,0,0,0,0,10,18,0,,Millikin,MILLIKIN,684-4866,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.403997067554384,10,96
