season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Julia Pelletier,,,19849,128,ACTIVE,78.77,6.77,22,77.1714847944875,10,2,0,17.7718239549221,-16.4518023381737,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Katie Watson,,,20324,162,ACTIVE,79.73,7.73,22,78.1260302490329,10,0,0,13.9546135280513,-16.4518023381737,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Gabi McGehee,,Second Year,8173,168,ACTIVE,80.18,8.18,17,78.674387088998,8,1,0,13.6029303479085,-17.9182830977882,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Taylor Davis,,Third Year,8268,178,ACTIVE,80.42,8.42,19,78.792945050804,9,0,0,12.8055786891004,-16.8915124416599,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Maddie Cameron,,Second Year,8174,194,ACTIVE,79.86,7.86,21,78.2629347258183,10,1,0,11.579706643448,-16.4290666985085,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Sara McCaskill,,Second Year,8175,324,ACTIVE,83.43,11.43,14,81.4679613135269,6,0,0,5.89882793847817,-15.3727616695451,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Maggie Umphlet,,,13695,100000,ACTIVE,89.17,17.17,6,86.9227773183619,3,0,0,1.43830164328622,-19.4814849246545,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Christopher Newport,Christopher Newport University,Cassie Sengul,,Third Year,34457,100000,ACTIVE,84.0,12.0,7,82.8248499225754,4,0,0,3.97711148973265,-24.4546580058704,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Saint Joseph's (ME),Saint Joseph's College (ME),Averi Beaudoin,,,35838,100000,ACTIVE,95.87,23.87,8,98.0090159864579,7,2,0,0.129997451835492,-36.9127579097126,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Saint Joseph's (ME),Saint Joseph's College (ME),Reese Beaudoin,,Third Year,35840,100000,ACTIVE,99.06,27.06,8,101.001279625613,7,1,0,0.0793257922477702,-36.3301170463017,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Worcester,Worcester State University,Madeline Jackson,,Second Year,80588,100000,ACTIVE,123.0,51.0,1,126.798721317924,1,0,0,6.18219899296284e-05,-49.6150437993987,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Worcester,Worcester State University,Macy Rawson,,Second Year,80589,100000,ACTIVE,126.0,54.0,1,129.798721317924,1,0,0,2.92026402666483e-05,-49.6150437993987,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Worcester,Worcester State University,Addison Taylor,,Second Year,80590,100000,ACTIVE,147.0,75.0,1,150.798721317924,1,0,0,1.53241392103912e-07,-49.6150437993987,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Worcester,Worcester State University,Shaen Smith,,Second Year,80591,100000,ACTIVE,138.0,66.0,1,141.798721317924,1,0,0,1.45391384747776e-06,-49.6150437993987,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Saint Joseph's (ME),Saint Joseph's College (ME),Mackenzie Murphy,,,8359,100000,ACTIVE,120.77,48.77,8,122.384015986458,7,0,0,0.00184765091688265,-36.9127579097126,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Independent,independent,Saint Joseph's (ME),Saint Joseph's College (ME),Cailin Henry,,Second Year,8791,100000,ACTIVE,123.06,51.06,8,125.053208103432,7,0,0,0.000222095206739845,-36.7034229189978,East - (W) DIII,clippd_scoreboard
