conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Chicone,Luke",Luke,Chicone,0,G,28,919.0,32.82142857142857,680.0,24.29,133.0,4.75,176.0,6.29,76.0,2.71,8.0,0.29,61.0,2.1785714285714284,253.0,469.0,0.54,43.0,123.0,0.35,131.0,206.0,0.64
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Rose,Brandon",Brandon,Rose,0,G,28,339.0,12.107142857142858,174.0,6.21,59.0,2.11,10.0,0.36,25.0,0.89,4.0,0.14,14.0,0.5,54.0,138.0,0.39,20.0,69.0,0.29,46.0,58.0,0.79
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Perusek,Lucas",Lucas,Perusek,0,G,18,181.0,10.055555555555555,22.0,1.22,29.0,1.61,20.0,1.11,17.0,0.94,4.0,0.22,11.0,0.6111111111111112,8.0,18.0,0.44,1.0,1.0,1.0,5.0,10.0,0.5
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Lamirand,Mike",Mike,Lamirand,0,F,28,543.0,19.392857142857142,218.0,7.79,96.0,3.43,20.0,0.71,44.0,1.57,15.0,0.54,17.0,0.6071428571428571,72.0,198.0,0.36,36.0,126.0,0.29,38.0,61.0,0.62
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Condoleon,Michael",Michael,Condoleon,0,G,10,18.0,1.8,10.0,1.0,2.0,0.2,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1,3.0,5.0,0.6,2.0,4.0,0.5,2.0,2.0,1.0
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Turner,Tyree",Tyree,Turner,0,G,16,67.0,4.1875,28.0,1.75,16.0,1.0,3.0,0.19,7.0,0.44,1.0,0.06,4.0,0.25,10.0,26.0,0.38,4.0,11.0,0.36,4.0,10.0,0.4
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Styers,Drew",Drew,Styers,0,G,18,73.0,4.055555555555555,18.0,1.0,16.0,0.89,5.0,0.28,2.0,0.11,0.0,0.0,5.0,0.2777777777777778,8.0,20.0,0.4,0.0,5.0,0.0,2.0,3.0,0.67
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Ioppolo,Ryan",Ryan,Ioppolo,0,G,11,25.0,2.272727272727273,13.0,1.18,9.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1818181818181818,4.0,11.0,0.36,4.0,6.0,0.67,1.0,2.0,0.5
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Fitzgerald,Aidan",Aidan,Fitzgerald,0,G,28,669.0,23.892857142857142,195.0,6.96,131.0,4.68,19.0,0.68,31.0,1.11,0.0,0.0,12.0,0.4285714285714285,71.0,177.0,0.4,40.0,127.0,0.31,13.0,18.0,0.72
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Collins,Sean",Sean,Collins,0,F,28,671.0,23.964285714285715,183.0,6.54,117.0,4.18,47.0,1.68,32.0,1.14,16.0,0.57,20.0,0.7142857142857143,75.0,158.0,0.47,2.0,21.0,0.1,31.0,54.0,0.57
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Hunt,Kasey",Kasey,Hunt,0,G,28,630.0,22.5,395.0,14.11,73.0,2.61,30.0,1.07,28.0,1.0,7.0,0.25,31.0,1.1071428571428572,155.0,327.0,0.47,34.0,109.0,0.31,51.0,62.0,0.82
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Budrys-Rini,Peyton",Peyton,Budrys-Rini,0,G,10,19.0,1.9,2.0,0.2,5.0,0.5,2.0,0.2,1.0,0.1,0.0,0.0,1.0,0.1,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Zapolnik,Jack",Jack,Zapolnik,0,G,28,467.0,16.678571428571427,245.0,8.75,69.0,2.46,36.0,1.29,16.0,0.57,2.0,0.07,30.0,1.0714285714285714,86.0,191.0,0.45,41.0,110.0,0.37,32.0,41.0,0.78
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Irwin,Kyle",Kyle,Irwin,0,F,28,601.0,21.464285714285715,226.0,8.07,111.0,3.96,29.0,1.04,17.0,0.61,12.0,0.43,19.0,0.6785714285714286,80.0,179.0,0.45,41.0,107.0,0.38,25.0,42.0,0.6
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Burgess,Devin",Devin,Burgess,0,F,12,30.0,2.5,6.0,0.5,5.0,0.42,1.0,0.08,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,2.0,6.0,0.33,1.0,3.0,0.33,1.0,2.0,0.5
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Chapman,Justin",Justin,Chapman,0,C,28,332.0,11.857142857142858,89.0,3.18,88.0,3.14,4.0,0.14,12.0,0.43,12.0,0.43,20.0,0.7142857142857143,27.0,79.0,0.34,4.0,23.0,0.17,31.0,45.0,0.69
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Moore,Cam",Cam,Moore,0,G,4,6.0,1.5,3.0,0.75,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Taggart,Andrew",Andrew,Taggart,0,G,6,6.0,1.0,3.0,0.5,2.0,0.33,1.0,0.17,1.0,0.17,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Wachter,Lucas",Lucas,Wachter,0,G,4,4.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Sladky,Jack",Jack,Sladky,0,F,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Ellis,Eli",Eli,Ellis,0,G,25,282.0,11.28,82.0,3.28,19.0,0.76,33.0,1.32,8.0,0.32,0.0,0.0,32.0,1.28,25.0,61.0,0.41,17.0,47.0,0.36,15.0,22.0,0.68
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Joyce,Patrick",Patrick,Joyce,0,G,23,200.0,8.695652173913043,33.0,1.43,27.0,1.17,22.0,0.96,7.0,0.3,1.0,0.04,8.0,0.3478260869565217,13.0,35.0,0.37,4.0,15.0,0.27,3.0,6.0,0.5
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Stevenson,Reph",Reph,Stevenson,0,F,26,699.0,26.884615384615383,373.0,14.35,227.0,8.73,36.0,1.38,7.0,0.27,23.0,0.88,50.0,1.9230769230769231,137.0,236.0,0.58,2.0,8.0,0.25,97.0,142.0,0.68
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Kunka,Brady",Brady,Kunka,0,G,26,727.0,27.96153846153846,277.0,10.65,163.0,6.27,38.0,1.46,22.0,0.85,0.0,0.0,51.0,1.9615384615384617,105.0,197.0,0.53,21.0,65.0,0.32,46.0,76.0,0.61
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Adeyanju,Divine",Divine,Adeyanju,0,F,8,43.0,5.375,11.0,1.38,19.0,2.38,3.0,0.38,0.0,0.0,1.0,0.13,2.0,0.25,5.0,12.0,0.42,0.0,0.0,0.0,1.0,6.0,0.17
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Smith,Joe",Joe,Smith,0,G,25,627.0,25.08,231.0,9.24,59.0,2.36,71.0,2.84,25.0,1.0,0.0,0.0,38.0,1.52,62.0,164.0,0.38,48.0,118.0,0.41,59.0,84.0,0.7
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Ozlowski,Andre",Andre,Ozlowski,0,F,26,280.0,10.76923076923077,83.0,3.19,50.0,1.92,19.0,0.73,10.0,0.38,20.0,0.77,19.0,0.7307692307692307,34.0,66.0,0.52,6.0,18.0,0.33,9.0,19.0,0.47
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Bach,Billy",Billy,Bach,0,G,26,466.0,17.923076923076923,105.0,4.04,60.0,2.31,29.0,1.12,7.0,0.27,3.0,0.12,16.0,0.6153846153846154,33.0,83.0,0.4,14.0,50.0,0.28,25.0,30.0,0.83
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Washington,Caleb",Caleb,Washington,0,F,26,705.0,27.115384615384617,319.0,12.27,143.0,5.5,63.0,2.42,16.0,0.62,4.0,0.15,56.0,2.1538461538461537,119.0,247.0,0.48,23.0,74.0,0.31,58.0,71.0,0.82
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Goddard,Owen",Owen,Goddard,0,G,11,37.0,3.363636363636364,8.0,0.73,9.0,0.82,1.0,0.09,0.0,0.0,0.0,0.0,2.0,0.1818181818181818,4.0,6.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Jones,James",James,Jones,0,G,2,4.0,2.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Charboneau,Whitman",Whitman,Charboneau,0,G,3,4.0,1.3333333333333333,2.0,0.67,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Jacobs,Sam",Sam,Jacobs,0,G,25,792.0,31.68,373.0,14.92,81.0,3.24,68.0,2.72,15.0,0.6,5.0,0.2,58.0,2.32,142.0,281.0,0.51,37.0,103.0,0.36,52.0,75.0,0.69
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Shackleton,Danny",Danny,Shackleton,0,F,2,5.0,2.5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Nixon,Vince",Vince,Nixon,0,F,25,229.0,9.16,100.0,4.0,82.0,3.28,10.0,0.4,8.0,0.32,4.0,0.16,30.0,1.2,41.0,89.0,0.46,0.0,0.0,0.0,18.0,38.0,0.47
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Sigler,Logan",Logan,Sigler,0,F,21,119.0,5.666666666666667,36.0,1.71,27.0,1.29,5.0,0.24,2.0,0.1,1.0,0.05,4.0,0.1904761904761904,15.0,28.0,0.54,1.0,6.0,0.17,5.0,6.0,0.83
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Washington,Kamon",Kamon,Washington,0,G,7,17.0,2.4285714285714284,2.0,0.29,0.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,3.0,0.4285714285714285,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"O'Guinn,Connor",Connor,O'Guinn,0,G,3,4.0,1.3333333333333333,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Nixon,Dominic",Dominic,Nixon,0,G,5,10.0,2.0,2.0,0.4,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Manowitz,Keegan",Keegan,Manowitz,0,G,26,524.0,20.153846153846153,129.0,4.96,73.0,2.81,44.0,1.69,11.0,0.42,0.0,0.0,20.0,0.7692307692307693,43.0,112.0,0.38,29.0,84.0,0.35,14.0,19.0,0.74
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Whack,Josh",Josh,Whack,0,G,20,533.0,26.65,192.0,9.6,53.0,2.65,55.0,2.75,11.0,0.55,3.0,0.15,18.0,0.9,62.0,125.0,0.5,7.0,19.0,0.37,61.0,86.0,0.71
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Ellspermann,Luke",Luke,Ellspermann,0,G,25,748.0,29.92,398.0,15.92,123.0,4.92,66.0,2.64,21.0,0.84,1.0,0.04,54.0,2.16,137.0,293.0,0.47,40.0,101.0,0.4,84.0,106.0,0.79
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Cannady,Deric",Deric,Cannady,0,G,26,526.0,20.23076923076923,145.0,5.58,67.0,2.58,41.0,1.58,25.0,0.96,0.0,0.0,15.0,0.5769230769230769,49.0,125.0,0.39,29.0,84.0,0.35,18.0,32.0,0.56
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"DeFur,AJ",AJ,DeFur,0,F,4,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Kelley,Randy",Randy,Kelley,0,G,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Stowers,Colton",Colton,Stowers,0,F,25,625.0,25.0,235.0,9.4,80.0,3.2,30.0,1.2,13.0,0.52,7.0,0.28,26.0,1.04,88.0,205.0,0.43,31.0,93.0,0.33,28.0,45.0,0.62
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Brooks,Rich",Rich,Brooks,0,G,25,617.0,24.68,306.0,12.24,55.0,2.2,11.0,0.44,11.0,0.44,10.0,0.4,32.0,1.28,105.0,216.0,0.49,45.0,119.0,0.38,51.0,65.0,0.78
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Thomas,Edward",Edward,Thomas,0,G,5,41.0,8.2,3.0,0.6,7.0,1.4,4.0,0.8,0.0,0.0,1.0,0.2,5.0,1.0,1.0,6.0,0.17,1.0,5.0,0.2,0.0,2.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Cook,Drew",Drew,Cook,0,G,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Hall,Arlondo",Arlondo,Hall,0,G,13,60.0,4.615384615384615,13.0,1.0,2.0,0.15,2.0,0.15,1.0,0.08,1.0,0.08,3.0,0.2307692307692307,5.0,19.0,0.26,3.0,14.0,0.21,0.0,1.0,0.0
