season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goal_stats,penalty_stats,misc_stats,shot_stats,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Maddisen Selvage,Maddisen,Selvage,,745,Maddisen Selvage,"SELVAGE,MADDISEN",SELVAGEMADDISENVA. WESL,16,14,,,Batten,VA. WESL,1298-6231,0,2,0,0,0,1,4,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,12,1,11,9,821:00,41,0,1.000,,23,25,3,19,4,15,.920,1.19,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Haley Wise,Haley,Wise,,745,Haley Wise,"WISE,HALEY",WISEHALEYVA. WESL,16,14,,,Batten,VA. WESL,1298-6061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,2,13,14,815:00,44,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Gianna Delevan,Gianna,Delevan,,745,Gianna Delevan,"DELEVAN,GIANNA",DELEVANGIANNAVA. WESL,16,15,,,Batten,VA. WESL,1298-5856,0,1,0,0,0,0,12,1,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,25,0,27,6,875:00,44,0,1.000,,39,48,3,50,27,23,.813,3.13,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Gabriella Watton,Gabriella,Watton,,745,Gabriella Watton,"WATTON,GABRIELLA",WATTONGABRIELLAVA. WESL,0,0,,,Batten,VA. WESL,1298-5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Madelyn D'Agostino,Madelyn,D'Agostino,,745,Madelyn D'Agostino,"D'AGOSTINO,MADELYN",D'AGOSTINOMADELYNVA. WESL,10,4,,,Batten,VA. WESL,1298-6232,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,8,2,2,10,236:00,41,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Jasmine Gorney,Jasmine,Gorney,,745,Jasmine Gorney,"GORNEY,JASMINE",GORNEYJASMINEVA. WESL,17,17,,,Batten,VA. WESL,1298-5935,0,1,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,24,11,21,15,995:00,44,0,1.000,,9,13,3,9,3,6,.692,0.53,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Creelyn Bastinelli,Creelyn,Bastinelli,,745,Creelyn Bastinelli,"BASTINELLI,CREELYN",BASTINELLICREELYNVA. WESL,17,17,,,Batten,VA. WESL,1298-6066,0,5,0,0,0,3,15,0,5,5,0,0,0,9,2,0,0,0,0,0,0,0,0,33,28,45,14,995:00,44,0,1.000,,46,67,12,40,9,31,.687,2.35,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Reese Morgenthaler,Reese,Morgenthaler,,745,Reese Morgenthaler,"MORGENTHALER,REESE",MORGENTHALERREESEVA. WESL,17,17,,,Batten,VA. WESL,1298-6063,0,10,0,0,0,4,52,1,3,1,0,0,0,17,4,0,0,0,0,0,0,0,0,52,77,24,33,995:00,44,0,1.000,,102,129,21,82,13,69,.791,4.82,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Ashley Rosales,Ashley,Rosales,,745,Ashley Rosales,"ROSALES,ASHLEY",ROSALESASHLEYVA. WESL,2,0,,,Batten,VA. WESL,1298-6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,Old Dominion Athletic Conference (ODAC),odac,Batten,Vivian Spillman,Vivian,Spillman,,745,Vivian Spillman,"SPILLMAN,VIVIAN",SPILLMANVIVIANVA. WESL,13,0,,,Batten,VA. WESL,1298-6234,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,10,2,00:00,0,0,1.000,,7,10,2,6,0,6,.700,0.46,,,,,,,,,,,,,,,,,,
