conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Natalie Doan,0,0,01,30,0,22,100,8,36,16,14,66,3,16,23,326,24,28,52,41,0,39,0,0,0.22,0.22,0.88,2.20,1.73,0.77,0.53,0.10
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Jaden Lodice,0,*,03,31,30,54,141,22,74,34,14,144,3,44,78,926,45,85,130,58,0,65,0,0,0.38,0.30,0.41,4.65,4.19,2.52,1.42,0.10
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Sydney Brown,0,0,04,30,0,20,81,7,37,2,2,49,2,10,20,322,7,42,49,3,0,14,0,0,0.25,0.19,1.00,1.63,1.63,0.67,0.33,0.07
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Tatum Carney,0,0,15,31,0,34,113,6,22,11,5,79,0,28,52,435,24,50,74,27,0,59,0,0,0.30,0.27,0.45,2.55,2.39,1.68,0.90,0.00
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Cevyn Crutcher,0,0,20,23,5,21,84,0,2,24,8,50,2,12,28,462,25,60,85,34,0,30,0,0,0.25,0.00,0.33,2.17,3.70,1.22,0.52,0.09
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Lilly Smeltzer,0,0,21,17,0,12,27,0,0,14,6,30,1,7,6,131,13,29,42,13,0,15,0,0,0.44,0.00,0.43,1.76,2.47,0.35,0.41,0.06
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Hannah Ramsden,0,*,23,31,30,163,382,63,179,41,35,424,10,64,103,987,39,79,118,56,0,77,0,0,0.43,0.35,0.85,13.68,3.81,3.32,2.06,0.32
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Emily Grasseler,0,*,33,31,30,220,492,1,4,120,89,530,23,56,72,953,118,205,323,59,0,92,0,0,0.45,0.25,0.74,17.10,10.42,2.32,1.81,0.74
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Breanna Sommers,0,*,34,31,31,120,285,39,107,25,18,297,16,50,86,897,82,84,166,36,0,93,0,0,0.42,0.36,0.72,9.58,5.35,2.77,1.61,0.52
skyline_conference,Skyline Conference,2025-26,wbball,Merchant Marine,Carolae Barton,0,*,44,30,29,233,374,0,1,142,105,571,89,45,84,787,123,240,363,68,0,66,2,0,0.62,0.00,0.74,19.03,12.10,2.80,1.50,2.97
skyline_conference,Skyline Conference,2025-26,wbball,Manhattanville,"Mangan,Kaitlyn",0,G,00,23,0,23,54,2,12,24,14,62,0,15,32,204,4,30,34,13,0,8,0,0,0.43,0.17,0.58,2.70,1.48,1.39,0.65,0.00
skyline_conference,Skyline Conference,2025-26,wbball,Manhattanville,"Ford,Ryan",0,G,01,11,0,8,16,0,0,14,13,29,0,4,7,65,11,9,20,3,0,6,0,0,0.50,0.00,0.93,2.64,1.82,0.64,0.36,0.00
skyline_conference,Skyline Conference,2025-26,wbball,Manhattanville,"Avila,Aubry",0,G,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
skyline_conference,Skyline Conference,2025-26,wbball,Manhattanville,"Boston,Aniyah",0,G,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
