rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Crown,Tyler Smith,0,*,28,32.42857142857143,7.39,11.71,6.57,1.04,3.64,2.4642857142857144,7.696701590526646,-0.2499957441332074,3.7414675550399505,4.42253285404815,0.6420506635847174,6.840431160597359,1.5741851495745598
2,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Minnesota Morris,"Fish,Carvin",0,F,27,30.74074074074074,20.93,7.7,1.22,0.74,1.0,1.0740740740740742,6.791261707241097,2.373037456448848,1.8321212966874891,-0.31031680754299407,-0.061968339317999464,1.4219630457613075,-0.3749078734007506
3,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Northwestern,"Nyamari,Japheth",0,G,22,36.09090909090909,21.18,5.64,1.77,1.27,0.23,1.5454545454545454,5.845094939697232,2.421468645529019,0.8512601265612868,0.17623783056450665,1.1817985658101335,-0.15842348773254078,0.28597307548457196
4,umac,Upper Midwest Athletic Conference (UMAC),2025-26,North Central,"McNeal,Carrington",0,G,28,30.714285714285715,18.5,5.96,2.68,2.04,0.61,2.5714285714285716,5.619620198773937,1.9022862985895872,1.0036269102702116,0.9812645954332807,2.98878067326044,0.6215075287968908,1.7244006917829329
5,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Martin Luther,"Loberger,Adam",0,F,25,32.04,22.96,7.92,2.24,0.72,0.28,3.04,5.3153968390633235,2.766298711779836,1.9368734604873747,0.5920208849472801,-0.10890293951151396,-0.055800985557615534,2.3813433297075512
6,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Brockmann,Jack",0,G,27,31.88888888888889,12.41,7.48,3.26,1.63,1.37,2.5185185185185186,4.484033786305727,0.7225025325966242,1.7273691328876035,1.4943585774375538,2.0266213692933936,2.1813695618557545,1.6502201771121312
7,umac,Upper Midwest Athletic Conference (UMAC),2025-26,North Central,"McNeal,Carmello",0,G,29,31.13793103448276,16.52,3.97,2.0,2.0,0.28,1.793103448275862,4.2554954881144695,1.5187112810746335,0.05609597408033686,0.3797061337730978,2.894911472873411,-0.055800985557615534,0.6331797414876247
8,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Martin Luther,"Pearson,Benjamin",0,G,22,34.18181818181818,16.95,8.55,2.05,1.23,0.32,2.772727272727273,4.018388735696872,1.6020129262925276,2.2368455659143205,0.4239383736010523,1.0879293654231046,0.026297016182324596,2.0066238316895735
9,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Minnesota Morris,"Pieper,Kaden",0,G,27,31.185185185185187,17.67,6.56,2.19,1.22,0.19,2.407407407407407,3.9853792049616548,1.7414947508434202,1.2893146297244449,0.5477886451193253,1.0644620653263475,-0.24052148947248098,1.4944410963034473
10,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Bethany Lutheran,"Briggs,Max",0,G,27,30.40740740740741,17.85,3.74,2.37,1.63,0.04,2.1481481481481484,3.8446062808297947,1.776365206981143,-0.05341765171045268,0.707024708499962,2.0266213692933936,-0.5483889959972567,1.1309565744165206
11,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Crown,Anthony Knight,0,*,28,29.25,17.25,3.79,3.43,1.14,0.07,2.75,3.0660033440376155,1.6601303531887326,-0.0296103417559333,1.6447481928525998,0.8767236645522893,-0.48681549469230145,1.9747599287968878
12,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Northwestern,"Frazell,Noah",0,G,19,31.210526315789473,14.26,3.95,1.11,1.16,0.53,1.263157894736842,2.6873813905794024,1.0808933317898888,0.046573050098529065,-0.40762773516449413,0.9236582647458039,0.4573115253170105,-0.10981013939299167
13,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Minnesota Morris,"Thompson,Matt",0,F,25,27.8,14.32,7.68,1.68,0.72,0.56,2.8,2.0975889858707584,1.09251681716913,1.8225983727056811,0.09661979887418828,-0.10890293951151396,0.5188850266219657,2.044860515160795
14,umac,Upper Midwest Athletic Conference (UMAC),2025-26,Northwestern,"Hoefs,Jacob",0,G,25,29.2,11.88,6.48,1.76,1.0,0.24,1.72,2.013277803160366,0.619828411746662,1.2512229337972143,0.16739138259891573,0.5481814631976885,-0.1378989872975558,0.5306878497003944
