season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"DaPonte, Emelia",Emelia,DaPonte,,623,"DaPonte, Emelia","DAPONTE,EMELIA",Salve Regina,Salve,989-4159,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,135:00,0,.00,.00,6,1,0,1,1,1.000,0.00,5,0,135:00,2,2,.00,1.000,.500,2.50,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Lawless, Sabrina",Sabrina,Lawless,,623,"Lawless, Sabrina","LAWLESS,SABRINA",Salve Regina,Salve,989-3909,1,0,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,0,0,0,0,0,0.0,0.00,0,0,45:00,0,1,.00,0.000,.000,.00,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Fox, Molly",Molly,Fox,,623,"Fox, Molly","FOX,MOLLY",Salve Regina,Salve,989-4886,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Smith, Maddie",Maddie,Smith,,623,"Smith, Maddie","SMITH,MADDIE",Salve Regina,Salve,989-4894,2,2,2,0,2,0,0,3,3,2,0,1,0,0,1.50,1.50,1.00,.500,.000,2,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,88:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"DiIuro, Lana",Lana,DiIuro,,623,"DiIuro, Lana","DIIURO,LANA",Salve Regina,Salve,989-3958,2,0,3,0,3,0,0,2,4,4,0,2,0,0,2.00,1.00,2.00,1.000,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,33:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Overstreet, Taryn",Taryn,Overstreet,,623,"Overstreet, Taryn","OVERSTREET,TARYN",Salve Regina,Salve,989-4891,1,0,4,0,4,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Giampapa, Sydney",Sydney,Giampapa,,623,"Giampapa, Sydney","GIAMPAPA,SYDNEY",Salve Regina,Salve,989-3962,2,2,6,0,6,0,0,2,3,0,0,0,0,0,1.50,1.00,.00,.000,.000,2,0,0,0,0,0,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,87:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Epright, Alexandra",Alexandra,Epright,,623,"Epright, Alexandra","EPRIGHT,ALEXANDRA",Salve Regina,Salve,989-4443,2,0,7,0,7,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Veltri, Grace",Grace,Veltri,,623,"Veltri, Grace","VELTRI,GRACE",Salve Regina,Salve,989-4441,1,0,8,0,8,0,0,2,2,2,0,1,0,0,2.00,2.00,2.00,1.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Thompson, Isla",Isla,Thompson,,623,"Thompson, Isla","THOMPSON,ISLA",Salve Regina,Salve,989-4896,1,0,9,0,9,0,0,0,0,2,2,0,0,0,.00,.00,2.00,.000,2.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,21:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Doherty, Kay",Kay,Doherty,,623,"Doherty, Kay","DOHERTY,KAY",Salve Regina,Salve,989-4436,2,0,10,0,10,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,63:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Moreschi, Gianna",Gianna,Moreschi,,623,"Moreschi, Gianna","MORESCHI,GIANNA",Salve Regina,Salve,989-4438,2,0,11,0,11,0,0,4,7,6,0,3,0,0,3.50,2.00,3.00,1.500,.000,1,0,1,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Tacconi, Olivia",Olivia,Tacconi,,623,"Tacconi, Olivia","TACCONI,OLIVIA",Salve Regina,Salve,989-3665,2,2,12,0,12,0,0,3,5,0,0,0,0,0,2.50,1.50,.00,.000,.000,3,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,80:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Mulligan, Sophie",Sophie,Mulligan,,623,"Mulligan, Sophie","MULLIGAN,SOPHIE",Salve Regina,Salve,989-3965,1,0,13,0,13,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"DeSimone, Ava",Ava,DeSimone,,623,"DeSimone, Ava","DESIMONE,AVA",Salve Regina,Salve,989-3957,1,0,14,0,14,0,0,2,2,3,1,1,0,0,2.00,2.00,3.00,1.000,1.000,1,0,0,0,0,1,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,24:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Snoke, Ellie",Ellie,Snoke,,623,"Snoke, Ellie","SNOKE,ELLIE",Salve Regina,Salve,989-4440,2,2,15,0,15,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,112:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Hartsburg, Chelsea",Chelsea,Hartsburg,,623,"Hartsburg, Chelsea","HARTSBURG,CHELSEA",Salve Regina,Salve,989-4887,2,0,16,0,16,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,114:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Jessuck, Paige",Paige,Jessuck,,623,"Jessuck, Paige","JESSUCK,PAIGE",Salve Regina,Salve,989-4437,2,2,17,0,17,0,0,3,5,2,0,1,1,1,2.50,1.50,1.00,.500,.000,2,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,89:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Mastroianni, Sienna",Sienna,Mastroianni,,623,"Mastroianni, Sienna","MASTROIANNI,SIENNA",Salve Regina,Salve,989-4890,2,0,18,0,18,0,0,2,4,4,0,2,0,0,2.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,43:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Hudson, Maddie",Maddie,Hudson,,623,"Hudson, Maddie","HUDSON,MADDIE",Salve Regina,Salve,989-3366,2,2,19,0,19,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,118:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Ranieri, Mya",Mya,Ranieri,,623,"Ranieri, Mya","RANIERI,MYA",Salve Regina,Salve,989-4892,2,0,20,0,20,0,0,1,3,3,1,1,0,0,1.50,.50,1.50,.500,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,47:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Salve Regina,"Leclerc, Quinn",Quinn,Leclerc,,623,"Leclerc, Quinn","LECLERC,QUINN",Salve Regina,Salve,989-4889,1,0,21,0,21,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,21:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
