season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Landmark Conference,landmark_conference,Scranton,John Heitzman,John,Heitzman,,633,John Heitzman,0,0SCRANTON,42,42,,,172,43,63,61,12,5,10,11,3,6,12,4,10,7,2,4,0,0,0,1,0,3,0,0.415,115,195,17,.588,.366,.669,73,0,4,0,0,0,0,0,0,77,.948,0,.000,,3,6,41,59,"22,71",0.31,22,71,"47,116",0.41,47,116,"33,79",0.42,33,79,"16,54",0.30,16,54,0,0,0,0,"13,24","16,20","67,128",208,0,0,0,0,0,0,0,15,51,0,,Scranton,SCRANTON,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.536607747944474,1,99,batting
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,Q. Perilli,Q.,Perilli,,211,Q. Perilli,0,0ETOWN,42,42,,,151,55,56,51,10,2,8,30,11,17,16,4,12,2,3,2,0,0,0,4,2,5,0,0.515,94,203,14,.857,.371,.623,168,11,3,0,0,5,1,13,0,182,.984,6,.833,,2,5,26,55,"12,39",0.31,12,39,"37,100",0.37,37,100,"26,59",0.44,26,59,"8,26",0.31,8,26,0,0,0,0,"17,27","8,17","60,120",224,0,0,0,0,0,0,0,10,35,0,,Elizabethtown,ETOWN,0,False,42,1,7,2,2,0,1,0,0,0,34.0,24,23,14,30,5,2,2,6.09,139,159,1,3,0,2,1,0,1,14,.302,34,34,1,"0,3","3,6","1,3",0,"2,5",11.316734005120235,2,99,batting
2025-26,baseball,Landmark Conference,landmark_conference,Catholic,M. Johnson,M.,Johnson,,124,M. Johnson,0,0CATHOLIC,46,46,,,173,42,54,50,10,0,13,47,3,2,34,13,1,0,0,3,0,0,0,2,0,4,0,0.458,103,225,1,1.000,.312,.595,143,8,2,0,0,0,0,5,0,153,.987,0,.000,,4,6,33,50,"18,50",0.36,18,50,"37,93",0.40,37,93,"24,62",0.39,24,62,"8,24",0.33,8,24,0,0,0,0,"11,45","9,16","61,108",9,0,0,0,0,0,0,0,7,25,0,,Catholic,CATHOLIC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.616988789341116,3,99,batting
2025-26,baseball,Landmark Conference,landmark_conference,Wilkes,Luke Spencer,Luke,Spencer,,784,Luke Spencer,0,0WUBB,40,40,,,136,35,48,45,9,1,7,34,3,14,35,17,16,4,2,3,0,0,0,2,1,3,0,0.513,80,189,20,.800,.353,.588,33,78,5,0,0,0,0,7,0,116,.957,0,.000,,4,4,24,30,"18,52",0.35,18,52,"32,79",0.41,32,79,"24,62",0.39,24,62,"11,29",0.38,11,29,0,0,0,0,"11,18","14,20","56,95",159,0,0,0,0,0,0,0,14,24,0,,Wilkes,WUBB,1002-4185,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.694950853531342,4,98,batting
2025-26,baseball,Landmark Conference,landmark_conference,Moravian,Cole Cherkas,Cole,Cherkas,,443,Cole Cherkas,0,0MOR,37,36,,,121,30,39,28,14,1,9,34,4,4,29,16,0,2,1,1,0,0,0,4,1,4,0,0.481,82,161,2,.000,.322,.678,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,3,27,27,"5,28",0.18,5,28,"19,62",0.31,19,62,"7,37",0.19,7,37,"8,25",0.32,8,25,0,0,0,0,"11,22","8,15","48,80",15,0,0,0,0,0,0,0,12,23,0,,Moravian,MOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.770961952502718,5,98,batting
2025-26,baseball,Landmark Conference,landmark_conference,Lycoming,Brody Lindsey,Brody,Lindsey,,373,Brody Lindsey,0,0LYCOBB,41,41,,,157,32,51,42,8,0,11,21,3,1,18,4,3,0,0,3,0,0,0,2,0,3,0,0.401,92,182,3,1.000,.325,.586,22,80,6,0,0,0,0,9,0,108,.944,0,.000,,3,4,26,62,"10,49",0.20,10,49,"37,108",0.34,37,108,"21,67",0.31,21,67,"7,28",0.25,7,28,0,0,0,0,"14,32","12,18","52,114",8,0,0,0,0,0,0,0,11,45,0,,Lycoming,LYCOBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.358377115607544,6,98,batting
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,D. Woolley,D.,Woolley,,211,D. Woolley,0,0ETOWN,37,37,,,137,50,52,33,5,2,4,38,1,8,12,6,17,1,0,2,0,0,0,0,0,1,0,0.530,73,185,18,.944,.380,.533,39,116,6,0,0,0,0,21,0,161,.963,0,.000,,7,2,32,36,"15,33",0.45,15,33,"26,65",0.40,26,65,"20,48",0.42,20,48,"8,22",0.36,8,22,0,0,0,0,"34,67","11,17","46,75",111,0,0,0,0,0,0,0,12,22,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.803130610679184,7,97,batting
2025-26,baseball,Landmark Conference,landmark_conference,Catholic,S. Thomas,S.,Thomas,,124,S. Thomas,0,0CATHOLIC,45,44,,,177,59,69,34,17,3,3,15,1,24,29,9,9,1,0,2,0,0,0,1,1,2,0,0.495,101,218,10,.900,.390,.571,193,16,2,6,0,28,7,0,0,211,.991,35,.800,,3,9,42,34,"16,50",0.32,16,50,"34,78",0.44,34,78,"19,47",0.40,19,47,"12,30",0.40,12,30,0,0,0,0,"40,78","9,12","57,90",32,0,0,0,"1,1",1.00,1,1,9,37,0,,Catholic,CATHOLIC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.510272925584472,8,97,batting
2025-26,baseball,Landmark Conference,landmark_conference,Drew,Mike Gallaro,Mike,Gallaro,,190,Mike Gallaro,0,0DREW,27,18,,,63,14,27,24,5,0,2,6,0,2,13,4,0,0,4,1,0,0,0,2,0,5,0,0.486,38,76,0,.000,.429,.603,100,16,5,6,1,50,6,0,0,121,.959,56,.893,,3,1,16,10,"7,17",0.41,7,17,"20,38",0.53,20,38,"12,26",0.46,12,26,"8,20",0.40,8,20,0,0,0,0,"11,18","6,12","29,44",23,0,0,0,2,0,0,0,11,14,0,,Drew,DREW,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.207497544791058,9,97,batting
2025-26,baseball,Landmark Conference,landmark_conference,Susquehanna,Tony Rossi,Tony,Rossi,,685,Tony Rossi,0,0SU,39,39,,,150,43,52,30,11,0,6,33,9,5,26,4,5,0,2,1,0,0,0,4,0,5,0,0.476,81,191,5,1.000,.347,.540,239,40,9,0,0,3,0,20,0,288,.969,3,1.000,,7,8,38,30,"10,50",0.20,10,50,"26,85",0.31,26,85,"16,47",0.34,16,47,"8,35",0.23,8,35,0,0,0,0,"11,20","8,10","51,100",25,0,0,0,0,0,0,0,8,40,0,,Susquehanna,SU,0,False,13,1,3,1,1,0,0,0,0,0,15.0,9,8,13,9,1,1,0,4.80,53,72,4,5,0,1,0,0,0,2,.245,17,13,1,"2,3","4,9","1,4",0,"0,1",6.770471300075823,10,96,batting
