conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Brad Stolt,,,,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,65,48,0,1,2,699:00,146,155,1.000,1,2,0,4,3,1,.500,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Drew Clinch,,,,10,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,18,0,13,4,39:00,17,0,1.000,25,39,0,24,13,11,.641,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Jacob Sargent,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Dean Sinkler,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,04:00,17,0,1.000,6,9,0,4,2,2,.667,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Brian Peabody,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,62,32,36,0,6,3,07:00,58,94,1.000,2,9,0,5,5,0,.222,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Owen Giorgio,,,,10,10,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,15,28,748:00,141,1,1.000,16,26,0,17,11,6,.615,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Caleb Kirchner,,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,4,12,705:00,137,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Evan Carmody,,,,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,90:00,71,0,1.000,12,13,0,7,0,7,.923,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Matt Richardson,,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,13,711:00,176,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Connor Chase,,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,11,6,723:00,140,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Jack Kaszubinski,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,23:00,35,0,1.000,3,3,0,2,1,1,1.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Odin Burk,,,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,241:00,48,0,1.000,0,0,0,0,0,0,.000,9,269:35,51,38,0,2,1,0,2,0,0,140,11.35,.427
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Sean Lyne,,,,9,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,15,0,23,2,201:00,25,0,1.000,27,43,0,14,6,8,.628,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Danny Carter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Taylor Schwalje,,,,6,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,7,0,410:00,63,2,1.000,7,13,0,7,4,3,.538,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Nolan Humphreys,,,,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,18,0,8,5,23:00,11,0,1.000,16,24,0,6,1,5,.667,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Aidan Byers,,,,9,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,4,5,51:00,58,0,1.000,3,3,0,4,1,3,1.000,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Jeremy Rousseau,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,49:00,48,0,1.000,0,0,0,1,1,0,.000,3,60:00,6,11,0,2,0,0,0,0,0,33,6.00,.647
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Drew Held,,,,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,329:00,119,0,1.000,2,3,0,3,1,2,.667,,,,,,,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,mlax,Husson ,Colin Stagg,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60:00,0,0,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
