conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,z_shot_stats_goals,z_shot_stats_assists,z_shot_stats_points,z_shot_stats_shots_on_goal,z_caution_stats_yellow_cards,z_caution_stats_red_cards,composite_score,global_rank,rating
landmark_conference,Landmark Conference,2025-26,wsoc,Juniata,Naomi Rich,0,,6.0,16,7,0.0,0.0,5.0,7.0,6.0,0.0,3.0,0.0,0.0,0.44,0.31,0.38,0.188,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.188,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,,799:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1735,75
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wsoc,Tufts,"Lu, Camille",0,,3.0,20,0,0.0,0.0,5.0,11.0,6.0,0.0,3.0,1.0,1.0,0.55,0.25,0.3,0.15,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,451:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1736,75
ll,Liberty League (LL),2025-26,wsoc,St. Lawrence,"Freeman, Barrett",0,,7.0,14,0,0.0,0.0,5.0,6.0,6.0,0.0,3.0,0.0,0.0,0.43,0.36,0.43,0.214,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,331:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1737,75
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wsoc,UW-La Crosse,"Pikarski, Emily",0,,19.0,11,0,0.0,0.0,5.0,7.0,6.0,0.0,3.0,0.0,0.0,0.64,0.45,0.55,0.273,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,,235:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1738,75
arc,American Rivers Conference (ARC),2025-26,wsoc,Nebraska Wesleyan,"Parker, Emma",0,,17.0,15,15,0.0,0.0,5.0,11.0,6.0,0.0,3.0,0.0,0.0,0.73,0.33,0.4,0.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.133,8.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,,1296:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1739,75
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wsoc,Mount St. Joseph,"Birri, Elizabeth",0,,16.0,17,13,0.0,0.0,5.0,9.0,6.0,0.0,3.0,0.0,0.0,0.53,0.29,0.35,0.176,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.059,10.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,,1296:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1740,75
ncac,North Coast Athletic Conference (NCAC),2025-26,wsoc,Ohio Wesleyan,"Douglas-Arnold, Beatrice",0,,14.0,18,17,0.0,0.0,5.0,9.0,6.0,0.0,3.0,0.0,0.0,0.5,0.28,0.33,0.167,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.056,3.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,,1457:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1741,75
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wsoc,Franklin,"Barker, Lauren",0,,11.0,12,12,0.0,0.0,5.0,9.0,6.0,0.0,3.0,0.0,0.0,0.75,0.42,0.5,0.25,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,,772:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.07937873810301917,-0.3816427271025709,-0.07834215231130172,1.0556930378013236,1742,75
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wsoc,Mount St. Joseph,"Callahan, Payge",0,,11.0,16,15,0.0,0.0,14.0,21.0,4.0,2.0,1.0,0.0,0.0,1.31,0.88,0.25,0.063,0.125,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,,1042:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.012915080021922305,0.8090364320455103,0.21616787005040455,1.2926855782287399,-0.3816427271025709,-0.07834215231130172,1.0518483170808723,1743,75
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wsoc,UW-Superior,"Crystal, Brynne",0,,9.0,23,23,0.0,0.0,14.0,27.0,4.0,2.0,1.0,0.0,0.0,1.17,0.61,0.17,0.043,0.087,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.043,13.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,,1599:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.012915080021922305,0.8090364320455103,0.21616787005040455,1.2926855782287399,-0.3816427271025709,-0.07834215231130172,1.0518483170808723,1744,75
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wsoc,UW-Stout,"Reelfs, Berklee",0,,25.0,20,14,0.0,0.0,14.0,22.0,4.0,2.0,1.0,0.0,0.0,1.1,0.7,0.2,0.05,0.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,,1018:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.012915080021922305,0.8090364320455103,0.21616787005040455,1.2926855782287399,-0.3816427271025709,-0.07834215231130172,1.0518483170808723,1745,75
mwc,Midwest Conference (MWC),2025-26,wsoc,Lake Forest,"Mulcahy, Caitlin",0,,18.0,22,22,0.0,0.0,11.0,25.0,5.0,3.0,1.0,0.0,0.0,1.14,0.5,0.23,0.045,0.136,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.41,0.09,0.0,0.0,0.0,,1282:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.012915080021922305,1.458315249072333,0.3980184775976396,0.8882499648534996,2.966511259134707,-0.07834215231130172,1.0505286936720728,1746,75
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wsoc,Saint Mary's,"Reyda, Grace",0,,4.0,14,13,0.0,0.0,11.0,16.0,5.0,3.0,1.0,0.0,0.0,1.14,0.79,0.36,0.071,0.214,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.79,0.14,0.0,0.0,0.0,,950:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.012915080021922305,1.458315249072333,0.3980184775976396,0.8882499648534996,2.966511259134707,-0.07834215231130172,1.0505286936720728,1747,75
nac,North Atlantic Conference (NAC),2025-26,wsoc,UMaine-Presque Isle,"Doughty, Abby",0,,20.0,15,15,0.0,0.0,14.0,22.0,6.0,0.0,3.0,0.0,0.0,1.47,0.93,0.4,0.2,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.067,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,,1085:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,1.2926855782287399,1.2924342660160681,-0.07834215231130172,1.0472428568586718,1748,75
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Endicott College,"Miller, Lily",0,,20.0,20,17,0.0,0.0,14.0,29.0,6.0,0.0,3.0,1.0,1.0,1.45,0.7,0.3,0.15,0.0,11.0,1.0,0.0,0.0,1.0,2.0,1.0,0.05,4.0,0.0,1.0,0.0,0.2,0.05,0.0,0.0,0.0,,982:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,1.2926855782287399,1.2924342660160681,-0.07834215231130172,1.0472428568586718,1749,74
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,Occidental,"Merkelbach, Mia",0,,18.0,9,9,0.0,0.0,9.0,22.0,6.0,0.0,3.0,0.0,0.0,2.44,1.0,0.67,0.333,0.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,0.222,13.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,,404:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.047188281231249,1750,74
centennial_conference,Centennial Conference,2025-26,wsoc,Franklin & Marshall,"Craig, Grace",0,,18.0,20,17,0.0,0.0,6.0,23.0,4.0,4.0,0.0,0.0,0.0,1.15,0.3,0.2,0.0,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.1,0.05,0.0,0.0,0.0,,1580:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,2.1075940660991557,0.21616787005040455,0.21419060922809924,1.2924342660160681,-0.07834215231130172,1.043575327141991,1751,74
lec,Little East Conference (LEC),2025-26,wsoc,Eastern Connecticut,"Hayes, Gisella",0,,6.0,16,4,0.0,0.0,9.0,15.0,5.0,1.0,2.0,0.0,0.0,0.94,0.56,0.31,0.125,0.063,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.063,5.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,,708:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1752,74
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wsoc,UW-Oshkosh,"Heun, Maris",0,,16.0,18,4,0.0,0.0,9.0,14.0,5.0,1.0,2.0,0.0,0.0,0.78,0.5,0.28,0.111,0.056,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,,451:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1753,74
mwc,Midwest Conference (MWC),2025-26,wsoc,Illinois Col.,"Love, Abby",0,,12.0,20,5,0.0,0.0,9.0,15.0,5.0,1.0,2.0,0.0,0.0,0.75,0.45,0.25,0.1,0.05,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,13.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,,999:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1754,74
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wsoc,Cairn University,"Condurso, Juliana",0,,5.0,11,11,0.0,0.0,9.0,17.0,5.0,1.0,2.0,0.0,0.0,1.55,0.82,0.45,0.182,0.091,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.091,10.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,,882:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1755,74
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wsoc,Emerson,"Cohen, Tatum",0,,4.0,19,2,0.0,0.0,9.0,14.0,5.0,1.0,2.0,0.0,0.0,0.74,0.47,0.26,0.105,0.053,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.053,7.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,,704:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1756,74
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wsoc,Trine,"White, Lilly",0,,8.0,18,12,0.0,0.0,9.0,15.0,5.0,1.0,2.0,0.0,0.0,0.83,0.5,0.28,0.111,0.056,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,,778:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1757,74
mac,Middle Atlantic Conferences (MAC),2025-26,wsoc,Lebanon Valley,"Noonan, Kalei",0,,19.0,19,19,0.0,0.0,9.0,26.0,5.0,1.0,2.0,0.0,0.0,1.37,0.47,0.26,0.105,0.053,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.053,13.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,,1403:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1758,74
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wsoc,Blackburn,Amelia Brown,0,,11.0,17,17,0.0,0.0,9.0,20.0,5.0,1.0,2.0,0.0,0.0,1.18,0.53,0.29,0.118,0.059,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.118,14.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,,1211:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1759,74
arc,American Rivers Conference (ARC),2025-26,wsoc,Nebraska Wesleyan,"Jantzen, Lexi",0,,18.0,15,12,0.0,0.0,9.0,11.0,5.0,1.0,2.0,0.0,0.0,0.73,0.6,0.33,0.133,0.067,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,814:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1760,74
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wsoc,Cedar Crest College,Lizzy DeNunzio,0,,15.0,10,10,0.0,0.0,9.0,13.0,5.0,1.0,2.0,0.0,0.0,1.3,0.9,0.5,0.2,0.1,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,815:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.6186262226033394,-0.3816427271025709,-0.07834215231130172,1.04028949032859,1761,74
mac,Middle Atlantic Conferences (MAC),2025-26,wsoc,York,Mackenzie Hanley,0,,30.0,20,20,0.0,0.0,6.0,13.0,6.0,2.0,2.0,0.0,0.0,0.65,0.3,0.3,0.1,0.1,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,3.0,0.0,2.0,0.0,0.15,0.1,0.0,0.0,0.0,,1754:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.8090364320455103,0.5798690851448746,0.21419060922809924,2.966511259134707,-0.07834215231130172,1.0389698669197904,1762,74
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wsoc,Alma,Aaleyah Marcellus,0,,32.0,17,0,0.0,0.0,4.0,9.0,6.0,0.0,3.0,0.0,0.0,0.53,0.24,0.35,0.176,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.059,10.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,,375:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,-0.055433133022060925,-0.3816427271025709,-0.07834215231130172,1.0287306635763076,1763,74
saa,Southern Athletic Association (SAA),2025-26,wsoc,Oglethorpe,"Gross, Rowan",0,,7.0,12,1,0.0,0.0,4.0,8.0,6.0,0.0,3.0,0.0,0.0,0.67,0.33,0.5,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,379:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,-0.055433133022060925,-0.3816427271025709,-0.07834215231130172,1.0287306635763076,1764,74
skyline_conference,Skyline Conference,2025-26,wsoc,Purchase,Kelly Casas,0,,16.0,11,2,0.0,0.0,4.0,4.0,6.0,0.0,3.0,0.0,0.0,0.36,0.36,0.55,0.273,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,,406:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,-0.055433133022060925,-0.3816427271025709,-0.07834215231130172,1.0287306635763076,1765,74
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wsoc,Millikin,"Smith, Alanna",0,,21.0,13,1,0.0,0.0,4.0,4.0,6.0,0.0,3.0,0.0,0.0,0.31,0.31,0.46,0.231,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,,254:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,-0.055433133022060925,-0.3816427271025709,-0.07834215231130172,1.0287306635763076,1766,74
e8,Empire 8 (E8),2025-26,wsoc,St. John Fisher,"Quintern, Ava",0,,6.0,13,0,0.0,0.0,4.0,5.0,6.0,0.0,3.0,0.0,0.0,0.38,0.31,0.46,0.231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,,276:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,-0.055433133022060925,-0.3816427271025709,-0.07834215231130172,1.0287306635763076,1767,74
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wsoc,Minnesota Morris,"Cordova, Ziviara",0,,15.0,15,13,0.0,0.0,10.0,15.0,5.0,3.0,1.0,1.0,0.0,1.0,0.67,0.33,0.067,0.2,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,2.0,0.0,0.93,0.13,0.0,0.0,0.0,,1229:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.012915080021922305,1.458315249072333,0.3980184775976396,0.7534380937284195,2.966511259134707,-0.07834215231130172,1.0235663194470568,1768,74
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Mount Union,"Washburn, Rachel",0,,7.0,17,10,0.0,0.0,13.0,27.0,6.0,0.0,3.0,1.0,0.0,1.59,0.76,0.35,0.176,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,0.59,0.06,0.0,0.0,0.0,,910:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,1.1578737071036598,1.2924342660160681,-0.07834215231130172,1.0202804826336558,1769,74
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wsoc,Greensboro,"Friedlander, Claire",0,,10.0,20,20,0.0,0.0,13.0,24.0,6.0,0.0,3.0,1.0,1.0,1.2,0.65,0.3,0.15,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.2,0.05,0.0,0.0,0.0,,1133:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,1.1578737071036598,1.2924342660160681,-0.07834215231130172,1.0202804826336558,1770,74
nwc,Northwest Conference (NWC),2025-26,wsoc,Lewis & Clark,"Vanek, Mischa",0,,17.0,20,19,0.0,0.0,13.0,32.0,6.0,0.0,3.0,0.0,0.0,1.6,0.65,0.3,0.15,0.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,1.4,0.05,0.0,0.0,0.0,,1170:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.8879905019950958,-0.48952120200813487,0.5798690851448746,1.1578737071036598,1.2924342660160681,-0.07834215231130172,1.0202804826336558,1771,74
saa,Southern Athletic Association (SAA),2025-26,wsoc,Trinity,"Boven, Kayla",0,,24.0,20,20,0.0,0.0,5.0,7.0,4.0,4.0,0.0,0.0,0.0,0.35,0.25,0.2,0.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.25,0.05,0.0,0.0,0.0,,1380:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,2.1075940660991557,0.21616787005040455,0.07937873810301917,1.2924342660160681,-0.07834215231130172,1.016612952916975,1772,74
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wsoc,Earlham,Diane Scalise,0,,9.0,17,17,0.0,0.0,8.0,14.0,5.0,1.0,2.0,0.0,0.0,0.82,0.47,0.29,0.118,0.059,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.059,3.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,,1221:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1773,74
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Curci, Gianna",0,,17.0,18,0,0.0,0.0,8.0,13.0,5.0,1.0,2.0,0.0,0.0,0.72,0.44,0.28,0.111,0.056,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,,330:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1774,74
aec,Atlantic East Conference (AEC),2025-26,wsoc,Saint Elizabeth University,"Delgado, Mileyshka",0,,7.0,10,10,0.0,0.0,8.0,13.0,5.0,1.0,2.0,0.0,0.0,1.3,0.8,0.5,0.2,0.1,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,829:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1775,74
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wsoc,Franklin,"Norris, Jetta",0,,37.0,16,11,0.0,0.0,8.0,10.0,5.0,1.0,2.0,0.0,0.0,0.63,0.5,0.31,0.125,0.063,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.063,5.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,,828:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1776,74
saa,Southern Athletic Association (SAA),2025-26,wsoc,Sewanee,"del Balzo, Fiamma",0,,27.0,14,0,0.0,0.0,8.0,15.0,5.0,1.0,2.0,0.0,0.0,1.07,0.57,0.36,0.143,0.071,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,,301:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1777,74
skyline_conference,Skyline Conference,2025-26,wsoc,Farmingdale State,"Boes, Taylor",0,,2.0,20,16,0.0,0.0,8.0,18.0,5.0,1.0,2.0,0.0,0.0,0.9,0.4,0.25,0.1,0.05,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,,1195:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1778,74
nwc,Northwest Conference (NWC),2025-26,wsoc,Willamette,"Rodriguez, Samantha",0,,26.0,16,9,0.0,0.0,8.0,14.0,5.0,1.0,2.0,0.0,0.0,0.88,0.5,0.31,0.125,0.063,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,,787:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4375377109865867,0.1597576150186877,0.3980184775976396,0.4838143514782594,-0.3816427271025709,-0.07834215231130172,1.013327116103574,1779,74
