conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,z_shot_stats_goals,z_shot_stats_assists,z_shot_stats_points,z_shot_stats_shots_on_goal,z_caution_stats_yellow_cards,z_caution_stats_red_cards,composite_score,global_rank,rating
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wsoc,UW-Oshkosh,"Morrey, Kylie",0,,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,01:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4377,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Heidelberg,"Sturgeon, Malana",0,,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32:00,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,32:39,0.0,1.0,0.0,1.0,0.0,4.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4378,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Heidelberg,"Garcia, Ava",0,,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,06:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4379,60
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Hamline,"Poulakos, Alyssa",0,,29.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4380,60
uaa,University Athletic Association (UAA),2025-26,wsoc,Rochester,Riley Lopus,0,,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,06:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4381,60
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Hamline,"Heil, Lorna",0,,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4382,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Heidelberg,"Fletcher, Alli",0,,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4383,60
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wsoc,Penn State Harrisburg,McKenzie Grady,0,,4.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4384,60
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wsoc,Clark,"Zimmerman, Amit",0,,29.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4385,60
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wsoc,Northwestern,"Brenteson, Sophia",0,,24.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4386,60
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Gustavus,"Schlauderaff, Taylor",0,,14.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4387,60
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Saint Mary's,"Kubalek, Madison",0,,31.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4388,60
mac,Middle Atlantic Conferences (MAC),2025-26,wsoc,Delaware Valley,"Horsburgh, Lennix",0,,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,08:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4389,60
aec,Atlantic East Conference (AEC),2025-26,wsoc,Immaculata,"Shuster, Jocelyn",0,,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4390,60
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,Whittier,"Kowalewski, Emily",0,,34.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,03:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4391,60
arc,American Rivers Conference (ARC),2025-26,wsoc,Loras,"Lake, Shelby",0,,15.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,03:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4392,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Baldwin Wallace,"Ostrander, Kendall",0,,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,11:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4393,60
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Endicott College,"Fletcher, Nola",0,,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4394,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Baldwin Wallace,"Becker, Jordyn",0,,15.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4395,60
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Endicott College,"Peters, Olivia",0,,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,1.0,21:27,0.0,1.0,1.0,0.0,0.0,0.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4396,60
aec,Atlantic East Conference (AEC),2025-26,wsoc,Immaculata,"Evans, Payton",0,,10.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,08:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4397,60
landmark_conference,Landmark Conference,2025-26,wsoc,Elizabethtown,Riley Sharpnack,0,,8.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,16:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4398,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Ohio Northern,"Gramke, Emma",0,,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:33,0.0,1.0,0.0,0.0,0.0,0.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4399,60
arc,American Rivers Conference (ARC),2025-26,wsoc,Loras,"Pate, Ashley",0,,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,05:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4400,60
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wsoc,UW-Platteville,"Reinheimer, Maya",0,,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,09:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4401,60
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,Chapman,Bella Ioannou,0,,8.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4402,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Baldwin Wallace,"Goodman, Savanna",0,,22.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,16:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4403,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Baldwin Wallace,"McKee, Madi",0,,24.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,02:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4404,60
landmark_conference,Landmark Conference,2025-26,wsoc,Drew,Emma Ostervich,0,,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,04:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4405,60
mac,Middle Atlantic Conferences (MAC),2025-26,wsoc,Lebanon Valley,"Alvarez, Mari",0,,25.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,03:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4406,60
ncac,North Coast Athletic Conference (NCAC),2025-26,wsoc,Kenyon,"Kyle, Abby",0,,21.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,03:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4407,60
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Saint Mary's,"Howard, Erica",0,,11.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4408,60
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,Whittier,"Lopez, Mariana",0,,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4409,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Ohio Northern,"Fabian, Nadia",0,,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24:00,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5,7.5,2.0,2.0,24:47,0.0,1.0,2.0,0.5,0.0,2.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4410,60
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wsoc,Penn College,Wiley Egan,0,,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4411,60
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,Chapman,"Castillo, Kelsey",0,,32.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,24:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4412,60
arc,American Rivers Conference (ARC),2025-26,wsoc,Loras,"Arhos, Georgia",0,,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:18,0.0,1.0,0.0,0.0,0.0,0.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4413,60
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Western New England University,"Crowell, Dyllan",0,,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4414,60
landmark_conference,Landmark Conference,2025-26,wsoc,Drew,Leael Avni,0,,38.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42:00,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,42:01,0.0,1.0,0.0,1.0,0.0,1.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4415,60
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Western New England University,"Conger, Ashley",0,,24.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,07:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4416,60
pac,Presidents Athletic Conference (PAC),2025-26,wsoc,Allegheny,Mila O'Brion,0,,99.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:29,0.0,1.0,0.0,0.0,0.0,0.0,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4417,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Otterbein,Kamryn Mikolajewski,0,,34.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4418,60
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Otterbein,Dema Wali,0,,35.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,-0.48952120200813487,-0.5112345601385355,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.11942497580476706,4419,60
