conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Magner,Gillian",0,G,02,13,0,5,13,0,4,5,4,14,1,5,5,72,1,1,2,5,0,7,0,0,0.38,0.00,0.80,1.08,0.15,0.38,0.38,0.08
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Cooch,Abby",0,G,03,26,26,114,302,41,132,87,72,341,4,41,102,760,9,83,92,42,0,61,2,0,0.38,0.31,0.83,13.12,3.54,3.92,1.58,0.15
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Zittel,Jess",0,G,05,15,0,10,34,6,22,7,5,31,1,2,9,110,5,13,18,17,0,7,0,0,0.29,0.27,0.71,2.07,1.20,0.60,0.13,0.07
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Grudzien,Hannah",0,F,10,17,0,20,47,0,10,18,11,51,5,7,5,142,11,12,23,22,0,9,0,0,0.43,0.00,0.61,3.00,1.35,0.29,0.41,0.29
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Taute,Ada",0,G,11,26,26,140,298,20,81,94,53,353,10,60,89,746,62,110,172,53,0,47,0,0,0.47,0.25,0.56,13.58,6.62,3.42,2.31,0.38
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Mitchell,Violet",0,G,12,26,17,61,168,20,82,43,32,174,2,26,37,506,44,43,87,37,0,30,1,0,0.36,0.24,0.74,6.69,3.35,1.42,1.00,0.08
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Arguelles,Izzy",0,G,14,10,0,5,23,2,8,0,0,12,0,7,4,56,4,4,8,5,0,6,0,0,0.22,0.25,0.00,1.20,0.80,0.40,0.70,0.00
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Gaffney,Maeve",0,G,15,11,0,4,15,2,8,0,0,10,0,4,1,48,3,10,13,6,0,5,0,0,0.27,0.25,0.00,0.91,1.18,0.09,0.36,0.00
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Kress,Morgan",0,F,20,23,0,36,77,0,2,27,12,84,15,8,8,297,36,42,78,35,1,19,0,0,0.47,0.00,0.44,3.65,3.39,0.35,0.35,0.65
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Elliott,Jamie",0,G,21,12,0,2,13,2,7,6,6,12,1,3,3,46,7,3,10,4,0,3,0,0,0.15,0.29,1.00,1.00,0.83,0.25,0.25,0.08
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Houpt,Katie",0,G,22,11,0,2,12,1,11,0,0,5,0,2,3,52,1,7,8,1,0,3,0,0,0.17,0.09,0.00,0.45,0.73,0.27,0.18,0.00
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Mad-toingué,Anelly",0,C,23,26,26,83,168,0,0,52,32,198,66,26,15,540,105,153,258,57,0,42,2,0,0.49,0.00,0.62,7.62,9.92,0.58,1.00,2.54
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Dorighi,Molly",0,G,24,26,22,43,135,7,39,85,56,149,1,47,29,511,46,51,97,62,0,43,1,0,0.32,0.18,0.66,5.73,3.73,1.12,1.81,0.04
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Dressell,Grace",0,F,25,11,0,3,13,0,1,6,5,11,2,2,5,42,10,9,19,6,0,11,0,0,0.23,0.00,0.83,1.00,1.73,0.45,0.18,0.18
ncac,North Coast Athletic Conference (NCAC),2025-26,wbball,Denison,"Moore,Adelyn",0,G,30,26,2,76,217,36,118,50,31,219,2,29,24,411,44,86,130,47,0,37,1,0,0.35,0.31,0.62,8.42,5.00,0.92,1.12,0.08
