season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Dhayer, Jozie",Jozie,Dhayer,,715,"Dhayer, Jozie","DHAYER, JOZIE",Trinity,TrinTX,1323-2684,105,13,1,0,1,0,.200,40,1,9,480,19,1348,0,18,36,390,0,0,10,1,221,0,0,0,0,27,0,0.09,4.57,2.10,0.00,0.17,0.26,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Rodriguez, Jenna",Jenna,Rodriguez,,715,"Rodriguez, Jenna","RODRIGUEZ, JENNA",Trinity,TrinTX,1323-2689,103,0,3,0,3,0,.037,54,3,5,142,2,497,0,34,22,470,0,0,537,23,477,0,0,0,0,39,0,0.05,1.38,4.63,0.00,0.33,0.38,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Whatley, Reagan",Reagan,Whatley,,715,"Whatley, Reagan","WHATLEY, REAGAN",Trinity,TrinTX,1323-2690,108,62,7,0,7,0,.244,1061,116,375,22,0,125,0,48,46,460,0,0,528,27,335,55,2,53,2,451.5,1,3.47,0.20,3.10,0.51,0.44,4.18,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Drange, Marissa",Marissa,Drange,,715,"Drange, Marissa","DRANGE, MARISSA",Trinity,TrinTX,1323-2710,80,8,21,0,21,0,.219,416,60,151,8,0,37,0,2,5,24,0,0,168,11,78,32,3,31,1,169.5,0,1.89,0.10,0.98,0.40,0.03,2.12,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"DeRivel, Kendall",Kendall,DeRivel,,715,"DeRivel, Kendall","DERIVEL, KENDALL",Trinity,TrinTX,1323-2711,96,51,8,0,8,0,.463,95,3,47,534,6,1408,0,30,28,377,0,0,4,0,206,0,0,0,0,77,1,0.49,5.56,2.15,0.00,0.31,0.80,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"McCarthy, Lauren",Lauren,McCarthy,,715,"McCarthy, Lauren","MCCARTHY, LAUREN",Trinity,TrinTX,1323-2706,110,62,14,0,14,0,.280,364,57,159,10,0,45,0,20,28,211,0,0,9,2,46,153,11,136,17,264,0,1.45,0.09,0.42,1.39,0.18,2.40,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"McWilliams, Connelley",Connelley,McWilliams,,715,"McWilliams, Connelley","MCWILLIAMS, CONNELLEY",Trinity,TrinTX,1323-2708,109,7,15,0,15,0,.289,460,40,173,4,2,39,0,0,0,1,0,0,3,0,35,78,2,77,1,212.5,0,1.59,0.04,0.32,0.72,0.00,1.95,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Pope, Courtney",Courtney,Pope,,715,"Pope, Courtney","POPE, COURTNEY",Trinity,TrinTX,1323-2707,109,55,12,0,12,0,.296,626,83,268,5,3,40,0,0,0,6,0,0,2,0,48,73,2,70,3,306,0,2.46,0.05,0.44,0.67,0.00,2.81,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Burke, Sophia",Sophia,Burke,,715,"Burke, Sophia","BURKE, SOPHIA",Trinity,TrinTX,1323-2873,9,0,22,0,22,0,.190,21,3,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,8.5,0,0.78,0.00,0.00,0.33,0.00,0.94,,,,,,
2025-26,wvball,Southern Athletic Association (SAA),saa,Trinity,"Starr, Taylor",Taylor,Starr,,715,"Starr, Taylor","STARR, TAYLOR",Trinity,TrinTX,1323-2871,105,60,16,0,16,0,.239,276,37,103,8,4,39,0,11,16,107,0,0,0,0,13,110,4,106,4,171,0,0.98,0.08,0.12,1.05,0.10,1.63,,,,,,
