season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumble_stats_number,fumble_stats_number_lost
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Cooper,CJ",CJ,Cooper,,1255,"Cooper,CJ","COOPER,CJ",University of New England,UNE,990-3214,1,0,28,28,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Cornet,Abe",Abe,Cornet,,1255,"Cornet,Abe","CORNET,ABE",University of New England,UNE,990-3343,1,0,31,31,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Dumont,Dominic",Dominic,Dumont,,1255,"Dumont,Dominic","DUMONT,DOMINIC",University of New England,UNE,990-3383,1,0,42,42,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Durkin,Ben",Ben,Durkin,,1255,"Durkin,Ben","DURKIN,BEN",University of New England,UNE,990-3347,1,0,49,49,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,0,1,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,1,1,23,0,100.0,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Blood,Aidan",Aidan,Blood,,1255,"Blood,Aidan","BLOOD,AIDAN",University of New England,UNE,990-3008,1,0,54,54,0,0,LB,0,,,,,,,,3,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,3.0,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Montalvo,Miguel",Miguel,Montalvo,,1255,"Montalvo,Miguel","MONTALVO,MIGUEL",University of New England,UNE,990-3366,1,0,55,55,0,0,DL,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Nicholson,Brody",Brody,Nicholson,,1255,"Nicholson,Brody","NICHOLSON,BRODY",University of New England,UNE,990-3368,1,0,58,58,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Hayden,Joe",Joe,Hayden,,1255,"Hayden,Joe","HAYDEN,JOE",University of New England,UNE,990-3353,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Czachor,John",John,Czachor,,1255,"Czachor,John","CZACHOR,JOHN",University of New England,UNE,990-3201,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Muoio,Ily",Ily,Muoio,,1255,"Muoio,Ily","MUOIO,ILY",University of New England,UNE,990-3034,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Gherard,Sean",Sean,Gherard,,1255,"Gherard,Sean","GHERARD,SEAN",University of New England,UNE,990-3208,1,0,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Lahiff,Colin",Colin,Lahiff,,1255,"Lahiff,Colin","LAHIFF,COLIN",University of New England,UNE,990-3360,1,0,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Dew,Tony",Tony,Dew,,1255,"Dew,Tony","DEW,TONY",University of New England,UNE,990-3015,1,1,75,75,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Castriotta,Jayden",Jayden,Castriotta,,1255,"Castriotta,Jayden","CASTRIOTTA,JAYDEN",University of New England,UNE,990-3206,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Horton,Alex",Alex,Horton,,1255,"Horton,Alex","HORTON,ALEX",University of New England,UNE,990-3356,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,0,38,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Knox,Hunter",Hunter,Knox,,1255,"Knox,Hunter","KNOX,HUNTER",University of New England,UNE,990-3215,1,0,90,90,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Hanecak,Brody",Brody,Hanecak,,1255,"Hanecak,Brody","HANECAK,BRODY",University of New England,UNE,990-3202,1,0,91,91,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,University of New England,"Adams,Jonathan",Jonathan,Adams,,1255,"Adams,Jonathan","ADAMS,JONATHAN",University of New England,UNE,990-3334,1,0,94,94,0,0,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,399,0,1,57.0,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Shelton,Rashawn",Rashawn,Shelton,,775,"Shelton,Rashawn","SHELTON,RASHAWN",Western New England University,WNE,1022-4455,1,1,0,0,0,0,DB,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"De Camps,John",John,De Camps,,775,"De Camps,John","DE CAMPS,JOHN",Western New England University,WNE,1022-3953,1,1,1,1,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,93,0,37,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Delgado,Christian",Christian,Delgado,,775,"Delgado,Christian","DELGADO,CHRISTIAN",Western New England University,WNE,1022-3934,1,1,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Caouette,Drew",Drew,Caouette,,775,"Caouette,Drew","CAOUETTE,DREW",Western New England University,WNE,1022-4458,1,0,3,3X,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Gordon,DJ",DJ,Gordon,,775,"Gordon,DJ","GORDON,DJ",Western New England University,WNE,1022-4138,1,1,3,3,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Acosta,Kevin",Kevin,Acosta,,775,"Acosta,Kevin","ACOSTA,KEVIN",Western New England University,WNE,1022-4462,1,1,4,4,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,78,1,42,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Hill,Jova'n",Jova'n,Hill,,775,"Hill,Jova'n","HILL,JOVA'N",Western New England University,WNE,1022-4124,1,0,5,5,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-4,0,0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"LaMontagne,Matt",Matt,LaMontagne,,775,"LaMontagne,Matt","LAMONTAGNE,MATT",Western New England University,WNE,1022-3935,1,1,6,6,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,34,34,0,1,5,3.1,34.0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Caulfield,Ben",Ben,Caulfield,,775,"Caulfield,Ben","CAULFIELD,BEN",Western New England University,WNE,1022-3924,1,1,7,7,0,0,DB,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Kilroy,Corey",Corey,Kilroy,,775,"Kilroy,Corey","KILROY,COREY",Western New England University,WNE,1022-4127,1,0,7,7X,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,52,52,0,1,13,5.2,52.0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,0,0,37,1,116,0,18,8,116.9,6.44,14.50,116.0,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Pszczolkowski,Austin",Austin,Pszczolkowski,,775,"Pszczolkowski,Austin","PSZCZOLKOWSKI,AUSTIN",Western New England University,WNE,1022-4162,1,1,8,8,0,0,DL,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Nelson,Davis",Davis,Nelson,,775,"Nelson,Davis","NELSON,DAVIS",Western New England University,WNE,1022-4158,1,0,9,9,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"LaBonte,CJ",CJ,LaBonte,,775,"LaBonte,CJ","LABONTE,CJ",Western New England University,WNE,1022-4464,1,0,10,10,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"McGuire,Matthew",Matthew,McGuire,,775,"McGuire,Matthew","MCGUIRE,MATTHEW",Western New England University,WNE,1022-4133,1,0,14,14,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,0,2,.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Caramanica,Jackson",Jackson,Caramanica,,775,"Caramanica,Jackson","CARAMANICA,JACKSON",Western New England University,WNE,1022-4142,1,0,16,16,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Gorry,Paul",Paul,Gorry,,775,"Gorry,Paul","GORRY,PAUL",Western New England University,WNE,1022-4131,1,1,17,17,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-15,0,15,0,0,-7.5,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,42,0,58,0,5,4,177.4,11.60,14.50,58.0,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Clark,Ryan",Ryan,Clark,,775,"Clark,Ryan","CLARK,RYAN",Western New England University,WNE,1022-3942,1,0,18,18,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Levesque,Colvin",Colvin,Levesque,,775,"Levesque,Colvin","LEVESQUE,COLVIN",Western New England University,WNE,1022-4748,1,0,19,9X,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Watts,Logan",Logan,Watts,,775,"Watts,Logan","WATTS,LOGAN",Western New England University,WNE,1022-4478,1,0,20,20,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Canavatchel,Michael",Michael,Canavatchel,,775,"Canavatchel,Michael","CANAVATCHEL,MICHAEL",Western New England University,WNE,1022-3939,1,1,23,23,0,0,LB,0,,,,,,,,0,2,3,5,5,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Crawford,Marcus",Marcus,Crawford,,775,"Crawford,Marcus","CRAWFORD,MARCUS",Western New England University,WNE,1022-4729,1,0,24,24,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6,55,57,2,1,29,9.2,55.0,,,,,,,,,,,,,2,54,0,43,27.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Greggs,Xavier",Xavier,Greggs,,775,"Greggs,Xavier","GREGGS,XAVIER",Western New England University,WNE,1022-4463,1,0,25,2E,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"LoGrasso,Max",Max,LoGrasso,,775,"LoGrasso,Max","LOGRASSO,MAX",Western New England University,WNE,1022-4476,1,0,26,26,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,5,186,0,0,37.2,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Bunnell,Brayden",Brayden,Bunnell,,775,"Bunnell,Brayden","BUNNELL,BRAYDEN",Western New England University,WNE,1022-3936,1,1,28,28,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Zaremba,Mike",Mike,Zaremba,,775,"Zaremba,Mike","ZAREMBA,MIKE",Western New England University,WNE,1022-4485,1,0,29,29,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Sturniolo,Anthony",Anthony,Sturniolo,,775,"Sturniolo,Anthony","STURNIOLO,ANTHONY",Western New England University,WNE,1022-4141,1,1,34,34,0,RB,0,0,,,,,,,,0,6,3,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Rowden,Devin",Devin,Rowden,,775,"Rowden,Devin","ROWDEN,DEVIN",Western New England University,WNE,1022-4762,1,0,39,3B,0,RB,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Moss,John",John,Moss,,775,"Moss,John","MOSS,JOHN",Western New England University,WNE,1022-4144,1,0,40,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Pulkkinen,Erik",Erik,Pulkkinen,,775,"Pulkkinen,Erik","PULKKINEN,ERIK",Western New England University,WNE,1022-4759,1,0,43,43,0,0,LB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Russo,Gavin",Gavin,Russo,,775,"Russo,Gavin","RUSSO,GAVIN",Western New England University,WNE,1022-3943,1,1,44,44,0,0,DL,0,,,,,,,,0,2,3,5,5,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Lawson,Quincy",Quincy,Lawson,,775,"Lawson,Quincy","LAWSON,QUINCY",Western New England University,WNE,1022-4746,1,0,49,49,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
