season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats,goal_stats,caution_stats,misc_stats,goalie_stats,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Zalatimo, Marwan",Marwan,Zalatimo,,764,"Zalatimo, Marwan","ZALATIMO,MARWAN",Wesleyan,WES,1130-7366,0,0,7,0,7,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Saeed, Yousuf",Yousuf,Saeed,,764,"Saeed, Yousuf","SAEED,YOUSUF",Wesleyan,WES,1130-6592,1,1,8,0,8,,,,,,0,0,3,6,2,0,1,0,0,6.00,3.00,2.00,1.000,.000,2,1,0,0,0,1,0,.000,2,0,1,0,2.00,1.00,.00,.00,0,,76:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Fergus, Niall",Niall,Fergus,,764,"Fergus, Niall","FERGUS,NIALL",Wesleyan,WES,1130-6591,1,0,9,0,9,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,35:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Jennings, Joshwin",Joshwin,Jennings,,764,"Jennings, Joshwin","JENNINGS,JOSHWIN",Wesleyan,WES,1130-6597,1,1,10,0,10,,,,,,0,0,1,5,2,0,1,0,0,5.00,1.00,2.00,1.000,.000,0,0,0,0,1,1,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,66:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Berman, Jacob",Jacob,Berman,,764,"Berman, Jacob","BERMAN,JACOB",Wesleyan,WES,1130-7356,0,0,11,0,11,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Watson, Connor",Connor,Watson,,764,"Watson, Connor","WATSON,CONNOR",Wesleyan,WES,1130-7093,1,0,12,0,12,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,22:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Bates, Chris",Chris,Bates,,764,"Bates, Chris","BATES,CHRIS",Wesleyan,WES,1130-7081,0,0,13,0,13,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Knotek, Will",Will,Knotek,,764,"Knotek, Will","KNOTEK,WILL",Wesleyan,WES,1130-7359,0,0,14,0,14,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Carrillo, Nico",Nico,Carrillo,,764,"Carrillo, Nico","CARRILLO,NICO",Wesleyan,WES,1130-7082,0,0,15,0,15,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Cauvin, Julian",Julian,Cauvin,,764,"Cauvin, Julian","CAUVIN,JULIAN",Wesleyan,WES,1130-7084,1,1,16,0,16,,,,,,0,0,3,4,0,0,0,0,0,4.00,3.00,.00,.000,.000,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,71:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Harvey, Riley",Riley,Harvey,,764,"Harvey, Riley","HARVEY,RILEY",Wesleyan,WES,1130-7087,1,1,17,0,17,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"SennMcNally, John",John,SennMcNally,,764,"SennMcNally, John","SENNMCNALLY,JOHN",Wesleyan,WES,1130-6777,1,1,18,0,18,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Sprenkle, Wyatt",Wyatt,Sprenkle,,764,"Sprenkle, Wyatt","SPRENKLE,WYATT",Wesleyan,WES,1130-7091,0,0,19,0,19,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Monaghan, Tyler",Tyler,Monaghan,,764,"Monaghan, Tyler","MONAGHAN,TYLER",Wesleyan,WES,1130-7095,0,0,21,0,21,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Cash, Ford",Ford,Cash,,764,"Cash, Ford","CASH,FORD",Wesleyan,WES,1130-7083,1,1,22,0,22,,,,,,0,0,1,3,2,0,1,0,0,3.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,1,1.000,0,0,0,0,.00,.00,.00,.00,0,,66:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Wheeler, Sam",Sam,Wheeler,,764,"Wheeler, Sam","WHEELER,SAM",Wesleyan,WES,1130-6598,1,0,23,0,23,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,29:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Londergan, Aiden",Aiden,Londergan,,764,"Londergan, Aiden","LONDERGAN,AIDEN",Wesleyan,WES,1130-6599,1,1,24,0,24,,,,,,0,0,1,1,1,1,0,0,0,1.00,1.00,1.00,.000,1.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,69:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Emehelu, Nnamdi",Nnamdi,Emehelu,,764,"Emehelu, Nnamdi","EMEHELU,NNAMDI",Wesleyan,WES,1130-7085,1,0,25,0,25,,,,,,0,0,1,2,1,1,0,0,0,2.00,1.00,1.00,.000,1.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Golosovker, Max",Max,Golosovker,,764,"Golosovker, Max","GOLOSOVKER,MAX",Wesleyan,WES,1130-7086,0,0,26,0,26,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Schindler, Jacob",Jacob,Schindler,,764,"Schindler, Jacob","SCHINDLER,JACOB",Wesleyan,WES,1130-7090,1,1,27,0,27,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,69:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Tsay, Colin",Colin,Tsay,,764,"Tsay, Colin","TSAY,COLIN",Wesleyan,WES,1130-6595,0,0,28,0,28,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Wilmot, Davis",Davis,Wilmot,,764,"Wilmot, Davis","WILMOT,DAVIS",Wesleyan,WES,1130-6781,0,0,29,0,29,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Suarez, Gabriel",Gabriel,Suarez,,764,"Suarez, Gabriel","SUAREZ,GABRIEL",Wesleyan,WES,1130-7362,0,0,31,0,31,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Jones, TJ",TJ,Jones,,764,"Jones, TJ","JONES,TJ",Wesleyan,WES,1130-7358,1,0,32,0,32,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,24:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Tobias, Luke",Luke,Tobias,,764,"Tobias, Luke","TOBIAS,LUKE",Wesleyan,WES,1130-7363,0,0,33,0,33,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Gibbons, Jack",Jack,Gibbons,,764,"Gibbons, Jack","GIBBONS,JACK",Wesleyan,WES,1130-7357,0,0,34,0,34,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Naughton, Lucien",Lucien,Naughton,,764,"Naughton, Lucien","NAUGHTON,LUCIEN",Wesleyan,WES,1130-7088,0,0,35,0,35,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Westlund, Rafe",Rafe,Westlund,,764,"Westlund, Rafe","WESTLUND,RAFE",Wesleyan,WES,1130-7365,0,0,36,0,36,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Fireman, Henry",Henry,Fireman,,789,"Fireman, Henry","FIREMAN,HENRY",Williams,WIL,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Darrell, Kai",Kai,Darrell,,789,"Darrell, Kai","DARRELL,KAI",Williams,WIL,0,1,1,1,0,1,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,15,0,0,1,0,.714,2.00,5,2,90:00,1,1,2.00,0.714,.000,5.00
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Anglada, Aleix",Aleix,Anglada,,789,"Anglada, Aleix","ANGLADA,ALEIX",Williams,WIL,0,0,0,30,0,30,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Labonski, Griffin",Griffin,Labonski,,789,"Labonski, Griffin","LABONSKI,GRIFFIN",Williams,WIL,0,1,1,3,0,3,,,,,,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Farmer, Jake",Jake,Farmer,,789,"Farmer, Jake","FARMER,JAKE",Williams,WIL,0,1,1,4,0,4,,,,,,0,0,0,1,1,1,0,0,0,1.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,87:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Convery, Finn",Finn,Convery,,789,"Convery, Finn","CONVERY,FINN",Williams,WIL,0,1,1,5,0,5,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Ross, Atticus",Atticus,Ross,,789,"Ross, Atticus","ROSS,ATTICUS",Williams,WIL,0,1,0,6,0,6,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Bethencourt, Alex",Alex,Bethencourt,,789,"Bethencourt, Alex","BETHENCOURT,ALEX",Williams,WIL,0,1,1,7,0,7,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Brown, Ben",Ben,Brown,,789,"Brown, Ben","BROWN,BEN",Williams,WIL,0,1,1,8,0,8,,,,,,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Mitchell, Lorcan",Lorcan,Mitchell,,789,"Mitchell, Lorcan","MITCHELL,LORCAN",Williams,WIL,0,1,0,9,0,9,,,,,,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,1,1,1.000,1,0,1,0,1.00,1.00,.00,.00,0,,33:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Ruta, Luca",Luca,Ruta,,789,"Ruta, Luca","RUTA,LUCA",Williams,WIL,0,1,1,11,0,11,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,46:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Stauffer, Jeff",Jeff,Stauffer,,789,"Stauffer, Jeff","STAUFFER,JEFF",Williams,WIL,0,1,0,12,0,12,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,22:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Coelho, Andrew",Andrew,Coelho,,789,"Coelho, Andrew","COELHO,ANDREW",Williams,WIL,0,1,0,13,0,13,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,3,0,0,0,3.00,.00,.00,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Martins, Andrew",Andrew,Martins,,789,"Martins, Andrew","MARTINS,ANDREW",Williams,WIL,0,1,0,14,0,14,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,15:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Ruehlemann, JJ",JJ,Ruehlemann,,789,"Ruehlemann, JJ","RUEHLEMANN,JJ",Williams,WIL,0,1,1,15,0,15,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,44:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Le, Michael",Michael,Le,,789,"Le, Michael","LE,MICHAEL",Williams,WIL,0,1,0,16,0,16,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,02:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Caires, Chase",Chase,Caires,,789,"Caires, Chase","CAIRES,CHASE",Williams,WIL,0,1,1,18,0,18,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,84:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Bali, Faris",Faris,Bali,,789,"Bali, Faris","BALI,FARIS",Williams,WIL,0,1,0,19,0,19,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Ma, Leon",Leon,Ma,,789,"Ma, Leon","MA,LEON",Williams,WIL,0,1,0,20,0,20,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,55:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Yi, Cooper",Cooper,Yi,,789,"Yi, Cooper","YI,COOPER",Williams,WIL,0,1,0,21,0,21,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,09:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Coleman, Ali",Ali,Coleman,,789,"Coleman, Ali","COLEMAN,ALI",Williams,WIL,0,1,0,22,0,22,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,13:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Desmangles, Kai",Kai,Desmangles,,789,"Desmangles, Kai","DESMANGLES,KAI",Williams,WIL,0,1,0,23,0,23,,,,,,0,0,2,2,0,0,0,0,0,2.00,2.00,.00,.000,.000,2,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,35:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Mix, Spencer",Spencer,Mix,,789,"Mix, Spencer","MIX,SPENCER",Williams,WIL,0,1,1,24,0,24,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Fynn-Thompson, Julian",Julian,Fynn-Thompson,,789,"Fynn-Thompson, Julian","FYNN-THOMPSON,JULIAN",Williams,WIL,0,1,0,25,0,25,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,04:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Appleton, Nick",Nick,Appleton,,789,"Appleton, Nick","APPLETON,NICK",Williams,WIL,0,1,0,26,0,26,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,3,0,0,0,3.00,.00,.00,.00,0,,42:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Greer, Zach",Zach,Greer,,789,"Greer, Zach","GREER,ZACH",Williams,WIL,0,0,0,27,0,27,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Grace, Kellan",Kellan,Grace,,789,"Grace, Kellan","GRACE,KELLAN",Williams,WIL,0,1,1,31,0,31,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Shea, Casey",Casey,Shea,,163,"Shea, Casey","SHEA,CASEY",Conn. College,CONN,0,0,0,00,0,00,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Smith, Connor",Connor,Smith,,163,"Smith, Connor","SMITH,CONNOR",Conn. College,CONN,0,1,1,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,12,0,0,1,0,.750,1.00,3,1,90:00,1,1,1.00,0.750,.000,3.00
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Lowenhar, Andrew",Andrew,Lowenhar,,163,"Lowenhar, Andrew","LOWENHAR,ANDREW",Conn. College,CONN,0,0,0,50,0,50,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Rooney, Thomas",Thomas,Rooney,,163,"Rooney, Thomas","ROONEY,THOMAS",Conn. College,CONN,0,1,1,2,0,2,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,1,0,.00,1.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Fokuo, Jayden",Jayden,Fokuo,,163,"Fokuo, Jayden","FOKUO,JAYDEN",Conn. College,CONN,0,1,0,3,0,3,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Hoke, Dylan",Dylan,Hoke,,163,"Hoke, Dylan","HOKE,DYLAN",Conn. College,CONN,0,1,1,5,0,5,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,1,0,.00,1.00,.00,.00,0,,85:00,0,.00,.00,,,,,,,,,,,,,,,,
