season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats,goal_stats,caution_stats,misc_stats,goalie_stats,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Taylor, Freddie",Freddie,Taylor,,163,"Taylor, Freddie","TAYLOR,FREDDIE",Conn. College,CONN,0,1,1,6,0,6,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,67:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Perugini, Marco",Marco,Perugini,,163,"Perugini, Marco","PERUGINI,MARCO",Conn. College,CONN,0,1,1,7,0,7,,,,,,0,0,1,1,3,1,1,1,1,1.00,1.00,3.00,1.000,1.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,82:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Eager, Callum",Callum,Eager,,163,"Eager, Callum","EAGER,CALLUM",Conn. College,CONN,0,1,0,8,0,8,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,1,0,.00,1.00,.00,.00,0,,30:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Hopps, Kimani",Kimani,Hopps,,163,"Hopps, Kimani","HOPPS,KIMANI",Conn. College,CONN,0,0,0,11,0,11,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Bantu, Oliver",Oliver,Bantu,,163,"Bantu, Oliver","BANTU,OLIVER",Conn. College,CONN,0,0,0,12,0,12,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Lee, Max",Max,Lee,,163,"Lee, Max","LEE,MAX",Conn. College,CONN,0,0,0,13,0,13,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Mpiana, Gavin",Gavin,Mpiana,,163,"Mpiana, Gavin","MPIANA,GAVIN",Conn. College,CONN,0,1,1,14,0,14,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,67:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Woodward, Daniel",Daniel,Woodward,,163,"Woodward, Daniel","WOODWARD,DANIEL",Conn. College,CONN,0,0,0,15,0,15,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Haberman, Max",Max,Haberman,,163,"Haberman, Max","HABERMAN,MAX",Conn. College,CONN,0,1,1,16,0,16,,,,,,0,0,0,1,1,1,0,0,0,1.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,1,0,0,.00,.00,1.00,.00,0,,87:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Lamptey, Ebenezer",Ebenezer,Lamptey,,163,"Lamptey, Ebenezer","LAMPTEY,EBENEZER",Conn. College,CONN,0,0,0,17,0,17,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Kellan, Devin",Devin,Kellan,,163,"Kellan, Devin","KELLAN,DEVIN",Conn. College,CONN,0,1,0,18,0,18,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,07:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Warren, Nicholas",Nicholas,Warren,,163,"Warren, Nicholas","WARREN,NICHOLAS",Conn. College,CONN,0,0,0,20,0,20,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Emery, Charlie",Charlie,Emery,,163,"Emery, Charlie","EMERY,CHARLIE",Conn. College,CONN,0,1,0,21,0,21,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,08:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Riegel, Charlie",Charlie,Riegel,,163,"Riegel, Charlie","RIEGEL,CHARLIE",Conn. College,CONN,0,1,0,22,0,22,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,16:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Frank, Shinya",Shinya,Frank,,163,"Frank, Shinya","FRANK,SHINYA",Conn. College,CONN,0,1,0,23,0,23,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,32:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Bryant, Kimball",Kimball,Bryant,,163,"Bryant, Kimball","BRYANT,KIMBALL",Conn. College,CONN,0,1,0,24,0,24,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,36:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Fernandez-Davila, Sean",Sean,Fernandez-Davila,,163,"Fernandez-Davila, Sean","FERNANDEZ-DAVILA,SEAN",Conn. College,CONN,0,0,0,19,0,19,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Turner, Cole",Cole,Turner,,163,"Turner, Cole","TURNER,COLE",Conn. College,CONN,0,0,0,25,0,25,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Corcoran, Chase",Chase,Corcoran,,163,"Corcoran, Chase","CORCORAN,CHASE",Conn. College,CONN,0,1,1,26,0,26,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,58:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Nilsen, Axel",Axel,Nilsen,,163,"Nilsen, Axel","NILSEN,AXEL",Conn. College,CONN,0,1,1,27,0,27,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,50:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Miles, Charlie",Charlie,Miles,,163,"Miles, Charlie","MILES,CHARLIE",Conn. College,CONN,0,1,1,28,0,28,,,,,,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,1,0,0,.000,0,0,1,0,.00,1.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Moro, Rafael",Rafael,Moro,,163,"Moro, Rafael","MORO,RAFAEL",Conn. College,CONN,0,1,1,29,0,29,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,43:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Reid, Anish",Anish,Reid,,163,"Reid, Anish","REID,ANISH",Conn. College,CONN,0,1,0,30,0,30,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,08:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Simmons, Quintus",Quintus,Simmons,,163,"Simmons, Quintus","SIMMONS,QUINTUS",Conn. College,CONN,0,0,0,31,0,31,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Taylor, Connor",Connor,Taylor,,163,"Taylor, Connor","TAYLOR,CONNOR",Conn. College,CONN,0,0,0,32,0,32,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Cosentino, Mateo",Mateo,Cosentino,,163,"Cosentino, Mateo","COSENTINO,MATEO",Conn. College,CONN,0,1,0,33,0,33,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,05:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Walloff, Matt",Matt,Walloff,,163,"Walloff, Matt","WALLOFF,MATT",Conn. College,CONN,0,0,0,9,0,9,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Childers, Boston",Boston,Childers,,163,"Childers, Boston","CHILDERS,BOSTON",Conn. College,CONN,0,0,0,35,0,35,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Hwong, Kevin",Kevin,Hwong,,163,"Hwong, Kevin","HWONG,KEVIN",Conn. College,CONN,0,1,0,36,0,36,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,10:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Weiss, Max",Max,Weiss,,163,"Weiss, Max","WEISS,MAX",Conn. College,CONN,0,1,0,37,0,37,,,,,,0,0,2,2,2,0,1,0,0,2.00,2.00,2.00,1.000,.000,1,0,0,0,0,0,1,1.000,0,0,0,0,.00,.00,.00,.00,0,,26:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Lester, Henry",Henry,Lester,,163,"Lester, Henry","LESTER,HENRY",Conn. College,CONN,0,0,0,39,0,39,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Nassar, George",George,Nassar,,50,"Nassar, George","NASSAR,GEORGE",Bates,BAT,1120-5821,1,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,12,0,1,0,0,.500,3.00,3,3,90:00,1,1,3.00,0.500,.000,3.00
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Kolaczkowski, Isaac",Isaac,Kolaczkowski,,50,"Kolaczkowski, Isaac","KOLACZKOWSKI,ISAAC",Bates,BAT,1120-6389,0,0,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Yu, Alden",Alden,Yu,,50,"Yu, Alden","YU,ALDEN",Bates,BAT,1120-6059,1,1,2,0,2,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,83:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Goddard, Andrew",Andrew,Goddard,,50,"Goddard, Andrew","GODDARD,ANDREW",Bates,BAT,1120-5566,0,0,3,0,3,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Gravereaux, Julian",Julian,Gravereaux,,50,"Gravereaux, Julian","GRAVEREAUX,JULIAN",Bates,BAT,1120-5817,1,1,4,0,4,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,83:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Fisher, Ethan",Ethan,Fisher,,50,"Fisher, Ethan","FISHER,ETHAN",Bates,BAT,1120-6054,0,0,5,0,5,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Bridge, Craddock",Craddock,Bridge,,50,"Bridge, Craddock","BRIDGE,CRADDOCK",Bates,BAT,1120-5564,0,0,6,0,6,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Jean Baptiste, Andrew",Andrew,Jean Baptiste,,50,"Jean Baptiste, Andrew","JEAN BAPTISTE,ANDREW",Bates,BAT,1120-5824,1,1,7,0,7,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,61:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Perron, Zach",Zach,Perron,,50,"Perron, Zach","PERRON,ZACH",Bates,BAT,1120-5819,1,0,8,0,8,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,32:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Mesa, Antonio",Antonio,Mesa,,50,"Mesa, Antonio","MESA,ANTONIO",Bates,BAT,1120-5569,1,0,9,0,9,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Bianco, Chris",Chris,Bianco,,50,"Bianco, Chris","BIANCO,CHRIS",Bates,BAT,1120-6050,1,1,10,0,10,,,,,,0,0,1,3,0,0,0,0,0,3.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,3,0,0,0,3.00,.00,.00,.00,0,,62:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Bogyo, Benny",Benny,Bogyo,,50,"Bogyo, Benny","BOGYO,BENNY",Bates,BAT,1120-5825,0,0,11,0,11,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Parr, Luc",Luc,Parr,,50,"Parr, Luc","PARR,LUC",Bates,BAT,1120-5570,1,0,12,0,12,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,16:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Peercy, Jaden",Jaden,Peercy,,50,"Peercy, Jaden","PEERCY,JADEN",Bates,BAT,1120-6391,0,0,14,0,14,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Stevenson, Hewitt",Hewitt,Stevenson,,50,"Stevenson, Hewitt","STEVENSON,HEWITT",Bates,BAT,1120-5820,1,1,16,0,16,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,71:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Ceranoglu, Bora",Bora,Ceranoglu,,50,"Ceranoglu, Bora","CERANOGLU,BORA",Bates,BAT,1120-6385,1,0,17,0,17,,,,,,0,0,1,2,0,0,0,0,0,2.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,40:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Haydar, Tully",Tully,Haydar,,50,"Haydar, Tully","HAYDAR,TULLY",Bates,BAT,1120-6055,0,0,18,0,18,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Rice, Colby",Colby,Rice,,50,"Rice, Colby","RICE,COLBY",Bates,BAT,1120-6392,0,0,19,0,19,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Coburn, Finn",Finn,Coburn,,50,"Coburn, Finn","COBURN,FINN",Bates,BAT,1120-6387,1,1,20,0,20,,,,,,0,0,2,3,2,0,1,0,0,3.00,2.00,2.00,1.000,.000,1,1,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,72:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Burke, Danny",Danny,Burke,,50,"Burke, Danny","BURKE,DANNY",Bates,BAT,1120-6051,1,1,21,0,21,,,,,,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,1,0,0,0,1,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,51:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Seymour, Connor",Connor,Seymour,,50,"Seymour, Connor","SEYMOUR,CONNOR",Bates,BAT,1120-6393,1,0,22,0,22,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,42:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Stillman, Will",Will,Stillman,,50,"Stillman, Will","STILLMAN,WILL",Bates,BAT,1120-6058,1,1,23,0,23,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,49:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Hensch, Alex",Alex,Hensch,,50,"Hensch, Alex","HENSCH,ALEX",Bates,BAT,1120-6388,1,0,24,0,24,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,48:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Wendler, Asa",Asa,Wendler,,50,"Wendler, Asa","WENDLER,ASA",Bates,BAT,1120-6453,0,0,25,0,25,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Chedid, Marc",Marc,Chedid,,50,"Chedid, Marc","CHEDID,MARC",Bates,BAT,1120-6386,0,0,26,0,26,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Greiff, Noah",Noah,Greiff,,50,"Greiff, Noah","GREIFF,NOAH",Bates,BAT,1120-5567,1,1,27,0,27,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Liste, Balthazar",Balthazar,Liste,,50,"Liste, Balthazar","LISTE,BALTHAZAR",Bates,BAT,1120-6390,0,0,29,0,29,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"McBean, Jackson",Jackson,McBean,,50,"McBean, Jackson","MCBEAN,JACKSON",Bates,BAT,1120-6056,0,0,30,0,30,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Bates,"Nelson, Walter",Walter,Nelson,,50,"Nelson, Walter","NELSON,WALTER",Bates,BAT,1120-6057,1,1,31,0,31,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,48:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Chipman, Sebastian",Sebastian,Chipman,,267,"Chipman, Sebastian","CHIPMAN,SEBASTIAN",Hamilton,HAM,1058-2801,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
