conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Maeve Gunning,,,,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,5,4,751:00,69,0,1.000,0,0,0,1,1,0,.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Jenna Mahoney,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,5,1,1,50:00,14,0,1.000,4,4,0,6,5,1,1.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Nina Cirianni,,,,15,3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,15,0,211:00,55,0,1.000,7,10,3,9,5,4,.700,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Abby Parisi,,,,19,19,0,16,0,0,0,3,38,4,5,1,0,0,0,8,4,0,0,0,0,0,0,0,0,34,59,36,14,1128:00,46,0,1.000,86,101,25,65,18,47,.851,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Alexa Coty,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,30:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Jocelyn Kennedy,,,,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,8,7,1,2,30:00,53,0,1.000,3,5,0,3,2,1,.600,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Addison Twohill,,,,19,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37,2,6,15,815:00,109,0,1.000,3,3,0,1,0,1,1.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Katie Campbell,,,,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,2,5,1,30:00,0,0,1.000,10,14,5,5,2,3,.714,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Hannah Seltzer,,,,19,16,0,3,0,0,0,3,8,1,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,17,4,983:00,29,0,1.000,49,66,10,30,5,25,.742,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Grace Saldana,,,,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,28,14,17,14,1016:00,27,0,1.000,0,2,0,2,2,0,.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Brianny Espinal,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16:00,44,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Bree Foucault,,,,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,00:00,0,0,1.000,3,5,0,2,1,1,.600,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Sophie Ramino,,,,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,18,1,3,13,692:00,52,0,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Maggie Long,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Kaylee Drobish,,,,19,18,0,3,0,0,0,0,19,1,4,1,0,0,0,1,4,0,0,0,0,0,0,0,0,34,36,39,18,1061:00,139,0,1.000,45,54,6,58,33,25,.833,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Neely Hart,,,,19,5,0,2,0,0,0,0,5,0,2,0,0,0,0,7,3,0,0,0,0,0,0,0,0,23,12,19,14,358:00,59,0,1.000,21,30,5,15,4,11,.700,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Gracie Bresson,,,,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,14,12,1024:00,77,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Alexa Vizzini,,,,19,19,0,5,0,0,0,4,32,1,6,5,0,0,0,9,3,0,0,0,0,0,0,0,0,35,11,31,24,1108:00,23,0,1.000,103,145,14,80,17,63,.710,,,,,,,,,,,,,,
