season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats,penalty_stats,misc_stats,goalie_stats,shot_stats,avg_points_game,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
2026-27,wlax,Landmark Conference,landmark_conference,Scranton,Eileen Hewitt,Eileen,Hewitt,,633,Eileen Hewitt,"HEWITT,EILEEN",HEWITTEILEENSCR,21,21,,,Scranton,SCR,1056-2478,,,,,,4.43,0,7,0,0,0,3,40,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,69,109,40,47,1250:00,36,0,1.000,98,147,21,93,41,52,.667,,,,,,,,,,,,,,,18.04463664845886,1,99
2026-27,wlax,Landmark Conference,landmark_conference,Lycoming,Riley Block,Riley,Block,,373,Riley Block,"BLOCK,RILEY",BLOCKRILEYLYCO,16,16,,,Lycoming,LYCO,996-8934,,,,,,7.00,0,12,0,0,0,4,72,1,17,3,0,0,0,13,6,0,0,0,0,0,0,0,0,28,85,64,27,960:00,0,0,1.000,139,192,27,112,16,96,.724,,,,,,,,,,,,,,,16.04705500164121,2,99
2026-27,wlax,Landmark Conference,landmark_conference,Scranton,Jillian Lopez,Jillian,Lopez,,633,Jillian Lopez,"LOPEZ,JILLIAN",LOPEZJILLIANSCR,21,21,,,Scranton,SCR,1056-2479,,,,,,4.81,0,14,0,0,0,4,45,1,10,3,0,0,0,11,0,0,0,0,0,0,0,0,0,34,61,28,20,1250:00,36,0,1.000,131,169,27,101,15,86,.775,,,,,,,,,,,,,,,14.289570213273993,3,99
2026-27,wlax,Landmark Conference,landmark_conference,Moravian,Melissa Elefonte,Melissa,Elefonte,,443,Melissa Elefonte,"ELEFONTE,MELISSA",ELEFONTEMELISSAMORA,19,19,,,Moravian,MORA,0,,,,,,4.58,0,8,0,0,0,1,23,1,4,2,0,0,0,5,2,0,0,0,0,0,0,0,0,20,2,38,13,1140:00,0,0,1.000,52,66,14,87,56,31,.788,,,,,,,,,,,,,,,12.887967761861253,4,98
2026-27,wlax,Landmark Conference,landmark_conference,Elizabethtown,Hailey Meyer,Hailey,Meyer,,211,Hailey Meyer,"MEYER,HAILEY",MEYERHAILEYETOWN,17,17,,,Elizabethtown,ETOWN,993-5963,,,,,,3.29,0,5,0,0,0,1,28,0,2,3,0,0,0,21,10,0,0,0,0,0,0,0,0,66,74,71,33,971:00,105,0,1.000,85,109,13,56,8,48,.780,,,,,,,,,,,,,,,10.495580215264875,5,98
2026-27,wlax,Landmark Conference,landmark_conference,Moravian,Kerry Seiler,Kerry,Seiler,,443,Kerry Seiler,"SEILER,KERRY",SEILERKERRYMORA,18,17,,,Moravian,MORA,0,,,,,,3.56,0,8,0,0,0,2,38,0,8,2,0,0,0,9,1,0,0,0,0,0,0,0,0,36,53,23,24,1020:00,0,0,1.000,76,104,12,64,11,53,.731,,,,,,,,,,,,,,,9.547323088803656,6,98
2026-27,wlax,Landmark Conference,landmark_conference,Wilkes,Taylor Sparks,Taylor,Sparks,,784,Taylor Sparks,"SPARKS,TAYLOR",SPARKSTAYLORWILKES,17,17,,,Wilkes,WILKES,1002-4232,,,,,,3.12,0,10,0,0,0,1,25,1,1,4,0,0,0,2,1,0,0,0,0,0,0,0,0,47,109,42,21,1011:00,39,0,1.000,47,55,19,53,26,27,.855,,,,,,,,,,,,,,,8.999130682218645,7,97
2026-27,wlax,Landmark Conference,landmark_conference,Elizabethtown,Ella Scholes,Ella,Scholes,,211,Ella Scholes,"SCHOLES,ELLA",SCHOLESELLAETOWN,17,14,,,Elizabethtown,ETOWN,993-6076,,,,,,3.88,0,0,0,0,0,0,15,2,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,25,1,38,12,834:00,104,0,1.000,82,106,8,66,26,40,.774,,,,,,,,,,,,,,,8.99065901032777,8,97
2026-27,wlax,Landmark Conference,landmark_conference,Susquehanna,Abby Andrus,Abby,Andrus,,685,Abby Andrus,"ANDRUS,ABBY",ANDRUSABBYSUSQUEHA,19,19,,,Susquehanna,SUSQUEHA,1054-3919,,,,,,3.95,0,0,0,0,0,1,6,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,2,12,2,1140:00,0,0,1.000,90,125,2,75,15,60,.720,,,,,,,,,,,,,,,8.64697271017811,9,97
2026-27,wlax,Landmark Conference,landmark_conference,Drew,Grace Patane,Grace,Patane,,190,Grace Patane,"PATANE,GRACE",PATANEGRACEDREW,16,16,,,Drew,DREW,1050-4577,,,,,,3.69,0,10,0,0,0,5,28,3,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,27,2,44,21,945:00,9,0,1.000,75,103,21,59,20,39,.728,,,,,,,,,,,,,,,8.579795549163322,10,96
