conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Doscher, Nadya",0,,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Schill, Maddie",0,,00,2,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,33:00,0,.00,.00,1,0,0,0,0,0.0,2.65,0,1,34:21,0,2,.50,0.000,.000,.00
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Bell, Salange",0,,1,20,20,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,1787:00,0,.00,.00,114,6,1,12,8,.824,0.66,61,13,1785:39,19,20,.65,0.824,.400,3.05
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Kerr, Cait",0,,2,9,0,0,0,1,1,0,0,0,0,0,.11,.11,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.11,.00,.00,.00,0,,113:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Albert, Mackenzie",0,,3,20,16,0,0,18,28,21,5,8,2,1,1.40,.90,1.05,.400,.250,10,3,0,0,1,3,1,.050,4,0,1,0,.20,.05,.00,.00,0,,1271:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Beirne, Madelyn",0,,4,9,0,0,0,0,1,0,0,0,0,0,.11,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"DeFrancesco, Ashley",0,,5,8,1,0,0,2,3,1,1,0,0,0,.38,.25,.13,.000,.125,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,205:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Guzzardo, Carly",0,,7,19,19,0,0,9,17,10,8,1,1,0,.89,.47,.53,.053,.421,8,0,0,0,1,0,0,.000,11,0,2,0,.58,.11,.00,.00,0,,1393:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Lukovic, Samira",0,,8,17,17,0,0,17,35,17,3,7,0,0,2.06,1.00,1.00,.412,.176,10,1,0,0,2,3,2,.118,9,0,0,0,.53,.00,.00,.00,0,,1092:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Kronow, Isabell",0,,9,20,20,0,0,24,41,19,5,7,0,0,2.05,1.20,.95,.350,.250,17,0,0,0,2,2,2,.100,14,0,0,0,.70,.00,.00,.00,0,,1226:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Henderson, Kira",0,,10,20,20,0,0,1,3,0,0,0,0,0,.15,.05,.00,.000,.000,1,0,0,0,0,0,0,.000,8,0,0,0,.40,.00,.00,.00,0,,1694:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Henderson, Mikayla",0,,11,11,0,0,0,1,4,2,0,1,0,0,.36,.09,.18,.091,.000,0,0,0,0,0,1,0,.000,3,0,0,0,.27,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Vinella, Lauren",0,,12,14,0,0,0,5,6,3,1,1,0,0,.43,.36,.21,.071,.071,4,0,0,0,0,1,0,.000,1,0,0,0,.07,.00,.00,.00,0,,256:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Hutchison, Lauren",0,,14,11,0,0,0,2,2,1,1,0,0,0,.18,.18,.09,.000,.091,2,0,0,0,0,0,0,.000,1,0,1,0,.09,.09,.00,.00,0,,184:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Aravena, Kayden",0,,16,13,0,0,0,3,5,3,1,1,0,0,.38,.23,.23,.077,.077,2,0,0,0,0,1,0,.000,1,0,0,0,.08,.00,.00,.00,0,,232:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Curci, Gianna",0,,17,18,0,0,0,8,13,5,1,2,0,0,.72,.44,.28,.111,.056,6,0,0,0,0,0,0,.000,8,0,0,0,.44,.00,.00,.00,0,,330:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Edwards, Emma",0,,18,20,9,0,0,2,8,1,1,0,0,0,.40,.10,.05,.000,.050,2,0,0,0,0,0,0,.000,2,0,1,0,.10,.05,.00,.00,0,,1281:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Orellana, Sophia",0,,20,18,13,0,0,1,8,0,0,0,0,0,.44,.06,.00,.000,.000,1,0,0,0,0,0,0,.000,8,0,0,0,.44,.00,.00,.00,0,,906:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Lesica, Madeline",0,,21,20,4,0,0,13,28,5,3,1,0,0,1.40,.65,.25,.050,.150,12,0,0,0,0,0,0,.000,2,0,0,0,.10,.00,.00,.00,0,,745:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Schuler, Emily",0,,22,20,20,0,0,0,4,1,1,0,0,0,.20,.00,.05,.000,.050,0,0,0,0,0,0,0,.000,11,0,1,0,.55,.05,.00,.00,0,,1516:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Mullins, Shannon",0,,23,19,19,0,0,26,56,20,2,9,0,0,2.95,1.37,1.05,.474,.105,17,2,0,0,2,3,3,.158,13,0,0,0,.68,.00,.00,.00,0,,1498:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Prendergast, Kylie",0,,25,20,20,0,0,27,43,33,5,14,1,0,2.15,1.35,1.65,.700,.250,13,1,1,0,5,3,5,.250,6,0,0,0,.30,.00,.00,.00,0,,1377:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Hicks, Aria",0,,27,20,20,0,0,0,2,1,1,0,0,0,.10,.00,.05,.000,.050,0,0,0,0,0,0,0,.000,1,0,1,0,.05,.05,.00,.00,0,,1650:00,0,.00,.00,,,,,,,,,,,,,,,,
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Montclair State,"Little, Michaela",0,,28,15,0,0,0,1,3,0,0,0,0,0,.20,.07,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.07,.00,.00,.00,0,,243:00,0,.00,.00,,,,,,,,,,,,,,,,
