season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Queen, Riley",Riley,Queen,,75,"Queen, Riley","QUEEN,RILEY",Bridgewater,Eagles,1287-3505,2,2,10,0,10,0,0,6,10,8,2,3,0,0,5.00,3.00,4.00,1.500,1.000,3,0,0,0,1,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,132:00,0,.00,.00,,,,,,,,,,,,,,,,,,25.65523185994868,1,99
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Widrick, Trey",Trey,Widrick,,75,"Widrick, Trey","WIDRICK,TREY",Bridgewater,Eagles,1287-3512,2,2,24,0,24,0,0,3,6,8,2,3,0,0,3.00,1.50,4.00,1.500,1.000,0,0,0,0,1,0,2,1.000,2,0,0,0,1.00,.00,.00,.00,0,,135:00,0,.00,.00,,,,,,,,,,,,,,,,,,23.90026166286717,2,99
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Johnston, Zakky",Zakky,Johnston,,269,"Johnston, Zakky","JOHNSTON,ZAKKY",Hampden-Sydney,HSC,1291-2061,3,3,25,0,25,0,0,4,6,6,0,3,0,0,2.00,1.33,2.00,1.000,.000,1,0,0,0,2,0,2,.667,1,0,0,0,.33,.00,.00,.00,0,,116:00,0,.00,.00,,,,,,,,,,,,,,,,,,16.530363294798637,3,99
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Jackson, Davian",Davian,Jackson,,565,"Jackson, Davian","JACKSON,DAVIAN",Randolph-Macon,RMC,1294-5052,2,2,7,0,7,0,0,2,3,5,1,2,0,0,1.50,1.00,2.50,1.000,.500,0,1,0,0,0,1,0,.000,1,0,1,0,.50,.50,.00,.00,0,,133:00,0,.00,.00,,,,,,,,,,,,,,,,,,14.199764708063924,4,98
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Trujillo, Jason",Jason,Trujillo,,269,"Trujillo, Jason","TRUJILLO,JASON",Hampden-Sydney,HSC,1291-2220,1,0,3,0,3,0,0,1,1,3,3,0,0,0,1.00,1.00,3.00,.000,3.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.293537731676015,5,98
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Tyler, Egan",Egan,Tyler,,269,"Tyler, Egan","TYLER,EGAN",Hampden-Sydney,HSC,1291-2693,3,0,15,0,15,0,0,3,4,4,0,2,0,0,1.33,1.00,1.33,.667,.000,1,0,0,0,0,0,0,.000,2,0,1,0,.67,.33,.00,.00,0,,85:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.807310556876576,6,98
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"White, Nate",Nate,White,,269,"White, Nate","WHITE,NATE",Hampden-Sydney,HSC,1291-2695,3,0,21,0,21,0,0,3,4,4,0,2,0,0,1.33,1.00,1.33,.667,.000,1,1,0,0,0,1,0,.000,5,0,0,0,1.67,.00,.00,.00,0,,125:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.807310556876576,7,97
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Rodriguez, Jarbin",Jarbin,Rodriguez,,637,"Rodriguez, Jarbin","RODRIGUEZ,JARBIN",Shenandoah,SUH,1184-3577,2,2,10,0,10,0,0,4,5,3,1,1,0,0,2.50,2.00,1.50,.500,.500,3,1,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,110:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.231682167223378,8,97
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Lynchburg,"Cruz, Izaack",Izaack,Cruz,,374,"Cruz, Izaack","CRUZ,IZAACK",Lynchburg,LYN,0,3,2,31,0,31,0,0,2,2,4,0,2,0,0,.67,.67,1.33,.667,.000,0,1,0,0,1,0,1,.333,5,0,0,0,1.67,.00,.00,.00,0,,111:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.222320491182739,9,97
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Randolph,"Williams, Corey",Corey,Williams,,566,"Williams, Corey","WILLIAMS,COREY",Randolph,RAN,1295-3085,2,2,10,0,10,0,0,3,3,3,1,1,0,0,1.50,1.50,1.50,.500,.500,2,0,0,0,1,1,0,.000,0,0,1,0,.00,.50,.00,.00,0,,134:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.64669210152954,10,96
