season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Serrano, Diego",Diego,Serrano,,542,"Serrano, Diego","SERRANO,DIEGO",Pfeiffer,PFE,354-2293,0,0,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Limbert, Seth",Seth,Limbert,,542,"Limbert, Seth","LIMBERT,SETH",Pfeiffer,PFE,354-2020,1,1,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,12,0,0,1,0,.875,1.00,7,1,90:00,1,1,1.00,0.875,.000,7.00
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Barefoot, Isaac",Isaac,Barefoot,,542,"Barefoot, Isaac","BAREFOOT,ISAAC",Pfeiffer,PFE,354-2252,0,0,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Campos-Marquez, Erick",Erick,Campos-Marquez,,542,"Campos-Marquez, Erick","CAMPOS-MARQUEZ,ERICK",Pfeiffer,PFE,354-2277,2,0,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Patton, Cole",Cole,Patton,,542,"Patton, Cole","PATTON,COLE",Pfeiffer,PFE,354-2526,2,2,3,0,3,0,0,3,3,2,0,1,0,0,1.50,1.50,1.00,.500,.000,2,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,105:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Aguirre-Escobar, Josh",Josh,Aguirre-Escobar,,542,"Aguirre-Escobar, Josh","AGUIRRE-ESCOBAR,JOSH",Pfeiffer,PFE,354-1795,2,0,4,0,4,0,0,0,0,1,1,0,0,0,.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,83:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Dycus, Brody",Brody,Dycus,,542,"Dycus, Brody","DYCUS,BRODY",Pfeiffer,PFE,354-2016,0,0,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Osakwe, Matt",Matt,Osakwe,,542,"Osakwe, Matt","OSAKWE,MATT",Pfeiffer,PFE,354-2532,1,0,6,0,6,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,26:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Bastidas, Alejandro",Alejandro,Bastidas,,542,"Bastidas, Alejandro","BASTIDAS,ALEJANDRO",Pfeiffer,PFE,354-2240,1,0,7,0,7,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Yopp, Caleb",Caleb,Yopp,,542,"Yopp, Caleb","YOPP,CALEB",Pfeiffer,PFE,354-1779,2,2,8,0,8,0,0,0,0,1,1,0,0,0,.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,85:00,0,.00,.00,,,,,,,,,,,,,,,,,
