season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,North Atlantic Conference (NAC),nac,SUNY Cobleskill,Ryan Lansing,Ryan,Lansing,,30083,Ryan Lansing,0,0COBL,9,9,,,33,7,11,7,2,1,0,6,0,0,8,2,4,1,1,1,0,0,0,1,0,1,0,0.425,15,41,5,.800,.333,.455,17,14,4,0,0,0,0,4,0,35,.886,0,.000,,2,0,8,7,"2,9",0.22,2,9,"6,22",0.27,6,22,"5,15",0.33,5,15,"3,7",0.43,3,7,0,0,0,0,"3,5","2,4","16,28",36,0,0,0,0,0,0,0,7,10,0,,SUNY Cobleskill,COBL,2027-3154,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,10.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,UMaine-Farmington,Ike Wrigley,Ike,Wrigley,,379,Ike Wrigley,0,0ME.-FARM,9,9,,,32,9,10,3,3,2,0,4,0,0,10,3,2,0,0,0,0,0,0,1,0,1,0,0.389,17,36,2,1.000,.313,.531,22,1,1,0,0,0,0,0,0,24,.958,0,.000,,1,1,7,4,"1,6",0.17,1,6,"4,12",0.33,4,12,"2,7",0.29,2,7,0,0,0,0,0,0,0,0,"6,15","0,2","8,14",0,0,0,0,0,0,0,0,1,2,0,,UMaine-Farmington,ME.-FARM,1207-2184,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99,9.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,SUNY Cobleskill,Logan Firment,Logan,Firment,,30083,Logan Firment,0,0COBL,9,9,,,32,6,9,8,3,1,1,1,0,4,7,2,2,1,1,0,0,0,0,0,0,0,0,0.378,17,38,3,.667,.281,.531,16,0,0,0,0,0,0,0,0,16,1.000,0,.000,,0,3,9,8,"3,8",0.38,3,8,"5,18",0.28,5,18,"4,9",0.44,4,9,"1,5",0.20,1,5,0,0,0,0,"3,6","1,1","9,20",1,0,0,0,0,0,0,0,3,8,0,,SUNY Cobleskill,COBL,2027-2976,False,0,1,0,0,0,1,0,0,0,0,2.0,0,0,1,2,0,0,0,0.00,5,8,0,2,0,0,0,0,0,0,.000,0,3,0,"1,2","0,2","0,2",0,"0,1",3,99,8.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,Lesley,Anthony Nyhuis,Anthony,Nyhuis,,24317,Anthony Nyhuis,0,0LESLEY,10,10,,,32,8,8,5,2,0,0,7,1,0,5,2,1,0,1,1,0,0,0,0,1,1,0,0.375,10,41,1,1.000,.250,.313,14,0,0,0,0,0,0,0,0,14,1.000,0,.000,,2,1,7,12,"3,10",0.30,3,10,"6,16",0.38,6,16,"2,9",0.22,2,9,"2,6",0.33,2,6,0,0,0,0,"3,7","2,3","11,21",1,0,0,0,0,0,0,0,4,9,0,,Lesley,LESLEY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,98,7.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,Lesley,Grant Bazinet,Grant,Bazinet,,24317,Grant Bazinet,0,0LESLEY,10,10,,,31,6,9,5,0,0,0,7,0,4,11,3,4,1,0,1,0,0,0,0,0,1,0,0.465,9,43,5,.800,.290,.290,16,12,4,0,0,0,0,0,0,32,.875,0,.000,,0,1,4,8,"3,9",0.33,3,9,"3,16",0.19,3,16,"3,13",0.23,3,13,"0,4",0,0,4,0,0,0,0,"5,11","1,7","7,20",26,0,0,0,0,0,0,0,1,9,0,,Lesley,LESLEY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,98,6.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,Lesley,Andres Moreno,Andres,Moreno,,24317,Andres Moreno,0,0LESLEY,10,10,,,33,9,9,4,0,1,0,5,0,2,10,4,3,0,0,0,0,0,0,0,0,0,0,0.400,11,40,3,1.000,.273,.333,21,30,3,0,0,0,0,6,0,54,.944,0,.000,,0,0,7,7,"3,9",0.33,3,9,"6,16",0.38,6,16,"4,11",0.36,4,11,"1,7",0.14,1,7,0,0,0,0,"2,12","1,3","10,20",2,0,0,0,0,0,0,0,0,6,0,,Lesley,LESLEY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,5.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,SUNY Cobleskill,Jeffrey Gutierrez,Jeffrey,Gutierrez,,30083,Jeffrey Gutierrez,0,0COBL,9,9,,,39,8,11,3,5,0,0,5,0,0,7,3,5,0,0,0,0,0,0,1,1,1,0,0.364,16,44,5,1.000,.282,.410,16,21,2,0,0,0,0,4,0,39,.949,0,.000,,3,1,5,12,"1,9",0.11,1,9,"7,23",0.30,7,23,"4,17",0.24,4,17,"2,8",0.25,2,8,0,0,0,0,"6,15","1,6","7,23",15,0,0,0,0,0,0,0,0,10,0,,SUNY Cobleskill,COBL,2027-3265,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,97,4.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,Lesley,Caden Shott,Caden,Shott,,24317,Caden Shott,0,0LESLEY,10,10,,,40,7,7,6,2,1,0,4,0,1,11,1,3,2,0,0,0,0,0,0,0,1,0,0.267,11,45,5,.600,.175,.275,11,27,2,0,0,0,0,4,0,40,.950,0,.000,,5,1,6,12,"3,16",0.19,3,16,"5,23",0.22,5,23,"3,15",0.20,3,15,"0,7",0,0,7,0,0,0,0,"2,4","2,5","17,28",15,0,0,0,0,0,0,0,2,12,0,,Lesley,LESLEY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,3.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,Thomas,Ajay Rychcik,Ajay,Rychcik,,2758,Ajay Rychcik,0,0THOMAS (,10,10,,,35,5,8,4,3,0,0,4,0,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0.308,11,39,2,1.000,.229,.314,18,0,0,0,0,0,0,0,0,18,1.000,0,.000,,1,1,10,10,"1,11",0.09,1,11,"8,23",0.35,8,23,"5,13",0.38,5,13,0,0,0,0,0,0,0,0,"3,8","2,3","11,23",2,0,0,0,0,0,0,0,5,11,0,,Thomas,THOMAS (,1210-3387,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,97,2.0,batting,,
2026-27,baseball,North Atlantic Conference (NAC),nac,SUNY Cobleskill,Jesus Sarda,Jesus,Sarda,,30083,Jesus Sarda,0,0COBL,9,9,,,31,4,5,4,1,1,0,6,0,0,11,3,2,0,0,1,0,0,0,1,0,1,0,0.289,8,38,2,1.000,.161,.258,4,0,0,0,0,0,0,1,0,4,1.000,0,.000,,1,0,6,9,"1,10",0.10,1,10,"4,25",0.16,4,25,"4,21",0.19,4,21,"1,8",0.13,1,8,0,0,0,0,"0,2","3,7","11,28",4,0,0,0,0,0,0,0,5,17,0,,SUNY Cobleskill,COBL,2027-3155,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,1.0,batting,,
