conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Trusclair,Christian",Christian,Trusclair,0,G,2,7.0,3.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Amadi,Chozen",Chozen,Amadi,0,G,26,538.0,20.692307692307693,249.0,9.58,53.0,2.04,51.0,1.96,19.0,0.73,1.0,0.04,33.0,1.2692307692307692,90.0,212.0,0.42,45.0,124.0,0.36,24.0,29.0,0.83
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Hlywiak,Jake",Jake,Hlywiak,0,G,27,664.0,24.59259259259259,355.0,13.15,72.0,2.67,55.0,2.04,27.0,1.0,4.0,0.15,25.0,0.925925925925926,119.0,247.0,0.48,76.0,177.0,0.43,41.0,53.0,0.77
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Humphrey,Yah",Yah,Humphrey,0,G,5,27.0,5.4,7.0,1.4,4.0,0.8,2.0,0.4,1.0,0.2,0.0,0.0,0.0,0.0,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Brown,Cam",Cam,Brown,0,G,26,481.0,18.5,205.0,7.88,102.0,3.92,84.0,3.23,30.0,1.15,5.0,0.19,41.0,1.5769230769230769,73.0,156.0,0.47,9.0,32.0,0.28,50.0,81.0,0.62
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Mattera,Nathan",Nathan,Mattera,0,G,27,477.0,17.666666666666668,108.0,4.0,43.0,1.59,33.0,1.22,28.0,1.04,4.0,0.15,12.0,0.4444444444444444,33.0,87.0,0.38,25.0,70.0,0.36,17.0,20.0,0.85
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Sangster,Derek",Derek,Sangster,0,F,27,545.0,20.185185185185187,298.0,11.04,129.0,4.78,25.0,0.93,30.0,1.11,14.0,0.52,25.0,0.925925925925926,111.0,238.0,0.47,30.0,79.0,0.38,46.0,68.0,0.68
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Lucas,Evan",Evan,Lucas,0,G,6,29.0,4.833333333333333,8.0,1.33,8.0,1.33,1.0,0.17,2.0,0.33,0.0,0.0,1.0,0.1666666666666666,3.0,12.0,0.25,2.0,11.0,0.18,0.0,0.0,0.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Duncan,Elijah",Elijah,Duncan,0,G,13,56.0,4.3076923076923075,21.0,1.62,11.0,0.85,1.0,0.08,2.0,0.15,1.0,0.08,1.0,0.0769230769230769,8.0,19.0,0.42,3.0,12.0,0.25,2.0,2.0,1.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Hayes,Marcel",Marcel,Hayes,0,G,2,17.0,8.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,1.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Gordon,Lucas",Lucas,Gordon,0,F,27,631.0,23.37037037037037,391.0,14.48,235.0,8.7,36.0,1.33,35.0,1.3,29.0,1.07,45.0,1.6666666666666667,154.0,274.0,0.56,29.0,94.0,0.31,54.0,75.0,0.72
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Ferguson,Omari",Omari,Ferguson,0,G,27,577.0,21.37037037037037,316.0,11.7,80.0,2.96,73.0,2.7,68.0,2.52,4.0,0.15,65.0,2.407407407407407,119.0,222.0,0.54,9.0,37.0,0.24,69.0,99.0,0.7
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Boston,Jhace",Jhace,Boston,0,G,25,576.0,23.04,300.0,12.0,132.0,5.28,77.0,3.08,36.0,1.44,41.0,1.64,57.0,2.28,107.0,240.0,0.45,18.0,53.0,0.34,68.0,92.0,0.74
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Unegbu,Austin",Austin,Unegbu,0,G,24,189.0,7.875,97.0,4.04,43.0,1.79,13.0,0.54,18.0,0.75,2.0,0.08,7.0,0.2916666666666667,35.0,84.0,0.42,16.0,42.0,0.38,11.0,11.0,1.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Ware,Donovan",Donovan,Ware,0,G,27,493.0,18.25925925925926,143.0,5.3,61.0,2.26,26.0,0.96,29.0,1.07,3.0,0.11,8.0,0.2962962962962963,50.0,117.0,0.43,34.0,90.0,0.38,9.0,11.0,0.82
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Agbo,Jaiden",Jaiden,Agbo,0,G,12,53.0,4.416666666666667,33.0,2.75,12.0,1.0,2.0,0.17,6.0,0.5,0.0,0.0,7.0,0.5833333333333334,8.0,21.0,0.38,1.0,6.0,0.17,16.0,23.0,0.7
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Redlands,"Dorsey,Logan",Logan,Dorsey,0,G,7,67.0,9.571428571428571,22.0,3.14,15.0,2.14,3.0,0.43,2.0,0.29,0.0,0.0,2.0,0.2857142857142857,6.0,16.0,0.38,2.0,9.0,0.22,8.0,12.0,0.67
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Breaux,Micah",Micah,Breaux,0,G,21,234.0,11.142857142857142,75.0,3.57,57.0,2.71,30.0,1.43,11.0,0.52,12.0,0.57,24.0,1.1428571428571428,31.0,67.0,0.46,5.0,15.0,0.33,8.0,13.0,0.62
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"McCleery Brown,Alex",Alex,McCleery Brown,0,G,22,718.0,32.63636363636363,423.0,19.23,222.0,10.09,43.0,1.95,48.0,2.18,6.0,0.27,41.0,1.8636363636363635,179.0,300.0,0.6,9.0,22.0,0.41,56.0,73.0,0.77
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Tangaan,Mateo",Mateo,Tangaan,0,G,11,40.0,3.636363636363636,11.0,1.0,2.0,0.18,4.0,0.36,1.0,0.09,1.0,0.09,5.0,0.4545454545454545,3.0,13.0,0.23,2.0,5.0,0.4,3.0,9.0,0.33
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Gibson,Isaiah",Isaiah,Gibson,0,G,11,31.0,2.8181818181818183,4.0,0.36,7.0,0.64,2.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.29,0.0,1.0,0.0,0.0,3.0,0.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Hanning,Ethan",Ethan,Hanning,0,G,13,250.0,19.23076923076923,130.0,10.0,50.0,3.85,11.0,0.85,5.0,0.38,2.0,0.15,16.0,1.2307692307692308,53.0,102.0,0.52,12.0,28.0,0.43,12.0,13.0,0.92
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Luna,Nasir",Nasir,Luna,0,G,24,770.0,32.083333333333336,432.0,18.0,111.0,4.63,77.0,3.21,14.0,0.58,4.0,0.17,41.0,1.7083333333333333,147.0,297.0,0.49,39.0,98.0,0.4,99.0,110.0,0.9
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Jones,Zachary",Zachary,Jones,0,G,9,32.0,3.5555555555555554,6.0,0.67,3.0,0.33,1.0,0.11,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,3.0,7.0,0.43,0.0,2.0,0.0,0.0,0.0,0.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Riemondi,Knox",Knox,Riemondi,0,G,9,33.0,3.6666666666666665,6.0,0.67,4.0,0.44,0.0,0.0,2.0,0.22,1.0,0.11,0.0,0.0,2.0,3.0,0.67,0.0,0.0,0.0,2.0,2.0,1.0
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,Occidental,"Koretz,Jacob",Jacob,Koretz,0,G,26,538.0,20.692307692307693,115.0,4.42,47.0,1.81,51.0,1.96,17.0,0.65,2.0,0.08,30.0,1.1538461538461535,44.0,97.0,0.45,19.0,50.0,0.38,8.0,18.0,0.44
