rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,aec,Atlantic East Conference (AEC),2025-26,Neumann,"Dupriest,Donte",0,F,27,34.629629629629626,19.81,10.7,2.15,1.04,0.63,2.2962962962962963,7.7329013705220735,2.5952915030145154,3.4079297911717155,0.7591425590997356,0.2766007154673299,0.8288035569126186,1.1591680211086823
2,aec,Atlantic East Conference (AEC),2025-26,Gwynedd Mercy Univ.,"Johnson,D.J.",0,G,25,30.04,13.68,5.96,3.32,2.6,0.36,1.56,6.239550363300782,1.2440249371268033,1.0907575178844386,2.1250738073068725,3.162869050778599,0.01838450624206333,0.11276027137134195
3,aec,Atlantic East Conference (AEC),2025-26,Saint Elizabeth University,"Monroe,Tye-Rell",0,G,21,30.61904761904762,21.19,5.29,1.24,1.1,0.48,1.7142857142857142,6.238435799194157,2.899491806591195,0.763224728200372,-0.30324841172803735,0.38761103605622493,0.3785707509845323,0.332027661299057
4,aec,Atlantic East Conference (AEC),2025-26,Neumann,"Etienne,Bryan",0,G,17,34.529411764705884,15.18,8.0,2.65,1.12,0.65,2.8823529411764706,4.614059352564448,1.574677441014498,2.0880215342359247,1.3428738617523581,0.4246144762525233,0.8888345977030302,1.9920585545426526
5,aec,Atlantic East Conference (AEC),2025-26,Saint Elizabeth University,"King,Josiah",0,G,22,26.045454545454547,15.36,4.77,2.45,1.77,0.27,1.8636363636363635,4.613902938337394,1.6143557414810212,0.509020175012738,1.1093813406913096,1.6272262826322186,-0.2517551773147883,0.5442814478452459
6,aec,Atlantic East Conference (AEC),2025-26,Neumann,"Earl,DJ",0,G,23,34.78260869565217,18.0,4.22,2.91,1.91,0.35,3.5652173913043477,4.2804887189233565,2.196304148323364,0.2401499745258177,1.6464141391317222,1.8862503640063066,-0.011631014153142447,2.9625301652627902
7,aec,Atlantic East Conference (AEC),2025-26,Centenary (NJ),"Rankin,Kenneth",0,G,26,31.076923076923077,16.35,5.58,2.15,1.27,0.31,2.8076923076923075,3.6065289948762156,1.8325863940469,0.9049926520934755,0.7591425590997356,0.7021402777247605,-0.13169309573396537,1.8859525400602866
8,aec,Atlantic East Conference (AEC),2025-26,Marymount (VA),"McClary,Anthoney",0,G,20,27.15,14.1,5.95,1.9,1.1,0.2,1.65,3.530757998945544,1.3366076382153578,1.0858689687846765,0.46727690777342434,0.38761103605622493,-0.46186382008122856,0.24066624882917564
9,aec,Atlantic East Conference (AEC),2025-26,Gwynedd Mercy Univ.,"Snead,Jalen",0,G,26,28.73076923076923,11.27,4.69,3.88,2.04,0.38,2.730769230769231,3.38097759841864,0.7127765808805737,0.46991178221464086,2.77885286627781,2.1267727252822457,0.07841554703247489,1.776631191805728
10,aec,Atlantic East Conference (AEC),2025-26,Marymount (VA),"McEachern,Reuben",0,G,25,31.16,10.12,5.12,3.16,2.16,0.08,1.6,3.3791178374209285,0.4592763279000077,0.6801193935044149,1.9382797904580336,2.3487933664600362,-0.8220500648236976,0.16960737246371263
11,aec,Atlantic East Conference (AEC),2025-26,Marywood,"Loftin,Michel",0,G,26,31.153846153846153,13.46,6.0,2.85,1.73,0.15,2.730769230769231,3.321067177727643,1.1955292365566081,1.1103117142834873,1.5763663828134074,1.5532194022396217,-0.6119414220572573,1.776631191805728
12,aec,Atlantic East Conference (AEC),2025-26,Neumann,"Love,Jayson",0,G,14,34.142857142857146,14.57,4.79,1.79,0.86,0.43,1.7142857142857142,3.30119080726381,1.4402120894335022,0.5187972732122625,0.33885602118984753,-0.05643024629935509,0.2284931490085036,0.332027661299057
13,aec,Atlantic East Conference (AEC),2025-26,Pratt Institute,"Thomas,Kurt",0,F,25,27.4,13.24,4.44,1.28,1.44,0.96,2.16,3.003489969484488,1.1470335359864128,0.3476980547205862,-0.25654990751582746,1.0166695193932962,1.8193157299544083,0.9654667877569013
14,aec,Atlantic East Conference (AEC),2025-26,Pratt Institute,"Hatcher,Cameron",0,F,21,24.761904761904763,9.43,5.86,1.43,1.95,0.43,1.0952380952380951,2.8192357286243643,0.30717617611166825,1.041872026886817,-0.08143051672004083,1.9602572443989033,0.2284931490085036,-0.5477489032257263
15,aec,Atlantic East Conference (AEC),2025-26,Pratt Institute,"Phillips,Trey",0,F,15,26.266666666666666,10.93,7.27,0.93,0.53,1.53,2.066666666666667,2.7872021513768277,0.6378286799993629,1.7311574499532851,-0.6651618193726633,-0.6669870095382773,3.530200392481136,0.8328235518747032
16,aec,Atlantic East Conference (AEC),2025-26,Immaculata,"Chambers,Christian",0,G,24,24.541666666666668,12.25,4.5,0.88,1.0,1.29,1.7916666666666667,2.7676629301616735,0.9288028834205343,0.3770293493191591,-0.7235349496379255,0.20259383507473316,2.809827902996198,0.44199973186465513
17,aec,Atlantic East Conference (AEC),2025-26,Immaculata,"Crews,Dylan",0,G,25,26.84,14.08,3.72,2.36,1.36,0.48,2.64,2.669928088457164,1.3321989381635218,-0.004277480462291498,1.004309706213837,0.8686557586081032,0.3785707509845323,1.6476320008653487
18,aec,Atlantic East Conference (AEC),2025-26,Marymount (VA),"Highsmith Jr.,Carl",0,C,19,23.94736842105263,10.68,5.84,1.47,0.58,1.47,2.210526315789474,2.4215894087239294,0.5827199293514138,1.0320949286872922,-0.03473201250783098,-0.5744784090475317,3.350107270109901,1.0372736522946326
19,aec,Atlantic East Conference (AEC),2025-26,Centenary (NJ),"Strickland,Devin",0,G,26,29.192307692307693,12.19,2.77,1.5,1.27,0.42,1.0769230769230769,2.412606310731051,0.9155767832650265,-0.4686896449396995,0.00029186565132640875,0.7021402777247605,0.19847762861329782,-0.5737777956672879
20,aec,Atlantic East Conference (AEC),2025-26,Marywood,"Bivins,Shilo",0,G,26,28.384615384615383,9.88,7.27,1.77,1.04,0.31,1.4615384615384617,2.3395994612641497,0.4063719272779769,1.7311574499532851,0.3155067690837426,0.2766007154673299,-0.13169309573396537,-0.027171054394493275
21,aec,Atlantic East Conference (AEC),2025-26,Gwynedd Mercy Univ.,"Harris,Dylan",0,G,26,29.5,12.35,3.85,1.12,1.5,0.04,0.9615384615384616,2.315835282016529,0.9508463836797139,0.0592736578346169,-0.44334392436466663,1.1276798399821912,-0.9421121464045207,-0.737759818049126
22,aec,Atlantic East Conference (AEC),2025-26,Centenary (NJ),"Lane,Jasir",0,F,25,27.28,7.28,10.2,1.52,1.24,0.68,1.88,2.2562107329085728,-0.16675907946069402,3.163502336183606,0.023641117757431333,0.646635117430313,0.9788811588886475,0.5675370801103067
23,aec,Atlantic East Conference (AEC),2025-26,Marywood,"Macciocco,Joe",0,G,26,24.692307692307693,12.69,2.88,3.12,1.35,0.08,2.3076923076923075,2.1590155118229104,1.0257942845609247,-0.4149156048423155,1.8915812862458237,0.850154038509954,-0.8220500648236976,1.1753637764056537
24,aec,Atlantic East Conference (AEC),2025-26,Pratt Institute,"Fermaint,Elijah",0,G,25,32.52,7.6,5.04,4.52,1.32,0.04,2.0,2.060293855998558,-0.09621987863131927,0.6410110007063173,3.5260289336731665,0.7946488782155064,-0.9421121464045207,0.7380783833874186
