season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Justin Barry,Justin,Barry,,263,Justin Barry,"BARRY,JUSTIN",BARRYJUSTINGREENSBO,17,17,,,Greensboro,GREENSBO,0,0,0,0,0,0,1,27,3,6,2,0,0,0,0,0,0,0,1,3,0,0,0,0,48,0,45,10,1011:00,51,0,1.000,,109,161,0,124,54,70,.677,7.29,,,,,,,,,,,,,,,,,,,20.05016165306968,1,99
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,Ethan Miles,Ethan,Miles,,542,Ethan Miles,"MILES,ETHAN",MILESETHANPFEIFFER,19,19,,,Pfeiffer,PFEIFFER,354-1944,0,0,0,0,0,5,6,1,6,0,0,0,0,0,0,0,0,5,7,0,0,1,0,47,0,36,11,1135:00,112,1,1.000,,102,164,0,112,57,55,.622,5.89,,,,,,,,,,,,,,,,,,,18.38367419077303,2,99
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,Tiger Hopkins,Tiger,Hopkins,,542,Tiger Hopkins,"HOPKINS,TIGER",HOPKINSTIGERPFEIFFER,19,19,,,Pfeiffer,PFEIFFER,354-2410,0,0,0,0,1,3,11,1,11,4,0,0,0,0,0,0,0,3,1,0,0,0,0,29,0,36,16,1129:00,66,0,1.000,,77,104,0,100,49,51,.740,5.26,,,,,,,,,,,,,,,,,,,16.141526372183176,3,99
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Seth Woods,Seth,Woods,,263,Seth Woods,"WOODS,SETH",WOODSSETHGREENSBO,17,17,,,Greensboro,GREENSBO,0,0,0,0,0,0,1,30,2,2,6,0,0,0,0,0,0,0,3,7,0,0,0,0,58,0,52,11,1011:00,51,0,1.000,,118,201,0,94,29,65,.587,5.53,,,,,,,,,,,,,,,,,,,15.175329780626177,4,98
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,Dylan Sullivan,Dylan,Sullivan,,542,Dylan Sullivan,"SULLIVAN,DYLAN",SULLIVANDYLANPFEIFFER,19,19,,,Pfeiffer,PFEIFFER,354-2153,0,0,0,0,0,0,10,0,6,4,0,0,0,0,0,0,0,4,5,0,0,0,0,17,0,17,4,1135:00,112,0,1.000,,110,141,0,92,25,67,.780,4.84,,,,,,,,,,,,,,,,,,,12.750460101033987,5,98
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Alex Mattoon,Alex,Mattoon,,263,Alex Mattoon,"MATTOON,ALEX",MATTOONALEXGREENSBO,17,17,,,Greensboro,GREENSBO,0,0,0,0,0,0,4,10,0,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,26,0,40,3,1011:00,51,0,1.000,,91,131,0,83,34,49,.695,4.88,,,,,,,,,,,,,,,,,,,11.891199659429915,6,98
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Piedmont,Josh Tamarkin,Josh,Tamarkin,,21830,Josh Tamarkin,"TAMARKIN,JOSH",TAMARKINJOSHPIEDMONT,17,17,,,Piedmont,PIEDMONT,0,0,0,0,0,0,0,13,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,30,0,24,3,985:00,197,2,1.000,,77,116,0,75,30,45,.664,4.41,,,,,,,,,,,,,,,,,,,10.696256732076405,7,97
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,Myles Nielson,Myles,Nielson,,30164,Myles Nielson,"NIELSON,MYLES",NIELSONMYLESSVU,19,19,,,Southern Virginia,SVU,0,0,0,0,0,0,2,24,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,42,0,46,11,1095:00,183,0,1.000,,93,136,0,67,23,44,.684,3.53,,,,,,,,,,,,,,,,,,,10.369151495402875,8,97
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Huntingdon,Jaxon McMonigle,Jaxon,McMonigle,,1130,Jaxon McMonigle,"MCMONIGLE,JAXON",MCMONIGLEJAXONHUNTINGD,17,5,,,Huntingdon,HUNTINGD,0,0,0,0,0,0,2,50,1,11,3,0,0,0,0,0,0,0,1,1,0,0,0,0,21,0,26,4,291:00,55,0,1.000,,113,165,0,75,10,65,.685,4.41,,,,,,,,,,,,,,,,,,,9.856738518987903,9,97
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Methodist,Jay Legg,Jay,Legg,,412,Jay Legg,"LEGG,JAY",LEGGJAYMUMLX,14,14,,,Methodist,MUMLX,1180-6709,0,0,0,0,0,2,17,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,27,11,842:00,16,0,1.000,,61,96,0,59,22,37,.635,4.21,,,,,,,,,,,,,,,,,,,8.483235694699843,10,96
