season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Frechette,Andrew",Andrew,Frechette,,376,"Frechette,Andrew","FRECHETTE,ANDREW",Macalester,MAC,0,1,0,42,42,0,0,LB,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16794958459136997,116,86
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Furness,Mateo",Mateo,Furness,,615,"Furness,Mateo","FURNESS,MATEO",St. Olaf,STO,1117-5531,1,1,3,3D,0,0,LB,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16794958459136997,117,86
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Xiong,Devin",Devin,Xiong,,268,"Xiong,Devin","XIONG,DEVIN",Hamline,HAM,1109-5635,1,0,24,24,0,0,DB,0,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16794958459136997,118,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Falkowski,Tristan",Tristan,Falkowski,,268,"Falkowski,Tristan","FALKOWSKI,TRISTAN",Hamline,HAM,0,1,1,15,1E,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,73,0,17,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,.0,,,,,0.11798593017245235,119,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Kauck,Jackson",Jackson,Kauck,,615,"Kauck,Jackson","KAUCK,JACKSON",St. Olaf,STO,1117-5350,1,1,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,0,26,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10459566474763293,120,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Colyer,Nick",Nick,Colyer,,60,"Colyer,Nick","COLYER,NICK",Bethel,BET,1104-7760,1,1,6,6A,0,0,DB,0,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06462832453247522,121,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Horton,Jamir",Jamir,Horton,,38,"Horton,Jamir","HORTON,JAMIR",Augsburg,AU,1103-13225,1,1,33,33,0,0,DB,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06462832453247522,122,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Jones,Ryan",Ryan,Jones,,161,"Jones,Ryan","JONES,RYAN",Concordia,CON,0,1,1,42,42,0,0,LB,0,,,,,,,,0,0,3,3,3,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06462832453247522,123,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Toe,Kevin",Kevin,Toe,,38,"Toe,Kevin","TOE,KEVIN",Augsburg,AU,1103-13427,1,1,45,45,0,0,DL,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06462832453247522,124,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Aguilar,Cruz",Cruz,Aguilar,,38,"Aguilar,Cruz","AGUILAR,CRUZ",Augsburg,AU,1103-13381,1,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,125,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint John's,Aiden de Oliveira,Aiden de,Oliveira,,602,Aiden de Oliveira,"OLIVEIRA,A DE",Saint John's,SJU,1115-8708,1,0,70,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,126,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Alemu,Ahadu",Ahadu,Alemu,,38,"Alemu,Ahadu","ALEMU,AHADU",Augsburg,AU,1103-13029,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,127,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint John's,Andrew Flaten,Andrew,Flaten,,602,Andrew Flaten,"FLATEN,ANDREW",Saint John's,SJU,1115-8498,1,0,2F,2F,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128,85
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Arca,Jace",Jace,Arca,,268,"Arca,Jace","ARCA,JACE",Hamline,HAM,0,0,0,35,35,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,129,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Ash,Jaegar",Jaegar,Ash,,60,"Ash,Jaegar","ASH,JAEGAR",Bethel,BET,1104-7616,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,130,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Auld,Josh",Josh,Auld,,60,"Auld,Josh","AULD,JOSH",Bethel,BET,1104-7977,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,131,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Aune,Erik",Erik,Aune,,268,"Aune,Erik","AUNE,ERIK",Hamline,HAM,0,0,0,8,8,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,132,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Bamidele,Adam",Adam,Bamidele,,38,"Bamidele,Adam","BAMIDELE,ADAM",Augsburg,AU,1103-13574,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Carleton,"Barrera,Antonio",Antonio,Barrera,,118,"Barrera,Antonio","BARRERA,ANTONIO",Carleton,CAR,1105-1016,1,1,33,33,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,134,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Carleton,"Bartling,Brad",Brad,Bartling,,118,"Bartling,Brad","BARTLING,BRAD",Carleton,CAR,1105-1017,1,1,53,53,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,135,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Bartnes,Andrew",Andrew,Bartnes,,266,"Bartnes,Andrew","BARTNES,ANDREW",Gustavus,GAC,1108-9544,1,0,1,1X,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Batz-Rogers,Ade",Ade,Batz-Rogers,,38,"Batz-Rogers,Ade","BATZ-ROGERS,ADE",Augsburg,AU,1103-13032,1,0,9,9,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,137,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Baumgartner,Max",Max,Baumgartner,,161,"Baumgartner,Max","BAUMGARTNER,MAX",Concordia,CON,0,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Bearth,Noah",Noah,Bearth,,615,"Bearth,Noah","BEARTH,NOAH",St. Olaf,STO,1117-5340,1,1,62,62,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,139,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Carleton,"Becker,Kaden",Kaden,Becker,,118,"Becker,Kaden","BECKER,KADEN",Carleton,CAR,1105-1018,1,0,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,140,84
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Belete,Kidus",Kidus,Belete,,268,"Belete,Kidus","BELETE,KIDUS",Hamline,HAM,1109-4677,1,0,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,141,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Berger,Preston",Preston,Berger,,268,"Berger,Preston","BERGER,PRESTON",Hamline,HAM,0,0,0,22,22,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Bertaud,Juan",Juan,Bertaud,,268,"Bertaud,Juan","BERTAUD,JUAN",Hamline,HAM,0,0,0,24,24,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Biglow,James",James,Biglow,,38,"Biglow,James","BIGLOW,JAMES",Augsburg,AU,1103-13575,1,0,86,86,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,144,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Bohanon,Kaveon",Kaveon,Bohanon,,38,"Bohanon,Kaveon","BOHANON,KAVEON",Augsburg,AU,1103-13384,1,1,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,145,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Breaux,Noah",Noah,Breaux,,268,"Breaux,Noah","BREAUX,NOAH",Hamline,HAM,0,0,0,31,31,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,146,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Carleton,"Breazeale,Jake",Jake,Breazeale,,118,"Breazeale,Jake","BREAZEALE,JAKE",Carleton,CAR,1105-1145,1,1,61,61,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Broveleit,Charlie",Charlie,Broveleit,,268,"Broveleit,Charlie","BROVELEIT,CHARLIE",Hamline,HAM,0,0,0,63,63,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,148,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Brumbaugh,Sam",Sam,Brumbaugh,,615,"Brumbaugh,Sam","BRUMBAUGH,SAM",St. Olaf,STO,1117-5351,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,149,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Buntin,Daniel",Daniel,Buntin,,60,"Buntin,Daniel","BUNTIN,DANIEL",Bethel,BET,1104-8191,1,0,34,34,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,150,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Carleton,"Byford,Henry",Henry,Byford,,118,"Byford,Henry","BYFORD,HENRY",Carleton,CAR,1105-1147,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,151,83
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Cantu,Tristen",Tristen,Cantu,,60,"Cantu,Tristen","CANTU,TRISTEN",Bethel,BET,1104-7621,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,152,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Casillas,Sam",Sam,Casillas,,376,"Casillas,Sam","CASILLAS,SAM",Macalester,MAC,0,0,0,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,153,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Clifford,Max",Max,Clifford,,376,"Clifford,Max","CLIFFORD,MAX",Macalester,MAC,0,0,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,154,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Collins,Zechariah",Zechariah,Collins,,618,"Collins,Zechariah","COLLINS,ZECHARIAH",St. Scholastica,CSS,1402-7664,1,0,18,1D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,155,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Converse,Andrew",Andrew,Converse,,268,"Converse,Andrew","CONVERSE,ANDREW",Hamline,HAM,0,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,156,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Curry,Quinn",Quinn,Curry,,266,"Curry,Quinn","CURRY,QUINN",Gustavus,GAC,1108-10007,1,0,15,15,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,157,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"DeLoach,Justus",Justus,DeLoach,,376,"DeLoach,Justus","DELOACH,JUSTUS",Macalester,MAC,0,0,0,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,158,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Dillet,Diego",Diego,Dillet,,60,"Dillet,Diego","DILLET,DIEGO",Bethel,BET,1104-7761,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,159,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Dioszeghy,Sam",Sam,Dioszeghy,,161,"Dioszeghy,Sam","DIOSZEGHY,SAM",Concordia,CON,0,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,160,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Dunn-Tornatore,Dominic",Dominic,Dunn-Tornatore,,38,"Dunn-Tornatore,Dominic","DUNN-TORNATORE,DOMINIC",Augsburg,AU,1103-13394,1,0,80,80,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,161,82
2026-27,football,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Dush,Leo",Leo,Dush,,618,"Dush,Leo","DUSH,LEO",St. Scholastica,CSS,1402-7287,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,162,82
