season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumble_stats_number,fumble_stats_number_lost,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Henderson III,Wayne",Wayne,Henderson III,,59,"Henderson III,Wayne","HENDERSON III,WAYNE",Bethany,BC,1313-2773,1,0,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Brown,Kymair",Kymair,Brown,,59,"Brown,Kymair","BROWN,KYMAIR",Bethany,BC,1313-2919,1,0,83,83,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Cole,Xavier",Xavier,Cole,,59,"Cole,Xavier","COLE,XAVIER",Bethany,BC,1313-2225,1,0,88,88,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Fambro,Demetrius",Demetrius,Fambro,,59,"Fambro,Demetrius","FAMBRO,DEMETRIUS",Bethany,BC,1313-2736,1,0,91,91,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Fuentes,Luis",Luis,Fuentes,,59,"Fuentes,Luis","FUENTES,LUIS",Bethany,BC,1313-2741,1,0,92,92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Tubbs,Tristan",Tristan,Tubbs,,59,"Tubbs,Tristan","TUBBS,TRISTAN",Bethany,BC,1313-2219,1,0,95,95,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Bethany,"Williams,Justin",Justin,Williams,,59,"Williams,Justin","WILLIAMS,JUSTIN",Bethany,BC,1313-2832,1,0,99,99,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Meschede,Jeffrey",Jeffrey,Meschede,,122,"Meschede,Jeffrey","MESCHEDE,JEFFREY",Case Western Reserve,CWR,1195-3333,1,0,0,0,0,FB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Fikis,Tyler",Tyler,Fikis,,122,"Fikis,Tyler","FIKIS,TYLER",Case Western Reserve,CWR,1195-3169,1,1,1,1,0,0,DB,0,,,,,,,,28,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,28,28.0,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Kavcic,Andy",Andy,Kavcic,,122,"Kavcic,Andy","KAVCIC,ANDY",Case Western Reserve,CWR,1195-3331,1,1,1,1Z,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,89,1,35,11.1,,19,72,81,9,0,16,3.8,72.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Kavcic,Jake",Jake,Kavcic,,122,"Kavcic,Jake","KAVCIC,JAKE",Case Western Reserve,CWR,1195-3330,1,1,2,2,0,0,DB,0,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,7,1,1,0,7,4,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,1,20,0,20,20.0,1,10,0,10,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Filips,Aaron",Aaron,Filips,,122,"Filips,Aaron","FILIPS,AARON",Case Western Reserve,CWR,1195-2984,1,1,3,3,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,35,4,356,1,43,34,174.7,8.28,10.47,356.0,,,,,,,,,,,,,,,,,3,-5,7,12,0,5,-1.7,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Gevaudan,Michael",Michael,Gevaudan,,122,"Gevaudan,Michael","GEVAUDAN,MICHAEL",Case Western Reserve,CWR,1195-3170,1,1,3,3Z,0,0,LB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Otto,Jake",Jake,Otto,,122,"Otto,Jake","OTTO,JAKE",Case Western Reserve,CWR,1195-3180,1,1,4,4Z,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,1,11,10.3,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Gyamfi,Yaw",Yaw,Gyamfi,,122,"Gyamfi,Yaw","GYAMFI,YAW",Case Western Reserve,CWR,1195-3601,1,1,4,4,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Wolf,Beau",Beau,Wolf,,122,"Wolf,Beau","WOLF,BEAU",Case Western Reserve,CWR,1195-3195,1,1,6,6,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,-25,0,0,-25.0,6,57,0,16,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"White,Jolyon",Jolyon,White,,122,"White,Jolyon","WHITE,JOLYON",Case Western Reserve,CWR,1195-3747,0,0,6,6Z,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Alexander,Aaron",Aaron,Alexander,,122,"Alexander,Aaron","ALEXANDER,AARON",Case Western Reserve,CWR,1195-3514,1,0,7,7,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,5.0,,5,14,14,0,0,7,2.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Gonakis,Tim",Tim,Gonakis,,122,"Gonakis,Tim","GONAKIS,TIM",Case Western Reserve,CWR,1195-3323,1,0,9,9,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Stack,Will",Will,Stack,,122,"Stack,Will","STACK,WILL",Case Western Reserve,CWR,1195-3342,1,0,9,9Z,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,84,1,35,10.5,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Beltran,Sergio",Sergio,Beltran,,122,"Beltran,Sergio","BELTRAN,SERGIO",Case Western Reserve,CWR,1195-3748,1,0,10,10,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,74,1,24,12.3,,2,9,9,0,1,6,4.5,9.0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Michel,Ryan",Ryan,Michel,,122,"Michel,Ryan","MICHEL,RYAN",Case Western Reserve,CWR,1195-3503,1,0,11,11,0,0,LB,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Pavlick,Garrett",Garrett,Pavlick,,122,"Pavlick,Garrett","PAVLICK,GARRETT",Case Western Reserve,CWR,1195-3182,1,1,14,1D,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,0,10,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Morrison,Charlie",Charlie,Morrison,,122,"Morrison,Charlie","MORRISON,CHARLIE",Case Western Reserve,CWR,1195-3178,1,1,16,16,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Mangini,Cal",Cal,Mangini,,122,"Mangini,Cal","MANGINI,CAL",Case Western Reserve,CWR,1195-3528,1,0,19,19,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Kapapi,Bidinga",Bidinga,Kapapi,,122,"Kapapi,Bidinga","KAPAPI,BIDINGA",Case Western Reserve,CWR,1195-3174,1,1,20,20,0,0,LB,0,,,,,,,,0,3,1,4,4,2.0,.0,.0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Range,Daniel",Daniel,Range,,122,"Range,Daniel","RANGE,DANIEL",Case Western Reserve,CWR,1195-3339,1,0,22,22,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Vincent Jr.,Trenton",Trenton,Vincent Jr.,,122,"Vincent Jr.,Trenton","VINCENT JR.,TRENTON",Case Western Reserve,CWR,1195-3348,1,0,23,23,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Vacanti,Lucas",Lucas,Vacanti,,122,"Vacanti,Lucas","VACANTI,LUCAS",Case Western Reserve,CWR,1195-3741,1,0,24,24,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Yordy,Zach",Zach,Yordy,,122,"Yordy,Zach","YORDY,ZACH",Case Western Reserve,CWR,1195-3346,1,1,25,25,0,0,LB,0,,,,,,,,0,4,6,10,10,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Hood,Jackson",Jackson,Hood,,122,"Hood,Jackson","HOOD,JACKSON",Case Western Reserve,CWR,1195-3726,0,0,25,2E,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Oblich,Daniel",Daniel,Oblich,,122,"Oblich,Daniel","OBLICH,DANIEL",Case Western Reserve,CWR,1195-3336,1,0,26,26,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Petrozzi,Gabriel",Gabriel,Petrozzi,,122,"Petrozzi,Gabriel","PETROZZI,GABRIEL",Case Western Reserve,CWR,1195-3183,1,0,27,27,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,8,8,8,5,5,0,0,0,0,0,0,0,0,0,0,1,61,0,0,61.0,,,,,,,,,,,,1,1,47,0,100.0,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Dias,Tucker",Tucker,Dias,,122,"Dias,Tucker","DIAS,TUCKER",Case Western Reserve,CWR,1195-3525,1,0,28,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,76,40,0,0,1,0,0,38.0,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Griffiths,Jack",Jack,Griffiths,,122,"Griffiths,Jack","GRIFFITHS,JACK",Case Western Reserve,CWR,1195-3507,1,1,32,32,0,0,LB,0,,,,,,,,0,1,4,5,5,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Hack,Vinny",Vinny,Hack,,122,"Hack,Vinny","HACK,VINNY",Case Western Reserve,CWR,1195-3325,1,0,35,35,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Delfau,Nick",Nick,Delfau,,122,"Delfau,Nick","DELFAU,NICK",Case Western Reserve,CWR,1195-3524,1,0,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Grzymkowski,Nico",Nico,Grzymkowski,,122,"Grzymkowski,Nico","GRZYMKOWSKI,NICO",Case Western Reserve,CWR,1195-3717,1,0,37,37,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Chumo,Patrick",Patrick,Chumo,,122,"Chumo,Patrick","CHUMO,PATRICK",Case Western Reserve,CWR,1195-3515,1,0,39,39,0,0,LB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Renshaw Jr.,Brian",Brian,Renshaw Jr.,,122,"Renshaw Jr.,Brian","RENSHAW JR.,BRIAN",Case Western Reserve,CWR,1195-3720,1,0,43,43,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Ghilani,Dominic",Dominic,Ghilani,,122,"Ghilani,Dominic","GHILANI,DOMINIC",Case Western Reserve,CWR,1195-3506,1,1,45,45,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Greenberg,Jay",Jay,Greenberg,,122,"Greenberg,Jay","GREENBERG,JAY",Case Western Reserve,CWR,1195-3724,1,0,47,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,288,0,0,57.6,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Lowe,Nick",Nick,Lowe,,122,"Lowe,Nick","LOWE,NICK",Case Western Reserve,CWR,1195-3508,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Clark,Russell",Russell,Clark,,122,"Clark,Russell","CLARK,RUSSELL",Case Western Reserve,CWR,1195-3319,1,0,54,54,0,0,DL,0,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Reed Jr.,Michael",Michael,Reed Jr.,,122,"Reed Jr.,Michael","REED JR.,MICHAEL",Case Western Reserve,CWR,1195-3530,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Presidents Athletic Conference (PAC),pac,Case Western Reserve,"Hladki,Carter",Carter,Hladki,,122,"Hladki,Carter","HLADKI,CARTER",Case Western Reserve,CWR,1195-3725,0,0,56,5F,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
