season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Ethan Tuttle,Ethan,Tuttle,,23260,Ethan Tuttle,0,0SPALDING,41,40,,,179,75,89,49,19,5,3,28,2,3,17,2,29,3,1,2,0,0,0,0,2,0,0,0.566,127,213,32,.906,.497,.709,73,105,14,0,0,1,0,13,0,192,.927,1,1.000,,7,4,32,37,"22,46",0.48,22,46,"41,72",0.57,41,72,"30,51",0.59,30,51,"14,30",0.47,14,30,0,0,0,0,"47,84","14,17","58,81",46,0,0,0,0,0,0,0,11,26,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Matthew Mcdowell,Matthew,Mcdowell,,23260,Matthew Mcdowell,0,0SPALDING,44,42,,,172,58,67,48,16,1,6,24,0,13,16,9,3,0,2,3,0,0,0,3,1,5,0,0.491,103,214,3,1.000,.390,.599,74,3,2,0,0,0,0,1,0,79,.975,0,.000,,4,6,44,45,"16,48",0.33,16,48,"39,93",0.42,39,93,"30,67",0.45,30,67,"10,25",0.40,10,25,0,0,0,0,"16,29","15,17","71,111",15,0,0,0,1,0,0,0,15,26,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Hunter Strong,Hunter,Strong,,23260,Hunter Strong,0,0SPALDING,43,42,,,160,51,73,61,19,0,14,25,4,19,25,11,0,0,0,5,0,0,0,4,0,5,0,0.560,134,209,0,.000,.456,.838,270,19,1,0,0,16,11,3,0,290,.997,27,.593,,6,3,18,44,"22,47",0.47,22,47,"50,98",0.51,50,98,"26,58",0.45,26,58,"7,22",0.32,7,22,0,0,0,0,"16,32","13,22","82,120",45,0,0,0,0,0,0,0,15,15,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Jacob Spanyer,Jacob,Spanyer,,23260,Jacob Spanyer,0,0SPALDING,42,42,,,166,48,60,50,11,0,8,29,0,3,30,10,3,1,0,1,0,0,0,0,0,0,0,0.462,95,199,4,.750,.361,.572,29,2,3,0,0,0,0,0,0,34,.912,0,.000,,7,4,32,39,"19,65",0.29,19,65,"41,113",0.36,41,113,"31,77",0.40,31,77,"8,25",0.32,8,25,0,0,0,0,"11,20","13,22","64,129",102,0,0,0,0,0,0,0,7,48,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Evan Fisher,Evan,Fisher,,23260,Evan Fisher,0,0SPALDING,41,40,,,148,44,46,47,6,0,14,24,0,4,39,12,1,0,1,2,0,0,0,5,0,6,0,0.416,94,179,1,1.000,.311,.635,160,15,1,0,0,0,0,13,0,176,.994,0,.000,,3,1,27,36,"11,43",0.26,11,43,"31,92",0.34,31,92,"20,64",0.31,20,64,"9,24",0.38,9,24,0,0,0,0,"19,39","10,23","51,108",86,0,0,0,0,0,0,0,10,49,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Whitt Callahan,Whitt,Callahan,,23260,Whitt Callahan,0,0SPALDING,41,41,,,162,47,48,48,17,0,7,29,0,5,37,13,0,0,5,1,0,0,0,1,0,1,0,0.416,86,202,0,.000,.296,.531,32,61,15,0,0,0,0,0,0,108,.861,0,.000,,8,1,24,51,"12,33",0.36,12,33,"34,93",0.37,34,93,"25,63",0.40,25,63,"8,24",0.33,8,24,0,0,0,0,"12,31","12,26","61,111",69,0,0,0,0,0,0,0,18,29,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Caleb Coffey,Caleb,Coffey,,23260,Caleb Coffey,0,0SPALDING,12,6,,,31,4,5,9,0,0,1,2,0,0,10,5,0,0,0,1,0,0,0,0,0,0,0,0.206,8,34,0,.000,.161,.258,5,-1,1,0,0,1,0,0,0,5,.800,1,1.000,,2,2,9,7,"2,10",0.20,2,10,"3,16",0.19,3,16,"3,8",0.38,3,8,"1,6",0.17,1,6,0,0,0,0,"1,6","2,1","6,18","1,1",1.00,1,1,11,0,0,0,2,9,0,,Spalding,SPALDING,0,False,7,1,1,0,0,0,0,0,0,0,4.0,8,7,5,4,2,0,0,15.75,20,25,1,0,0,0,0,0,0,2,.350,5,3,0,"1,4","5,13","0,3",0,"4,8",,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Bryce Cowell,Bryce,Cowell,,23260,Bryce Cowell,0,0SPALDING,6,3,,,14,1,2,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0.133,2,15,0,.000,.143,.143,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,1,0,2,7,"1,4",0.25,1,4,"2,6",0.33,2,6,"2,5",0.40,2,5,"0,2",0,0,2,0,0,0,0,"0,1","1,1","3,7",0,0,0,0,22,0,0,0,1,4,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Aj Lopez,Aj,Lopez,,23260,Aj Lopez,0,0SPALDING,41,40,,,155,39,46,30,7,4,0,17,0,7,26,9,6,2,3,2,0,0,0,0,0,1,0,0.387,61,184,8,.750,.297,.394,95,-1,0,0,0,3,1,0,0,94,1.000,4,.750,,8,7,27,53,"18,49",0.37,18,49,"31,87",0.36,31,87,"22,59",0.37,22,59,"9,25",0.36,9,25,0,0,0,0,"16,39","10,24","53,99",54,0,0,0,1,0,0,0,7,30,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Ty Lopez,Ty,Lopez,,23260,Ty Lopez,0,0SPALDING,24,23,,,74,25,23,15,4,2,0,22,0,5,13,7,5,3,2,3,0,0,0,0,0,0,0,0.481,31,106,8,.625,.311,.419,31,54,4,0,0,1,1,9,0,89,.955,2,.500,,0,6,21,23,"8,37",0.22,8,37,"15,49",0.31,15,49,"11,29",0.38,11,29,"5,12",0.42,5,12,0,0,0,0,"5,12","9,10","31,62",12,0,0,0,0,0,0,0,12,34,0,,Spalding,SPALDING,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
