rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,nwc,Northwest Conference (NWC),2025-26,Willamette,"Overby,Tanner",0,G,22,28.681818181818183,24.64,4.86,3.23,2.32,0.41,2.409090909090909,8.469290907743881,3.4212929769358826,0.6421691981955214,1.489962274532771,2.221888504715979,0.32302036728255074,1.4228018912961928
2,nwc,Northwest Conference (NWC),2025-26,Pacific Lutheran ,"Kapranos,Charlie",0,F,17,30.176470588235293,13.82,8.29,4.35,1.24,0.41,2.0588235294117645,5.59629049268379,1.1449765617667156,2.537060875582367,2.569517169626819,0.5708059749742868,0.32302036728255074,0.8939755420306118
3,nwc,Northwest Conference (NWC),2025-26,Pacific,"Hrboka,Anthony",0,G,25,35.64,20.72,2.64,3.24,2.12,0.04,2.16,5.5537775158720155,2.5966016324383654,-0.5842621498507756,1.4996011575246824,1.9161324806897404,-0.8016911383010242,1.0467296569635098
4,nwc,Northwest Conference (NWC),2025-26,Pacific,"Vacco,Max",0,G,24,28.5,10.42,5.46,5.17,3.04,0.5,2.0,5.208318499246451,0.4296830486821343,0.9736371300999258,3.359905574963533,3.322610191210441,0.5965988416136907,0.805165010092881
5,nwc,Northwest Conference (NWC),2025-26,Whitworth,"Bateman,Caden",0,F,27,24.074074074074073,12.52,7.96,1.44,0.7,1.26,0.925925925925926,5.205713482589543,0.8714819832343755,2.3547535130349453,-0.23539778101932393,-0.25473528989655964,2.9068170692988717,-0.8164495175108757
6,nwc,Northwest Conference (NWC),2025-26,Lewis & Clark,"Treadwell,Andre",0,G,20,29.75,18.55,6.6,1.1,0.75,0.35,1.45,5.009706599789713,2.140076066734383,1.6034262007182944,-0.5631198027443027,-0.1782962838899997,0.14063471772845754,-0.02521346352490493
7,nwc,Northwest Conference (NWC),2025-26,George Fox ,"Cooks,Donovan",0,G,18,30.833333333333332,19.33,3.78,3.89,1.33,0.11,2.4444444444444446,5.007306276839731,2.3041728138537865,0.04552692076759288,2.1261285519989066,0.7083961857860946,-0.5889078804879154,1.4761779180668495
8,nwc,Northwest Conference (NWC),2025-26,Whitworth,"Behil,Stephen",0,F,27,28.74074074074074,17.07,7.37,2.0,1.0,0.3,1.8888888888888888,4.877002100236696,1.8287130080975653,2.0288100466622807,0.3043796665277002,0.20389874614279954,-0.01135332356662014,0.6374117830993888
9,nwc,Northwest Conference (NWC),2025-26,Lewis & Clark,"White,Justin",0,F,22,27.59090909090909,12.73,7.05,2.73,1.82,0.95,2.0454545454545454,4.845317210366488,0.9156618766895999,1.8520271496465979,1.0080181249372138,1.4574984446503811,1.96449121326939,0.8737913302265822
10,nwc,Northwest Conference (NWC),2025-26,Whitworth,"Nyquist,Ben",0,G,27,27.444444444444443,11.85,4.3,3.56,3.37,0.11,1.4814814814814814,4.5608919305318,0.7305270850677081,0.33279912841807685,1.8080454132658388,3.827107630853736,-0.5889078804879154,0.022316617456584437
11,nwc,Northwest Conference (NWC),2025-26,Puget Sound,"Rutherfurd,Hugo",0,C,25,27.44,13.16,5.44,1.04,0.24,2.04,1.76,4.057069257282103,1.006125468050297,0.9625881990364459,-0.6209531006957696,-0.9579741451569102,5.277830513502084,0.44281803978693807
12,nwc,Northwest Conference (NWC),2025-26,Pacific Lutheran ,"Tellez,Ben",0,G,25,31.0,17.96,3.8,2.0,1.16,0.2,2.16,3.513775425223252,2.0159516041697056,0.05657585183107304,0.3043796665277002,0.44850356536379093,-0.31532940615677546,1.0467296569635098
