season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Nakamura,Uta",Uta,Nakamura,G,644,"Nakamura,Uta","NAKAMURA,UTA",Smith,SMI,0,30,15,01,0,104,216,20,58,69,53,281,4,59,74,832,28,60,88,69,0,73,0,0,30,0.48,0.34,0.77,9.37,2.93,2.47,1.97,0.13,01,173.0,1,99
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Maher,Selam",Selam,Maher,G,644,"Maher,Selam","MAHER,SELAM",Smith,SMI,0,29,27,03,0,67,162,42,101,21,20,196,0,20,34,617,6,40,46,47,0,36,0,0,29,0.41,0.42,0.95,6.76,1.59,1.17,0.69,0.00,03,172.0,2,99
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Fongemie,Felicia",Felicia,Fongemie,G,644,"Fongemie,Felicia","FONGEMIE,FELICIA",Smith,SMI,0,30,17,05,0,101,212,16,55,69,58,276,1,30,33,619,16,28,44,52,0,48,0,0,30,0.48,0.29,0.84,9.20,1.47,1.10,1.00,0.03,05,171.0,3,99
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Fleming,Maggie",Maggie,Fleming,G,644,"Fleming,Maggie","FLEMING,MAGGIE",Smith,SMI,0,30,0,10,0,48,96,10,20,10,10,116,11,20,29,458,8,34,42,28,0,16,0,0,30,0.50,0.50,1.00,3.87,1.40,0.97,0.67,0.37,10,170.0,4,98
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Johnson,Virginia",Virginia,Johnson,G,644,"Johnson,Virginia","JOHNSON,VIRGINIA",Smith,SMI,0,30,29,11,0,138,289,76,174,33,24,376,13,48,45,820,20,193,213,39,0,38,0,0,30,0.48,0.44,0.73,12.53,7.10,1.50,1.60,0.43,11,169.0,5,98
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Montague,Shea",Shea,Montague,F,644,"Montague,Shea","MONTAGUE,SHEA",Smith,SMI,0,15,1,12,0,18,36,9,19,4,1,46,1,4,6,91,1,3,4,7,0,6,0,0,15,0.50,0.47,0.25,3.07,0.27,0.40,0.27,0.07,12,168.0,6,98
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Cannon,Bre'Aria",Bre'Aria,Cannon,F,644,"Cannon,Bre'Aria","CANNON,BRE'ARIA",Smith,SMI,0,20,7,13,0,28,69,4,13,19,16,76,5,17,12,298,24,78,102,17,0,23,0,0,20,0.41,0.31,0.84,3.80,5.10,0.60,0.85,0.25,13,167.0,7,97
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Hackney,Kate",Kate,Hackney,G,644,"Hackney,Kate","HACKNEY,KATE",Smith,SMI,0,30,9,14,0,62,118,0,0,77,50,174,15,18,26,468,64,83,147,49,0,30,1,0,30,0.53,0.00,0.65,5.80,4.90,0.87,0.60,0.50,14,166.0,8,97
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Ashooh,Samara",Samara,Ashooh,F,644,"Ashooh,Samara","ASHOOH,SAMARA",Smith,SMI,0,5,0,15,0,6,11,0,0,3,1,13,2,0,1,21,3,2,5,1,0,0,0,0,5,0.55,0.00,0.33,2.60,1.00,0.20,0.00,0.40,15,165.0,9,97
2025-26,wbball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Smith,"Williams,Mya",Mya,Williams,F,644,"Williams,Mya","WILLIAMS,MYA",Smith,SMI,0,27,0,20,0,59,117,0,0,74,55,173,7,11,21,374,50,59,109,36,0,31,0,0,27,0.50,0.00,0.74,6.41,4.04,0.78,0.41,0.26,20,164.0,10,96
