season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Magner,Gillian",Gillian,Magner,G,182,"Magner,Gillian","MAGNER,GILLIAN",Denison,Den,1214-3497,18,0,02,0,6,16,0,4,9,8,20,2,6,9,102,2,4,6,7,0,8,0,0,18,0.38,0.00,0.89,1.11,0.33,0.50,0.33,0.11,02,151.0,1,99
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Cooch,Abby",Abby,Cooch,G,182,"Cooch,Abby","COOCH,ABBY",Denison,Den,1214-3427,32,32,03,0,146,389,55,171,99,83,430,5,44,125,968,14,112,126,52,0,70,2,0,32,0.38,0.32,0.84,13.44,3.94,3.91,1.38,0.16,03,150.0,2,99
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Zittel,Jess",Jess,Zittel,G,182,"Zittel,Jess","ZITTEL,JESS",Denison,Den,1214-3178,18,0,05,0,10,36,6,24,7,5,31,1,2,9,115,5,13,18,17,0,7,0,0,18,0.28,0.25,0.71,1.72,1.00,0.50,0.11,0.06,05,149.0,3,99
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Grudzien,Hannah",Hannah,Grudzien,F,182,"Grudzien,Hannah","GRUDZIEN,HANNAH",Denison,Den,1214-3723,20,0,10,0,23,52,0,11,18,11,57,5,7,5,162,13,13,26,24,0,11,0,0,20,0.44,0.00,0.61,2.85,1.30,0.25,0.35,0.25,10,148.0,4,98
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Taute,Ada",Ada,Taute,G,182,"Taute,Ada","TAUTE,ADA",Denison,Den,1214-3433,32,32,11,0,175,380,29,104,111,67,446,14,69,101,940,68,151,219,68,0,64,0,0,32,0.46,0.28,0.60,13.94,6.84,3.16,2.16,0.44,11,147.0,5,98
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Mitchell,Violet",Violet,Mitchell,G,182,"Mitchell,Violet","MITCHELL,VIOLET",Denison,Den,1214-3428,32,23,12,0,86,217,30,105,53,39,241,3,30,47,665,50,56,106,41,0,41,1,0,32,0.40,0.29,0.74,7.53,3.31,1.47,0.94,0.09,12,146.0,6,98
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Arguelles,Izzy",Izzy,Arguelles,G,182,"Arguelles,Izzy","ARGUELLES,IZZY",Denison,Den,1214-3430,10,0,14,0,5,23,2,8,0,0,12,0,7,4,56,4,4,8,5,0,6,0,0,10,0.22,0.25,0.00,1.20,0.80,0.40,0.70,0.00,14,145.0,7,97
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Gaffney,Maeve",Maeve,Gaffney,G,182,"Gaffney,Maeve","GAFFNEY,MAEVE",Denison,Den,1214-3429,11,0,15,0,4,15,2,8,0,0,10,0,4,1,48,3,10,13,6,0,5,0,0,11,0.27,0.25,0.00,0.91,1.18,0.09,0.36,0.00,15,144.0,8,97
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Kress,Morgan",Morgan,Kress,F,182,"Kress,Morgan","KRESS,MORGAN",Denison,Den,1214-3432,29,0,20,0,42,95,0,2,27,12,96,26,12,11,373,45,58,103,47,1,23,0,0,29,0.44,0.00,0.44,3.31,3.55,0.38,0.41,0.90,20,143.0,9,97
2025-26,wbball,North Coast Athletic Conference (NCAC),ncac,Denison,"Elliott,Jamie",Jamie,Elliott,G,182,"Elliott,Jamie","ELLIOTT,JAMIE",Denison,Den,1214-3500,13,0,21,0,2,13,2,7,6,6,12,1,3,3,47,7,3,10,4,0,3,0,0,13,0.15,0.29,1.00,0.92,0.77,0.23,0.23,0.08,21,142.0,10,96
