rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,oac,Ohio Athletic Conference (OAC),2025-26,Muskingum,"Davis,Duane",0,G,26,32.0,18.92,4.15,1.96,2.04,0.46,1.8461538461538465,5.721287541304356,2.253529846508496,0.330191962256047,0.40686684309611315,2.6208212111201763,0.2507462802267688,0.9218713264157768
2,oac,Ohio Athletic Conference (OAC),2025-26,Otterbein,"Heckman,Julian",0,G,27,34.370370370370374,13.44,4.74,5.44,2.7,0.33,2.3333333333333335,5.6886782230128,1.0363296354687606,0.7106677931770445,3.5208933604675896,4.035413529420446,-0.046273823340580014,1.6758046356448715
3,oac,Ohio Athletic Conference (OAC),2025-26,Mount Union,Elijah Farrington,0,*,25,26.44,15.48,8.16,2.0,0.84,0.72,1.52,5.443159184723701,1.4894479622061803,2.9161378639394373,0.44266025134176235,0.0488351778469596,0.8447864873614663,0.41713281623714027
4,oac,Ohio Athletic Conference (OAC),2025-26,Wilmington,"Cathey,Elijah",0,F,26,27.153846153846153,15.08,5.58,2.38,1.31,0.77,1.4230769230769231,5.0196432080371265,1.400601231473353,1.2523621965221934,0.7826976296754291,1.056196374212303,0.9590249887335237,0.26713976840103615
5,oac,Ohio Athletic Conference (OAC),2025-26,Heidelberg,"Johnson-Nichols,Markell",0,G,26,33.15384615384615,13.85,5.73,3.73,1.31,0.42,1.6923076923076923,4.653414245369412,1.1273975344699085,1.3490933399766847,1.9907251579660876,1.056196374212303,0.15935547912912296,0.6837871235013253
6,oac,Ohio Athletic Conference (OAC),2025-26,Mount Union,Chance Casenhiser,0,*,26,31.153846153846153,17.46,3.19,2.42,1.65,0.04,1.7692307692307692,4.124972065652314,1.929239279333676,-0.288887355852695,0.8184910379210782,1.784925750306381,-0.7088571312985121,0.8028292249585508
7,oac,Ohio Athletic Conference (OAC),2025-26,Capital,"Calloway-White,Se'Ron",0,F,24,28.958333333333332,17.0,4.75,1.63,1.29,0.42,1.875,4.047345528939292,1.8270655389909243,0.7171165360740104,0.11157122506950762,1.013329940324416,0.15935547912912296,0.966512114462236
8,oac,Ohio Athletic Conference (OAC),2025-26,Heidelberg,"Killens,Trey",0,G,27,32.666666666666664,13.63,4.89,2.26,1.48,0.26,1.4074074074074074,3.6078294115816383,1.0785318325668538,0.8073989366315351,0.6753174049384816,1.420561062259342,-0.20620772526146017,0.24289045143752724
9,oac,Ohio Athletic Conference (OAC),2025-26,Wilmington,"Cathey,Izaiah",0,G,26,25.076923076923077,11.81,4.35,2.0,1.42,1.31,1.5769230769230769,3.318039470562291,0.6742792077324891,0.4591668201953678,0.44266025134176235,1.291961760595681,2.192800803551742,0.505223971315487
10,oac,Ohio Athletic Conference (OAC),2025-26,Wilmington,"Farley,Domenic",0,G,25,25.84,16.24,3.2,2.28,1.08,0.12,1.52,3.2889285231804872,1.658256750598552,-0.2824386129557288,0.6932141090613062,0.5632323845016032,-0.5260755291032204,0.41713281623714027
11,oac,Ohio Athletic Conference (OAC),2025-26,Marietta,"Singleton,Jake",0,G,25,31.08,15.76,4.2,1.16,1.2,0.12,1.36,3.1522429290830867,1.5516406737191593,0.36243567674087723,-0.30900132181686985,0.8204309878289247,-0.5260755291032204,0.1695252452061113
12,oac,Ohio Athletic Conference (OAC),2025-26,Ohio Northern,"Miller,Will",0,G,27,28.96296296296296,15.63,4.26,1.96,1.56,0.07,2.1481481481481484,2.975606401140216,1.5227654862309907,0.40112813412267334,0.40686684309611315,1.59202679781089,-0.6403140304752777,1.3892217988034028
13,oac,Ohio Athletic Conference (OAC),2025-26,Marietta,"Harden,Elijah",0,G,25,30.88,19.28,2.64,1.88,0.8,0.16,2.32,2.8912543302483487,2.3334919041680404,-0.6435682151858282,0.33528002660481476,-0.036897689928814134,-0.43468472800557467,1.6551706713922851
14,oac,Ohio Athletic Conference (OAC),2025-26,Ohio Northern,"Harris,Aiden",0,F,27,26.14814814814815,13.15,4.56,1.44,1.52,0.33,1.5555555555555556,2.671416257847658,0.9719157556874608,0.594590421031655,-0.05844746409732578,1.506293930035116,-0.046273823340580014,0.47215672091070227
15,oac,Ohio Athletic Conference (OAC),2025-26,Otterbein,"Jones,Jarius",0,G,25,20.64,12.96,5.08,1.92,1.4,0.04,1.64,2.557974359842095,0.9297135585893679,0.9299250516738904,0.37107343485046396,1.249095326707794,-0.7088571312985121,0.6028384945104118
16,oac,Ohio Athletic Conference (OAC),2025-26,Capital,"Mitchell,Chris",0,F,25,26.24,9.44,9.12,2.12,1.4,0.48,2.44,2.4554724409790425,0.14786232814048664,3.5352171820481786,0.5500404760787099,1.249095326707794,0.29644168077559163,1.8408763496655571
17,oac,Ohio Athletic Conference (OAC),2025-26,Marietta,"Wisniewski,Mason",0,F,25,23.84,11.4,6.64,0.76,0.68,0.8,1.36,2.285833796977168,0.583211308731341,1.9359289436005955,-0.6669354042733612,-0.29409629325613584,1.027568089556758,0.1695252452061113
18,oac,Ohio Athletic Conference (OAC),2025-26,Capital,"Finkenbine,McKane",0,G,25,32.44,13.96,2.92,4.68,1.4,0.04,3.0,2.072248222738821,1.1518303854214365,-0.4630034140707786,2.840818603800255,1.249095326707794,-0.7088571312985121,2.7075028482741588
19,oac,Ohio Athletic Conference (OAC),2025-26,Marietta,"Guerra-Howard,Jaiden",0,G,25,28.36,12.32,4.08,4.32,0.92,0.32,2.64,1.8930087070586592,0.787558789416844,0.28505076197728446,2.5186779295894133,0.22030091339850755,-0.06912152361499148,2.150385813454344
20,oac,Ohio Athletic Conference (OAC),2025-26,Ohio Northern,"Maag,Theo",0,F,27,22.96296296296296,11.7,5.78,0.85,0.48,0.52,1.2592592592592593,1.6777850659781617,0.6498463567809613,1.3813370544615147,-0.5864002357206507,-0.7227606321350055,0.3878324818732375,0.013624181964352198
21,oac,Ohio Athletic Conference (OAC),2025-26,Heidelberg,"Gainey,Jarveil",0,G,26,24.653846153846153,12.15,5.73,0.46,0.5,0.27,1.0384615384615383,1.620022498904443,0.7497989288553923,1.3490933399766847,-0.9353859661157299,-0.6798941982471185,-0.1833600249870487,-0.32807073888509164
22,oac,Ohio Athletic Conference (OAC),2025-26,Heidelberg,"Vazquez,Marcos",0,G,26,30.23076923076923,13.35,4.46,5.38,0.54,0.08,3.3846153846153846,1.582808095436191,1.0163391210538744,0.5301029920619946,3.467203248099115,-0.5941613304713446,-0.6174663302008662,3.3027133555602863
23,oac,Ohio Athletic Conference (OAC),2025-26,Wilmington,"Golan,Ben",0,F,24,22.875,10.63,4.0,1.25,0.63,1.17,1.3333333333333333,1.461088427523787,0.4121813520706484,0.23346081880155592,-0.22846615326415917,-0.4012623779758533,1.8729329997099815,0.12825731670093954
24,oac,Ohio Athletic Conference (OAC),2025-26,Muskingum,"Barrino,J'Allen",0,G,13,22.692307692307693,10.77,5.38,2.62,1.08,0.15,2.076923076923077,1.4007990815476588,0.4432777078271377,1.123387338582872,0.9974580791493242,0.5632323845016032,-0.45753242827998614,1.278997630787453
25,oac,Ohio Athletic Conference (OAC),2025-26,Mount Union,Kevin Hamilton,0,*,26,30.153846153846153,12.35,2.15,3.62,1.35,0.04,2.1538461538461537,1.3394645257000233,0.7942222942218059,-0.9595566171371652,1.892293285290553,1.141929241988077,-0.7088571312985121,1.3980397322446783
26,oac,Ohio Athletic Conference (OAC),2025-26,Mount Union,Shaun Vaden,0,0,26,15.26923076923077,4.81,4.35,0.54,0.5,3.38,1.0384615384615383,1.339327081377645,-0.8805385800919903,0.4591668201953678,-0.8637991496244315,-0.6798941982471185,6.922274760354911,-0.32807073888509164
27,oac,Ohio Athletic Conference (OAC),2025-26,Heidelberg,"Bosma,Brady",0,F,27,31.59259259259259,10.59,4.22,1.04,0.63,0.3,0.6296296296296297,1.2884258087489049,0.40329667899736543,0.3753331625348091,-0.41638154655381715,-0.4012623779758533,-0.11481692416381442,-0.9607574632966418
28,oac,Ohio Athletic Conference (OAC),2025-26,Baldwin Wallace,"Richardson,Isaac",0,F,23,27.652173913043477,11.83,6.13,0.7,0.87,0.26,1.826086956521739,1.2187454255635173,0.6787215442691303,1.6070430558553266,-0.7206255166418349,0.11313482867879009,-0.20620772526146017,0.8908168651660652
29,oac,Ohio Athletic Conference (OAC),2025-26,Baldwin Wallace,"Pestello,AJ",0,F,23,23.956521739130434,10.35,4.87,1.52,0.74,0.74,1.608695652173913,1.1843034635676575,0.349988640557669,0.7945014508376032,0.013139352393972582,-0.1654969915924751,0.8904818879102893,0.5543935349608629
30,oac,Ohio Athletic Conference (OAC),2025-26,Muskingum,"Emig,Owen",0,G,26,29.846153846153847,16.04,2.38,1.88,0.62,0.12,2.576923076923077,0.7778953235137411,1.6138333852321385,-0.8112355305069459,0.33528002660481476,-0.4226955949197968,-0.5260755291032204,2.052771290259419
31,oac,Ohio Athletic Conference (OAC),2025-26,Baldwin Wallace,"Baskerville IV,Titus",0,G,23,29.26086956521739,10.3,2.96,3.7,0.87,0.26,2.130434782608696,0.6104516896873733,0.3388827992160658,-0.43720844248291435,1.9638801017818515,0.11313482867879009,-0.20620772526146017,1.361809527453349
32,oac,Ohio Athletic Conference (OAC),2025-26,Muskingum,"Devault,Brett",0,F,26,22.5,4.92,5.65,1.81,1.15,0.77,1.0,0.5331083906145229,-0.8561057291404627,1.297503396800956,0.2726415621749289,0.7132649031092072,0.9590249887335237,-0.3875917896137042
33,oac,Ohio Athletic Conference (OAC),2025-26,Capital,"Tucker,Dallas",0,G,23,26.08695652173913,11.13,2.57,2.0,1.13,0.17,1.6521739130434785,0.5061832760309408,0.5232397654866826,-0.6887094154645907,0.44266025134176235,0.6703984692213202,-0.4118370277311632,0.6216782010019037
