season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2026-27,softball,Southern Athletic Association (SAA),saa,Rhodes,Isabela Barber,Isabela,Barber,,573,Isabela Barber,0,0RHODES,42,42,,,129,26,50,50,16,2,8,15,0,2,15,3,0,0,1,2,0,0,0,1,0,3,0,0.453,94,149,0,.000,.388,.729,148,21,2,0,0,0,0,4,0,171,.988,0,.000,,2,3,18,47,"15,43",0.35,15,43,"33,79",0.42,33,79,"24,57",0.42,24,57,"1,4",0.25,1,4,"2,9",0.22,2,9,"10,32","14,23","47,89",150,0,0,0,0,0,0,0,9,32,0,,Rhodes,RHODES,1390-5109,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.055128317323025,1,99
2026-27,softball,Southern Athletic Association (SAA),saa,Rhodes,Abby Froelich,Abby,Froelich,,573,Abby Froelich,0,0RHODES,18,3,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,1,10,1,0,0,9,1,0,0,12,.917,10,.900,,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,Rhodes,RHODES,1390-5108,True,67,1,3,3,3,2,1,0,0,1,57.1,32,21,14,35,11,1,4,2.56,234,264,4,8,0,3,5,0,0,15,.286,92,41,0,"2,5","2,7","1,3","7,28","2,7",12.622422193875778,2,99
2026-27,softball,Southern Athletic Association (SAA),saa,Trinity,Josephine Koelewyn,Josephine,Koelewyn,,715,Josephine Koelewyn,0,0TRINITY,42,39,,,102,21,38,31,11,0,6,8,0,2,6,1,0,0,0,1,0,0,0,4,0,5,0,0.425,67,113,0,.000,.373,.657,8,34,4,0,0,14,1,1,0,46,.913,15,.933,,5,2,28,24,"13,31",0.42,13,31,"20,57",0.35,20,57,"13,33",0.39,13,33,"1,3",0.33,1,3,"10,24",0.42,10,24,"16,26","5,9","28,60",46,0,0,0,23,0,0,0,22,20,0,,Trinity,TRINITY,0,True,124,1,16,17,8,2,4,0,1,9,121.1,60,51,39,57,25,2,1,2.94,477,539,13,7,0,2,14,0,0,7,.260,94,190,0,"1,5","3,6","1,7","52,184","0,5",11.730249560768602,3,99
2026-27,softball,Southern Athletic Association (SAA),saa,Berry,Lauren Cothern,Lauren,Cothern,,973,Lauren Cothern,0,0BERRY,45,45,,,142,35,53,39,13,0,7,18,0,4,8,2,5,0,0,4,0,0,0,0,0,1,0,0.446,87,168,5,1.000,.373,.613,245,7,4,0,0,0,0,12,0,256,.984,0,.000,,6,4,31,51,"25,63",0.40,25,63,"37,90",0.41,37,90,"22,55",0.40,22,55,"4,5",0.80,4,5,0,0,0,0,"5,20","5,11","61,101",4,0,0,0,0,0,0,0,15,31,0,,Berry,BERRY,838-2945,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.726943184435596,4,98
2026-27,softball,Southern Athletic Association (SAA),saa,Trinity,Hannah Boudreaux,Hannah,Boudreaux,,715,Hannah Boudreaux,0,0TRINITY,46,46,,,134,40,53,41,14,2,5,32,0,3,15,3,3,0,1,3,0,0,0,2,0,5,0,0.512,86,173,3,1.000,.396,.642,206,15,1,8,0,77,6,1,0,222,.995,83,.928,,5,2,38,27,"8,33",0.24,8,33,"28,76",0.37,28,76,"22,59",0.37,22,59,"2,3",0.67,2,3,"21,47",0.45,21,47,"32,55","11,21","52,89",74,0,0,0,0,0,0,0,46,30,0,,Trinity,TRINITY,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.357573162475541,5,98
2026-27,softball,Southern Athletic Association (SAA),saa,Berry,El. Bennett,El.,Bennett,,973,El. Bennett,0,0BERRY,46,46,,,145,39,59,33,14,2,1,19,0,2,12,5,9,0,0,4,0,0,0,1,0,5,0,0.471,80,170,9,1.000,.407,.552,89,5,1,0,0,0,0,1,0,95,.989,0,.000,,6,7,34,38,"20,41",0.49,20,41,"33,80",0.41,33,80,"16,43",0.37,16,43,"3,4",0.75,3,4,0,0,0,0,"13,27","11,17","55,88",95,0,0,0,0,0,0,0,12,23,0,,Berry,BERRY,838-2949,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.927397806629797,6,98
2026-27,softball,Southern Athletic Association (SAA),saa,Centre,Emily Lammers,Emily,Lammers,,132,Emily Lammers,0,0CENTRE,36,36,,,97,19,35,22,10,3,4,18,0,7,10,2,4,0,0,1,0,0,0,0,0,1,0,0.488,63,123,4,1.000,.361,.649,56,0,5,0,0,0,0,0,0,61,.918,0,.000,,4,3,19,31,"12,31",0.39,12,31,"16,50",0.32,16,50,"15,38",0.39,15,38,"4,9",0.44,4,9,0,0,0,0,"13,33","7,13","31,58",30,0,0,0,9,0,0,0,6,23,0,,Centre,CENTRE,1268-2694,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8566091439643255,7,97
2026-27,softball,Southern Athletic Association (SAA),saa,Trinity,Ella Whitacre,Ella,Whitacre,,715,Ella Whitacre,0,0TRINITY,44,44,,,111,42,46,13,4,0,0,5,0,2,12,2,33,2,4,1,0,0,0,0,0,1,0,0.445,50,123,35,.943,.414,.450,52,1,2,0,0,0,0,0,0,55,.964,0,.000,,3,9,27,22,"12,35",0.34,12,35,"24,62",0.39,24,62,"20,45",0.44,20,45,"1,2",0.50,1,2,"9,36",0.25,9,36,"18,30","4,15","39,69",71,0,0,0,0,0,0,0,29,27,0,,Trinity,TRINITY,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.371708074248693,8,97
2026-27,softball,Southern Athletic Association (SAA),saa,Berry,Kennedy Moody,Kennedy,Moody,,973,Kennedy Moody,0,0BERRY,46,46,,,139,27,35,36,5,0,5,18,0,2,12,4,6,2,0,1,0,0,0,0,0,1,0,0.344,55,160,8,.750,.252,.396,103,34,6,5,0,15,5,1,0,143,.958,20,.750,,7,8,22,60,"17,62",0.27,17,62,"29,96",0.30,29,96,"24,65",0.37,24,65,"3,4",0.75,3,4,0,0,0,0,"14,28","10,19","49,101",57,0,0,0,0,0,0,0,18,41,0,,Berry,BERRY,838-3467,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.070504280107169,9,97
2026-27,softball,Southern Athletic Association (SAA),saa,Sewanee,Sydney Tackett,Sydney,Tackett,,652,Sydney Tackett,0,0SEWANEE,40,40,,,121,25,39,31,13,4,3,15,0,3,23,3,4,3,1,2,0,0,0,0,0,0,0,0.404,69,142,7,.571,.322,.570,45,3,3,0,0,0,0,1,0,51,.941,0,.000,,3,4,21,37,"17,47",0.36,17,47,"16,57",0.28,16,57,"14,36",0.39,14,36,"3,4",0.75,3,4,"0,8",0,0,8,"19,39","9,15","24,63",55,0,0,0,0,0,0,0,5,25,0,,Sewanee,SEWANEE,1321-3247,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.936235005968876,10,96
