season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Tribble, Evan",Evan,Tribble,,1115,"Tribble, Evan","TRIBBLE,EVAN",Hanover,HAN,1035-2720,3,0,23,0,23,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,34:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,321,53
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Trueblood, Henry",Henry,Trueblood,,1115,"Trueblood, Henry","TRUEBLOOD,HENRY",Hanover,HAN,1035-2927,0,0,32,0,32,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,322,53
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Trump, Lane",Lane,Trump,,2694,"Trump, Lane","TRUMP,LANE",Franklin,FRA,1034-2729,3,1,10,0,10,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,108:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,323,53
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,"Tucker, Miles",Miles,Tucker,,939,"Tucker, Miles","TUCKER,MILES",Anderson,ANDERS,0,0,0,46,0,46,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,324,53
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Upton, Ethan",Ethan,Upton,,1192,"Upton, Ethan","UPTON,ETHAN",Manchester,MANCHEST,1036-3066,3,3,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,2,0,.33,.67,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,325,53
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Berea,"Vargas, Michael",Michael,Vargas,,30171,"Vargas, Michael","VARGAS,MICHAEL",Berea,BER,921-1243,1,0,27,0,27,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,17:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,326,53
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,"Wamsley, Ryland",Ryland,Wamsley,,195,"Wamsley, Ryland","WAMSLEY,RYLAND",Earlham,EC,1215-1838,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,327,52
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,"Wheatley, Edward",Edward,Wheatley,,28749,"Wheatley, Edward","WHEATLEY,EDWARD",Transylvania,TRA,1039-3251,1,0,25,0,25,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,06:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,328,52
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Whitaker, Eli",Eli,Whitaker,,2694,"Whitaker, Eli","WHITAKER,ELI",Franklin,FRA,1034-2728,0,0,12,0,12,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,329,52
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"White, Lawrence",Lawrence,White,,8567,"White, Lawrence","WHITE,LAWRENCE",Mount St. Joseph,MSJ,1037-3524,0,0,13,0,13,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-1.1617735617683993,330,52
