season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Dylan Fishbough,Dylan,Fishbough,,679,Dylan Fishbough,0,0STEVENS,37,33,,,133,28,53,26,14,3,2,8,0,6,29,9,14,3,3,2,0,0,0,0,3,1,0,0.450,79,152,17,.824,.398,.594,70,0,1,0,0,0,0,0,0,71,.986,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,20,35,"18,46",0.39,18,46,"33,76",0.43,33,76,"20,51",0.39,20,51,"5,19",0.26,5,19,0,0,0,0,"8,21","9,14","45,84",107,0,0,0,0,0,0,0,10,31,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,5.675860800237966,26,92,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Matthew Gonglik,Matthew,Gonglik,,8968,Matthew Gonglik,0,0EASTERN,34,34,,,109,28,37,29,9,1,3,28,0,9,21,8,6,3,1,3,0,0,0,2,0,2,0,0.497,57,150,9,.667,.339,.523,15,51,8,0,0,0,0,2,0,74,.892,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,22,30,"10,38",0.26,10,38,"20,61",0.33,20,61,"16,40",0.40,16,40,"8,26",0.31,8,26,0,0,0,0,"14,26","13,17","43,78",132,0,0,0,0,0,0,0,9,23,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,5.3905238495390915,27,92,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Liam DeRubertis,Liam,DeRubertis,,679,Liam DeRubertis,0,0STEVENS,44,42,,,158,33,51,41,14,4,5,10,0,10,27,5,22,3,3,4,0,0,0,1,1,2,0,0.390,88,185,25,.880,.323,.557,56,1,1,0,0,0,0,0,0,58,.983,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,25,51,"16,55",0.29,16,55,"29,88",0.33,29,88,"22,71",0.31,22,71,"6,19",0.32,6,19,0,0,0,0,"14,35","11,21","54,100",233,0,0,0,0,0,0,0,9,39,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,5.361296981720388,28,92,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Hood,Ty Broughton,Ty,Broughton,,8404,Ty Broughton,0,0HOOD,39,37,,,127,21,48,29,5,2,2,24,0,6,25,11,1,2,1,3,0,0,0,1,0,1,0,0.488,63,161,3,.333,.378,.496,126,20,4,12,0,48,14,0,0,150,.973,62,.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,22,31,"19,46",0.41,19,46,"26,66",0.39,26,66,"17,39",0.44,17,39,"12,29",0.41,12,29,0,0,0,0,"14,23","5,11","47,82",31,0,0,0,2,0,0,0,7,21,0,,,,,,,,,Hood,HOOD,0,False,,,,,,5.289363434154657,29,91,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Tyler Satterfield,Tyler,Satterfield,,351,Tyler Satterfield,0,0LVC,28,23,,,78,13,32,17,8,0,1,9,0,4,21,5,1,1,0,1,0,0,0,0,0,0,0,0.489,43,92,2,.500,.410,.551,26,2,0,3,0,5,1,0,0,28,1.000,6,.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,17,"12,20",0.60,12,20,"16,36",0.44,16,36,"13,26",0.50,13,26,"4,8",0.50,4,8,0,0,0,0,"10,25","3,4","29,42",143,0,0,0,10,0,0,0,8,11,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,,5.0021530640377705,30,91,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Babkowski Christoph,Babkowski,Christoph,,938,Babkowski Christoph,0,0ALV,18,14,,,35,10,12,11,4,0,2,10,0,3,13,4,1,0,1,0,0,0,0,0,0,0,0,0.521,22,49,1,1.000,.343,.629,117,5,1,10,0,16,8,0,0,123,.992,24,.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,3,"3,7",0.43,3,7,"8,19",0.42,8,19,"5,14",0.36,5,14,"2,8",0.25,2,8,0,0,0,0,"6,10","3,6","19,26",23,0,0,0,7,0,0,0,7,4,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,4.985290070780092,31,91,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Cam Seymour,Cam,Seymour,,966,Cam Seymour,0,0AUBB,41,38,,,134,38,39,35,13,0,7,17,0,9,22,5,3,1,1,5,0,0,0,1,2,4,0,0.394,73,166,4,.750,.291,.545,214,23,6,1,0,37,10,8,0,243,.975,47,.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,36,40,"12,35",0.34,12,35,"23,81",0.28,23,81,"15,54",0.28,15,54,"1,10",0.10,1,10,0,0,0,0,"17,35","12,17","48,92",15,0,0,0,0,0,0,0,15,26,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,4.982539769416049,32,91,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Jack Giovenco,Jack,Giovenco,,221,Jack Giovenco,0,0FDU-FLOR,41,41,,,146,45,51,33,12,2,1,16,0,30,39,7,22,5,2,1,0,0,0,1,0,1,0,0.503,70,195,27,.815,.349,.479,49,0,2,0,0,0,0,0,0,51,.961,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,27,29,"22,49",0.45,22,49,"33,77",0.43,33,77,"22,58",0.38,22,58,"5,10",0.50,5,10,0,0,0,0,"22,55","9,18","62,93",267,0,0,0,0,0,0,0,11,29,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,4.84090747298576,33,90,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Aaron Santos,Aaron,Santos,,221,Aaron Santos,0,0FDU-FLOR,40,40,,,147,29,50,33,13,4,3,23,1,0,37,16,12,1,0,2,0,0,0,1,1,2,0,0.424,80,172,13,.923,.340,.544,40,113,8,0,0,0,0,13,0,161,.950,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,16,45,"19,50",0.38,19,50,"31,73",0.42,31,73,"20,51",0.39,20,51,"4,15",0.27,4,15,0,0,0,0,"15,35","13,20","48,82",429,0,0,0,0,0,0,0,10,27,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,4.691371486733216,34,90,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Jake Hendershot,Jake,Hendershot,,966,Jake Hendershot,0,0AUBB,23,22,,,73,25,27,17,6,2,2,6,0,7,14,7,9,2,0,1,0,0,0,1,0,2,0,0.460,43,87,11,.818,.370,.589,41,0,0,0,0,0,0,0,0,41,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,15,16,"10,28",0.36,10,28,"13,34",0.38,13,34,"9,23",0.39,9,23,"2,13",0.15,2,13,0,0,0,0,"11,24","2,2","19,39",2,0,0,0,55,0,0,0,1,19,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,4.534819108064012,35,90,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Nick Barton,Nick,Barton,,16,Nick Barton,0,0ALBRIGHT,39,39,,,140,29,54,28,8,0,2,9,0,6,21,10,5,3,2,2,0,0,0,2,0,4,0,0.439,68,159,8,.625,.386,.486,286,8,3,0,0,0,0,23,0,297,.990,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,36,32,"19,45",0.42,19,45,"33,84",0.39,33,84,"25,58",0.43,25,58,"13,32",0.41,13,32,0,0,0,0,"12,30","11,18","53,93",121,0,0,0,0,0,0,0,11,27,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,4.40105757335952,36,90,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Hurst, Drew",Drew,Hurst,,411,"Hurst, Drew",0,0MESSIAH,56,56,,,211,53,61,44,9,1,6,33,0,4,30,12,16,2,6,2,0,0,0,3,2,6,0,0.392,90,256,18,.889,.289,.427,33,106,18,0,0,0,0,3,0,157,.885,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,55,66,"15,62",0.24,15,62,"37,106",0.35,37,106,"27,67",0.40,27,67,"18,49",0.37,18,49,0,0,0,0,"25,51","14,25","65,121",135,0,0,0,0,0,0,0,18,31,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,,4.169285003164745,37,90,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Ott, Luke",Luke,Ott,,411,"Ott, Luke",0,0MESSIAH,54,50,,,165,46,50,44,16,3,4,15,0,5,26,6,21,3,8,3,0,0,0,1,2,3,0,0.372,84,196,24,.875,.303,.509,68,3,2,0,0,1,0,0,0,73,.973,1,1.000,3,1,0,0,0,0,0,0,0,0,3.2,4,4,1,4,0,0,1,9.82,14,18,0,1,0,1,1,0,0,4,.214,10,3,45,43,"15,57",0.26,15,57,"24,77",0.31,24,77,"19,54",0.35,19,54,"8,32",0.25,8,32,0,0,0,0,"21,46","16,16","55,96",246,0,0,0,0,0,0,0,23,37,0,4,3,0,"1,1","0,5","0,1",0,"0,2",Messiah,MESSIAH,0,False,,,,,,4.115928046236303,38,89,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Colin Houck,Colin,Houck,,20,Colin Houck,0,0DESALES,28,29,,,102,22,35,28,11,2,2,12,0,4,10,3,2,2,0,2,0,0,0,2,0,3,0,0.425,56,120,4,.500,.343,.549,19,36,8,0,0,0,0,2,0,63,.873,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,28,30,"10,33",0.30,10,33,"21,68",0.31,21,68,"13,51",0.25,13,51,"4,13",0.31,4,13,0,0,0,0,"8,18","13,16","45,78",67,0,0,0,"0,1",0,0,1,16,24,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,4.008026932967286,39,89,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Esannason Quincy,Esannason,Quincy,,938,Esannason Quincy,0,0ALV,40,28,,,89,31,32,17,2,2,0,34,0,9,15,5,10,3,4,1,0,0,0,2,3,2,0,0.564,38,137,13,.769,.360,.427,68,1,0,2,0,2,0,0,0,69,1.000,2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,29,18,"8,22",0.36,8,22,"16,40",0.40,16,40,"10,26",0.38,10,26,"3,8",0.38,3,8,0,0,0,0,"28,47","6,10","44,62",68,0,0,0,1,0,0,0,9,14,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,3.8434242194076336,40,89,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Alex Neeld,Alex,Neeld,,815,Alex Neeld,0,0YC,31,29,,,112,28,28,31,6,0,9,15,3,1,28,5,0,3,0,3,0,0,0,3,0,5,0,0.336,61,131,3,.000,.250,.545,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,21,30,"11,37",0.30,11,37,"16,65",0.25,16,65,"9,45",0.20,9,45,"6,22",0.27,6,22,0,0,0,0,"13,29","11,15","37,73",40,0,0,0,33,0,0,0,14,24,0,,,,,,,,,York,YC,0,False,,,,,,3.6598584122939517,41,89,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Jack Regenye,Jack,Regenye,,16142,Jack Regenye,0,0MISERICO,42,42,,,174,58,67,27,8,1,0,14,0,9,9,4,37,5,5,1,0,0,0,2,3,2,0,0.455,77,203,42,.881,.385,.443,126,2,0,0,0,0,0,0,0,128,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,58,35,"27,66",0.41,27,66,"38,89",0.43,38,89,"29,65",0.45,29,65,"10,27",0.37,10,27,0,0,0,0,"24,46","9,13","60,99",78,0,0,0,0,0,0,0,17,36,0,,,,,,,,,Misericordia,MISERICO,0,False,,,,,,3.411399477579463,42,88,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Beard, Dylan",Dylan,Beard,,411,"Beard, Dylan",0,0MESSIAH,52,52,,,178,35,49,40,9,0,7,12,0,10,28,5,10,3,3,5,0,0,0,0,1,1,0,0.346,79,208,13,.769,.275,.444,133,2,1,0,0,0,0,11,0,136,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,37,63,"13,55",0.24,13,55,"32,93",0.34,32,93,"21,62",0.34,21,62,"10,32",0.31,10,32,0,0,0,0,"12,41","12,21","59,110",231,0,0,0,0,0,0,0,18,44,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,,3.3218210905784193,43,88,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Kody Phillips,Kody,Phillips,,351,Kody Phillips,0,0LVC,35,33,,,120,23,39,27,10,1,3,16,0,3,18,8,2,1,0,4,0,0,0,0,0,1,0,0.406,60,143,3,.667,.325,.500,32,1,4,0,0,0,0,1,0,37,.892,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,26,40,"9,47",0.19,9,47,"21,65",0.32,21,65,"17,47",0.36,17,47,"2,6",0.33,2,6,0,0,0,0,"15,30","14,23","31,72",214,0,0,0,"0,1",0,0,1,5,42,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,,3.175853910222518,44,88,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Owen Fischl,Owen,Fischl,,20,Owen Fischl,0,0DESALES,38,36,,,103,28,33,27,6,0,1,38,0,4,19,8,4,1,0,4,0,0,0,2,0,3,0,0.503,42,149,5,.800,.320,.408,14,1,1,0,0,5,1,0,0,16,.938,6,.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,28,25,"7,31",0.23,7,31,"19,62",0.31,19,62,"15,43",0.35,15,43,"4,14",0.29,4,14,0,0,0,0,"17,24","14,17","48,79",71,0,0,0,"0,1",0,0,1,18,24,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,3.128320678754446,45,88,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Brian Korchok,Brian,Korchok,,16142,Brian Korchok,0,0MISERICO,40,38,,,135,29,42,32,5,0,3,20,0,12,16,2,7,0,0,1,0,0,0,6,0,9,0,0.440,56,168,7,1.000,.311,.415,128,4,5,0,0,0,0,15,0,137,.964,0,.000,3,1,0,0,0,0,0,0,0,0,1.1,6,1,2,0,1,0,1,6.75,9,11,1,0,0,0,0,0,0,0,.333,6,6,36,34,"12,39",0.31,12,39,"26,91",0.29,26,91,"20,65",0.31,20,65,"7,22",0.32,7,22,0,0,0,0,"19,33","8,21","54,102",170,0,0,0,3,0,0,0,18,35,0,4,0,0,"0,1","2,4","1,1",0,"1,1",Misericordia,MISERICO,0,False,,,,,,3.1231592102380414,46,87,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Jack Reichlin,Jack,Reichlin,,679,Jack Reichlin,0,0STEVENS,36,31,,,119,24,34,34,8,3,4,10,0,9,31,11,9,3,0,1,0,0,0,0,0,3,0,0.381,60,139,12,.750,.286,.504,40,11,4,0,0,0,0,0,0,55,.927,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,12,39,"17,45",0.38,17,45,"22,61",0.36,22,61,"19,51",0.37,19,51,"3,16",0.19,3,16,0,0,0,0,"8,32","4,13","31,66",103,0,0,0,39,0,0,0,2,32,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,3.0663160326799743,47,87,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Zabarsky Jack,Zabarsky,Jack,,938,Zabarsky Jack,0,0ALV,41,40,,,127,30,44,26,10,0,0,24,0,12,14,6,7,0,1,1,0,0,0,1,1,1,0,0.488,54,165,7,1.000,.346,.425,191,24,10,0,0,1,0,13,0,225,.956,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,22,42,"12,37",0.32,12,37,"24,62",0.39,24,62,"16,42",0.38,16,42,"8,30",0.27,8,30,0,0,0,0,"19,42","9,16","42,72",169,0,0,0,0,0,0,0,6,20,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,3.033299260306404,48,87,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Brian Lang,Brian,Lang,,8968,Brian Lang,0,0EASTERN,33,28,,,93,26,24,18,5,0,7,15,0,9,24,8,3,0,0,2,0,0,0,0,1,0,0,0.403,50,119,3,1.000,.258,.538,53,3,2,0,0,0,0,0,0,58,.966,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,36,"6,37",0.16,6,37,"11,56",0.20,11,56,"6,38",0.16,6,38,"5,23",0.22,5,23,0,0,0,0,"14,22","3,6","21,63",70,0,0,0,18,0,0,0,7,40,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,3.031301041727717,49,87,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Hitchcock Timmy,Hitchcock,Timmy,,938,Hitchcock Timmy,0,0ALV,42,40,,,137,24,44,25,11,3,3,14,0,5,13,2,3,4,8,2,0,0,0,2,1,3,0,0.399,70,166,7,.429,.321,.511,56,86,15,0,0,0,0,11,0,157,.904,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,50,38,"16,50",0.32,16,50,"30,88",0.34,30,88,"20,56",0.36,20,56,"7,28",0.25,7,28,0,0,0,0,"6,22","7,12","56,105",10,0,0,0,2,0,0,0,20,41,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,2.91913121825184,50,87,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Roman Berretta,Roman,Berretta,,16,Roman Berretta,0,0ALBRIGHT,39,39,,,140,29,52,23,11,1,0,19,0,2,15,7,7,1,4,4,0,0,0,2,2,2,0,0.442,65,169,8,.875,.371,.464,52,1,3,0,0,0,0,0,0,56,.946,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,33,43,"15,45",0.33,15,45,"28,69",0.41,28,69,"21,48",0.44,21,48,"15,35",0.43,15,35,0,0,0,0,"24,42","8,12","51,82",14,0,0,0,0,0,0,0,17,16,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,2.7995591148610197,51,86,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Deklyn Marks,Deklyn,Marks,,16,Deklyn Marks,0,0ALBRIGHT,32,29,,,97,16,31,22,4,0,4,9,0,3,4,1,4,1,4,0,0,0,0,1,0,1,0,0.394,47,113,5,.800,.320,.485,2,2,0,0,0,0,0,1,0,4,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,28,32,"11,35",0.31,11,35,"20,57",0.35,20,57,"12,36",0.33,12,36,"10,28",0.36,10,28,0,0,0,0,"8,19","6,12","34,62",51,0,0,0,4,0,0,0,8,19,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,2.6804546083759417,52,86,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Seidel Nathan,Seidel,Nathan,,938,Seidel Nathan,0,0ALV,21,17,,,52,13,18,12,3,1,1,7,0,6,6,5,4,2,1,1,0,0,0,0,1,1,0,0.470,26,67,6,.667,.346,.500,31,2,0,0,0,0,0,0,0,33,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,16,13,"4,15",0.27,4,15,"6,24",0.25,6,24,"5,17",0.29,5,17,"8,19",0.42,8,19,0,0,0,0,"13,24","4,7","15,30","1,2",0.50,1,2,1,0,0,0,5,13,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,2.6214843736598823,53,86,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Hood,Aj Haines,Aj,Haines,,8404,Aj Haines,0,0HOOD,38,37,,,142,28,45,24,13,2,3,15,0,3,19,3,7,3,0,1,0,0,0,3,0,3,0,0.391,71,161,10,.700,.317,.500,38,86,18,0,0,0,0,6,0,142,.873,0,.000,11,1,1,0,1,1,0,0,0,0,6.0,12,6,5,7,6,0,0,9.00,29,40,1,3,0,2,1,0,0,4,.379,5,6,41,36,"13,42",0.31,13,42,"21,66",0.32,21,66,"12,37",0.32,12,37,"16,36",0.44,16,36,0,0,0,0,"20,57","6,11","30,72",192,0,0,0,0,0,0,0,2,34,0,8,2,0,"1,2","0,4","0,1",0,"0,2",Hood,HOOD,0,False,,,,,,2.5181344009102022,54,86,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,King's,"Wanamaker, Jaiden",Jaiden,Wanamaker,,336,"Wanamaker, Jaiden",0,0KINGSBB,38,38,,,134,31,42,30,11,0,1,27,0,9,22,7,1,0,1,2,0,0,0,2,2,3,0,0.453,56,173,1,1.000,.313,.418,158,36,5,0,0,3,0,11,0,199,.975,3,1.000,6,1,1,0,0,0,0,0,0,0,5.2,7,7,9,2,2,0,1,11.12,21,32,3,0,0,1,1,0,0,0,.286,3,2,30,41,"16,50",0.32,16,50,"25,74",0.34,25,74,"19,49",0.39,19,49,"4,12",0.33,4,12,0,0,0,0,"8,21","11,17","58,100",51,0,0,0,0,0,0,0,8,32,0,5,10,0,"1,3","1,4","1,3",0,"0,3",King's,KINGSBB,0,False,,,,,,2.4935779399015816,55,85,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Parker Muratore,Parker,Muratore,,221,Parker Muratore,0,0FDU-FLOR,40,39,,,113,34,41,18,4,1,0,26,0,2,17,10,12,2,4,4,0,0,0,0,2,1,0,0.476,47,149,14,.857,.363,.416,109,0,1,0,0,0,0,0,0,110,.991,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,25,32,"11,30",0.37,11,30,"21,54",0.39,21,54,"9,34",0.26,9,34,"3,10",0.30,3,10,0,0,0,0,"17,36","11,14","51,74",76,0,0,0,0,0,0,0,14,21,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,2.3539721252599928,56,85,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Widener,Sean Burke,Sean,Burke,,783,Sean Burke,0,0WIDENER,40,38,,,134,20,35,24,11,1,6,23,2,2,45,10,9,1,2,1,0,0,0,0,0,0,0,0.375,66,162,10,.900,.261,.493,54,81,15,0,0,0,0,16,0,150,.900,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,12,42,"13,46",0.28,13,46,"23,81",0.28,23,81,"13,59",0.22,13,59,"11,35",0.31,11,35,0,0,0,0,"12,32","7,12","34,87",46,0,0,0,0,0,0,0,9,42,0,,,,,,,,,Widener,WIDENER,0,False,,,,,,2.3053751987135436,57,85,batting
