season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Peter Longo,Peter,Longo,,221,Peter Longo,0,0FDU-FLOR,30,22,,,78,16,22,18,6,0,2,15,0,0,22,5,0,0,2,1,0,0,0,0,0,1,0,0.394,34,96,0,.000,.282,.436,164,12,2,0,0,13,4,12,0,178,.989,17,.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,20,14,"7,21",0.33,7,21,"15,49",0.31,15,49,"12,39",0.31,12,39,"3,7",0.43,3,7,0,0,0,0,"8,20","7,16","33,61",168,0,0,0,"0,1",0,0,1,9,17,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,0.44534839318048935,90,77,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Carter Enders,Carter,Enders,,351,Carter Enders,0,0LVC,31,28,,,104,25,35,14,6,0,0,13,0,4,13,5,3,1,2,2,0,0,0,1,1,3,0,0.423,41,125,4,.750,.337,.394,27,27,5,0,0,1,0,3,0,59,.915,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,29,26,"10,34",0.29,10,34,"24,62",0.39,24,62,"14,40",0.35,14,40,"5,9",0.56,5,9,0,0,0,0,"5,16","7,11","43,74",85,0,0,0,1,0,0,0,12,29,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,,0.42275676838486437,91,77,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Jared Ecenroad,Jared,Ecenroad,,179,Jared Ecenroad,0,0DELAWARE,24,16,,,57,5,17,6,3,0,2,10,0,2,12,3,0,0,0,0,0,0,0,0,0,1,0,0.420,26,69,0,.000,.298,.456,20,23,13,0,0,0,0,3,0,56,.768,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,9,19,"4,19",0.21,4,19,"10,33",0.30,10,33,"3,17",0.18,3,17,"3,7",0.43,3,7,0,0,0,0,"6,15","0,1","14,36",20,0,0,0,10,0,0,0,2,23,0,,,,,,,,,Delaware Valley,DELAWARE,0,False,,,,,,0.34317062100023565,92,77,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Blake Ramos,Blake,Ramos,,179,Blake Ramos,0,0DELAWARE,31,30,,,103,15,34,18,5,0,0,7,0,8,15,3,0,0,1,1,0,0,0,3,1,7,0,0.412,39,120,0,.000,.330,.379,6,20,6,0,0,0,0,1,0,32,.813,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,28,25,"13,40",0.33,13,40,"20,60",0.33,20,60,"11,39",0.28,11,39,"10,21",0.48,10,21,0,0,0,0,"8,19","6,12","37,69",42,0,0,0,0,0,0,0,10,24,0,,,,,,,,,Delaware Valley,DELAWARE,0,False,,,,,,0.3064714295515081,93,77,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Thomas Evan,Thomas,Evan,,938,Thomas Evan,0,0ALV,45,43,,,153,26,48,23,8,0,1,10,0,7,10,6,2,1,10,2,0,0,0,1,0,4,0,0.378,59,182,3,.667,.314,.386,51,57,11,0,0,2,0,5,0,119,.908,2,1.000,5,1,2,0,0,0,0,0,0,0,4.0,1,1,1,6,1,1,0,2.25,16,17,0,0,0,0,0,0,0,2,.313,3,6,48,57,"19,52",0.37,19,52,"23,85",0.27,23,85,"15,62",0.24,15,62,"9,32",0.28,9,32,0,0,0,0,"20,44","10,19","54,103",8,0,0,0,24,0,0,0,29,45,0,3,1,2,"1,2","2,4","2,3",0,"1,3",Alvernia,ALV,0,False,,,,,,0.3054066686437762,94,76,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Daniel Cowles,Daniel,Cowles,,221,Daniel Cowles,0,0FDU-FLOR,33,27,,,90,13,25,22,2,0,2,21,0,0,16,4,0,0,0,2,0,0,0,1,0,2,0,0.407,33,113,0,.000,.278,.367,129,5,1,0,0,0,0,8,0,135,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17,32,"9,32",0.28,9,32,"12,46",0.26,12,46,"9,29",0.31,9,29,"2,7",0.29,2,7,0,0,0,0,"12,28","9,18","24,55",121,0,0,0,107,0,0,0,4,26,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,0.2751919702760592,95,76,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Ty Akins,Ty,Akins,,20,Ty Akins,0,0DESALES,29,19,,,70,15,22,20,3,0,0,13,0,3,16,3,0,2,1,3,0,0,0,4,0,4,0,0.427,25,90,2,.000,.314,.357,67,4,1,0,0,0,0,2,0,72,.986,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,18,15,"6,23",0.26,6,23,"14,44",0.32,14,44,"10,26",0.38,10,26,"3,8",0.38,3,8,0,0,0,0,"8,15","12,13","27,53",11,0,0,0,"0,1",0,0,1,6,19,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,0.24181276285117004,96,76,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Ryan Niedzialkowski,Ryan,Niedzialkowski,,815,Ryan Niedzialkowski,0,0YC,38,34,,,130,25,42,16,8,0,1,8,0,6,25,12,1,1,2,2,0,0,0,1,1,2,0,0.384,53,148,2,.500,.323,.408,219,20,7,0,0,0,0,16,0,246,.972,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,27,34,"10,43",0.23,10,43,"23,79",0.29,23,79,"15,58",0.26,15,58,"8,28",0.29,8,28,0,0,0,0,"13,25","4,9","41,89",143,0,0,0,114,0,0,0,9,41,0,,,,,,,,,York,YC,0,False,,,,,,0.1812653763723434,97,76,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Justin Destaso,Justin,Destaso,,20,Justin Destaso,0,0DESALES,28,23,,,94,19,31,20,2,0,0,11,0,1,12,6,6,1,4,1,0,0,0,4,0,8,0,0.402,33,111,7,.857,.330,.351,23,40,3,0,0,0,0,5,0,66,.955,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,33,21,"11,31",0.35,11,31,"22,61",0.36,22,61,"13,33",0.39,13,33,"2,13",0.15,2,13,0,0,0,0,"7,19","11,14","35,69",47,0,0,0,1,0,0,0,15,21,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,0.03422037991756277,98,76,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Ivery III,Ivery,III,,938,Ivery III,0,0ALV,41,26,,,93,20,27,18,10,0,1,12,0,4,17,4,2,1,0,3,0,0,0,2,0,4,0,0.384,40,112,3,.667,.290,.430,58,11,0,0,0,0,0,2,0,69,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,27,25,"8,35",0.23,8,35,"17,59",0.29,17,59,"9,42",0.21,9,42,"3,9",0.33,3,9,0,0,0,0,"10,20","7,15","32,66",14,0,0,0,78,0,0,0,8,28,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,-0.017922235470423015,99,75,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Dalton Reinhart,Dalton,Reinhart,,21852,Dalton Reinhart,0,0STEVENSO,35,30,,,116,14,33,23,4,0,3,10,0,1,33,7,3,1,0,3,0,0,0,2,0,2,0,0.338,46,130,4,.750,.284,.397,144,12,2,0,0,0,0,9,0,158,.987,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,20,32,"11,40",0.28,11,40,"17,52",0.33,17,52,"10,33",0.30,10,33,"4,21",0.19,4,21,0,0,0,0,"5,18","10,12","27,58",53,0,0,0,10,0,0,0,8,22,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-0.06269473708842627,100,75,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Chris Gorla,Chris,Gorla,,16,Chris Gorla,0,0ALBRIGHT,28,26,,,96,19,28,20,3,0,2,9,0,4,14,5,0,0,0,1,0,0,0,3,0,3,0,0.373,37,110,0,.000,.292,.385,137,26,2,7,0,34,15,2,0,165,.988,49,.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,25,27,"12,37",0.32,12,37,"20,59",0.34,20,59,"14,34",0.41,14,34,"9,34",0.26,9,34,0,0,0,0,"10,23","6,10","31,63",17,0,0,0,0,0,0,0,6,25,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,-0.06272134257105755,101,75,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Chris Nessensohn,Chris,Nessensohn,,815,Chris Nessensohn,0,0YC,44,43,,,129,38,36,25,7,1,0,22,1,11,18,6,8,0,2,3,0,0,0,0,0,2,0,0.418,45,167,8,1.000,.279,.349,132,2,2,0,0,0,0,0,0,136,.985,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,38,37,"7,43",0.16,7,43,"26,74",0.35,26,74,"14,50",0.28,14,50,"7,28",0.25,7,28,0,0,0,0,"16,31","12,15","46,86",101,0,0,0,2,0,0,0,12,34,0,,,,,,,,,York,YC,0,False,,,,,,-0.18135141565495738,102,75,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,R. buono,R.,buono,,8968,R. buono,0,0EASTERN,33,32,,,116,28,29,18,5,2,4,15,0,3,22,6,20,3,2,1,0,0,0,1,1,1,0,0.348,50,137,23,.870,.250,.431,49,58,13,0,0,0,0,6,0,120,.892,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,32,33,"10,37",0.27,10,37,"14,56",0.25,14,56,"10,36",0.28,10,36,"4,22",0.18,4,22,0,0,0,0,"12,27","5,10","35,68",3,0,0,0,11,0,0,0,9,21,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-0.21649566554865415,103,74,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Kieran O'Brien,Kieran,O'Brien,,679,Kieran O'Brien,0,0STEVENS,39,36,,,107,32,30,13,6,0,0,27,0,16,28,5,10,2,1,2,0,0,0,1,1,1,0,0.480,36,153,12,.833,.280,.336,31,102,9,0,0,0,0,7,0,142,.937,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,25,25,"5,30",0.17,5,30,"15,52",0.29,15,52,"8,32",0.25,8,32,"2,11",0.18,2,11,0,0,0,0,"18,31","8,11","34,67",3,0,0,0,0,0,0,0,6,21,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,-0.2449827244311082,104,74,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Glass Joe,Glass,Joe,,938,Glass Joe,0,0ALV,30,15,,,64,12,20,16,3,1,0,8,0,2,6,3,8,3,2,1,0,0,0,1,0,4,0,0.400,25,77,11,.727,.313,.391,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,1,2,20,19,"5,22",0.23,5,22,"14,37",0.38,14,37,"12,28",0.43,12,28,"3,8",0.38,3,8,0,0,0,0,"5,17","6,9","25,43",45,0,0,0,122,0,0,0,8,16,0,0,0,0,0,0,0,0,0,Alvernia,ALV,0,False,,,,,,-0.2567684576997629,105,74,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Zach Mornell,Zach,Mornell,,8968,Zach Mornell,0,0EASTERN,21,16,,,46,9,15,6,1,0,0,7,0,4,11,5,2,1,0,0,0,0,0,0,1,0,0,0.456,16,57,3,.667,.326,.348,109,13,2,18,0,34,6,1,0,124,.984,40,.850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,16,"4,17",0.24,4,17,"8,28",0.29,8,28,"5,21",0.24,5,21,"4,10",0.40,4,10,0,0,0,0,"4,9","4,7","16,33",38,0,0,0,0,0,0,0,4,19,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-0.330762457471826,106,74,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Josh Burger,Josh,Burger,,16142,Josh Burger,0,0MISERICO,27,8,,,39,7,13,4,3,0,0,2,0,4,6,2,1,1,2,0,0,0,0,0,0,0,0,0.422,16,47,2,.500,.333,.410,13,34,4,0,0,0,0,2,0,51,.922,0,.000,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,3,1,10,9,"2,14",0.14,2,14,"6,19",0.32,6,19,"2,14",0.14,2,14,"1,4",0.25,1,4,0,0,0,0,"5,13","2,4","14,24",0,0,0,0,124,0,0,0,4,10,0,0,0,0,0,0,0,0,0,Misericordia,MISERICO,0,False,,,,,,-0.36710209972826213,107,74,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Jacob Deimling,Jacob,Deimling,,815,Jacob Deimling,0,0YC,40,39,,,141,29,39,22,4,1,1,23,0,9,31,10,2,0,1,3,0,0,0,1,0,2,0,0.403,48,177,2,1.000,.277,.340,95,1,3,0,0,0,0,0,0,99,.970,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,30,38,"10,46",0.22,10,46,"20,75",0.27,20,75,"12,51",0.24,12,51,"11,35",0.31,11,35,0,0,0,0,"16,27","8,14","45,91",78,0,0,0,2,0,0,0,14,33,0,,,,,,,,,York,YC,0,False,,,,,,-0.446322510926944,108,73,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Owen Berry,Owen,Berry,,351,Owen Berry,0,0LVC,43,43,,,158,52,43,24,11,0,0,36,0,6,26,9,14,2,2,4,0,0,0,0,0,0,0,0.417,54,206,16,.875,.272,.342,64,109,8,0,0,2,0,14,0,181,.956,2,1.000,6,1,0,0,1,3,0,0,0,0,6.1,3,2,1,7,1,0,0,2.84,21,25,0,0,0,2,1,0,0,3,.286,3,3,36,55,"9,46",0.20,9,46,"18,75",0.24,18,75,"16,56",0.29,16,56,"1,11",0.09,1,11,0,0,0,0,"36,63","13,16","38,89",40,0,0,0,0,0,0,0,16,46,0,7,3,2,"0,1",0,0,0,0,Lebanon Valley,LVC,0,False,,,,,,-0.4756468503466544,109,73,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Christian Eckstein,Christian,Eckstein,,16,Christian Eckstein,0,0ALBRIGHT,39,39,,,141,28,43,23,3,3,0,16,0,1,19,5,11,3,3,3,0,0,0,0,1,0,0,0.373,52,164,14,.786,.305,.369,109,1,2,0,0,0,0,0,0,112,.982,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,39,42,"15,53",0.28,15,53,"21,72",0.29,21,72,"15,56",0.27,15,56,"16,34",0.47,16,34,0,0,0,0,"28,53","13,18","42,82",60,0,0,0,0,0,0,0,16,39,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,-0.47811334900981983,110,73,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Moyer, Nick",Nick,Moyer,,411,"Moyer, Nick",0,0MESSIAH,55,55,,,180,36,39,32,13,0,4,28,0,7,30,3,10,2,3,5,0,0,0,3,0,4,0,0.336,64,223,12,.833,.217,.356,51,148,16,0,0,0,0,32,0,215,.926,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,40,69,"18,61",0.30,18,61,"23,91",0.25,23,91,"14,55",0.25,14,55,"10,36",0.28,10,36,0,0,0,0,"11,37","11,21","51,110",6,0,0,0,0,0,0,0,13,35,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,,-0.5328906043706547,111,73,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Brady Bedway,Brady,Bedway,,21852,Brady Bedway,0,0STEVENSO,17,10,,,41,8,12,6,9,0,0,6,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0.383,21,47,2,1.000,.293,.512,4,5,1,0,0,0,0,0,0,10,.900,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,15,"2,12",0.17,2,12,"7,20",0.35,7,20,"4,14",0.29,4,14,"2,9",0.22,2,9,0,0,0,0,"7,13","1,2","10,22",56,0,0,0,10,0,0,0,0,11,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-0.5912040206318887,112,72,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Joe Peters,Joe,Peters,,16142,Joe Peters,0,0MISERICO,23,10,,,44,8,13,9,4,0,0,5,0,6,16,4,3,0,0,0,0,0,0,0,0,0,0,0.436,17,55,3,1.000,.295,.386,27,0,0,1,0,1,0,0,0,27,1.000,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,4,"2,17",0.12,2,17,"11,33",0.33,11,33,"6,21",0.29,6,21,"1,4",0.25,1,4,0,0,0,0,"5,9","4,6","17,35",47,0,0,0,101,0,0,0,1,19,0,,,,,,,,,Misericordia,MISERICO,0,False,,,,,,-0.6001773449281351,113,72,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Thomas Strauch,Thomas,Strauch,,966,Thomas Strauch,0,0AUBB,35,27,,,111,22,28,19,7,5,2,11,0,5,17,2,7,1,5,0,0,0,0,1,0,1,0,0.346,51,132,8,.875,.252,.459,81,1,0,0,0,0,0,1,0,82,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,26,41,"8,34",0.24,8,34,"20,61",0.33,20,61,"9,36",0.25,9,36,"2,13",0.15,2,13,0,0,0,0,"8,30","5,8","38,73",8,0,0,0,24,0,0,0,11,24,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,-0.606887606799251,114,72,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Quinton Sterling,Quinton,Sterling,,679,Quinton Sterling,0,0STEVENS,26,12,,,57,15,15,7,2,0,4,4,0,1,13,1,9,1,0,0,0,0,0,1,0,2,0,0.323,29,62,10,.900,.263,.509,17,1,1,0,0,0,0,0,0,19,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,8,16,"2,20",0.10,2,20,"7,35",0.20,7,35,"3,20",0.15,3,20,"1,6",0.17,1,6,0,0,0,0,"6,13","2,5","13,36",15,0,0,0,23,0,0,0,0,21,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,-0.6074048066511094,115,72,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Joey Santora,Joey,Santora,,351,Joey Santora,0,0LVC,18,10,,,35,8,9,7,4,0,1,7,0,3,12,2,0,2,0,0,0,0,0,0,0,1,0,0.422,16,45,2,.000,.257,.457,85,7,0,4,0,9,1,1,0,92,1.000,10,.900,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,0,6,8,"2,8",0.25,2,8,"4,16",0.25,4,16,"3,10",0.30,3,10,"1,2",0.50,1,2,0,0,0,0,"6,12","2,5","7,19",74,0,0,0,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Lebanon Valley,LVC,0,False,,,,,,-0.6251275637441243,116,71,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Sam Batiancila,Sam,Batiancila,,21852,Sam Batiancila,0,0STEVENSO,33,31,,,87,21,24,11,6,0,2,12,0,4,24,2,3,1,4,1,0,0,0,0,1,0,0,0.385,36,108,4,.750,.276,.414,49,71,12,0,0,0,0,10,0,132,.909,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,9,33,"6,29",0.21,6,29,"8,39",0.21,8,39,"5,27",0.19,5,27,"3,20",0.15,3,20,0,0,0,0,"11,30","3,4","19,49",1,0,0,0,4,0,0,0,5,24,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-0.6285151681706237,117,71,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Trent Macdougall,Trent,Macdougall,,8968,Trent Macdougall,0,0EASTERN,29,28,,,105,26,30,24,9,0,0,9,0,9,16,7,13,5,1,5,0,0,0,2,2,2,0,0.375,39,129,18,.722,.286,.371,64,0,0,0,0,0,0,0,0,64,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,29,30,"7,23",0.30,7,23,"17,48",0.35,17,48,"11,35",0.31,11,35,"6,24",0.25,6,24,0,0,0,0,"19,42","10,9","36,55",41,0,0,0,0,0,0,0,10,11,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-0.6742835153124485,118,71,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Frank Tonina,Frank,Tonina,,679,Frank Tonina,0,0STEVENS,32,30,,,98,12,26,21,6,0,3,6,0,3,7,2,0,0,5,3,0,0,0,1,0,2,0,0.318,41,115,0,.000,.265,.418,211,20,1,9,0,55,6,0,0,232,.996,61,.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,27,43,"8,36",0.22,8,36,"13,47",0.28,13,47,"11,34",0.32,11,34,"5,12",0.42,5,12,0,0,0,0,"8,24","8,9","31,58",3,0,0,0,0,0,0,0,15,18,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,-0.7126345595331922,119,71,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Jaden Taylor,Jaden,Taylor,,8968,Jaden Taylor,0,0EASTERN,21,18,,,51,12,15,3,2,0,0,14,0,7,8,4,1,1,4,2,0,0,0,0,0,0,0,0.486,17,78,2,.500,.294,.333,20,31,2,0,0,0,0,3,0,53,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,18,"5,19",0.26,5,19,"5,21",0.24,5,21,"2,15",0.13,2,15,"4,14",0.29,4,14,0,0,0,0,"8,13","1,3","20,34",14,0,0,0,"0,1",0,0,1,7,13,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-0.7793584830766489,120,71,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Kaige Garrity,Kaige,Garrity,,21852,Kaige Garrity,0,0STEVENSO,34,29,,,98,20,24,15,5,2,4,9,0,2,36,7,11,2,2,1,0,0,0,1,0,2,0,0.318,45,112,13,.846,.245,.459,60,1,1,0,0,0,0,0,0,62,.984,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,14,24,"6,30",0.20,6,30,"10,42",0.24,10,42,"5,28",0.18,5,28,"3,13",0.23,3,13,0,0,0,0,"4,23","7,7","25,54",50,0,0,0,"0,1",0,0,1,5,27,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-0.8099767525732577,121,70,batting
